year,trial,policy,solve_status,hurdle_delta,bench_weight,option_lambda,roster,bench_players,accepted_swaps,forecast_salary_spend,starter_forecast_spend,bench_forecast_spend,bench_mean_price,bench_le5,bench_le10,top3_spend_share,stars_ge40,actual_cap_feasible,actual_cap_overage,forecast_ev,forecast_p10,forecast_p90,actual_points,drafted_only_points,actual_waiver_starts,actual_salary_spend,actual_salary_missing_players,raw_outcome_missing_players,actual_playoff_points,bench_actual_max4_ppg,bench_dead_below10,bench_sustained_12_hits,bench_sustained_15_hits
2022,0,current_bench025,optimal,0.0,0.25,0.0,Breece Hall|Chase Claypool|Chris Godwin|Clyde Edwards Helaire|George Kittle|James Robinson|Jaylen Waddle|Juju Smith Schuster|Kenneth Gainwell|Rachaad White|Rhamondre Stevenson|Tom Brady|Tyreek Hill,Chase Claypool|James Robinson|Kenneth Gainwell|Rachaad White|Rhamondre Stevenson,3,291.5377502441406,267.4339599609375,24.10377311706543,4.820754528045654,3,5,0.575769305229187,3,False,6.0,1600.0538330078125,1443.7239990234375,1767.2557373046875,1491.5,1566.300048828125,39,304.0,1,0,379.55999755859375,13.386666774749756,1,3,2
2022,0,hurdle_plus1,optimal,1.0,0.25,0.0,Breece Hall|Chris Godwin|Clyde Edwards Helaire|Dallas Goedert|George Kittle|James Robinson|Jaylen Waddle|Juju Smith Schuster|Kenneth Gainwell|Kenneth Walker|Rhamondre Stevenson|Tom Brady|Tyreek Hill,Dallas Goedert|James Robinson|Kenneth Gainwell|Kenneth Walker|Rhamondre Stevenson,3,296.01885986328125,267.4339599609375,28.58490562438965,5.716980934143066,2,5,0.5670533776283264,3,False,25.0,1617.23046875,1466.127685546875,1764.70947265625,1563.4000244140625,1639.7000732421875,29,323.0,0,0,400.760009765625,15.84500036239624,1,4,3
2022,0,hurdle_plus2,optimal,2.0,0.25,0.0,Breece Hall|Chris Godwin|Clyde Edwards Helaire|Dallas Goedert|George Kittle|James Robinson|Jaylen Waddle|Juju Smith Schuster|Kenneth Gainwell|Kenneth Walker|Rhamondre Stevenson|Tom Brady|Tyreek Hill,Dallas Goedert|James Robinson|Kenneth Gainwell|Kenneth Walker|Rhamondre Stevenson,3,296.01885986328125,267.4339599609375,28.58490562438965,5.716980934143066,2,5,0.5670533776283264,3,False,25.0,1617.23046875,1466.127685546875,1764.70947265625,1563.4000244140625,1639.7000732421875,29,323.0,0,0,400.760009765625,15.84500036239624,1,4,3
2022,0,hurdle_plus3,optimal,3.0,0.25,0.0,Abram Smith|Aj Green|Alec Pierce|Christian Mccaffrey|Devin Singletary|James Robinson|Josh Allen|Kenneth Gainwell|Kenneth Walker|Noah Fant|Pat Freiermuth|Travis Etienne|Tyreek Hill,Abram Smith|Alec Pierce|James Robinson|Kenneth Gainwell|Pat Freiermuth,6,296.01885986328125,278.04718017578125,17.971698760986328,3.5943398475646973,4,5,0.7287908792495728,4,False,22.0,1546.072509765625,1387.236328125,1703.3204345703125,1575.02001953125,1727.239990234375,41,320.0,3,1,441.1199951171875,8.58666696548462,2,1,1
2022,0,bench0,optimal,0.0,0.0,0.0,Breece Hall|Chris Godwin|Clyde Edwards Helaire|Dallas Goedert|George Kittle|James Robinson|Jaylen Waddle|Juju Smith Schuster|Kenneth Gainwell|Rachaad White|Rhamondre Stevenson|Tom Brady|Tyreek Hill,Dallas Goedert|James Robinson|Kenneth Gainwell|Rachaad White|Rhamondre Stevenson,3,296.2547302246094,267.4339599609375,28.820755004882812,5.764151096343994,2,5,0.5666018724441528,3,False,9.0,1606.918701171875,1452.4061279296875,1759.078125,1521.39990234375,1604.5,35,307.0,1,0,379.55999755859375,13.991666889190673,1,4,2
2022,0,sustained_option025,optimal,0.0,0.0,0.25,Chase Claypool|Chris Godwin|Clyde Edwards Helaire|Darren Waller|George Kittle|Jaylen Waddle|Juju Smith Schuster|Kenneth Walker|Tom Brady|Tony Pollard|Travis Etienne|Treylon Burks|Tyreek Hill,Chase Claypool|Darren Waller|Kenneth Walker|Tony Pollard|Treylon Burks,8,296.9622497558594,248.09434509277344,48.867923736572266,9.773584365844727,2,3,0.5001271367073059,3,False,49.0,1610.7060546875,1427.79248046875,1799.9356689453125,1592.800048828125,1663.89990234375,32,347.0,0,0,444.05999755859375,17.073333740234375,1,2,2
2022,0,sustained_option050,optimal,0.0,0.0,0.5,Aj Dillon|Chase Claypool|Chris Godwin|Clyde Edwards Helaire|Elijah Mitchell|George Kittle|Jaylen Waddle|Kenneth Walker|Mike Williams|Tom Brady|Tony Pollard|Treylon Burks|Tyreek Hill,Aj Dillon|Chase Claypool|Kenneth Walker|Tony Pollard|Treylon Burks,10,296.01885986328125,255.16983032226562,40.849056243896484,8.169811248779297,2,3,0.483396053314209,2,False,57.0,1603.581787109375,1435.8314208984375,1759.6820068359375,1560.199951171875,1632.0999755859375,38,355.0,0,0,437.4599914550781,19.468333435058593,0,3,3
2022,1,current_bench025,optimal,0.0,0.25,0.0,Aj Dillon|Breece Hall|Clyde Edwards Helaire|Josh Allen|Juju Smith Schuster|Kenneth Gainwell|Kenneth Walker|Myles Gaskin|Najee Harris|Travis Kelce|Treylon Burks|Tyler Boyd|Zach Ertz,Kenneth Gainwell|Kenneth Walker|Myles Gaskin|Tyler Boyd|Zach Ertz,4,296.248291015625,282.056640625,14.191661834716797,2.838332414627075,4,5,0.6600582003593445,3,False,79.0,1627.625732421875,1451.841796875,1809.819580078125,1510.6199951171875,1616.6400146484375,36,377.0,1,0,362.02001953125,11.22333345413208,2,2,2
2022,1,hurdle_plus1,optimal,1.0,0.25,0.0,Abram Smith|Adam Trautman|Breece Hall|Clyde Edwards Helaire|Devonta Smith|Josh Allen|Juju Smith Schuster|Kenneth Gainwell|Myles Gaskin|Najee Harris|Rashod Bateman|Travis Kelce|Treylon Burks,Abram Smith|Adam Trautman|Kenneth Gainwell|Myles Gaskin|Rashod Bateman,7,294.313232421875,276.4932556152344,17.819950103759766,3.5639901161193848,4,5,0.6643979549407959,3,False,53.0,1605.2659912109375,1418.39013671875,1790.5252685546875,1488.719970703125,1496.8399658203125,40,351.0,3,1,381.219970703125,4.631666564941407,4,0,0
2022,1,hurdle_plus2,optimal,2.0,0.25,0.0,Abram Smith|Aj Green|Alec Pierce|Alexander Mattison|Breece Hall|Darrel Williams|George Kittle|Jaylen Waddle|Josh Allen|Kenneth Gainwell|Najee Harris|Rashod Bateman|Zach Ertz,Abram Smith|Aj Green|Alec Pierce|Alexander Mattison|Darrel Williams,9,292.8619079589844,281.33099365234375,11.53091812133789,2.3061835765838623,5,5,0.691642701625824,3,True,0.0,1554.697265625,1385.3153076171875,1722.7608642578125,1347.6199951171875,1388.6400146484375,57,277.0,3,1,355.91998291015625,5.921666526794434,4,0,0
