pos,experience_cohort,outcome,events,n,rate,ci95_low,ci95_high,avg_pred_ppg,avg_raw_year_exp,projection_scope
TE,above_threshold,extended_absence_8,10,73,0.136986301369863,0.07614307799620813,0.23412635939187332,7.738890173232986,10.73972602739726,all
TE,above_threshold,current_any_bust,22,73,0.3013698630136986,0.2082244364335746,0.41437582175990395,7.738890173232986,10.73972602739726,all
TE,above_threshold,next_no_appearance,18,67,0.26865671641791045,0.1772206517897013,0.3851833594127559,7.880148835980763,10.805970149253731,all
TE,above_threshold,next_ppg_cliff_30,6,67,0.08955223880597014,0.04169038288133413,0.18192963699399334,7.880148835980763,10.805970149253731,all
TE,above_threshold,next_no_useful,29,67,0.43283582089552236,0.32104123341736546,0.5519147698349607,7.880148835980763,10.805970149253731,all
TE,threshold_or_below,current_ppg_cliff_30,126,591,0.2131979695431472,0.18208419124302583,0.24801619178331263,7.04287751283921,3.5972927241962775,all
TE,threshold_or_below,current_ppg_cliff_50,32,591,0.05414551607445008,0.03861190835377511,0.07543794962522299,7.04287751283921,3.5972927241962775,all
TE,threshold_or_below,extended_absence_8,112,703,0.1593172119487909,0.1341252915389423,0.18821227319974884,6.878590047878935,3.586059743954481,all
TE,threshold_or_below,current_any_bust,238,703,0.3385490753911807,0.30452922951866523,0.37432385439716553,6.878590047878935,3.586059743954481,all
TE,threshold_or_below,next_no_appearance,62,660,0.09393939393939393,0.07397165412280693,0.118606816403897,6.920322002879367,3.577272727272727,all
TE,threshold_or_below,next_ppg_cliff_30,108,660,0.16363636363636364,0.13737322548279893,0.19379252249081405,6.920322002879367,3.577272727272727,all
TE,threshold_or_below,next_no_useful,211,660,0.3196969696969697,0.2852482403683859,0.3562324984102625,6.920322002879367,3.577272727272727,all
WR,above_threshold,current_ppg_cliff_30,23,91,0.25274725274725274,0.17472595343886432,0.350798710843476,9.520365723232926,11.373626373626374,all
WR,above_threshold,current_ppg_cliff_50,9,91,0.0989010989010989,0.052908040587209215,0.17738752591525386,9.520365723232926,11.373626373626374,all
WR,above_threshold,extended_absence_8,18,109,0.1651376146788991,0.1070860342222884,0.24598942730962886,9.198382976720941,11.339449541284404,all
WR,above_threshold,current_any_bust,41,109,0.3761467889908257,0.29088366624359363,0.469842874323006,9.198382976720941,11.339449541284404,all
WR,above_threshold,next_no_appearance,34,101,0.33663366336633666,0.2519643423829841,0.4332751045541095,9.344396330306951,11.366336633663366,all
WR,above_threshold,next_ppg_cliff_30,22,101,0.21782178217821782,0.1484757444077501,0.30784693666541163,9.344396330306951,11.366336633663366,all
WR,above_threshold,next_no_useful,63,101,0.6237623762376238,0.5263845938651245,0.7120703705764712,9.344396330306951,11.366336633663366,all
WR,threshold_or_below,current_ppg_cliff_30,277,1576,0.17576142131979697,0.1577644540231375,0.1953352491369768,8.681684650483097,3.376269035532995,all
WR,threshold_or_below,current_ppg_cliff_50,87,1576,0.05520304568527919,0.04497121157181853,0.06759804853628346,8.681684650483097,3.376269035532995,all
WR,threshold_or_below,extended_absence_8,330,1906,0.1731374606505771,0.15681268394139794,0.1907771894805654,8.246935295494081,3.3488982161594962,all
WR,threshold_or_below,current_any_bust,607,1906,0.3184679958027282,0.297935383447635,0.3397309025940976,8.246935295494081,3.3488982161594962,all
WR,threshold_or_below,next_no_appearance,228,1787,0.12758813654169,0.11291406400715355,0.14385995777121036,8.301211512077426,3.3463905987688864,all
WR,threshold_or_below,next_ppg_cliff_30,234,1787,0.13094571908226077,0.116093190127539,0.1473815917850545,8.301211512077426,3.3463905987688864,all
WR,threshold_or_below,next_no_useful,622,1787,0.3480693900391718,0.326330071608431,0.37046053231767834,8.301211512077426,3.3463905987688864,all
RB,above_threshold,current_ppg_cliff_30,10,50,0.2,0.11243629945973886,0.3303737210448524,11.462824325902861,9.02,starter_or_elite
RB,above_threshold,current_ppg_cliff_50,3,50,0.06,0.020614596364630478,0.16217343370877002,11.462824325902861,9.02,starter_or_elite
RB,above_threshold,extended_absence_8,8,58,0.13793103448275862,0.07158401626482185,0.24926149872832187,11.280834287100188,8.982758620689655,starter_or_elite
RB,above_threshold,current_any_bust,18,58,0.3103448275862069,0.20621934414805676,0.4380330684673994,11.280834287100188,8.982758620689655,starter_or_elite
RB,above_threshold,next_no_appearance,12,53,0.22641509433962265,0.13454499977265527,0.35526528002242436,11.101999446824635,9.056603773584905,starter_or_elite
RB,above_threshold,next_ppg_cliff_30,10,53,0.18867924528301888,0.10585211943149554,0.31358716447325025,11.101999446824635,9.056603773584905,starter_or_elite
RB,above_threshold,next_no_useful,27,53,0.5094339622641509,0.3788330425329779,0.6387597064396054,11.101999446824635,9.056603773584905,starter_or_elite
RB,threshold_or_below,current_ppg_cliff_30,110,625,0.176,0.14814861614645575,0.20781002272221966,12.170724945830663,2.9232,starter_or_elite
RB,threshold_or_below,current_ppg_cliff_50,42,625,0.0672,0.0500973642042301,0.0895905953709634,12.170724945830663,2.9232,starter_or_elite
RB,threshold_or_below,extended_absence_8,95,720,0.13194444444444445,0.10916562273085911,0.158629983379649,12.092213653833303,2.908333333333333,starter_or_elite
RB,threshold_or_below,current_any_bust,205,720,0.2847222222222222,0.2529686500805996,0.3187608553802636,12.092213653833303,2.908333333333333,starter_or_elite
RB,threshold_or_below,next_no_appearance,55,682,0.08064516129032258,0.06248053746017611,0.1035076440674536,12.130058755538204,2.929618768328446,starter_or_elite
RB,threshold_or_below,next_ppg_cliff_30,146,682,0.21407624633431085,0.18493743873919566,0.2464181395750974,12.130058755538204,2.929618768328446,starter_or_elite
RB,threshold_or_below,next_no_useful,262,682,0.3841642228739003,0.34840444727917075,0.4212216588071326,12.130058755538204,2.929618768328446,starter_or_elite
TE,above_threshold,current_ppg_cliff_30,7,42,0.16666666666666666,0.08315811295836502,0.30604296204774295,9.62828525241757,10.80952380952381,starter_or_elite
TE,above_threshold,current_ppg_cliff_50,0,42,0.0,0.0,0.08380161250916197,9.62828525241757,10.80952380952381,starter_or_elite
TE,above_threshold,extended_absence_8,3,45,0.06666666666666667,0.022931616462147086,0.17856874388640825,9.599428176499904,10.822222222222223,starter_or_elite
TE,above_threshold,current_any_bust,10,45,0.2222222222222222,0.12544551866005632,0.3626957379736329,9.599428176499904,10.822222222222223,starter_or_elite
TE,above_threshold,next_no_appearance,9,42,0.21428571428571427,0.11705668531051237,0.3594013789804373,9.754846289677273,10.80952380952381,starter_or_elite
TE,above_threshold,next_ppg_cliff_30,3,42,0.07142857142857142,0.024589963551172864,0.19009713288525165,9.754846289677273,10.80952380952381,starter_or_elite
TE,above_threshold,next_no_useful,14,42,0.3333333333333333,0.2101228076197232,0.4844777298833308,9.754846289677273,10.80952380952381,starter_or_elite
TE,threshold_or_below,current_ppg_cliff_30,68,333,0.2042042042042042,0.16439539465014139,0.2507599780829177,8.892678478819127,3.8618618618618616,starter_or_elite
TE,threshold_or_below,current_ppg_cliff_50,14,333,0.042042042042042045,0.02520593147584806,0.06932396031898964,8.892678478819127,3.8618618618618616,starter_or_elite
TE,threshold_or_below,extended_absence_8,42,375,0.112,0.08393443428812424,0.14793450513141154,8.90266644411115,3.8613333333333335,starter_or_elite
TE,threshold_or_below,current_any_bust,110,375,0.29333333333333333,0.24953368445370475,0.34132434169759435,8.90266644411115,3.8613333333333335,starter_or_elite
TE,threshold_or_below,next_no_appearance,19,353,0.053824362606232294,0.034725121629384306,0.08253026563488083,8.96767035957707,3.8640226628895182,starter_or_elite
TE,threshold_or_below,next_ppg_cliff_30,63,353,0.17847025495750707,0.14205171621990448,0.22181168984037541,8.96767035957707,3.8640226628895182,starter_or_elite
TE,threshold_or_below,next_no_useful,94,353,0.26628895184135976,0.22287354960038547,0.3147364151570868,8.96767035957707,3.8640226628895182,starter_or_elite
WR,above_threshold,current_ppg_cliff_30,17,63,0.2698412698412698,0.17583701687980413,0.39030143582031074,11.167631985806043,11.34920634920635,starter_or_elite
WR,above_threshold,current_ppg_cliff_50,5,63,0.07936507936507936,0.03437534033651937,0.17270528011541472,11.167631985806043,11.34920634920635,starter_or_elite
WR,above_threshold,extended_absence_8,9,72,0.125,0.06717708293105555,0.22081262192749168,11.00393362037776,11.319444444444445,starter_or_elite
WR,above_threshold,current_any_bust,26,72,0.3611111111111111,0.25981514475687584,0.4764773385240676,11.00393362037776,11.319444444444445,starter_or_elite
WR,above_threshold,next_no_appearance,17,67,0.2537313432835821,0.16487779577697392,0.36929421614822255,11.16455195247357,11.343283582089553,starter_or_elite
WR,above_threshold,next_ppg_cliff_30,16,67,0.23880597014925373,0.15268010510617858,0.35325990754175707,11.16455195247357,11.343283582089553,starter_or_elite
WR,above_threshold,next_no_useful,37,67,0.5522388059701493,0.4335740153183886,0.6652379821520243,11.16455195247357,11.343283582089553,starter_or_elite
WR,threshold_or_below,current_ppg_cliff_30,161,942,0.17091295116772823,0.1482221246860235,0.19627699651989508,11.1007488579794,3.624203821656051,starter_or_elite
WR,threshold_or_below,current_ppg_cliff_50,44,942,0.04670912951167728,0.03497667716350256,0.06212372527174662,11.1007488579794,3.624203821656051,starter_or_elite
WR,threshold_or_below,extended_absence_8,95,1037,0.09161041465766634,0.07552744977128265,0.11070799662132888,11.000544542364585,3.645130183220829,starter_or_elite
WR,threshold_or_below,current_any_bust,256,1037,0.24686595949855353,0.221587856863305,0.27401262643790053,11.000544542364585,3.645130183220829,starter_or_elite
WR,threshold_or_below,next_no_appearance,70,978,0.07157464212678936,0.057039441217792905,0.08946239777538074,11.04810075197363,3.6646216768916156,starter_or_elite
WR,threshold_or_below,next_ppg_cliff_30,155,978,0.15848670756646216,0.13694040098267277,0.18270545635317445,11.04810075197363,3.6646216768916156,starter_or_elite
WR,threshold_or_below,next_no_useful,271,978,0.2770961145194274,0.24995900796418502,0.3059775096981344,11.04810075197363,3.6646216768916156,starter_or_elite
RB,above_threshold,current_ppg_cliff_30,3,19,0.15789473684210525,0.055203710399278266,0.3756592764317668,13.975922631661385,8.368421052631579,elite
RB,above_threshold,current_ppg_cliff_50,0,19,0.0,0.0,0.16818436536845052,13.975922631661385,8.368421052631579,elite
RB,above_threshold,extended_absence_8,1,20,0.05,0.008881219432873136,0.23613589351256675,14.107907750078317,8.35,elite
RB,above_threshold,current_any_bust,4,20,0.2,0.0806563532712,0.41602172202575993,14.107907750078317,8.35,elite
RB,above_threshold,next_no_appearance,1,16,0.0625,0.01111905730833121,0.2832926836802987,14.132035208652429,8.375,elite
RB,above_threshold,next_ppg_cliff_30,5,16,0.3125,0.14164435051961052,0.5559606813326594,14.132035208652429,8.375,elite
RB,above_threshold,next_no_useful,7,16,0.4375,0.2309836333518552,0.6682180439322347,14.132035208652429,8.375,elite
RB,threshold_or_below,current_ppg_cliff_30,45,333,0.13513513513513514,0.10255082930701295,0.17604183858198888,14.557909165299385,3.015015015015015,elite
RB,threshold_or_below,current_ppg_cliff_50,11,333,0.03303303303303303,0.018543235963116574,0.058174129112931044,14.557909165299385,3.015015015015015,elite
RB,threshold_or_below,extended_absence_8,41,374,0.10962566844919786,0.08184324605679286,0.14534613700743299,14.55782285427225,2.983957219251337,elite
RB,threshold_or_below,current_any_bust,86,374,0.22994652406417113,0.19017327537071427,0.27521116085864744,14.55782285427225,2.983957219251337,elite
RB,threshold_or_below,next_no_appearance,18,356,0.05056179775280899,0.032218666498229256,0.07850116133712941,14.575973209766097,3.0,elite
RB,threshold_or_below,next_ppg_cliff_30,80,356,0.2247191011235955,0.18443086405923553,0.27088503048992163,14.575973209766097,3.0,elite
RB,threshold_or_below,next_no_useful,120,356,0.33707865168539325,0.28994460742060424,0.38769133016971324,14.575973209766097,3.0,elite
TE,above_threshold,current_ppg_cliff_30,4,27,0.14814814814814814,0.059158318596448906,0.32479063346829484,10.83260001726942,10.88888888888889,elite
TE,above_threshold,current_ppg_cliff_50,0,27,0.0,6.938893903907228e-18,0.12455903714463581,10.83260001726942,10.88888888888889,elite
TE,above_threshold,extended_absence_8,2,29,0.06896551724137931,0.019120864097994433,0.21964947595851925,10.783845833145254,10.827586206896552,elite
TE,above_threshold,current_any_bust,6,29,0.20689655172413793,0.09845936515585207,0.3839044660825772,10.783845833145254,10.827586206896552,elite
TE,above_threshold,next_no_appearance,4,28,0.14285714285714285,0.056989129307017855,0.31490173044877334,10.83978904867377,10.785714285714286,elite
TE,above_threshold,next_ppg_cliff_30,2,28,0.07142857142857142,0.019811647447770794,0.2264573842591786,10.83978904867377,10.785714285714286,elite
TE,above_threshold,next_no_useful,8,28,0.2857142857142857,0.15253815848329969,0.470596357370175,10.83978904867377,10.785714285714286,elite
TE,threshold_or_below,current_ppg_cliff_30,31,166,0.18674698795180722,0.13479538493882787,0.25286935679700123,10.339036389238819,3.9036144578313254,elite
TE,threshold_or_below,current_ppg_cliff_50,3,166,0.018072289156626505,0.00616482076443815,0.051780935752222076,10.339036389238819,3.9036144578313254,elite
TE,threshold_or_below,extended_absence_8,19,185,0.10270270270270271,0.06673918450520244,0.15483063909298778,10.384091144715864,3.9297297297297296,elite
TE,threshold_or_below,current_any_bust,50,185,0.2702702702702703,0.21143012559026098,0.338457187374679,10.384091144715864,3.9297297297297296,elite
TE,threshold_or_below,next_no_appearance,10,173,0.057803468208092484,0.03169701651696774,0.1031219401086226,10.48631062167178,3.9364161849710984,elite
TE,threshold_or_below,next_ppg_cliff_30,23,173,0.1329479768786127,0.09024916039914545,0.19159402581948187,10.48631062167178,3.9364161849710984,elite
TE,threshold_or_below,next_no_useful,39,173,0.2254335260115607,0.16952100148908414,0.29327508269020397,10.48631062167178,3.9364161849710984,elite
WR,above_threshold,current_ppg_cliff_30,11,37,0.2972972972972973,0.17489302346408198,0.45783439172043583,13.025868082383813,11.0,elite
WR,above_threshold,current_ppg_cliff_50,4,37,0.10810810810810811,0.04285120520506268,0.24708846415167163,13.025868082383813,11.0,elite
WR,above_threshold,extended_absence_8,3,40,0.075,0.025835556771858226,0.19864530159097524,12.979432923039724,11.075,elite
WR,above_threshold,current_any_bust,14,40,0.35,0.2213433317104915,0.5049440300646263,12.979432923039724,11.075,elite
WR,above_threshold,next_no_appearance,5,38,0.13157894736842105,0.05753782875731436,0.2732717005149887,13.07428844488204,11.078947368421053,elite
WR,above_threshold,next_ppg_cliff_30,10,38,0.2631578947368421,0.14971462389701296,0.42009150206375323,13.07428844488204,11.078947368421053,elite
WR,above_threshold,next_no_useful,16,38,0.42105263157894735,0.2785227481181953,0.5780792938687267,13.07428844488204,11.078947368421053,elite
WR,threshold_or_below,current_ppg_cliff_30,63,486,0.12962962962962962,0.10264652948107254,0.16242201512600044,13.414296164303902,3.9753086419753085,elite
WR,threshold_or_below,current_ppg_cliff_50,13,486,0.026748971193415638,0.015697549505246267,0.045223368603791426,13.414296164303902,3.9753086419753085,elite
WR,threshold_or_below,extended_absence_8,34,520,0.06538461538461539,0.04716379608455999,0.08997995118560718,13.361900336398378,3.975,elite
WR,threshold_or_below,current_any_bust,97,520,0.18653846153846154,0.15539945028094512,0.22227502230771526,13.361900336398378,3.975,elite
WR,threshold_or_below,next_no_appearance,16,490,0.0326530612244898,0.020197217809286055,0.05237990003578816,13.431561565316231,4.024489795918368,elite
WR,threshold_or_below,next_ppg_cliff_30,63,490,0.12857142857142856,0.10179741072745083,0.16112414144636358,13.431561565316231,4.024489795918368,elite
WR,threshold_or_below,next_no_useful,96,490,0.19591836734693877,0.1631973982528291,0.2333702461092497,13.431561565316231,4.024489795918368,elite
