player,season,pos,next_pred_ppg,recorded_next_y_act,validation_rows,raw_year_exp,pred_ppg,input_current_y_act,input_next_y_act,true_current_games,true_current_ppg,true_current_points,next_season,true_next_games,true_next_ppg,true_next_points,true_no_appearance,true_no_useful,recorded_no_useful,recorded_minus_true_ppg,carried_forward_current_ppg,threshold,above_threshold,experience_cohort,exp_below,excess_exp,further_excess_exp
Darius Slayton,2024,WR,5.455882359164023,6.165384615384616,2,5.0,5.407632901305915,7.333333333333333,6.800000000000001,15.0,7.333333333333333,110.0,2025,13.0,6.800000000000001,88.4,False,False,False,-0.634615384615385,False,9.0,False,threshold_or_below,5.0,0.0,0.0
Darnell Mooney,2021,WR,8.815891453627726,7.590909090909091,3,1.0,8.733242701347786,12.19375,9.227272727272727,16.0,12.19375,195.1,2022,11.0,9.227272727272727,101.5,False,False,False,-1.6363636363636358,False,9.0,False,threshold_or_below,1.0,0.0,0.0
Darnell Mooney,2022,WR,10.286704041997023,4.6000000000000005,2,2.0,10.543832662312754,9.227272727272727,5.635714285714286,11.0,9.227272727272727,101.5,2023,14.0,5.635714285714286,78.9,False,True,True,-1.0357142857142856,False,9.0,False,threshold_or_below,2.0,0.0,0.0
Darnell Mooney,2023,WR,7.20147683289973,10.512500000000001,2,3.0,7.293072902439775,5.635714285714286,12.075000000000001,14.0,5.635714285714286,78.9,2024,16.0,12.075000000000001,193.20000000000002,False,False,False,-1.5625,False,9.0,False,threshold_or_below,3.0,0.0,0.0
Darnell Mooney,2024,WR,6.664882305702236,5.039285714285715,2,4.0,6.691110238842871,12.075000000000001,5.521428571428571,16.0,12.075000000000001,193.20000000000002,2025,14.0,5.521428571428571,77.3,False,False,False,-0.48214285714285676,False,9.0,False,threshold_or_below,4.0,0.0,0.0
Darnell Washington,2023,TE,5.418316311881608,3.4615384615384617,1,0.0,4.209348901300022,1.6375000000000002,3.4615384615384617,8.0,1.6375000000000002,13.100000000000001,2024,13.0,3.4615384615384617,45.0,False,True,True,0.0,False,8.0,False,threshold_or_below,0.0,0.0,0.0
Darrel Williams,2020,RB,6.686720491266059,10.956250000000002,3,2.0,6.078340824076975,4.291666666666667,11.76875,12.0,4.291666666666667,51.5,2021,16.0,11.76875,188.3,False,False,False,-0.8124999999999982,False,7.0,False,threshold_or_below,2.0,0.0,0.0
Darrel Williams,2021,RB,6.122148895865941,4.0200000000000005,2,3.0,6.235221143663343,11.76875,4.220000000000001,16.0,11.76875,188.3,2022,5.0,4.220000000000001,21.1,False,True,True,-0.20000000000000018,False,7.0,False,threshold_or_below,3.0,0.0,0.0
Darrel Williams,2022,RB,5.944652991455194,4.0200000000000005,2,4.0,5.848359364758963,4.220000000000001,4.220000000000001,5.0,4.220000000000001,21.1,2023,0.0,0.0,0.0,True,True,True,4.0200000000000005,True,7.0,False,threshold_or_below,4.0,0.0,0.0
Darrell Henderson,2019,RB,9.11823731304075,8.593333333333334,3,0.0,8.258768763263157,3.2,8.66,7.0,3.2,22.400000000000002,2020,15.0,8.66,129.9,False,False,False,-0.06666666666666643,False,7.0,False,threshold_or_below,0.0,0.0,0.0
Darrell Henderson,2020,RB,8.345517759559142,13.075000000000001,3,1.0,7.459706699439877,8.66,13.616666666666667,15.0,8.66,129.9,2021,12.0,13.616666666666667,163.4,False,False,False,-0.5416666666666661,False,7.0,False,threshold_or_below,1.0,0.0,0.0
Darrell Henderson,2021,RB,10.280793126090805,6.8,2,2.0,10.924332226422644,13.616666666666667,7.35,12.0,13.616666666666667,163.4,2022,10.0,7.35,73.5,False,False,True,-0.5499999999999998,False,7.0,False,threshold_or_below,2.0,0.0,0.0
Darrell Henderson,2022,RB,8.149638232713187,10.125,2,3.0,8.153995349063669,7.35,10.875,10.0,7.35,73.5,2023,4.0,10.875,43.5,False,True,False,-0.75,False,7.0,False,threshold_or_below,3.0,0.0,0.0
Darren Sproles,2018,RB,5.488356414117863,2.033333333333333,2,13.0,5.9255541854201335,11.08,2.533333333333333,5.0,11.08,55.4,2019,6.0,2.533333333333333,15.2,False,True,True,-0.5,False,7.0,True,above_threshold,7.0,6.0,5.0
Darren Sproles,2019,RB,4.266381818249258,2.033333333333333,2,14.0,4.366027680204414,2.533333333333333,2.533333333333333,6.0,2.533333333333333,15.2,2020,0.0,0.0,0.0,True,True,True,2.033333333333333,True,7.0,True,above_threshold,7.0,7.0,6.0
Darren Waller,2019,TE,8.679528145534976,16.86,1,3.0,7.679450946990329,13.686666666666667,16.86,15.0,13.686666666666667,205.3,2020,15.0,16.86,252.9,False,False,False,0.0,False,8.0,False,threshold_or_below,3.0,0.0,0.0
Darren Waller,2020,TE,10.91405831310311,12.930000000000001,1,4.0,9.412513485975898,16.86,12.930000000000001,15.0,16.86,252.9,2021,10.0,12.930000000000001,129.3,False,False,False,0.0,False,8.0,False,threshold_or_below,4.0,0.0,0.0
Darren Waller,2021,TE,14.078625634628652,11.328571428571427,1,5.0,11.886426481226401,12.930000000000001,11.328571428571427,10.0,12.930000000000001,129.3,2022,7.0,11.328571428571427,79.3,False,False,False,0.0,False,8.0,False,threshold_or_below,5.0,0.0,0.0
Darren Waller,2022,TE,11.662504543932387,9.427272727272728,1,6.0,9.940866676113796,11.328571428571427,9.427272727272728,7.0,11.328571428571427,79.3,2023,11.0,9.427272727272728,103.7,False,False,False,0.0,False,8.0,False,threshold_or_below,6.0,0.0,0.0
Darren Waller,2023,TE,10.520415439414956,9.427272727272728,1,7.0,9.699778803018287,9.427272727272728,9.427272727272728,11.0,9.427272727272728,103.7,2024,0.0,0.0,0.0,True,True,False,9.427272727272728,True,8.0,False,threshold_or_below,7.0,0.0,0.0
Darwin Thompson,2019,RB,7.33280789631806,0.8000000000000002,3,0.0,6.6193783234105,3.3111111111111113,1.05,9.0,3.3111111111111113,29.8,2020,4.0,1.05,4.2,False,True,True,-0.2499999999999999,False,7.0,False,threshold_or_below,0.0,0.0,0.0
Darwin Thompson,2020,RB,5.721054550518819,0.8000000000000002,3,1.0,4.749402770270949,1.05,1.05,4.0,1.05,4.2,2021,0.0,0.0,0.0,True,True,True,0.8000000000000002,True,7.0,False,threshold_or_below,1.0,0.0,0.0
Davante Adams,2017,WR,10.84371856417838,19.353333333333335,2,3.0,11.14685007395748,15.892857142857142,21.853333333333335,14.0,15.892857142857142,222.5,2018,15.0,21.853333333333335,327.8,False,False,False,-2.5,False,9.0,False,threshold_or_below,3.0,0.0,0.0
Davante Adams,2018,WR,14.005428970482292,15.872727272727273,2,4.0,13.75463877945125,21.853333333333335,17.236363636363638,15.0,21.853333333333335,327.8,2019,11.0,17.236363636363638,189.60000000000002,False,False,False,-1.363636363636365,False,9.0,False,threshold_or_below,4.0,0.0,0.0
Davante Adams,2019,WR,15.3279841830486,25.157692307692308,2,5.0,15.074219266662528,17.236363636363638,26.36923076923077,11.0,17.236363636363638,189.60000000000002,2020,13.0,26.36923076923077,342.8,False,False,False,-1.2115384615384635,False,9.0,False,threshold_or_below,5.0,0.0,0.0
Davante Adams,2020,WR,15.897265176813153,20.936666666666667,2,6.0,15.460179239275275,26.36923076923077,22.186666666666667,13.0,26.36923076923077,342.8,2021,15.0,22.186666666666667,332.8,False,False,False,-1.25,False,9.0,False,threshold_or_below,6.0,0.0,0.0
Davante Adams,2021,WR,16.383470447806083,19.403125,2,7.0,15.762251943393192,22.186666666666667,20.2,15.0,22.186666666666667,332.8,2022,16.0,20.2,323.2,False,False,False,-0.796875,False,9.0,False,threshold_or_below,7.0,0.0,0.0
Davante Adams,2022,WR,14.87902629496125,14.33125,2,8.0,14.290227165509299,20.2,15.58125,16.0,20.2,323.2,2023,16.0,15.58125,249.3,False,False,False,-1.25,False,9.0,False,threshold_or_below,8.0,0.0,0.0
Davante Adams,2023,WR,14.093048780251213,15.673076923076923,2,9.0,14.00546009141237,15.58125,16.807692307692307,16.0,15.58125,249.3,2024,13.0,16.807692307692307,218.5,False,False,False,-1.1346153846153832,False,9.0,False,threshold_or_below,9.0,0.0,0.0
Davante Adams,2024,WR,13.26506772788806,15.385714285714286,2,10.0,12.4891198271273,16.807692307692307,15.921428571428573,13.0,16.807692307692307,218.5,2025,14.0,15.921428571428573,222.9,False,False,False,-0.5357142857142865,False,9.0,True,above_threshold,9.0,1.0,0.0
David Bell,2022,WR,6.604988331483503,2.7375000000000003,3,0.0,6.119382509782627,3.4923076923076923,3.2375000000000003,13.0,3.4923076923076923,45.4,2023,8.0,3.2375000000000003,25.900000000000002,False,True,True,-0.5,False,9.0,False,threshold_or_below,0.0,0.0,0.0
David Johnson,2018,RB,14.593130720851036,10.791666666666666,2,3.0,16.00560853942145,15.786666666666667,11.875,15.0,15.786666666666667,236.8,2019,12.0,11.875,142.5,False,False,False,-1.083333333333334,False,7.0,False,threshold_or_below,3.0,0.0,0.0
David Johnson,2019,RB,14.883774598618148,13.863636363636363,2,4.0,15.742488098583971,11.875,14.5,12.0,11.875,142.5,2020,11.0,14.5,159.5,False,False,False,-0.6363636363636367,False,7.0,False,threshold_or_below,4.0,0.0,0.0
David Johnson,2020,RB,11.079609571088286,5.1000000000000005,2,5.0,12.012691397345796,14.5,6.308333333333334,11.0,14.5,159.5,2021,12.0,6.308333333333334,75.7,False,True,True,-1.208333333333333,False,7.0,False,threshold_or_below,5.0,0.0,0.0
David Montgomery,2019,RB,12.46680912656673,16.021428571428572,3,0.0,12.220331057904156,10.34,16.842857142857145,15.0,10.34,155.1,2020,14.0,16.842857142857145,235.8,False,False,False,-0.821428571428573,False,7.0,False,threshold_or_below,0.0,0.0,0.0
David Montgomery,2020,RB,11.388749256225234,14.675000000000002,3,1.0,11.106708027451809,16.842857142857145,15.675000000000002,14.0,16.842857142857145,235.8,2021,12.0,15.675000000000002,188.10000000000002,False,False,False,-1.0,False,7.0,False,threshold_or_below,1.0,0.0,0.0
David Montgomery,2021,RB,13.48020682233123,11.040000000000001,2,2.0,13.636316896453904,15.675000000000002,11.840000000000002,12.0,15.675000000000002,188.10000000000002,2022,15.0,11.840000000000002,177.60000000000002,False,False,False,-0.8000000000000007,False,7.0,False,threshold_or_below,2.0,0.0,0.0
David Montgomery,2022,RB,10.934664806043603,15.553846153846154,2,3.0,12.236320811652028,11.840000000000002,15.092307692307692,15.0,11.840000000000002,177.60000000000002,2023,13.0,15.092307692307692,196.2,False,False,False,0.4615384615384617,False,7.0,False,threshold_or_below,3.0,0.0,0.0
David Montgomery,2023,RB,9.094128492021596,15.185714285714285,2,4.0,10.04610755586133,15.092307692307692,15.614285714285714,13.0,15.092307692307692,196.2,2024,14.0,15.614285714285714,218.6,False,False,False,-0.4285714285714288,False,7.0,False,threshold_or_below,4.0,0.0,0.0
David Montgomery,2024,RB,9.57111590368661,9.4875,2,5.0,10.539448019857783,15.614285714285714,9.70625,14.0,15.614285714285714,218.6,2025,16.0,9.70625,155.3,False,False,False,-0.21875,False,7.0,False,threshold_or_below,5.0,0.0,0.0
David Moore,2019,WR,5.383686464080539,7.086666666666668,2,2.0,5.436545740540977,4.633333333333334,7.820000000000001,12.0,4.633333333333334,55.6,2020,15.0,7.820000000000001,117.30000000000001,False,False,False,-0.7333333333333334,False,9.0,False,threshold_or_below,2.0,0.0,0.0
David Njoku,2017,TE,7.814821983341507,9.62142857142857,1,0.0,6.408325110224851,5.926666666666666,9.62142857142857,15.0,5.926666666666666,88.89999999999999,2018,14.0,9.62142857142857,134.7,False,False,False,0.0,False,8.0,False,threshold_or_below,0.0,0.0,0.0
David Njoku,2020,TE,6.071504516339998,7.464285714285714,1,3.0,4.864738909574827,4.9,7.464285714285714,10.0,4.9,49.0,2021,14.0,7.464285714285714,104.5,False,False,False,0.0,False,8.0,False,threshold_or_below,3.0,0.0,0.0
David Njoku,2021,TE,5.311751868923206,9.907692307692308,1,4.0,4.359464637195332,7.464285714285714,9.907692307692308,14.0,7.464285714285714,104.5,2022,13.0,9.907692307692308,128.8,False,False,False,0.0,False,8.0,False,threshold_or_below,4.0,0.0,0.0
David Njoku,2022,TE,7.040621548156537,12.7,1,5.0,6.319977926585251,9.907692307692308,12.7,13.0,9.907692307692308,128.8,2023,16.0,12.7,203.2,False,False,False,0.0,False,8.0,False,threshold_or_below,5.0,0.0,0.0
David Njoku,2023,TE,7.860288325436382,13.136363636363637,1,6.0,7.199819294659351,12.7,13.136363636363637,16.0,12.7,203.2,2024,11.0,13.136363636363637,144.5,False,False,False,0.0,False,8.0,False,threshold_or_below,6.0,0.0,0.0
David Njoku,2024,TE,9.155301580991987,7.845454545454545,1,7.0,8.119387088812566,13.136363636363637,7.845454545454545,11.0,13.136363636363637,144.5,2025,11.0,7.845454545454545,86.3,False,False,False,0.0,False,8.0,False,threshold_or_below,7.0,0.0,0.0
Dawson Knox,2020,TE,7.222289097176071,10.985714285714286,1,1.0,6.075922066969676,6.39,10.985714285714286,10.0,6.39,63.9,2021,14.0,10.985714285714286,153.8,False,False,False,0.0,False,8.0,False,threshold_or_below,1.0,0.0,0.0
Dawson Knox,2021,TE,6.766386820157439,9.028571428571428,1,2.0,5.666690609242531,10.985714285714286,9.028571428571428,14.0,10.985714285714286,153.8,2022,14.0,9.028571428571428,126.4,False,False,False,0.0,False,8.0,False,threshold_or_below,2.0,0.0,0.0
Dawson Knox,2022,TE,8.648858227797147,4.711111111111111,1,3.0,7.571809736199427,9.028571428571428,4.711111111111111,14.0,9.028571428571428,126.4,2023,9.0,4.711111111111111,42.4,False,True,True,0.0,False,8.0,False,threshold_or_below,3.0,0.0,0.0
Dawson Knox,2023,TE,6.981627890829933,4.2214285714285715,1,4.0,6.040663103377351,4.711111111111111,4.2214285714285715,9.0,4.711111111111111,42.4,2024,14.0,4.2214285714285715,59.1,False,True,True,0.0,False,8.0,False,threshold_or_below,4.0,0.0,0.0
Dawson Knox,2024,TE,6.577686529571711,6.086666666666668,1,5.0,5.308265899323496,4.2214285714285715,6.086666666666668,14.0,4.2214285714285715,59.1,2025,15.0,6.086666666666668,91.30000000000001,False,False,False,0.0,False,8.0,False,threshold_or_below,5.0,0.0,0.0
Deandre Carter,2023,WR,3.565673562336903,2.79,2,5.0,3.3845802280974953,1.2,3.2399999999999998,7.0,1.2,8.4,2024,5.0,3.2399999999999998,16.2,False,False,False,-0.44999999999999973,False,9.0,False,threshold_or_below,5.0,0.0,0.0
Deandre Hopkins,2017,WR,13.252016061838425,19.369999999999997,2,4.0,12.40354269484194,20.720000000000002,20.586666666666666,15.0,20.720000000000002,310.8,2018,15.0,20.586666666666666,308.8,False,False,False,-1.2166666666666686,False,9.0,False,threshold_or_below,4.0,0.0,0.0
Deandre Hopkins,2018,WR,15.911413088278909,16.3,2,5.0,14.913875796129565,20.586666666666666,17.633333333333333,15.0,20.586666666666666,308.8,2019,15.0,17.633333333333333,264.5,False,False,False,-1.3333333333333321,False,9.0,False,threshold_or_below,5.0,0.0,0.0
Deandre Hopkins,2019,WR,16.444258362968565,17.336666666666666,2,6.0,15.87285741402442,17.633333333333333,18.82,15.0,17.633333333333333,264.5,2020,15.0,18.82,282.3,False,False,False,-1.4833333333333343,False,9.0,False,threshold_or_below,6.0,0.0,0.0
Deandre Hopkins,2020,WR,15.232521361711068,14.070000000000002,2,7.0,14.436725801783528,18.82,14.720000000000002,15.0,18.82,282.3,2021,10.0,14.720000000000002,147.20000000000002,False,False,False,-0.6500000000000004,False,9.0,False,threshold_or_below,7.0,0.0,0.0
Deandre Hopkins,2021,WR,15.3862480529068,15.411111111111111,2,8.0,14.544598615554523,14.720000000000002,16.966666666666665,10.0,14.720000000000002,147.20000000000002,2022,9.0,16.966666666666665,152.7,False,False,False,-1.5555555555555536,False,9.0,False,threshold_or_below,8.0,0.0,0.0
Deandre Hopkins,2022,WR,8.496424498343206,12.09375,2,9.0,8.336499447106135,16.966666666666665,12.875,9.0,16.966666666666665,152.7,2023,16.0,12.875,206.0,False,False,False,-0.78125,False,9.0,False,threshold_or_below,9.0,0.0,0.0
Deandre Hopkins,2023,WR,10.524243919307978,8.49375,2,10.0,10.2274294250407,12.875,9.2125,16.0,12.875,206.0,2024,16.0,9.2125,147.4,False,False,False,-0.71875,False,9.0,True,above_threshold,9.0,1.0,0.0
Deandre Hopkins,2024,WR,8.15415006904357,3.90625,2,11.0,8.519775198976253,9.2125,4.1875,16.0,9.2125,147.4,2025,16.0,4.1875,67.0,False,True,True,-0.28125,False,9.0,True,above_threshold,9.0,2.0,1.0
Deandre Washington,2017,RB,7.848002725061875,1.1285714285714286,3,1.0,6.880899380472376,5.978571428571429,1.342857142857143,14.0,5.978571428571429,83.7,2018,7.0,1.342857142857143,9.4,False,True,True,-0.2142857142857144,False,7.0,False,threshold_or_below,1.0,0.0,0.0
Deandre Washington,2019,RB,4.408776533326955,3.65,2,3.0,3.851040013515746,6.713333333333334,4.275,15.0,6.713333333333334,100.7,2020,4.0,4.275,17.1,False,True,False,-0.6250000000000004,False,7.0,False,threshold_or_below,3.0,0.0,0.0
Dede Westbrook,2017,WR,5.478861415984157,9.72,3,0.0,5.220364352423799,10.833333333333334,11.486666666666668,6.0,10.833333333333334,65.0,2018,15.0,11.486666666666668,172.3,False,False,False,-1.7666666666666675,False,9.0,False,threshold_or_below,0.0,0.0,0.0
Dede Westbrook,2018,WR,7.9950035475604055,7.5928571428571425,3,1.0,7.962728439064902,11.486666666666668,9.485714285714286,15.0,11.486666666666668,172.3,2019,14.0,9.485714285714286,132.8,False,False,False,-1.8928571428571432,False,9.0,False,threshold_or_below,1.0,0.0,0.0
Deebo Samuel,2019,WR,8.423319921182847,9.457142857142857,3,0.0,7.804838806813747,11.700000000000001,11.528571428571428,14.0,11.700000000000001,163.8,2020,7.0,11.528571428571428,80.7,False,False,False,-2.071428571428571,False,9.0,False,threshold_or_below,0.0,0.0,0.0
Deebo Samuel,2020,WR,10.275282219182426,19.433333333333334,3,1.0,10.18152554624022,11.528571428571428,20.8,7.0,11.528571428571428,80.7,2021,15.0,20.8,312.0,False,False,False,-1.3666666666666671,False,9.0,False,threshold_or_below,1.0,0.0,0.0
Deebo Samuel,2021,WR,9.788910202258986,11.916666666666666,2,2.0,10.187755688610913,20.8,13.833333333333334,15.0,20.8,312.0,2022,12.0,13.833333333333334,166.0,False,False,False,-1.9166666666666679,False,9.0,False,threshold_or_below,2.0,0.0,0.0
Deebo Samuel,2022,WR,12.94874635641024,16.035714285714285,2,3.0,13.302821950490177,13.833333333333334,17.035714285714285,12.0,13.833333333333334,166.0,2023,14.0,17.035714285714285,238.5,False,False,False,-1.0,False,9.0,False,threshold_or_below,3.0,0.0,0.0
Deebo Samuel,2023,WR,11.817671732494539,10.417857142857144,2,4.0,11.838800405905365,17.035714285714285,11.114285714285716,14.0,17.035714285714285,238.5,2024,14.0,11.114285714285716,155.60000000000002,False,False,False,-0.6964285714285712,False,9.0,False,threshold_or_below,4.0,0.0,0.0
Deebo Samuel,2024,WR,11.899875870636413,11.306666666666667,2,5.0,11.954206193113523,11.114285714285716,12.273333333333333,14.0,11.114285714285716,155.60000000000002,2025,15.0,12.273333333333333,184.1,False,False,False,-0.9666666666666668,False,9.0,False,threshold_or_below,5.0,0.0,0.0
Deejay Dallas,2020,RB,5.822578014813832,5.15,3,0.0,4.889047794914129,7.1125,6.0,8.0,7.1125,56.9,2021,10.0,6.0,60.0,False,False,False,-0.8499999999999996,False,7.0,False,threshold_or_below,0.0,0.0,0.0
Deejay Dallas,2021,RB,5.942965220669863,4.066666666666666,3,1.0,5.111849558016756,6.0,4.955555555555556,10.0,6.0,60.0,2022,9.0,4.955555555555556,44.6,False,False,True,-0.8888888888888893,False,7.0,False,threshold_or_below,1.0,0.0,0.0
Deejay Dallas,2023,RB,4.7171396282270734,2.2600000000000002,2,3.0,4.219769548723473,1.2200000000000002,2.2600000000000002,10.0,1.2200000000000002,12.200000000000001,2024,5.0,2.2600000000000002,11.3,False,True,True,0.0,False,7.0,False,threshold_or_below,3.0,0.0,0.0
Delanie Walker,2019,TE,8.498710478051684,9.083333333333334,1,13.0,7.334958646019937,9.083333333333334,9.083333333333334,6.0,9.083333333333334,54.5,2020,0.0,0.0,0.0,True,True,False,9.083333333333334,True,8.0,True,above_threshold,8.0,5.0,4.0
Demarco Murray,2017,RB,13.353629622410244,10.666666666666666,2,6.0,13.756621046287194,11.5,11.5,15.0,11.5,172.5,2018,0.0,0.0,0.0,True,True,False,10.666666666666666,True,7.0,False,threshold_or_below,6.0,0.0,0.0
Demarcus Robinson,2017,WR,4.755281496717685,3.9538461538461536,3,1.0,4.203272933017636,3.9000000000000004,4.530769230769231,9.0,3.9000000000000004,35.1,2018,13.0,4.530769230769231,58.9,False,False,False,-0.5769230769230771,False,9.0,False,threshold_or_below,1.0,0.0,0.0
Demarcus Robinson,2018,WR,4.139054126282021,5.714285714285714,2,2.0,3.9001432176633077,4.530769230769231,6.535714285714286,13.0,4.530769230769231,58.9,2019,14.0,6.535714285714286,91.5,False,False,False,-0.8214285714285712,False,9.0,False,threshold_or_below,2.0,0.0,0.0
Demarcus Robinson,2019,WR,5.272738904247694,5.664285714285714,2,3.0,5.098113261907904,6.535714285714286,6.914285714285714,14.0,6.535714285714286,91.5,2020,14.0,6.914285714285714,96.8,False,False,False,-1.25,False,9.0,False,threshold_or_below,3.0,0.0,0.0
Demarcus Robinson,2020,WR,5.538732525826761,4.653846153846153,2,4.0,5.1615174085160485,6.914285714285714,4.961538461538462,14.0,6.914285714285714,96.8,2021,13.0,4.961538461538462,64.5,False,False,False,-0.3076923076923084,False,9.0,False,threshold_or_below,4.0,0.0,0.0
Demarcus Robinson,2021,WR,5.633534682715595,5.993333333333334,2,5.0,5.551027242780409,4.961538461538462,6.693333333333333,13.0,4.961538461538462,64.5,2022,15.0,6.693333333333333,100.4,False,False,False,-0.6999999999999993,False,9.0,False,threshold_or_below,5.0,0.0,0.0
Demarcus Robinson,2024,WR,5.733380825695045,3.5807692307692305,2,8.0,5.46787145611626,7.08125,3.9076923076923076,16.0,7.08125,113.3,2025,13.0,3.9076923076923076,50.8,False,True,True,-0.3269230769230771,False,9.0,False,threshold_or_below,8.0,0.0,0.0
Demario Douglas,2024,WR,7.759963015689117,5.36,3,1.0,7.750469100258515,9.426666666666668,6.0600000000000005,15.0,9.426666666666668,141.4,2025,15.0,6.0600000000000005,90.9,False,False,True,-0.7000000000000002,False,9.0,False,threshold_or_below,1.0,0.0,0.0
Demaryius Thomas,2017,WR,12.682641366940445,9.663333333333334,2,7.0,12.420851726191827,12.613333333333335,10.446666666666667,15.0,12.613333333333335,189.20000000000002,2018,15.0,10.446666666666667,156.70000000000002,False,False,False,-0.7833333333333332,False,9.0,False,threshold_or_below,7.0,0.0,0.0
Demaryius Thomas,2018,WR,10.251562710278055,6.981818181818182,2,8.0,10.31356034759282,10.446666666666667,7.754545454545456,15.0,10.446666666666667,156.70000000000002,2019,11.0,7.754545454545456,85.30000000000001,False,False,True,-0.7727272727272734,False,9.0,False,threshold_or_below,8.0,0.0,0.0
Denzel Mims,2020,WR,8.079993083465554,1.9222222222222223,3,0.0,7.504425662404612,7.05,2.3666666666666667,8.0,7.05,56.4,2021,9.0,2.3666666666666667,21.3,False,True,True,-0.4444444444444444,False,9.0,False,threshold_or_below,0.0,0.0,0.0
Denzel Mims,2021,WR,6.333097310275131,2.6777777777777785,3,1.0,5.812515018371089,2.3666666666666667,3.288888888888889,9.0,2.3666666666666667,21.3,2022,9.0,3.288888888888889,29.6,False,True,True,-0.6111111111111107,False,9.0,False,threshold_or_below,1.0,0.0,0.0
Deonte Harty,2023,WR,3.6250278737008745,2.527272727272727,2,1.0,3.734776715634767,3.0727272727272723,3.0727272727272723,11.0,3.0727272727272723,33.8,2024,0.0,0.0,0.0,True,True,True,2.527272727272727,True,9.0,False,threshold_or_below,1.0,0.0,0.0
Deonte Thompson,2017,WR,4.3571882664188655,2.404166666666667,2,5.0,4.678009638863271,7.192857142857143,2.7583333333333333,14.0,7.192857142857143,100.7,2018,12.0,2.7583333333333333,33.1,False,True,True,-0.3541666666666665,False,9.0,False,threshold_or_below,5.0,0.0,0.0
Derrick Henry,2017,RB,9.653763698695233,13.213333333333333,3,1.0,8.865416984578884,7.753333333333333,12.68,15.0,7.753333333333333,116.3,2018,15.0,12.68,190.2,False,False,False,0.5333333333333332,False,7.0,False,threshold_or_below,1.0,0.0,0.0
Derrick Henry,2018,RB,10.829804205402617,19.035714285714285,2,2.0,11.09750679637815,12.68,18.464285714285715,15.0,12.68,190.2,2019,14.0,18.464285714285715,258.5,False,False,False,0.5714285714285694,False,7.0,False,threshold_or_below,2.0,0.0,0.0
Derrick Henry,2019,RB,10.824038988276747,20.986666666666668,2,3.0,11.31165874181005,18.464285714285715,19.82,14.0,18.464285714285715,258.5,2020,15.0,19.82,297.3,False,False,False,1.1666666666666679,False,7.0,False,threshold_or_below,3.0,0.0,0.0
Derrick Henry,2020,RB,14.643167187217674,24.1625,2,4.0,15.115197615272686,19.82,23.4125,15.0,19.82,297.3,2021,8.0,23.4125,187.3,False,False,False,0.75,False,7.0,False,threshold_or_below,4.0,0.0,0.0
Derrick Henry,2021,RB,16.286601196114283,19.453333333333333,2,5.0,16.960152531267404,23.4125,19.186666666666667,8.0,23.4125,187.3,2022,15.0,19.186666666666667,287.8,False,False,False,0.2666666666666657,False,7.0,False,threshold_or_below,5.0,0.0,0.0
Derrick Henry,2022,RB,15.767650282504174,13.55,2,6.0,16.341256380093437,19.186666666666667,13.55,15.0,19.186666666666667,287.8,2023,16.0,13.55,216.8,False,False,False,0.0,False,7.0,False,threshold_or_below,6.0,0.0,0.0
Derrick Henry,2023,RB,14.460652396594632,20.1125,2,7.0,15.312636202596387,13.55,19.20625,16.0,13.55,216.8,2024,16.0,19.20625,307.3,False,False,False,0.90625,False,7.0,False,threshold_or_below,7.0,0.0,0.0
Derrick Henry,2024,RB,14.56350068816403,17.775,2,8.0,14.358200670392238,19.20625,16.86875,16.0,19.20625,307.3,2025,16.0,16.86875,269.9,False,False,False,0.90625,False,7.0,True,above_threshold,7.0,1.0,0.0
Desean Jackson,2017,WR,8.38778218181259,12.087500000000002,2,9.0,8.182243490041463,9.9,12.608333333333334,14.0,9.9,138.6,2018,12.0,12.608333333333334,151.3,False,False,False,-0.5208333333333321,False,9.0,False,threshold_or_below,9.0,0.0,0.0
Desean Jackson,2020,WR,6.050722067685372,5.235714285714287,2,12.0,6.526280821012374,8.96,5.485714285714287,5.0,8.96,44.800000000000004,2021,14.0,5.485714285714287,76.80000000000001,False,False,False,-0.25,False,9.0,True,above_threshold,9.0,3.0,2.0
Desean Jackson,2021,WR,4.919708209953799,3.1500000000000004,2,13.0,5.262255504676386,5.485714285714287,3.4714285714285715,14.0,5.485714285714287,76.80000000000001,2022,7.0,3.4714285714285715,24.3,False,False,True,-0.3214285714285712,False,9.0,True,above_threshold,9.0,4.0,3.0
Deuce Vaughn,2023,RB,7.1236728325580225,1.6500000000000001,3,0.0,6.283532556021836,2.5,2.025,6.0,2.5,15.0,2024,4.0,2.025,8.1,False,True,True,-0.3749999999999998,False,7.0,False,threshold_or_below,0.0,0.0,0.0
Devante Parker,2017,WR,9.792591548816915,5.0600000000000005,2,2.0,10.051399540301741,9.8,6.0600000000000005,12.0,9.8,117.60000000000001,2018,10.0,6.0600000000000005,60.6,False,True,True,-1.0,False,9.0,False,threshold_or_below,2.0,0.0,0.0
Devante Parker,2018,WR,7.663102704957648,13.633333333333333,2,3.0,8.081611957018538,6.0600000000000005,14.966666666666667,10.0,6.0600000000000005,60.6,2019,15.0,14.966666666666667,224.5,False,False,False,-1.333333333333334,False,9.0,False,threshold_or_below,3.0,0.0,0.0
