pos,raw_year_exp,outcome,events,n,rate,ci95_low,ci95_high,avg_pred_ppg,avg_raw_year_exp
RB,2.0,next_ppg_cliff_30,47,213,0.22065727699530516,0.17018867476288435,0.28102363874153546,9.460016853040004,2.0
RB,2.0,next_no_useful,94,213,0.4413145539906103,0.3762550193279852,0.5084534498956323,9.460016853040004,2.0
RB,3.0,current_ppg_cliff_30,36,153,0.23529411764705882,0.1750755777987683,0.3084798054668959,9.736624365215624,3.0
RB,3.0,current_ppg_cliff_50,14,153,0.0915032679738562,0.055289031952932284,0.14772853481506804,9.736624365215624,3.0
RB,3.0,extended_absence_8,32,185,0.17297297297297298,0.12527138719559175,0.23397996420155806,9.50949988631187,3.0
RB,3.0,current_any_bust,68,185,0.3675675675675676,0.3014414394509983,0.4390818350817318,9.50949988631187,3.0
RB,3.0,next_no_appearance,28,174,0.16091954022988506,0.11374322651966229,0.22274497421627354,9.491798812854691,3.0
RB,3.0,next_ppg_cliff_30,33,174,0.1896551724137931,0.13835252245303012,0.25436549177986023,9.491798812854691,3.0
RB,3.0,next_no_useful,85,174,0.4885057471264368,0.4152862278449696,0.5622218467562485,9.491798812854691,3.0
RB,4.0,current_ppg_cliff_30,22,115,0.19130434782608696,0.12986500788825311,0.27270109691006666,10.093251366542228,4.0
RB,4.0,current_ppg_cliff_50,11,115,0.09565217391304348,0.054251959476217054,0.16319378342862434,10.093251366542228,4.0
RB,4.0,extended_absence_8,34,149,0.22818791946308725,0.16813689993426578,0.3019026704444793,9.618699490143028,4.0
RB,4.0,current_any_bust,56,149,0.37583892617449666,0.302109830640389,0.4558094792857045,9.618699490143028,4.0
RB,4.0,next_no_appearance,28,143,0.1958041958041958,0.1390874232541636,0.2684374198420707,9.700508374960078,4.0
RB,4.0,next_ppg_cliff_30,24,143,0.16783216783216784,0.11545375287326685,0.23759061602492004,9.700508374960078,4.0
