player,pos,template_pool_key,target_capped_year_exp,template_count,weighted_played_games,template_extended_absence_prob,raw_template_perf_cliff_prob,weighted_template_raw_exp,min_template_raw_exp,max_template_raw_exp
Daniel Jones,QB,2026|beta|final_ensemble|QB|daniel_jones,7.0,80,11.686517659049288,0.1814466545384703,0.05812834689300495,0.0,,
Tyler Shough,QB,2026|beta|final_ensemble|QB|tyler_shough,1.0,80,12.314486634661867,0.07569277853477098,0.1601147136604601,0.0,,
Jahmyr Gibbs,RB,2026|beta|final_ensemble|RB|jahmyr_gibbs,3.0,80,12.909648255064102,0.08843215545177803,0.15554574204272917,2.9397251638367994,1.0,5.0
Bijan Robinson,RB,2026|beta|final_ensemble|RB|bijan_robinson,3.0,80,13.085509988349486,0.07875878161850064,0.15734674445128718,2.9224836987727736,1.0,5.0
Christian Mccaffrey,RB,2026|beta|final_ensemble|RB|christian_mccaffrey,8.0,80,13.091028980864913,0.07438310249423447,0.09176285006775989,6.295734638435654,3.0,10.0
Jonathan Taylor,RB,2026|beta|final_ensemble|RB|jonathan_taylor,6.0,80,13.249002635435785,0.07171302001307743,0.0586193706693548,5.474745206714294,2.0,10.0
Ashton Jeanty,RB,2026|beta|final_ensemble|RB|ashton_jeanty,1.0,80,12.60514366407455,0.14568163936040293,0.1279381937087027,1.430414094241959,0.0,7.0
James Cook,RB,2026|beta|final_ensemble|RB|james_cook,4.0,80,12.693669443618276,0.13190027962403794,0.10052257654632196,3.8916168045944453,1.0,6.0
Devon Achane,RB,2026|beta|final_ensemble|RB|devon_achane,3.0,80,12.962192826065115,0.10257649466371116,0.15162661289520396,2.7949692348187853,1.0,5.0
Derrick Henry,RB,2026|beta|final_ensemble|RB|derrick_henry,8.0,80,13.29877223996556,0.08685934298620193,0.1245086738176832,7.085043942509675,3.0,12.0
Saquon Barkley,RB,2026|beta|final_ensemble|RB|saquon_barkley,8.0,80,13.20433990408789,0.053596224212380576,0.07931311800566676,6.783972755168207,4.0,12.0
Omarion Hampton,RB,2026|beta|final_ensemble|RB|omarion_hampton,1.0,80,12.440398236577245,0.15598614919507348,0.12554653895841048,1.4070092690989768,0.0,8.0
Jeremiyah Love,RB,2026|beta|final_ensemble|RB|jeremiyah_love,0.0,80,12.563833684863061,0.1414394634331607,0.1378493050921428,0.7638798312608697,0.0,6.0
Chase Brown,RB,2026|beta|final_ensemble|RB|chase_brown,3.0,80,12.586494549558093,0.1180957473362485,0.10841272999503616,2.757789547902035,1.0,5.0
Kenneth Walker,RB,2026|beta|final_ensemble|RB|kenneth_walker,4.0,80,12.470109260937116,0.11515265390417494,0.09096684398428609,3.9213620961564617,1.0,7.0
Josh Jacobs,RB,2026|beta|final_ensemble|RB|josh_jacobs,7.0,80,13.12628641174465,0.07753610025955669,0.11938701033208823,6.741429103780067,4.0,12.0
Breece Hall,RB,2026|beta|final_ensemble|RB|breece_hall,4.0,80,12.4774160470178,0.08006423280833516,0.19824518591425758,3.8403601351716055,1.0,6.0
Kyren Williams,RB,2026|beta|final_ensemble|RB|kyren_williams,4.0,80,12.355420781231238,0.13615959792204535,0.19990371506673119,3.720139812084313,2.0,6.0
Javonte Williams,RB,2026|beta|final_ensemble|RB|javonte_williams,5.0,80,12.860774680812966,0.08642808206571125,0.15225602965900162,4.728660288339628,1.0,9.0
Cam Skattebo,RB,2026|beta|final_ensemble|RB|cam_skattebo,1.0,80,12.70089171307009,0.10962705163560664,0.167278463901506,1.44567686896123,0.0,9.0
Bucky Irving,RB,2026|beta|final_ensemble|RB|bucky_irving,2.0,80,12.86138577284119,0.09641220662467814,0.17206264475391064,2.1888612941090373,0.0,9.0
Quinshon Judkins,RB,2026|beta|final_ensemble|RB|quinshon_judkins,1.0,80,12.025880390328409,0.197440595422037,0.14147128755361452,2.076374707683212,0.0,11.0
