league,period,method,metric,delta,season_bootstrap_low,season_bootstrap_high,seasons
dk,development_2017_2022,flatter_w025_all,score_crps,1.786585765141503,-0.11671831418756244,3.606752140186879,6
dk,development_2017_2022,flatter_w025_all,championship_brier,0.00025872830991391767,-0.00036220393553682896,0.0012898190031326359,6
dk,development_2017_2022,flatter_w025_all,championship_log_loss,0.013046485453848252,-0.009845116829793256,0.04836517751614865,6
dk,development_2017_2022,wr_ppg225_both025,score_crps,-0.4937618609485227,-1.859995356825114,0.7402477568808817,6
dk,development_2017_2022,wr_ppg225_both025,championship_brier,0.00029723634445127733,-0.00035474555482589275,0.0010334729167169015,6
dk,development_2017_2022,wr_ppg225_both025,championship_log_loss,0.009289986330989363,-0.023654923940691908,0.048707694285307156,6
dk,temporal_2023_2025,flatter_w025_all,score_crps,1.2342052601024867,0.20070879683933363,2.2054941733827644,3
dk,temporal_2023_2025,flatter_w025_all,championship_brier,-7.119198394900434e-06,-0.0015647087568118221,0.0013363920612099777,3
dk,temporal_2023_2025,flatter_w025_all,championship_log_loss,-0.007023068013322346,-0.11850672562767313,0.08629273384291403,3
dk,temporal_2023_2025,wr_ppg225_both025,score_crps,-0.3618334357841352,-0.8885077256594336,0.5110464133724704,3
dk,temporal_2023_2025,wr_ppg225_both025,championship_brier,0.0008309211260006757,-0.0004879280372902172,0.0021763554325810145,3
dk,temporal_2023_2025,wr_ppg225_both025,championship_log_loss,0.049092745936513575,-0.039166486350450946,0.13382610754973392,3
beta,development_2017_2022,flatter_w025_all,score_crps,0.02616476941731171,-0.5269081301626898,0.5623546183787659,6
beta,development_2017_2022,flatter_w025_all,championship_brier,0.0002708212665406112,-0.0002248617520221169,0.0007532156380442782,6
beta,development_2017_2022,flatter_w025_all,championship_log_loss,0.03960358053325763,0.008749686660946686,0.08121934721021258,6
beta,development_2017_2022,wr_ppg225_both025,score_crps,0.21574168650763123,-0.325412611313232,0.7802143300856657,6
beta,development_2017_2022,wr_ppg225_both025,championship_brier,0.0001598287511754894,-0.000631575721772123,0.0009719864331155113,6
beta,development_2017_2022,wr_ppg225_both025,championship_log_loss,0.02030277809475288,-0.02810434247690031,0.06535492597924687,6
beta,temporal_2023_2025,flatter_w025_all,score_crps,0.10270588923774453,-0.5276077410873089,0.858835276279507,3
beta,temporal_2023_2025,flatter_w025_all,championship_brier,-0.0014190359861271844,-0.0023245870331187295,-0.0007882059356312678,3
beta,temporal_2023_2025,flatter_w025_all,championship_log_loss,-0.10445295171578843,-0.20465599178761207,-0.044943646059564135,3
beta,temporal_2023_2025,wr_ppg225_both025,score_crps,0.3204180626735216,0.05354279654537419,0.48231180132378393,3
beta,temporal_2023_2025,wr_ppg225_both025,championship_brier,-0.00013695234133873248,-0.0011997929325810212,0.0015255021460262401,3
beta,temporal_2023_2025,wr_ppg225_both025,championship_log_loss,-0.01942342799416966,-0.09418350120412662,0.0884322350513726,3
