league,method,baseline_method,comparison,rmse_delta,bootstrap_low,bootstrap_high,player_clusters,draws
dk,expanded_lgbm_replacement_equal3,current_single,expanded_lgbm_replacement_equal3_vs_current_single,0.0,-4.440892098500626e-16,0.0,612,20000
dk,expanded_catboost_equal4,current_single,expanded_catboost_equal4_vs_current_single,-0.0006861428641591338,-0.005689131952733883,0.004122504947566221,612,20000
dk,current_plus_extra_trees_equal4,current_single,current_plus_extra_trees_equal4_vs_current_single,-0.0034605502606632754,-0.009364860296178746,0.0025400652215057155,612,20000
dk,expanded_lgbm_plus_extra_trees_equal4,current_single,expanded_lgbm_plus_extra_trees_equal4_vs_current_single,-0.0034605502606632754,-0.009445068982191584,0.0026338374387779406,612,20000
dk,expanded_lgbm_plus_extra_trees_equal4,current_plus_extra_trees_equal4,expanded_lgbm_plus_extra_trees_equal4_vs_current_plus_extra_trees_equal4,0.0,-4.440892098500626e-16,0.0,612,20000
dk,expanded_lgbm_plus_catboost_equal4,expanded_lgbm_replacement_equal3,expanded_lgbm_plus_catboost_equal4_vs_expanded_lgbm_replacement_equal3,-0.0006861428641591338,-0.005762943838664825,0.004161580861751274,612,20000
