league,model_family,candidate_id,candidate_source,origin,rows,rmse,parameters_json
dk,conditional_ppg_lightgbm_expanded,14,expanded,2013,299,3.9221653524422115,"{""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 125, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,15,expanded,2013,299,3.9246393324644586,"{""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,0,original,2014,380,3.558960110919853,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,1,original,2014,380,3.524435089130302,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,2,original,2014,380,3.504034858095398,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,3,original,2014,380,3.5191065235522854,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,4,original,2014,380,3.5137977107209433,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,5,original,2014,380,3.495709933356729,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,6,original,2014,380,3.5421997156479867,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,7,original,2014,380,3.515303333668462,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,8,expanded,2014,380,3.512578413290392,"{""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 500, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,9,expanded,2014,380,3.5196857329285667,"{""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 250, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,10,expanded,2014,380,3.5111235205411115,"{""learning_rate"": 0.04, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 125, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,11,expanded,2014,380,3.499411054084514,"{""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 50, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,12,expanded,2014,380,3.508471688033818,"{""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 500, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,13,expanded,2014,380,3.5126764567285305,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,14,expanded,2014,380,3.508290271571649,"{""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 125, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,15,expanded,2014,380,3.4892188420905947,"{""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,0,original,2015,399,3.8626084343815466,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,1,original,2015,399,3.9197625494287163,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,2,original,2015,399,3.9524212854748386,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,3,original,2015,399,3.8992041964344044,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,4,original,2015,399,3.9675769542726202,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,5,original,2015,399,4.035119152351483,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,6,original,2015,399,3.883451882685341,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,7,original,2015,399,3.8873567988177227,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,8,expanded,2015,399,3.8890446957335474,"{""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 500, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,9,expanded,2015,399,3.8905738028044445,"{""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 250, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,10,expanded,2015,399,3.8939142999502794,"{""learning_rate"": 0.04, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 125, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,11,expanded,2015,399,3.8985663060169555,"{""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 50, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,12,expanded,2015,399,3.9524383425694265,"{""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 500, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,13,expanded,2015,399,3.9488932594969284,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,14,expanded,2015,399,3.950105747920607,"{""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 125, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,15,expanded,2015,399,3.944646634330911,"{""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,0,original,2016,372,3.2727907243572987,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,1,original,2016,372,3.297200278711271,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,2,original,2016,372,3.341974294694357,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,3,original,2016,372,3.2697927561083304,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,4,original,2016,372,3.3243455870985517,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,5,original,2016,372,3.3338388797114886,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,6,original,2016,372,3.265527213751248,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,7,original,2016,372,3.2629618943503647,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,8,expanded,2016,372,3.2629970388875584,"{""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 500, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,9,expanded,2016,372,3.2630099745779386,"{""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 250, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,10,expanded,2016,372,3.2580575840151176,"{""learning_rate"": 0.04, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 125, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,11,expanded,2016,372,3.2703884524618636,"{""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 50, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,12,expanded,2016,372,3.28822270550245,"{""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 500, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,13,expanded,2016,372,3.2861535233839017,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,14,expanded,2016,372,3.2790422323595707,"{""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 125, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,15,expanded,2016,372,3.3039453830419756,"{""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,0,original,2017,407,3.146759395202661,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,1,original,2017,407,3.1349824197176934,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,2,original,2017,407,3.1409105801803037,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,3,original,2017,407,3.1164728794205416,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,4,original,2017,407,3.1256549986867728,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,5,original,2017,407,3.1314404122616484,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,6,original,2017,407,3.148067303679607,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,7,original,2017,407,3.1204334854725024,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,8,expanded,2017,407,3.1186453915748187,"{""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 500, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,9,expanded,2017,407,3.1149488440748097,"{""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 250, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,10,expanded,2017,407,3.118905006708729,"{""learning_rate"": 0.04, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 125, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,11,expanded,2017,407,3.116776188178749,"{""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 50, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,12,expanded,2017,407,3.129421863183293,"{""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 500, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,13,expanded,2017,407,3.1230254372935033,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,14,expanded,2017,407,3.128533494142864,"{""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 125, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,15,expanded,2017,407,3.126945369344913,"{""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,0,original,2018,405,3.4619258017581624,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,1,original,2018,405,3.3445409608361767,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,2,original,2018,405,3.341223913620512,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,3,original,2018,405,3.3687318228115695,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,4,original,2018,405,3.3337816133888847,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,5,original,2018,405,3.3344720512138113,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,6,original,2018,405,3.4431592957655757,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,7,original,2018,405,3.388235171770873,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,8,expanded,2018,405,3.3873406436956244,"{""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 500, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,9,expanded,2018,405,3.3884280571314997,"{""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 250, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,10,expanded,2018,405,3.392392035365372,"{""learning_rate"": 0.04, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 125, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,11,expanded,2018,405,3.3945427590714514,"{""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 50, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,12,expanded,2018,405,3.3270387323118533,"{""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 500, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,13,expanded,2018,405,3.327098111580885,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,14,expanded,2018,405,3.329309833359907,"{""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 125, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,15,expanded,2018,405,3.3420309292711234,"{""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,0,original,2019,388,3.1558246621802066,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,1,original,2019,388,3.1306386279044993,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,2,original,2019,388,3.1301575138365716,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,3,original,2019,388,3.124717236844664,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,4,original,2019,388,3.141433546411459,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,5,original,2019,388,3.1748734867463804,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,6,original,2019,388,3.150555768289968,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,7,original,2019,388,3.1108692955222943,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,8,expanded,2019,388,3.1142008557750755,"{""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 500, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,9,expanded,2019,388,3.1157287533408677,"{""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 250, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,10,expanded,2019,388,3.117434771745365,"{""learning_rate"": 0.04, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 125, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,11,expanded,2019,388,3.128048271428449,"{""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 50, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,12,expanded,2019,388,3.1470395114198917,"{""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 500, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,13,expanded,2019,388,3.147893421210708,"{""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,14,expanded,2019,388,3.140966806459028,"{""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 125, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,15,expanded,2019,388,3.165117138729184,"{""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 50, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,0,original,2020,414,3.3733043291291684,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,1,original,2020,414,3.2997146756659794,"{""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 1.0}"
dk,conditional_ppg_lightgbm_expanded,2,original,2020,414,3.2996670018977268,"{""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 5.0}"
dk,conditional_ppg_lightgbm_expanded,3,original,2020,414,3.2957676113502075,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 40, ""n_estimators"": 100, ""num_leaves"": 15, ""reg_lambda"": 5.0}"
