period,metric,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
all_2018_2025,score_crps,8,-0.3703985107174418,-1.0402893082639177,0.18651052726806977,0.8844
all_2018_2025,championship_brier_row,8,-6.023748421374606e-05,-0.0006445580058627647,0.0005482863496851011,0.59
all_2018_2025,top3_brier_row,8,0.0010026178242247775,-0.0006320888613477169,0.0025289729789451307,0.1104
development_2018_2022,score_crps,5,-0.7721715928664726,-1.6457516810753272,-0.1220848255445833,0.9916
development_2018_2022,championship_brier_row,5,-0.00017821700484664272,-0.0008801636872468151,0.0007209919117115158,0.6984
development_2018_2022,top3_brier_row,5,-0.00025406825689622026,-0.0018642284252025465,0.0013942577220775435,0.6334
temporal_2023_2025,score_crps,3,0.2992232928642763,-0.25826225376308354,0.8513659007306892,0.151
temporal_2023_2025,championship_brier_row,3,0.00013639505017441506,-0.000964859385549286,0.0008591781427830836,0.261
temporal_2023_2025,top3_brier_row,3,0.0030970946260931074,0.002247280544704864,0.0046052344051408164,0.0
