,player,pos,team,year,age,avg_pick,new_team,tgt,receptions,yds,td,catch_pct,games,games_started,long,rec_per_game,yd_per_game,yd_per_rec,fmb,adjust_line_yds,rb_yds,power_success_pct,stuffed_pct,second_level_yds,open_field_yds,pass_block_rank,sacks_allowed,adjusted_sack_rate,qb_age,qb_games_started,qb_att,qb_rating,qb_complete,qb_complete_pct,qb_yds,qb_yd_per_game,qb_tds,qb_td_pct,int,int_pct,qb_long,yd_per_att,yd_per_comp,net_yd_per_att,adj_net_yd_per_att,adj_yd_per_att,qb_sacks,sack_pct,qb_avg_pick,overall_dvoa,last_year,pass_off,rush_off,variance,schedule_diff,tm_pass_att,tm_pass_complete,tm_pass_complete_pct,tm_pass_yds,tm_pass_td,tm_pass_int,tm_sack,tm_loss_sack_yds,tm_qb_rate,tm_net_pass_yds,tm_pass_yperg,tm_rush_att,tm_rush_yds,team_rush_avg_att,tm_rush_td,tm_rush_first_downs,tm_rush_yperg,tm_rush_fd,tm_pass_fd,tm_pen_fd,tm_tot_fd,tm_third_down_att,tm_third_down_made,tm_third_down_pct,total_tm_td,total_tm_yds,tgt_on_team,available_tgt,available_tgt_2,yds_on_team,available_yds,available_yds_2,ms_rec_yd,ms_tgts,ms_yds_per_tgts,avail_tgt_x_newteam,avail_yds_x_newteam,min_teammate,teammate_diff,max_teammate,avg_teammate
863,Devery Henderson,WR,NOR,2007.0,25.0,112.31,0.0,43.0,20.0,409.0,3.0,46.5,16.0,9.0,54.0,1.3,25.6,20.5,0.0,4.38,3.86,66.0,18.0,1.19,0.36,3,16.0,3.6,28.0,16.0,652.0,89.4,440.0,67.5,4423.0,276.4,28.0,4.3,18.0,2.8,58.0,6.799999999999999,10.1,6.46,6.08,6.4,16.0,2.4,20.03,6.6,8,19.1,-3.4,7.6,-1.3,652.0,440.0,67.5,4423.0,28.0,18.0,16.0,109.0,89.4,4314.0,269.6,392.0,1466.0,3.74,14.0,94.0,91.6,89.0,182.0,41.0,312.0,211.0,82.0,38.9,42.0,5889.0,207.0,0.6825153374233128,0.7484662576687117,1737.0,0.6072801266108976,0.6997513000226091,0.0924711734117115,0.06595092024539877,1.4021210480101374,0.0,0.0,39.2,82.32666666666665,213.07,121.52666666666666
864,Terrance Copper,WR,NOR,2007.0,25.0,213.07,0.0,21.0,15.0,126.0,2.0,71.4,15.0,1.0,21.0,1.0,8.4,8.4,0.0,4.38,3.86,66.0,18.0,1.19,0.36,3,16.0,3.6,28.0,16.0,652.0,89.4,440.0,67.5,4423.0,276.4,28.0,4.3,18.0,2.8,58.0,6.799999999999999,10.1,6.46,6.08,6.4,16.0,2.4,20.03,6.6,8,19.1,-3.4,7.6,-1.3,652.0,440.0,67.5,4423.0,28.0,18.0,16.0,109.0,89.4,4314.0,269.6,392.0,1466.0,3.74,14.0,94.0,91.6,89.0,182.0,41.0,312.0,211.0,82.0,38.9,42.0,5889.0,207.0,0.6825153374233128,0.7147239263803681,1737.0,0.6072801266108976,0.6357675785665837,0.028487451955686187,0.032208588957055216,0.8844675559574949,0.0,0.0,39.2,82.32666666666665,213.07,121.52666666666666
865,Bobby Engram,WR,SEA,2007.0,34.0,143.85,0.0,134.0,94.0,1147.0,6.0,70.1,16.0,13.0,49.0,5.9,71.7,12.2,1.0,3.69,3.92,52.0,25.0,1.14,0.78,18,36.0,6.9,32.0,16.0,562.0,91.4,352.0,62.60000000000001,3966.0,247.90000000000003,28.0,5.0,12.0,2.1,65.0,7.1,11.3,6.32,6.36,7.1,33.0,5.5,63.75999999999999,6.6,27,24.6,-7.9,4.2,2.0,590.0,371.0,62.9,4181.0,30.0,13.0,36.0,217.0,91.8,3964.0,247.8,430.0,1619.0,3.77,9.0,93.0,101.2,142.0,192.0,27.0,361.0,192.0,76.0,39.6,39.0,5800.0,362.0,0.3864406779661017,0.6135593220338983,2886.0,0.3097345132743363,0.584070796460177,0.2743362831858407,0.2271186440677966,1.2078985602958656,0.0,0.0,61.16,58.81750000000001,165.73,119.9775
866,Nate Burleson,WR,SEA,2007.0,26.0,165.73,0.0,96.0,50.0,694.0,9.0,52.1,16.0,12.0,45.0,3.1,43.4,13.9,3.0,3.69,3.92,52.0,25.0,1.14,0.78,18,36.0,6.9,32.0,16.0,562.0,91.4,352.0,62.60000000000001,3966.0,247.90000000000003,28.0,5.0,12.0,2.1,65.0,7.1,11.3,6.32,6.36,7.1,33.0,5.5,63.75999999999999,6.6,27,24.6,-7.9,4.2,2.0,590.0,371.0,62.9,4181.0,30.0,13.0,36.0,217.0,91.8,3964.0,247.8,430.0,1619.0,3.77,9.0,93.0,101.2,142.0,192.0,27.0,361.0,192.0,76.0,39.6,39.0,5800.0,362.0,0.3864406779661017,0.5491525423728814,2886.0,0.3097345132743363,0.47572351112174116,0.16598899784740492,0.16271186440677965,1.0201407159371763,0.0,0.0,61.16,58.81750000000001,165.73,119.9775
867,Deion Branch,WR,SEA,2007.0,28.0,61.16,0.0,85.0,49.0,661.0,4.0,57.6,11.0,11.0,65.0,4.5,60.1,13.5,0.0,3.69,3.92,52.0,25.0,1.14,0.78,18,36.0,6.9,32.0,16.0,562.0,91.4,352.0,62.60000000000001,3966.0,247.90000000000003,28.0,5.0,12.0,2.1,65.0,7.1,11.3,6.32,6.36,7.1,33.0,5.5,63.75999999999999,6.6,27,24.6,-7.9,4.2,2.0,590.0,371.0,62.9,4181.0,30.0,13.0,36.0,217.0,91.8,3964.0,247.8,430.0,1619.0,3.77,9.0,93.0,101.2,142.0,192.0,27.0,361.0,192.0,76.0,39.6,39.0,5800.0,362.0,0.3864406779661017,0.5305084745762711,2886.0,0.3097345132743363,0.467830662520928,0.1580961492465917,0.1440677966101695,1.0973732712410482,0.0,0.0,61.16,58.81750000000001,165.73,119.9775
868,D.J. Hackett,WR,SEA,2007.0,26.0,109.17,0.0,47.0,32.0,384.0,3.0,68.1,6.0,6.0,59.0,5.3,64.0,12.0,0.0,3.69,3.92,52.0,25.0,1.14,0.78,18,36.0,6.9,32.0,16.0,562.0,91.4,352.0,62.60000000000001,3966.0,247.90000000000003,28.0,5.0,12.0,2.1,65.0,7.1,11.3,6.32,6.36,7.1,33.0,5.5,63.75999999999999,6.6,27,24.6,-7.9,4.2,2.0,590.0,371.0,62.9,4181.0,30.0,13.0,36.0,217.0,91.8,3964.0,247.8,430.0,1619.0,3.77,9.0,93.0,101.2,142.0,192.0,27.0,361.0,192.0,76.0,39.6,39.0,5800.0,362.0,0.3864406779661017,0.4661016949152542,2886.0,0.3097345132743363,0.4015785697201626,0.09184405644582636,0.07966101694915254,1.1529360277242033,0.0,0.0,61.16,58.81750000000001,165.73,119.9775
869,Torry Holt,WR,FA,2007.0,31.0,26.03,1.0,149.0,93.0,1189.0,7.0,62.4,16.0,16.0,40.0,5.8,74.3,12.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,,,2297.0,,,,,,,,26.03,67.28333333333333,137.38,93.31333333333333
870,Isaac Bruce,WR,FA,2007.0,35.0,116.53,1.0,101.0,55.0,733.0,4.0,54.5,14.0,12.0,37.0,3.9,52.4,13.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,,,2297.0,,,,,,,,26.03,67.28333333333333,137.38,93.31333333333333
871,Drew Bennett,WR,FA,2007.0,29.0,137.38,1.0,73.0,33.0,375.0,3.0,45.2,14.0,1.0,24.0,2.4,26.8,11.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,,,2297.0,,,,,,,,26.03,67.28333333333333,137.38,93.31333333333333
872,Steve Smith,WR,CAR,2007.0,28.0,18.76,0.0,148.0,87.0,1002.0,7.0,58.8,15.0,15.0,74.0,5.8,66.8,11.5,1.0,4.07,4.08,63.0,19.0,1.25,0.59,15,33.0,6.4,33.031683168316825,4.2910891089108905,505.0,71.87762376237623,285.0,56.4760396039604,2941.0,128.06118811881188,19.0,3.7574257425742568,17.0,3.3819801980198023,57.502970297029705,5.8328712871287145,10.257029702970298,5.099881188118811,4.387148514851486,5.0607920792079195,33.0,6.103564356435642,183.27512871287132,-14.7,17,-14.1,-5.4,8.2,0.4,505.0,285.0,56.4,2941.0,19.0,17.0,33.0,206.0,71.9,2735.0,170.9,451.0,1824.0,4.04,7.0,85.0,114.0,82.0,157.0,39.0,278.0,218.0,92.0,42.2,26.0,4765.0,236.0,0.5326732673267327,0.8257425742574258,1592.0,0.4586875212512751,0.7993879632777967,0.3407004420265216,0.29306930693069305,1.1625251569148205,0.0,0.0,18.76,107.01999999999998,194.23,125.77999999999999
873,Drew Carter,WR,CAR,2007.0,26.0,194.23,0.0,75.0,38.0,517.0,4.0,50.7,16.0,7.0,49.0,2.4,32.3,13.6,0.0,4.07,4.08,63.0,19.0,1.25,0.59,15,33.0,6.4,33.031683168316825,4.2910891089108905,505.0,71.87762376237623,285.0,56.4760396039604,2941.0,128.06118811881188,19.0,3.7574257425742568,17.0,3.3819801980198023,57.502970297029705,5.8328712871287145,10.257029702970298,5.099881188118811,4.387148514851486,5.0607920792079195,33.0,6.103564356435642,183.27512871287132,-14.7,17,-14.1,-5.4,8.2,0.4,505.0,285.0,56.4,2941.0,19.0,17.0,33.0,206.0,71.9,2735.0,170.9,451.0,1824.0,4.04,7.0,85.0,114.0,82.0,157.0,39.0,278.0,218.0,92.0,42.2,26.0,4765.0,236.0,0.5326732673267327,0.6811881188118811,1592.0,0.4586875212512751,0.634478068684121,0.17579054743284597,0.1485148514851485,1.1836563527144963,0.0,0.0,18.76,107.01999999999998,194.23,125.77999999999999
874,Dwayne Jarrett,WR,CAR,2007.0,21.0,164.35,0.0,13.0,6.0,73.0,0.0,46.2,7.0,0.0,22.0,0.9,10.4,12.2,0.0,4.07,4.08,63.0,19.0,1.25,0.59,15,33.0,6.4,33.031683168316825,4.2910891089108905,505.0,71.87762376237623,285.0,56.4760396039604,2941.0,128.06118811881188,19.0,3.7574257425742568,17.0,3.3819801980198023,57.502970297029705,5.8328712871287145,10.257029702970298,5.099881188118811,4.387148514851486,5.0607920792079195,33.0,6.103564356435642,183.27512871287132,-14.7,17,-14.1,-5.4,8.2,0.4,505.0,285.0,56.4,2941.0,19.0,17.0,33.0,206.0,71.9,2735.0,170.9,451.0,1824.0,4.04,7.0,85.0,114.0,82.0,157.0,39.0,278.0,218.0,92.0,42.2,26.0,4765.0,236.0,0.5326732673267327,0.5584158415841585,1592.0,0.4586875212512751,0.48350901054063244,0.024821489289357363,0.02574257425742574,0.9642193916250361,0.0,0.0,18.76,107.01999999999998,194.23,125.77999999999999
875,Roddy White,WR,ATL,2007.0,26.0,204.6,0.0,137.0,83.0,1202.0,6.0,60.6,16.0,15.0,69.0,5.2,75.1,14.5,3.0,3.48,4.07,62.0,25.0,1.11,0.98,24,47.0,7.9,29.05945945945946,7.553153153153152,555.0,78.89405405405407,336.0,60.54648648648647,3573.0,166.83909909909912,18.0,3.2304504504504505,15.0,2.7102702702702706,65.53513513513515,6.447567567567567,10.616036036036038,5.478540540540542,4.958,5.856396396396398,47.0,7.779639639639641,200.0,-16.2,16,-9.2,-12.2,11.6,-0.6,555.0,336.0,60.5,3573.0,18.0,15.0,47.0,277.0,78.9,3296.0,206.0,385.0,1520.0,3.95,7.0,73.0,95.0,139.0,149.0,25.0,313.0,219.0,94.0,42.9,25.0,5093.0,274.0,0.5063063063063062,0.7531531531531531,1977.0,0.44668345927791775,0.7830954380072768,0.3364119787293591,0.24684684684684685,1.3628368481371846,0.0,0.0,134.59,40.66999999999999,204.6,175.26
876,Michael Jenkins,WR,ATL,2007.0,25.0,186.59,0.0,85.0,53.0,532.0,4.0,62.4,15.0,6.0,29.0,3.5,35.5,10.0,0.0,3.48,4.07,62.0,25.0,1.11,0.98,24,47.0,7.9,29.05945945945946,7.553153153153152,555.0,78.89405405405407,336.0,60.54648648648647,3573.0,166.83909909909912,18.0,3.2304504504504505,15.0,2.7102702702702706,65.53513513513515,6.447567567567567,10.616036036036038,5.478540540540542,4.958,5.856396396396398,47.0,7.779639639639641,200.0,-16.2,16,-9.2,-12.2,11.6,-0.6,555.0,336.0,60.5,3573.0,18.0,15.0,47.0,277.0,78.9,3296.0,206.0,385.0,1520.0,3.95,7.0,73.0,95.0,139.0,149.0,25.0,313.0,219.0,94.0,42.9,25.0,5093.0,274.0,0.5063063063063062,0.6594594594594594,1977.0,0.44668345927791775,0.5955779457038903,0.14889448642597258,0.15315315315315314,0.9721934113695857,0.0,0.0,134.59,40.66999999999999,204.6,175.26
877,Joe Horn,WR,ATL,2007.0,35.0,134.59,0.0,52.0,27.0,243.0,1.0,51.9,12.0,12.0,26.0,2.3,20.3,9.0,0.0,3.48,4.07,62.0,25.0,1.11,0.98,24,47.0,7.9,29.05945945945946,7.553153153153152,555.0,78.89405405405407,336.0,60.54648648648647,3573.0,166.83909909909912,18.0,3.2304504504504505,15.0,2.7102702702702706,65.53513513513515,6.447567567567567,10.616036036036038,5.478540540540542,4.958,5.856396396396398,47.0,7.779639639639641,200.0,-16.2,16,-9.2,-12.2,11.6,-0.6,555.0,336.0,60.5,3573.0,18.0,15.0,47.0,277.0,78.9,3296.0,206.0,385.0,1520.0,3.95,7.0,73.0,95.0,139.0,149.0,25.0,313.0,219.0,94.0,42.9,25.0,5093.0,274.0,0.5063063063063062,0.6,1977.0,0.44668345927791775,0.5146935348446684,0.06801007556675064,0.0936936936936937,0.7258767680682039,0.0,0.0,134.59,40.66999999999999,204.6,175.26
878,Jerricho Cotchery,WR,NYJ,2007.0,25.0,89.53,0.0,127.0,82.0,1130.0,2.0,64.6,15.0,15.0,50.0,5.5,75.3,13.8,1.0,3.97,3.88,50.0,18.0,1.17,0.45,30,53.0,9.3,27.568627450980397,8.0,510.0,73.7470588235294,309.0,60.56470588235293,3294.0,174.92352941176472,15.0,2.9176470588235293,19.0,3.7450980392156863,56.50980392156863,6.4568627450980385,10.831372549019608,5.290196078431372,4.305490196078432,5.362745098039214,53.0,9.394117647058824,177.87450980392154,-9.3,12,-0.7,-9.6,4.8,-2.1,512.0,310.0,60.5,3330.0,15.0,19.0,53.0,316.0,73.9,3014.0,188.4,446.0,1701.0,3.81,6.0,92.0,106.3,74.0,146.0,31.0,251.0,204.0,72.0,35.3,21.0,5031.0,216.0,0.578125,0.826171875,1776.0,0.4666666666666667,0.806006006006006,0.33933933933933935,0.248046875,1.3680452105648957,0.0,0.0,63.99,12.770000000000003,89.53,76.76
879,Laveranues Coles,WR,NYJ,2007.0,30.0,63.99,0.0,89.0,55.0,646.0,6.0,61.8,12.0,10.0,57.0,4.6,53.8,11.7,0.0,3.97,3.88,50.0,18.0,1.17,0.45,30,53.0,9.3,27.568627450980397,8.0,510.0,73.7470588235294,309.0,60.56470588235293,3294.0,174.92352941176472,15.0,2.9176470588235293,19.0,3.7450980392156863,56.50980392156863,6.4568627450980385,10.831372549019608,5.290196078431372,4.305490196078432,5.362745098039214,53.0,9.394117647058824,177.87450980392154,-9.3,12,-0.7,-9.6,4.8,-2.1,512.0,310.0,60.5,3330.0,15.0,19.0,53.0,316.0,73.9,3014.0,188.4,446.0,1701.0,3.81,6.0,92.0,106.3,74.0,146.0,31.0,251.0,204.0,72.0,35.3,21.0,5031.0,216.0,0.578125,0.751953125,1776.0,0.4666666666666667,0.6606606606606606,0.193993993993994,0.173828125,1.1160103924148868,0.0,0.0,63.99,12.770000000000003,89.53,76.76
880,Donald Driver,WR,GNB,2007.0,32.0,45.62,0.0,122.0,82.0,1048.0,2.0,67.2,15.0,14.0,47.0,5.5,69.9,12.8,1.0,3.89,4.47,50.0,21.0,1.11,1.22,1,19.0,3.1,38.0,16.0,535.0,95.7,356.0,66.5,4155.0,259.7,28.0,5.2,15.0,2.8,82.0,7.8,11.7,7.39,7.18,7.6,15.0,2.7,79.17,15.7,19,31.1,4.3,11.8,0.0,578.0,383.0,66.3,4461.0,30.0,15.0,19.0,127.0,95.9,4334.0,270.9,388.0,1597.0,4.12,13.0,69.0,99.8,76.0,206.0,36.0,318.0,221.0,91.0,41.2,43.0,6058.0,286.0,0.5051903114186851,0.7162629757785467,2644.0,0.40730777852499445,0.6422326832548756,0.2349249047298812,0.21107266435986158,1.113004876507142,0.0,0.0,45.62,56.67666666666667,157.09,102.29666666666667
881,Greg Jennings,WR,GNB,2007.0,24.0,104.18,0.0,84.0,53.0,920.0,12.0,63.1,13.0,13.0,82.0,4.1,70.8,17.4,1.0,3.89,4.47,50.0,21.0,1.11,1.22,1,19.0,3.1,38.0,16.0,535.0,95.7,356.0,66.5,4155.0,259.7,28.0,5.2,15.0,2.8,82.0,7.8,11.7,7.39,7.18,7.6,15.0,2.7,79.17,15.7,19,31.1,4.3,11.8,0.0,578.0,383.0,66.3,4461.0,30.0,15.0,19.0,127.0,95.9,4334.0,270.9,388.0,1597.0,4.12,13.0,69.0,99.8,76.0,206.0,36.0,318.0,221.0,91.0,41.2,43.0,6058.0,286.0,0.5051903114186851,0.6505190311418685,2644.0,0.40730777852499445,0.6135395651199282,0.20623178659493388,0.1453287197231834,1.4190711029984735,0.0,0.0,45.62,56.67666666666667,157.09,102.29666666666667
882,James Jones,WR,GNB,2007.0,23.0,157.09,0.0,80.0,47.0,676.0,2.0,58.8,16.0,9.0,79.0,2.9,42.3,14.4,3.0,3.89,4.47,50.0,21.0,1.11,1.22,1,19.0,3.1,38.0,16.0,535.0,95.7,356.0,66.5,4155.0,259.7,28.0,5.2,15.0,2.8,82.0,7.8,11.7,7.39,7.18,7.6,15.0,2.7,79.17,15.7,19,31.1,4.3,11.8,0.0,578.0,383.0,66.3,4461.0,30.0,15.0,19.0,127.0,95.9,4334.0,270.9,388.0,1597.0,4.12,13.0,69.0,99.8,76.0,206.0,36.0,318.0,221.0,91.0,41.2,43.0,6058.0,286.0,0.5051903114186851,0.643598615916955,2644.0,0.40730777852499445,0.558843308675185,0.15153553015019053,0.1384083044982699,1.0948442053351264,0.0,0.0,45.62,56.67666666666667,157.09,102.29666666666667
883,Terrell Owens,WR,DAL,2007.0,34.0,25.19,0.0,141.0,81.0,1355.0,15.0,57.4,15.0,15.0,52.0,5.4,90.3,16.7,0.0,4.19,4.31,68.0,18.0,1.16,0.85,7,25.0,4.5,27.0,16.0,520.0,97.4,335.0,64.4,4211.0,263.2,36.0,6.9,19.0,3.7,59.0,8.1,12.6,7.42,7.17,7.8,24.0,4.4,14.57,16.6,6,38.3,8.0,21.9,-0.3,531.0,342.0,64.4,4290.0,36.0,19.0,25.0,185.0,97.1,4105.0,256.6,419.0,1746.0,4.17,14.0,83.0,109.1,97.0,177.0,44.0,318.0,232.0,94.0,40.5,50.0,6036.0,222.0,0.5819209039548023,0.847457627118644,2052.0,0.5216783216783216,0.8375291375291375,0.31585081585081587,0.2655367231638418,1.1894807320339236,0.0,0.0,25.19,63.41,152.01,88.6
884,Patrick Crayton,WR,DAL,2007.0,28.0,152.01,0.0,81.0,50.0,697.0,7.0,61.7,15.0,13.0,59.0,3.3,46.5,13.9,2.0,4.19,4.31,68.0,18.0,1.16,0.85,7,25.0,4.5,27.0,16.0,520.0,97.4,335.0,64.4,4211.0,263.2,36.0,6.9,19.0,3.7,59.0,8.1,12.6,7.42,7.17,7.8,24.0,4.4,14.57,16.6,6,38.3,8.0,21.9,-0.3,531.0,342.0,64.4,4290.0,36.0,19.0,25.0,185.0,97.1,4105.0,256.6,419.0,1746.0,4.17,14.0,83.0,109.1,97.0,177.0,44.0,318.0,232.0,94.0,40.5,50.0,6036.0,222.0,0.5819209039548023,0.7344632768361582,2052.0,0.5216783216783216,0.6841491841491841,0.16247086247086248,0.15254237288135594,1.065086765086765,0.0,0.0,25.19,63.41,152.01,88.6
885,Braylon Edwards,WR,CLE,2007.0,24.0,73.45,0.0,154.0,80.0,1289.0,16.0,51.9,16.0,16.0,78.0,5.0,80.6,16.1,3.0,4.54,4.46,64.0,14.0,1.22,0.78,6,19.0,4.2,24.0,15.0,527.0,82.5,298.0,56.5,3787.0,236.7,29.0,5.5,19.0,3.6,78.0,7.2,12.7,6.8,6.29,6.7,14.0,2.6,48.07,7.9,30,20.0,9.2,6.5,1.3,545.0,305.0,56.0,3866.0,29.0,20.0,19.0,140.0,80.7,3726.0,232.9,440.0,1895.0,4.31,13.0,110.0,118.4,76.0,149.0,16.0,241.0,203.0,67.0,33.0,42.0,5761.0,235.0,0.5688073394495412,0.8513761467889909,1903.0,0.507759958613554,0.8411795137092603,0.33341955509570614,0.28256880733944956,1.1799588151114275,0.0,0.0,73.45,61.22500000000001,195.9,134.675
886,Joe Jurevicius,WR,CLE,2007.0,33.0,195.9,0.0,81.0,50.0,614.0,3.0,61.7,16.0,12.0,50.0,3.1,38.4,12.3,0.0,4.54,4.46,64.0,14.0,1.22,0.78,6,19.0,4.2,24.0,15.0,527.0,82.5,298.0,56.5,3787.0,236.7,29.0,5.5,19.0,3.6,78.0,7.2,12.7,6.8,6.29,6.7,14.0,2.6,48.07,7.9,30,20.0,9.2,6.5,1.3,545.0,305.0,56.0,3866.0,29.0,20.0,19.0,140.0,80.7,3726.0,232.9,440.0,1895.0,4.31,13.0,110.0,118.4,76.0,149.0,16.0,241.0,203.0,67.0,33.0,42.0,5761.0,235.0,0.5688073394495412,0.7174311926605504,1903.0,0.507759958613554,0.6665804449042938,0.15882048629073978,0.14862385321100918,1.0686069756599157,0.0,0.0,73.45,61.22500000000001,195.9,134.675
887,Kevin Curtis,WR,PHI,2007.0,29.0,115.8,0.0,135.0,77.0,1110.0,6.0,57.0,16.0,16.0,75.0,4.8,69.4,14.4,0.0,4.43,4.73,74.0,19.0,1.4,0.92,21,49.0,7.6,30.821180555555557,11.854166666666664,576.0,84.76788194444445,350.0,60.74895833333333,4005.0,235.54027777777782,24.0,4.160937499999998,15.0,2.6265625000000004,69.99305555555556,6.928472222222222,11.417881944444444,6.050798611111111,5.719444444444445,6.645659722222222,47.0,7.480729166666666,78.93335069444444,12.4,3,11.2,20.8,10.5,-0.6,577.0,350.0,60.7,4005.0,24.0,15.0,49.0,250.0,84.6,3755.0,234.7,421.0,1974.0,4.69,12.0,118.0,123.4,73.0,182.0,27.0,282.0,220.0,72.0,32.7,36.0,5979.0,246.0,0.5736568457538995,0.807625649913345,1890.0,0.5280898876404494,0.8052434456928839,0.27715355805243447,0.2339688041594454,1.1845748370092941,0.0,0.0,65.12,25.340000000000003,115.8,90.46000000000001
888,Reggie Brown,WR,PHI,2007.0,26.0,65.12,0.0,111.0,61.0,780.0,4.0,55.0,16.0,14.0,45.0,3.8,48.8,12.8,1.0,4.43,4.73,74.0,19.0,1.4,0.92,21,49.0,7.6,30.821180555555557,11.854166666666664,576.0,84.76788194444445,350.0,60.74895833333333,4005.0,235.54027777777782,24.0,4.160937499999998,15.0,2.6265625000000004,69.99305555555556,6.928472222222222,11.417881944444444,6.050798611111111,5.719444444444445,6.645659722222222,47.0,7.480729166666666,78.93335069444444,12.4,3,11.2,20.8,10.5,-0.6,577.0,350.0,60.7,4005.0,24.0,15.0,49.0,250.0,84.6,3755.0,234.7,421.0,1974.0,4.69,12.0,118.0,123.4,73.0,182.0,27.0,282.0,220.0,72.0,32.7,36.0,5979.0,246.0,0.5736568457538995,0.7660311958405546,1890.0,0.5280898876404494,0.7228464419475655,0.1947565543071161,0.1923743500866551,1.0123831696865406,0.0,0.0,65.12,25.340000000000003,115.8,90.46000000000001
889,Bernard Berrian,WR,CHI,2007.0,27.0,89.39,0.0,128.0,71.0,951.0,5.0,55.5,16.0,15.0,59.0,4.4,59.4,13.4,1.0,3.63,3.36,75.0,18.0,0.88,0.32,19,43.0,7.0,29.028218694885357,5.973544973544973,567.0,71.70934744268077,326.0,57.51675485008818,3692.0,211.50828924162258,17.0,3.0063492063492063,21.0,3.7084656084656076,68.60141093474427,6.534920634920637,11.344620811287475,5.544708994708994,4.552539682539684,5.4412698412698415,42.0,6.802116402116402,195.1661375661376,-22.1,20,-11.2,-18.3,5.1,0.5,569.0,327.0,57.5,3701.0,18.0,21.0,43.0,339.0,72.2,3362.0,210.1,423.0,1330.0,3.14,8.0,74.0,83.1,99.0,111.0,23.0,233.0,215.0,62.0,28.8,26.0,5031.0,247.0,0.5659050966608085,0.7908611599297013,1820.0,0.5082410159416374,0.7651985949743313,0.25695757903269384,0.22495606326889278,1.1422567380437718,0.0,0.0,89.39,37.21333333333334,164.7,126.60333333333334
890,Muhsin Muhammad,WR,CHI,2007.0,34.0,125.72,0.0,81.0,40.0,570.0,3.0,49.4,16.0,16.0,44.0,2.5,35.6,14.3,0.0,3.63,3.36,75.0,18.0,0.88,0.32,19,43.0,7.0,29.028218694885357,5.973544973544973,567.0,71.70934744268077,326.0,57.51675485008818,3692.0,211.50828924162258,17.0,3.0063492063492063,21.0,3.7084656084656076,68.60141093474427,6.534920634920637,11.344620811287475,5.544708994708994,4.552539682539684,5.4412698412698415,42.0,6.802116402116402,195.1661375661376,-22.1,20,-11.2,-18.3,5.1,0.5,569.0,327.0,57.5,3701.0,18.0,21.0,43.0,339.0,72.2,3362.0,210.1,423.0,1330.0,3.14,8.0,74.0,83.1,99.0,111.0,23.0,233.0,215.0,62.0,28.8,26.0,5031.0,247.0,0.5659050966608085,0.7082601054481547,1820.0,0.5082410159416374,0.6622534450148608,0.15401242907322346,0.14235500878734622,1.0818897795390636,0.0,0.0,89.39,37.21333333333334,164.7,126.60333333333334
891,Devin Hester,WR,CHI,2007.0,25.0,164.7,0.0,38.0,20.0,299.0,2.0,52.6,16.0,0.0,81.0,1.3,18.7,15.0,7.0,3.63,3.36,75.0,18.0,0.88,0.32,19,43.0,7.0,29.028218694885357,5.973544973544973,567.0,71.70934744268077,326.0,57.51675485008818,3692.0,211.50828924162258,17.0,3.0063492063492063,21.0,3.7084656084656076,68.60141093474427,6.534920634920637,11.344620811287475,5.544708994708994,4.552539682539684,5.4412698412698415,42.0,6.802116402116402,195.1661375661376,-22.1,20,-11.2,-18.3,5.1,0.5,569.0,327.0,57.5,3701.0,18.0,21.0,43.0,339.0,72.2,3362.0,210.1,423.0,1330.0,3.14,8.0,74.0,83.1,99.0,111.0,23.0,233.0,215.0,62.0,28.8,26.0,5031.0,247.0,0.5659050966608085,0.632688927943761,1820.0,0.5082410159416374,0.5890299918940827,0.08078897595244529,0.06678383128295255,1.20970861360372,0.0,0.0,89.39,37.21333333333334,164.7,126.60333333333334
892,Hines Ward,WR,PIT,2007.0,31.0,54.68,0.0,113.0,71.0,732.0,7.0,62.8,13.0,13.0,25.0,5.5,56.3,10.3,0.0,4.05,4.16,60.0,18.0,1.13,0.77,31,47.0,10.1,25.0,15.0,404.0,104.09999999999998,264.0,65.3,3154.0,210.30000000000004,32.0,7.900000000000001,11.0,2.7000000000000006,83.0,7.8,11.9,6.2200000000000015,6.55,8.2,47.0,10.4,35.59,8.5,9,30.0,-4.1,8.6,2.8,442.0,282.0,63.8,3418.0,34.0,14.0,47.0,347.0,99.9,3071.0,191.9,511.0,2168.0,4.24,9.0,108.0,135.5,120.0,144.0,33.0,297.0,192.0,68.0,35.4,43.0,5586.0,198.0,0.5520361990950227,0.8076923076923077,1674.0,0.5102399063779988,0.7244002340550029,0.2141603276770041,0.25565610859728505,0.837689069320671,0.0,0.0,54.68,18.050000000000004,90.78,72.73
