policy,period,comparisons,roster_changed_rate,roster_jaccard,mean_forecast_ev_effect,mcse_forecast_ev_effect,mean_forecast_p10_effect,mcse_forecast_p10_effect,mean_forecast_p90_effect,mcse_forecast_p90_effect,mean_actual_points_effect,mcse_actual_points_effect,mean_actual_playoff_points_effect,mcse_actual_playoff_points_effect,mean_actual_waiver_starts_effect,mcse_actual_waiver_starts_effect,mean_actual_cap_feasible_effect,mcse_actual_cap_feasible_effect,mean_actual_cap_overage_effect,mcse_actual_cap_overage_effect,mean_forecast_salary_spend_effect,mcse_forecast_salary_spend_effect,mean_starter_forecast_spend_effect,mcse_starter_forecast_spend_effect,mean_bench_forecast_spend_effect,mcse_bench_forecast_spend_effect,mean_bench_mean_price_effect,mcse_bench_mean_price_effect,mean_bench_le5_effect,mcse_bench_le5_effect,mean_bench_le10_effect,mcse_bench_le10_effect,mean_top3_spend_share_effect,mcse_top3_spend_share_effect,mean_stars_ge40_effect,mcse_stars_ge40_effect,mean_bench_actual_max4_ppg_effect,mcse_bench_actual_max4_ppg_effect,mean_predicted_keeper_option_top2_effect,mcse_predicted_keeper_option_top2_effect,mean_identified_keeper_count_effect,mcse_identified_keeper_count_effect,mean_identified_nominal_bench_count_effect,mcse_identified_nominal_bench_count_effect,mean_identified_young_count_effect,mcse_identified_young_count_effect,mean_future_outcome_years_effect,mcse_future_outcome_years_effect,mean_realized_next_keeper_surplus_effect,mcse_realized_next_keeper_surplus_effect,mean_realized_available_contract_surplus_effect,mcse_realized_available_contract_surplus_effect,mean_realized_contract_surplus_per_year_effect,mcse_realized_contract_surplus_per_year_effect,mean_realized_next_ppg_max_effect,mcse_realized_next_ppg_max_effect,mean_realized_next_market_value_max_effect,mcse_realized_next_market_value_max_effect,mean_realized_next_keeper_hits_effect,mcse_realized_next_keeper_hits_effect,mean_roster_oracle_next_keeper_surplus_effect,mcse_roster_oracle_next_keeper_surplus_effect,mean_keeper_identification_regret_effect,mcse_keeper_identification_regret_effect,mean_actual_keeper_cost_coverage_effect,mcse_actual_keeper_cost_coverage_effect
bench0,current_development_2022_2024,750,0.8546666666666667,0.6136433207201009,0.7761871744791666,0.6629683129726754,0.17268017578125,0.7191262090719613,1.587056315104167,0.8858171412377033,-0.8064235026041676,3.0266651066295482,1.0478416341145818,1.4144726354786892,0.792,0.2417837289947083,0.021333333333333333,0.009589590360768601,-1.2306666666666666,0.7149532550803636,-0.00746744791666697,0.08993445410751509,1.7163500569661458,0.37494739316738407,-1.7238161112467447,0.36222263891517764,-0.3447632134755452,0.07244452778196593,0.136,0.032246491686371344,0.108,0.02923903603582727,0.006818859338760376,0.001786710104713309,0.0026666666666666666,0.020146091561196375,-0.24613555596669506,0.09071521462779056,-0.5226025466918949,0.5860449488385211,0.0,0.0,0.0,0.0,0.008,0.01942438238564203,0.0,0.0,-1.6820869965067073,1.1930653947404073,-1.5078937302306272,1.8420651874780292,-1.2205573339270877,1.103040505257425,-0.27151581048965456,0.132114938591016,-1.6391446209447804,1.207997116227012,-0.04336043360433604,0.020139704768906908,-0.9449580264380933,1.142960471943445,0.5460286407124312,1.0859660931184947,-0.004666666666666667,0.006702219396959376
bench0,current_temporal_2025,250,0.796,0.6384826133962357,1.51019140625,1.3369532386848881,1.0078837890625,1.3385439823608092,2.968862792968748,1.7777103073704679,11.8710302734375,5.006516457068977,1.6572791748046876,1.9069406987241604,0.12,0.47812216348214964,-0.028,0.017380226959295628,3.276,1.020889886639382,0.095092529296875,0.1380018833330196,1.7665362548828139,0.6359368428118922,-1.6714425582885744,0.6305662530777865,-0.3342885427474975,0.12611324865946258,0.12,0.04576875699061385,0.048,0.049320523681576,0.007640422463417054,0.0020871096496947574,0.06,0.03107188194154899,-0.11932666330337514,0.12304877426741166,2.573174695968628,0.9580114816531247,0.0,0.0,0.0,0.0,0.012,0.02501854733679343,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
bench0,keeper_development_2022_2023,500,0.866,0.6056750208855471,0.896312255859375,0.8208162746183016,-0.0976591796875,0.8680619622459347,1.76468408203125,1.1084743273213278,-0.6173979492187514,3.5632927928078386,2.870401489257812,1.629360059077036,0.546,0.295008182353152,0.018,0.013103258784804759,-0.896,0.9161883923848201,0.014801391601561931,0.1134198214647736,1.815069915771485,0.49380739981130195,-1.800266218185425,0.4738445537307176,-0.3600532326698303,0.09476891113627019,0.148,0.041853260216876326,0.132,0.03665841894243009,0.007835665941238404,0.0024125040352007,-0.012,0.024999238465355202,-0.25222333798408497,0.12059244767965892,-0.6770640621185301,0.7252076568027819,0.0,0.0,0.0,0.0,0.004,0.025480709037743285,0.0,0.0,-0.8655843833324587,1.3615248850451123,-0.6021527634313378,2.5220932502743856,-0.16761534443131298,1.1738808201057873,-0.3214178922176361,0.16008454905859587,-0.6267139949366148,1.3296276734025132,-0.03483606557377049,0.02430643160949293,-1.3771885839326863,1.2619941451536758,-0.8112329091141577,1.3106488181867528,-0.001,0.009443323181243498
bench0,keeper_temporal_2024,250,0.832,0.6295799203892083,0.53593701171875,1.1249965192005797,0.71335888671875,1.2824991297238921,1.231800781250001,1.4681502006729459,-1.184474609375,5.637019366457402,-2.5972780761718774,2.708169822725274,1.284,0.42103021479113384,0.028,0.011892422750453416,-1.9,1.1161069747638288,-0.05200512695312477,0.14634634286542378,1.5189103393554677,0.5395193282323731,-1.5709158973693849,0.5328694133504294,-0.3141831750869751,0.10657388128066857,0.112,0.04857222502806215,0.06,0.04811298616538995,0.0047852461338043235,0.0023357132195271487,0.032,0.033948697415731574,-0.23395999193191522,0.1263870734843862,-0.21367951583862418,0.9953945056224159,0.0,0.0,0.0,0.0,0.016,0.028322866008859755,0.0,0.0,-3.27590009742284,2.3117764806119894,-3.27590009742284,2.3117764806119894,-3.27590009742284,2.3117764806119894,-0.17171164703369146,0.2339566271922141,-3.6640058729611114,2.4612878462948857,-0.06,0.03587125573424782,-0.08049691144890772,2.3239826651478683,3.195403185973933,1.9244409031951715,-0.012,0.006900323023694275
bench0,keeper_unrealized_2025,250,0.796,0.6384826133962357,1.51019140625,1.3369532386848881,1.0078837890625,1.3385439823608092,2.968862792968748,1.7777103073704679,11.8710302734375,5.006516457068977,1.6572791748046876,1.9069406987241604,0.12,0.47812216348214964,-0.028,0.017380226959295628,3.276,1.020889886639382,0.095092529296875,0.1380018833330196,1.7665362548828139,0.6359368428118922,-1.6714425582885744,0.6305662530777865,-0.3342885427474975,0.12611324865946258,0.12,0.04576875699061385,0.048,0.049320523681576,0.007640422463417054,0.0020871096496947574,0.06,0.03107188194154899,-0.11932666330337514,0.12304877426741166,2.573174695968628,0.9580114816531247,0.0,0.0,0.0,0.0,0.012,0.02501854733679343,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
keeper_0p01,current_development_2022_2024,750,0.9973333333333333,0.49808301576877423,8.20402294921875,0.672395246526913,7.454610514322916,0.715661365423331,9.131217936197917,0.89358833392767,6.4457317708333335,3.3162875581741953,3.672454671223958,1.556559376666203,0.832,0.27141794840196315,0.005333333333333333,0.009619245901184865,1.9026666666666667,0.8043649220071234,0.019258341471352955,0.09914580932850386,5.118556986490887,0.38060515072049605,-5.099297946929932,0.3702862044147433,-1.0198595801989236,0.07405724080783375,0.312,0.03497069788730862,0.37466666666666665,0.032290367811999426,0.0108554075161616,0.0018050955191471812,0.05733333333333333,0.020864053007669404,-0.40218445272445674,0.11141987406079669,27.58067230987549,0.7308896586739453,0.0,0.0,0.0,0.0,0.444,0.024425686319998,0.0,0.0,-3.4603628019488144,1.622607842655286,-5.074867613204654,2.812080822784147,0.6259404342737223,1.544427443920497,0.04710328912734985,0.1689514441893684,-0.35308097856154685,1.7065640627217022,-0.0931174089068826,0.028473936048188857,0.68201777309977,1.436109608076944,3.995579518369576,1.364955565909671,-0.09866666666666667,0.012242808787523487
keeper_0p01,current_temporal_2025,250,0.996,0.48546144997073787,11.91445556640625,1.6563645428056453,12.662009765625,1.5992215244775332,13.486629882812489,2.0932670174484,20.32238818359375,5.438579637810214,-5.6191998291015635,2.217355972591058,0.504,0.5546227199148834,-0.024,0.01957623343911312,3.108,1.16670052044973,-0.7639412841796863,0.19253626423711126,9.854890380859377,0.7413008008005368,-10.6188306350708,0.7226283207808987,-2.123766152381897,0.14452566377213538,0.648,0.04725798629942145,0.768,0.060591992525687186,0.023149494528770447,0.002186952623308413,0.136,0.034797405618106125,-0.19437319622039803,0.14183724571646852,32.18134766387939,1.2243199945464742,0.0,0.0,0.0,0.0,0.212,0.02770005726872714,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
keeper_0p01,keeper_development_2022_2023,500,0.996,0.4936225407547388,8.128829833984375,0.8216739608360714,7.103339599609375,0.872866251027968,9.09712060546875,1.082386075242968,15.06743701171875,3.904837097332675,6.620562744140625,1.8467724678132473,0.346,0.3293349222022528,0.004,0.01327857828544024,3.048,1.0052743630920766,0.12030554199218602,0.12407858606316695,4.093822692871096,0.4885617686681408,-3.973516040802002,0.4713943681849823,-0.7947031948566436,0.09427887341784558,0.126,0.04326652267016539,0.408,0.0394738948769121,0.009755360543727875,0.0023954968334138132,0.018,0.024750296044868177,0.08923332777023331,0.14519024857921628,30.293627563476562,0.9434531121735117,0.0,0.0,0.0,0.0,0.536,0.03255037717305617,0.0,0.0,-8.383310550081655,1.9871448213080367,-10.819864654237618,3.989745239707287,-2.216404851424021,1.8660540718186498,0.15936473631858825,0.2077343114974889,-4.386104830589218,1.9822710734328024,-0.18329938900203666,0.03609791371849327,-5.109225791083223,1.6251642524335885,2.9463846060925443,1.6635299926808833,0.062,0.012190538070030942
keeper_0p01,keeper_temporal_2024,250,1.0,0.507003965796845,8.3544091796875,1.1720841032737999,8.15715234375,1.2510824471574715,9.199412597656252,1.5843185807329698,-10.7976787109375,6.028284663767221,-2.2237614746093755,2.8258057600097044,1.804,0.4736832690283981,0.008,0.011325061947400102,-0.388,1.3253618979895907,-0.18283605957031318,0.16356714436657108,7.168025573730469,0.5703002521421785,-7.350861759185791,0.5622596570994204,-1.4701723508834839,0.11245193151127372,0.684,0.05195549532028257,0.308,0.05600975244971104,0.013055501461029052,0.002524870768107151,0.136,0.03789141111313458,-1.3850200137138364,0.14737507969311942,22.154761802673338,1.0371849179549995,0.0,0.0,0.0,0.0,0.26,0.030550504633038933,0.0,0.0,6.20830657538409,2.7136470377008006,6.20830657538409,2.7136470377008006,6.20830657538409,2.7136470377008006,-0.1774196052551269,0.2903870976861369,7.712966725493793,3.1843892840569343,0.084,0.0437657143321575,12.264504901465756,2.6865196279986865,6.056198326081668,2.385430446465833,-0.42,0.011616357391030313
keeper_0p01,keeper_unrealized_2025,250,0.996,0.48546144997073787,11.91445556640625,1.6563645428056453,12.662009765625,1.5992215244775332,13.486629882812489,2.0932670174484,20.32238818359375,5.438579637810214,-5.6191998291015635,2.217355972591058,0.504,0.5546227199148834,-0.024,0.01957623343911312,3.108,1.16670052044973,-0.7639412841796863,0.19253626423711126,9.854890380859377,0.7413008008005368,-10.6188306350708,0.7226283207808987,-2.123766152381897,0.14452566377213538,0.648,0.04725798629942145,0.768,0.060591992525687186,0.023149494528770447,0.002186952623308413,0.136,0.034797405618106125,-0.19437319622039803,0.14183724571646852,32.18134766387939,1.2243199945464742,0.0,0.0,0.0,0.0,0.212,0.02770005726872714,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
