year,trial,policy,solve_status,bench_weight,keeper_lambda,roster,bench_players,identified_keeper_players,accepted_swaps,forecast_salary_spend,starter_forecast_spend,bench_forecast_spend,bench_mean_price,bench_le5,bench_le10,top3_spend_share,stars_ge40,actual_cap_feasible,actual_cap_overage,forecast_ev,forecast_p10,forecast_p90,actual_points,drafted_only_points,actual_waiver_starts,actual_salary_spend,actual_salary_missing_players,raw_outcome_missing_players,actual_playoff_points,bench_actual_max4_ppg,bench_dead_below10,bench_sustained_12_hits,bench_sustained_15_hits,predicted_keeper_option_top2,identified_keeper_count,identified_nominal_bench_count,identified_young_count,future_outcome_years,actual_keeper_cost_coverage,realized_next_keeper_surplus,realized_next_keeper_hits,realized_next_ppg_max,realized_next_market_value_max,realized_available_contract_surplus,realized_contract_surplus_per_year,roster_oracle_next_keeper_surplus,keeper_identification_regret
2022,0,bench0,optimal,0.0,0.0,Aaron Rodgers|Breece Hall|Chris Godwin|Damien Harris|Davante Adams|Diontae Johnson|Dj Chark|Gerald Everett|Kenneth Walker|Kenyan Drake|Kyle Pitts|Mike Williams|Russell Gage,Dj Chark|Gerald Everett|Kenneth Walker|Kenyan Drake|Russell Gage,Kenneth Walker|Dj Chark,5,295.3175964355469,280.87554931640625,14.442060470581056,2.88841199874878,4,5,0.596855103969574,2,False,31.0,1595.03076171875,1443.3873291015625,1758.93115234375,1368.89990234375,1368.800048828125,59,329.0,2,0,301.6600036621094,14.69166660308838,0,2,2,77.34032249450684,2,2,1,3,1.0,34.85982863017482,1.0,13.09999942779541,61.85982863017482,99.9641733696635,33.32139112322117,34.85982863017482,0.0
2022,0,current_bench025,optimal,0.25,0.0,Aaron Rodgers|Chris Godwin|Christian Kirk|Clyde Edwards Helaire|Damien Harris|Davante Adams|Diontae Johnson|Dj Chark|James Robinson|Kenneth Gainwell|Kenneth Walker|Michael Pittman|Travis Kelce,Christian Kirk|Dj Chark|James Robinson|Kenneth Gainwell|Kenneth Walker,Kenneth Gainwell|James Robinson,3,289.8883972167969,269.5450439453125,20.34334945678711,4.06866979598999,4,5,0.5787190794944763,2,False,70.0,1607.6405029296875,1452.7425537109375,1768.9713134765625,1520.2000732421875,1508.5,31,368.0,0,0,320.65997314453125,15.04166669845581,1,3,3,113.27244186401369,2,2,1,3,1.0,0.0,0.0,5.121428966522217,1.9442059993743896,0.0,0.0,37.16669479915065,37.16669479915065
2022,0,keeper_0p01,optimal,0.0,0.01,Aaron Rodgers|Breece Hall|Chris Godwin|Damien Harris|Davante Adams|Diontae Johnson|Kenneth Gainwell|Kenneth Walker|Kenyan Drake|Kyle Pitts|Michael Carter|Mike Williams|Russell Gage,Kenneth Gainwell|Kenneth Walker|Kenyan Drake|Michael Carter|Russell Gage,Michael Carter|Kenneth Gainwell,7,296.969970703125,280.87554931640625,16.09442138671875,3.218884229660034,4,5,0.5935341119766235,2,False,37.0,1608.19775390625,1456.791748046875,1775.1048583984375,1345.699951171875,1369.699951171875,57,335.0,1,0,287.4599914550781,13.624999904632569,1,2,2,119.59275436401369,2,2,2,3,1.0,0.0,0.0,5.121428966522217,1.9442059993743896,0.0,0.0,34.85982863017482,34.85982863017482
2022,0,keeper_10p0,optimal,0.0,10.0,Aaron Rodgers|Chris Godwin|Clyde Edwards Helaire|Dallas Goedert|Damien Harris|Davante Adams|Diontae Johnson|Kenneth Gainwell|Kenyan Drake|Michael Carter|Michael Pittman|Russell Gage|Travis Kelce,Dallas Goedert|Kenneth Gainwell|Kenyan Drake|Michael Carter|Russell Gage,Michael Carter|Kenneth Gainwell,5,290.8326416015625,269.5450439453125,21.28755569458008,4.257511138916016,3,5,0.5768401622772217,2,False,49.0,1594.271240234375,1440.9132080078125,1749.7484130859375,1428.699951171875,1450.300048828125,48,347.0,1,0,301.4599609375,11.664999866485596,1,2,1,119.59275436401369,2,2,2,3,1.0,0.0,0.0,5.121428966522217,1.9442059993743896,0.0,0.0,0.0,0.0
2022,0,keeper_1p0,optimal,0.0,1.0,Aaron Rodgers|Breece Hall|Clyde Edwards Helaire|Deandre Hopkins|Devin Singletary|Diontae Johnson|Dj Chark|Gerald Everett|Kenneth Gainwell|Kenyan Drake|Miles Sanders|Najee Harris|Zach Ertz,Devin Singletary|Dj Chark|Gerald Everett|Kenneth Gainwell|Kenyan Drake,Devin Singletary|Kenneth Gainwell,5,297.2059936523437,270.25323486328125,26.95279121398925,5.390558242797852,4,4,0.6581900119781494,2,True,0.0,1563.197998046875,1402.3076171875,1721.2100830078125,1376.5,1361.300048828125,52,291.0,2,0,305.8599853515625,11.8183331489563,1,2,1,124.14692306518556,2,2,1,3,1.0,0.0,0.0,8.800000190734863,2.858905643224716,0.0,0.0,3.886981328328449,3.886981328328449
2022,0,keeper_engine0,optimal,0.0,0.0,Aaron Rodgers|Breece Hall|Chris Godwin|Damien Harris|Davante Adams|Diontae Johnson|Dj Chark|Gerald Everett|Kenneth Walker|Kenyan Drake|Kyle Pitts|Mike Williams|Russell Gage,Dj Chark|Gerald Everett|Kenneth Walker|Kenyan Drake|Russell Gage,Kenneth Walker|Dj Chark,5,295.3175964355469,280.87554931640625,14.442060470581056,2.8884119987487797,4,5,0.596855103969574,2,False,31.0,1595.03076171875,1443.3873291015625,1758.93115234375,1368.89990234375,1368.800048828125,59,329.0,2,0,301.6600036621094,14.69166660308838,0,2,2,77.34032249450684,2,2,1,3,1.0,34.85982863017482,1.0,13.09999942779541,61.85982863017482,99.9641733696635,33.32139112322117,34.85982863017482,0.0
2022,0,keeper_tiebreak,optimal,0.0,0.0001,Aaron Rodgers|Breece Hall|Chris Godwin|Damien Harris|Davante Adams|Diontae Johnson|Kenneth Gainwell|Kenneth Walker|Kenyan Drake|Kyle Pitts|Michael Carter|Mike Williams|Russell Gage,Kenneth Gainwell|Kenneth Walker|Kenyan Drake|Michael Carter|Russell Gage,Michael Carter|Kenneth Gainwell,7,296.969970703125,280.87554931640625,16.09442138671875,3.218884229660034,4,5,0.5935341119766235,2,False,37.0,1608.19775390625,1456.791748046875,1775.1048583984375,1345.699951171875,1369.699951171875,57,335.0,1,0,287.4599914550781,13.624999904632569,1,2,2,119.59275436401369,2,2,2,3,1.0,0.0,0.0,5.121428966522217,1.9442059993743896,0.0,0.0,34.85982863017482,34.85982863017482
2022,1,bench0,optimal,0.0,0.0,Aaron Rodgers|Chris Godwin|Christian Mccaffrey|Clyde Edwards Helaire|Dameon Pierce|Diontae Johnson|Dk Metcalf|James Cook|Juju Smith Schuster|Kenneth Walker|Khalil Herbert|Travis Kelce|Trey Sermon,Dameon Pierce|James Cook|Kenneth Walker|Khalil Herbert|Trey Sermon,Kenneth Walker|Dameon Pierce,6,294.6136474609375,270.6497802734375,23.963882446289062,4.792776584625244,3,4,0.6160527467727661,1,False,88.0,1633.31298828125,1470.01025390625,1786.95751953125,1566.800048828125,1590.4000244140625,31,386.0,2,0,412.5600280761719,14.106666564941406,1,3,2,83.64117431640625,2,2,2,3,1.0,27.774703415732667,1.0,13.09999942779541,54.77470341573267,90.03017693250129,30.01005897750043,91.84913470988208,64.0744312941494
2022,1,current_bench025,optimal,0.25,0.0,Aaron Rodgers|Chris Godwin|Christian Mccaffrey|Clyde Edwards Helaire|Dameon Pierce|Diontae Johnson|Dk Metcalf|James Cook|Juju Smith Schuster|Kenneth Walker|Khalil Herbert|Travis Kelce|Trey Sermon,Dameon Pierce|James Cook|Kenneth Walker|Khalil Herbert|Trey Sermon,Kenneth Walker|Dameon Pierce,6,294.6136474609375,270.6497802734375,23.963882446289062,4.792776584625244,3,4,0.6160527467727661,1,False,88.0,1633.31298828125,1470.01025390625,1786.95751953125,1566.800048828125,1590.4000244140625,31,386.0,2,0,412.5600280761719,14.106666564941406,1,3,2,83.64117431640625,2,2,2,3,1.0,27.774703415732667,1.0,13.09999942779541,54.77470341573267,90.03017693250129,30.01005897750043,91.84913470988208,64.0744312941494
2022,1,keeper_0p01,optimal,0.0,0.01,Aaron Rodgers|Chris Godwin|Clyde Edwards Helaire|Derrick Henry|Diontae Johnson|Dk Metcalf|Kenneth Gainwell|Kenneth Walker|Khalil Herbert|Mike Williams|Rhamondre Stevenson|Travis Kelce|Treylon Burks,Kenneth Gainwell|Kenneth Walker|Khalil Herbert|Rhamondre Stevenson|Treylon Burks,Rhamondre Stevenson|Kenneth Gainwell,6,295.3247985839844,274.44256591796875,20.88225173950196,4.176450252532959,3,5,0.579251766204834,1,False,61.0,1622.217529296875,1445.317138671875,1787.60498046875,1653.4000244140625,1680.400146484375,29,359.0,1,0,395.05999755859375,15.406666660308838,1,3,2,121.78973007202148,2,2,2,3,1.0,0.0,0.0,10.891666412353516,25.099934260050457,0.0,0.0,70.40305107727488,70.40305107727488
