scope,period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,ppg_weight,ypr_weight,td_rate_weight,primary,recency_half_life,wr_feature_count,wr_total_match_weight
wr,all_2017_2025,both050_wr,648.0,2.4558124287846472,3.4368368929157143,-2.2164849742222184,0.7283950617283951,0.6677457884566272,0.2481478430322303,28.188902942601302,38.3339737204453,-21.974960803533452,0.7330246913580247,0.6434093842675092,0.2094029309587886,0.43209876543209874,0.19672505778770621,0.3017009438580071,0.513664596273292,0.21604938271604937,0.09031291181605193,0.18540644104113815,0.5090832395950506,0.1867283950617284,0.07858401167509993,0.14485619584470252,0.8050872708454216,0.021604938271604937,0.05197073858538714,0.02205242962170927,0.7959666516448851,0.6002453424838247,0.12080708939745431,0.6399728897251346,64.26768063814013,0.05000000000000002,1.4606899137816147,2.163645903097211,0.17521796994888258,0.9151234567901234,0.12191358024691358,0.1051539154643456,0.1057689872190705,0.6114880647816512,5.6957089403755194,0.3575761218797937,0.17205083517394246,1.5,0.5,0.5,0,12.0,15,14.25
wr,all_2017_2025,ppg225_both025_wr,648.0,2.458141630930955,3.437242382320282,-2.2179334570009077,0.7314814814814815,0.6680715791242782,0.24734353259344194,28.171657919213246,38.30489374477498,-21.950883807491255,0.7222222222222222,0.6434964314314406,0.21497621022980395,0.43209876543209874,0.19645097678212403,0.3015576086620744,0.5173136645962733,0.21604938271604937,0.08979745676505044,0.18548792415017268,0.5119235095613048,0.1867283950617284,0.07717621546792959,0.14548773991137162,0.8055263694387379,0.021604938271604937,0.05074609798585456,0.021838323866883166,0.8001351960342497,0.6044966575797327,0.13237572240008516,0.6461423954478523,64.06741124494737,0.05000000000000002,1.4610012536387569,2.170371439604786,0.15499533406083793,0.9151234567901234,0.12191358024691358,0.10656253681928965,0.10592877850848341,0.6090187092611955,5.777208868822824,0.35080433863068605,0.17786716037208555,2.25,0.25,0.25,0,12.0,15,14.5
wr,all_2017_2025,ppg225_both050_wr,648.0,2.457444743674236,3.437121926379858,-2.217500451315587,0.7361111111111112,0.6672968420744019,0.24603645795537626,28.18510723368935,38.31234248190253,-21.912462193028603,0.7253086419753086,0.6434249593897852,0.2079817472615701,0.43209876543209874,0.19632614465469098,0.30207930127725174,0.5144118788819876,0.21604938271604937,0.08990312293955366,0.1854058206997924,0.5152699662542182,0.1867283950617284,0.07777385200145316,0.14558029203171585,0.8033465585647749,0.021604938271604937,0.05215186909954826,0.022096030991103053,0.7957413249211357,0.5986796499531715,0.11648184002989756,0.6448862085132291,63.855851275057255,0.05000000000000002,1.4614240697429157,2.1714767303781555,0.14730000967970835,0.9166666666666666,0.12191358024691358,0.10685021534018802,0.10595783608803834,0.6059931925874842,5.753475599464983,0.3533122015132647,0.17646459872478984,2.25,0.5,0.5,0,12.0,15,15.0
wr,all_2017_2025,ppg225_tdrate050_wr,648.0,2.4580563878159345,3.437186527224933,-2.217990492845047,0.7253086419753086,0.6685617411739568,0.24859607208336587,28.180631356780857,38.31276685904346,-21.963298642292962,0.7283950617283951,0.6434080408778954,0.21153385083815357,0.43209876543209874,0.19571967229143922,0.30216796837197624,0.5187791149068323,0.21604938271604937,0.08903218440105348,0.18595326568129764,0.5000984251968504,0.1867283950617284,0.07652152486293524,0.1453276497701168,0.8117051139304029,0.021604938271604937,0.050557928623213726,0.021655851246153983,0.8182739972960793,0.6099594146745565,0.15630307387570375,0.6472491645735343,63.98369063716945,0.050000000000000024,1.4635122417261623,2.1749148624767742,0.15501032026467237,0.9135802469135802,0.12191358024691358,0.10667098745679561,0.10598581194539869,0.6086627661231119,5.794075511465508,0.3489657873780054,0.1790655011772113,2.25,0.0,0.5,0,12.0,14,14.5
wr,all_2017_2025,ppg225_wr,648.0,2.4595153545808612,3.4372284349916287,-2.218573992258249,0.7253086419753086,0.6687986554105744,0.25059440150447265,28.20487319486391,38.34595943054729,-22.03011257651402,0.7268518518518519,0.644272276449766,0.21436932129135655,0.43209876543209874,0.1963798881861681,0.3021974408903479,0.5059200310559007,0.21604938271604937,0.0893166192233705,0.185800295835999,0.5018982002249719,0.1867283950617284,0.076392949665168,0.14575875077167025,0.806639798014647,0.021604938271604937,0.049162699634867246,0.02174926930148867,0.8010365029292474,0.6028518237382543,0.13001428636825382,0.6567777998884075,63.70140674027036,0.050000000000000024,1.4607180093794068,2.168438510412448,0.16383672063127894,0.9135802469135802,0.12191358024691358,0.10593716403649953,0.10607152379190546,0.6097528419834931,5.806549018442171,0.3480764059992785,0.17982217704084258,2.25,0.0,0.0,0,12.0,13,14.0
wr,all_2017_2025,ppg225_ypr050_wr,648.0,2.4584493136246808,3.437134119916025,-2.217948762059723,0.7330246913580247,0.6681926714351631,0.24963775839897107,28.186055065260106,38.3089222539192,-21.9699534282296,0.7268518518518519,0.6438241049803117,0.21108292753493707,0.43209876543209874,0.19605958906739598,0.3021871829920409,0.5100058229813664,0.21604938271604937,0.09045490025029199,0.1848362154673933,0.5286276715410574,0.1867283950617284,0.07733887393808368,0.14551144670580424,0.8028760957862218,0.021604938271604937,0.050919188878898874,0.02203090965855536,0.7573231185218567,0.6052403080579343,0.1397319186856294,0.6521240766426063,63.67770890451325,0.050000000000000024,1.460252549119342,2.1661882869976883,0.15597596997587687,0.9089506172839507,0.12191358024691358,0.10611664770377886,0.10599255530467155,0.6082178372005073,5.762714081018321,0.3516803405513316,0.17665586437376374,2.25,0.5,0.0,1,12.0,14,14.5
wr,all_2017_2025,production,648.0,2.4562074889633787,3.4368146911287876,-2.21725330343165,0.7283950617283951,0.6690170064379399,0.25050469617305127,28.184381899888773,38.34289318906137,-22.077247052415895,0.7283950617283951,0.6451585793436003,0.21429597953079293,0.43209876543209874,0.19674536338697998,0.30177336651147146,0.5098214285714285,0.21604938271604937,0.08984345907241834,0.1857614616468102,0.5011107986501687,0.1867283950617284,0.07659969597282218,0.14498958128051173,0.8111405585961391,0.021604938271604937,0.04941693579236723,0.022012622651199538,0.764420910319964,0.6090434129883837,0.1526545240033831,0.6622475945575356,64.27799423046878,0.050000000000000024,1.457096431634286,2.160532161483029,0.1935233538409186,0.9135802469135802,0.12191358024691358,0.10416487367975744,0.10571453902803415,0.6185624346510645,5.745468746124269,0.35200071217504486,0.17518712508530604,1.5,0.0,0.0,0,12.0,13,13.25
wr,all_2017_2025,tdrate050_wr,648.0,2.455186110149076,3.4367292111758756,-2.2168227451585736,0.7175925925925926,0.6688463341150087,0.2548762135695734,28.179253499778554,38.34017332020429,-22.034384525632323,0.7253086419753086,0.6443532854317453,0.21795191883763382,0.43209876543209874,0.19640657597975653,0.3014414713353584,0.5198466614906833,0.21604938271604937,0.08984303509825856,0.18520688629896287,0.5172665916760405,0.1867283950617284,0.07694129572081636,0.14474145797845772,0.8154374519735914,0.021604938271604937,0.05077603955498676,0.021937284927604554,0.8039657503379901,0.6085587303436537,0.1481545429230966,0.6487046021932636,64.46030215176518,0.050000000000000024,1.463114052826577,2.169568204121643,0.18413120749493142,0.9104938271604939,0.12191358024691358,0.10503446794248181,0.10579350772692284,0.6127116193188138,5.736660314484554,0.35354755240155517,0.1749572831717818,1.5,0.0,0.5,0,12.0,14,13.75
wr,all_2017_2025,ypr050_wr,648.0,2.4559234147050737,3.4368481026124784,-2.2167739568765534,0.7253086419753086,0.6683916866256948,0.25612225842756103,28.171685169706794,38.32619281303525,-22.017459185047162,0.7283950617283951,0.6437599032962552,0.21155325251990115,0.43209876543209874,0.1967275663418493,0.30201769902439213,0.5072496118012423,0.21604938271604937,0.09052542846498707,0.18533153082259177,0.5130202474690664,0.1867283950617284,0.07743498769574791,0.14474138241263154,0.8104975927987831,0.021604938271604937,0.05080389922682063,0.022214455535275564,0.7577737719693556,0.6010327202452155,0.12001607778727733,0.647636526924669,64.1762036608356,0.05000000000000002,1.4576961805986577,2.1604656093091,0.18781189475212393,0.9089506172839507,0.12191358024691358,0.10384184525177273,0.10572655058233359,0.6140908989788881,5.70070432612487,0.35681728898831483,0.17226375775250985,1.5,0.5,0.0,0,12.0,14,13.75
wr,development_2017_2022,both050_wr,432.0,2.500200319303566,3.500058600603571,-2.322665335602799,0.7199074074074074,0.6804341813119477,0.2759256208100081,28.716719104229814,38.81390858707553,-23.007663219906995,0.7106481481481481,0.6544899300353523,0.23097374470582754,0.4537037037037037,0.19709303708371526,0.3166845375841038,0.4822077135939121,0.22453703703703703,0.09294034531500824,0.1924313489089052,0.4870903215879366,0.18981481481481483,0.07486896929609597,0.14595506530365784,0.8288501742160279,0.02546296296296296,0.052777153940774924,0.025319160532427793,0.7667890304469877,0.5815770124974468,0.0918664306590768,0.6392118412688284,63.826677323661485,0.05000000000000002,1.4789863923244129,2.177452715722956,0.2832971648349298,0.9189814814814815,0.125,0.10561715706255535,0.10694403820258168,0.6437389770723104,5.085328371801519,0.39672679707292563,0.11746291151503392,1.5,0.5,0.5,0,12.0,15,14.25
