league,method,match_rank,player,season_template,template_distance,template_sample_prob,historical_pred_fp_per_game,played_games
dk,production,1,Keenan Allen,2015,0.10974923795833964,0.043092441681998626,13.1525,8.0
dk,production,2,Terrelle Pryor,2017,0.25874208302515583,0.0326287923303868,13.376996722832896,8.0
dk,production,3,Ty Hilton,2014,0.3754495062030807,0.019861153796283164,13.54375,14.0
dk,production,4,Kenny Golladay,2019,0.3857857030181083,0.025767871183954138,13.226447591974608,15.0
dk,production,5,Chris Godwin,2019,0.3861324934211498,0.02574330174569907,13.148164196942776,14.0
dk,production,6,Greg Jennings,2008,0.388709561286949,0.013540723428609399,13.7375,15.0
dk,production,7,Stefon Diggs,2017,0.4236869875453758,0.020688145871319456,13.40803402562628,13.0
dk,production,8,Zay Flowers,2025,0.43181767963332024,0.03211741224798167,12.626147990477588,15.0
dk,production,9,Brandin Cooks,2016,0.46619102411234475,0.017386175716510473,14.416875,14.0
dk,production,10,Torrey Smith,2013,0.48569076317620596,0.013864454560973075,13.525,15.0
dk,production,11,Cooper Kupp,2020,0.49376511824546915,0.020322631566560143,14.191703013968334,15.0
dk,production,12,Diontae Johnson,2021,0.5059385704560511,0.020831860094540945,14.375124660572371,14.0
dk,ppg225_wr,1,Keenan Allen,2015,0.10992433347302129,0.043035232364303386,13.1525,8.0
dk,ppg225_wr,2,Terrelle Pryor,2017,0.2754042417229414,0.03573714691399289,13.376996722832896,8.0
dk,ppg225_wr,3,Chris Godwin,2019,0.38663277416512326,0.029455790409413835,13.148164196942776,14.0
dk,ppg225_wr,4,Kenny Golladay,2019,0.3911566769015222,0.029089920704566112,13.226447591974608,15.0
dk,ppg225_wr,5,Ty Hilton,2014,0.404618160688399,0.02099786266502379,13.54375,14.0
dk,ppg225_wr,6,Greg Jennings,2008,0.43240946577226735,0.013753430969867097,13.7375,15.0
dk,ppg225_wr,7,Stefon Diggs,2017,0.4426769439526652,0.022486618865466407,13.40803402562628,13.0
dk,ppg225_wr,8,Zay Flowers,2025,0.4714691758621828,0.03298431407358588,12.626147990477588,15.0
dk,ppg225_wr,9,Torrey Smith,2013,0.5134531676615244,0.014705135799995285,13.525,15.0
dk,ppg225_wr,10,Jarvis Landry,2015,0.5406278195362262,0.015330185376111144,12.895,15.0
dk,ppg225_wr,11,Xavier Worthy,2025,0.5452560322319344,0.026974411297483823,13.065127724816552,13.0
dk,ppg225_wr,12,Brandin Cooks,2016,0.5608440535976631,0.015375813225103072,14.416875,14.0
dk,ypr050_wr,1,Keenan Allen,2015,0.25745883241513806,0.03302174267365178,13.1525,8.0
dk,ypr050_wr,2,Terrelle Pryor,2017,0.27273582670790675,0.035562393156742596,13.376996722832896,8.0
dk,ypr050_wr,3,Ty Hilton,2014,0.4073492368279444,0.020857991651848765,13.54375,14.0
dk,ypr050_wr,4,Chris Godwin,2019,0.4103747541822753,0.027620491083575702,13.148164196942776,14.0
dk,ypr050_wr,5,Kenny Golladay,2019,0.44463087138466456,0.025240773979967945,13.226447591974608,15.0
dk,ypr050_wr,6,Zay Flowers,2025,0.48684332109541717,0.031977155323126574,12.626147990477588,15.0
dk,ypr050_wr,7,Greg Jennings,2008,0.5158072445678281,0.011114823543173464,13.7375,15.0
dk,ypr050_wr,8,Jeremy Maclin,2011,0.5456017222402547,0.0122470106308282,12.40625,12.0
dk,ypr050_wr,9,Cooper Kupp,2020,0.5564036082647359,0.02003849945976952,14.191703013968334,15.0
dk,ypr050_wr,10,Brandin Cooks,2016,0.5583661915158781,0.01582549570116489,14.416875,14.0
dk,ypr050_wr,11,Jerry Jeudy,2022,0.5812865128143497,0.021120055540877467,12.794687271854466,13.0
dk,ypr050_wr,12,Dez Bryant,2012,0.5869850175009717,0.011684411102717647,15.225,15.0
dk,tdrate050_wr,1,Keenan Allen,2015,0.16124042549388318,0.043595381736674925,13.1525,8.0
dk,tdrate050_wr,2,Terrelle Pryor,2017,0.305029469722274,0.0335760265665765,13.376996722832896,8.0
dk,tdrate050_wr,3,Chris Godwin,2019,0.4164736226826147,0.027792523640061167,13.148164196942776,14.0
dk,tdrate050_wr,4,Kenny Golladay,2019,0.4181623437914866,0.027665493550233844,13.226447591974608,15.0
dk,tdrate050_wr,5,Ty Hilton,2014,0.4311440486235968,0.020009272200676883,13.54375,14.0
dk,tdrate050_wr,6,Greg Jennings,2008,0.43692899620073766,0.013928924591360173,13.7375,15.0
dk,tdrate050_wr,7,Brandin Cooks,2016,0.4709256471228603,0.020173157883247514,14.416875,14.0
dk,tdrate050_wr,8,Cooper Kupp,2020,0.512048796761644,0.022763581825912656,14.191703013968334,15.0
dk,tdrate050_wr,9,Zay Flowers,2025,0.5131521755231695,0.03029633211566688,12.626147990477588,15.0
dk,tdrate050_wr,10,Torrey Smith,2013,0.5369055717883426,0.0142192206720116,13.525,15.0
dk,tdrate050_wr,11,Juju Smith Schuster,2020,0.5403684336231606,0.021109624774602063,13.802713100630097,15.0
dk,tdrate050_wr,12,Jeremy Maclin,2011,0.5629367450985335,0.011823159359243949,12.40625,12.0
dk,both050_wr,1,Keenan Allen,2015,0.3089500199506816,0.03349161963558538,13.1525,8.0
dk,both050_wr,2,Terrelle Pryor,2017,0.31902321340502493,0.03659058611815197,13.376996722832896,8.0
dk,both050_wr,3,Chris Godwin,2019,0.4407158834437402,0.029753606520321985,13.148164196942776,14.0
dk,both050_wr,4,Ty Hilton,2014,0.46304377924846046,0.021029770424412078,13.54375,14.0
dk,both050_wr,5,Kenny Golladay,2019,0.4770075121580429,0.027072575970481204,13.226447591974608,15.0
dk,both050_wr,6,Brandin Cooks,2016,0.5631008145263936,0.01826560171916494,14.416875,14.0
dk,both050_wr,7,Greg Jennings,2008,0.5640266794816168,0.011479755484886868,13.7375,15.0
dk,both050_wr,8,Zay Flowers,2025,0.5681778169852665,0.030328177542192192,12.626147990477588,15.0
dk,both050_wr,9,Cooper Kupp,2020,0.5746872867809109,0.022351266446327307,14.191703013968334,15.0
dk,both050_wr,10,Jeremy Maclin,2011,0.5786969485040857,0.013156939132034634,12.40625,12.0
dk,both050_wr,11,Juju Smith Schuster,2020,0.6224224809485772,0.019843859920855113,13.802713100630097,15.0
dk,both050_wr,12,Xavier Worthy,2025,0.6548826449762575,0.024459617477678667,13.065127724816552,13.0
dk,ppg225_ypr050_wr,1,Keenan Allen,2015,0.2576339279298197,0.037645797421789716,13.1525,8.0
dk,ppg225_ypr050_wr,2,Terrelle Pryor,2017,0.28939798540569234,0.038752063465625895,13.376996722832896,8.0
dk,ppg225_ypr050_wr,3,Chris Godwin,2019,0.41087503492624877,0.031357174581223106,13.148164196942776,14.0
dk,ppg225_ypr050_wr,4,Ty Hilton,2014,0.4365178913132627,0.021942791071803146,13.54375,14.0
dk,ppg225_ypr050_wr,5,Kenny Golladay,2019,0.4500018452680785,0.02826242914813498,13.226447591974608,15.0
dk,ppg225_ypr050_wr,6,Zay Flowers,2025,0.5264948173242797,0.03270484057038335,12.626147990477588,15.0
dk,ppg225_ypr050_wr,7,Greg Jennings,2008,0.5595071490531465,0.011247833312282579,13.7375,15.0
dk,ppg225_ypr050_wr,8,Jeremy Maclin,2011,0.6017455677549362,0.012005596682073313,12.40625,12.0
dk,ppg225_ypr050_wr,9,Jerry Jeudy,2022,0.6082975629399466,0.02228949678155181,12.794687271854466,13.0
dk,ppg225_ypr050_wr,10,Xavier Worthy,2025,0.6171109399278231,0.025921458482810775,13.065127724816552,13.0
dk,ppg225_ypr050_wr,11,Torrey Smith,2013,0.632853523751638,0.012455923828222892,13.525,15.0
dk,ppg225_ypr050_wr,12,Cooper Kupp,2020,0.6341687387976793,0.018601135597384976,14.191703013968334,15.0
dk,ppg225_tdrate050_wr,1,Keenan Allen,2015,0.16141552100856482,0.04334891461145496,13.1525,8.0
dk,ppg225_tdrate050_wr,2,Terrelle Pryor,2017,0.3216916284200596,0.036633199871311285,13.376996722832896,8.0
dk,ppg225_tdrate050_wr,3,Chris Godwin,2019,0.41697390342658813,0.03165450900992325,13.148164196942776,14.0
dk,ppg225_tdrate050_wr,4,Kenny Golladay,2019,0.42353331767490054,0.03109288085168075,13.226447591974608,15.0
dk,ppg225_tdrate050_wr,5,Ty Hilton,2014,0.4603127031089151,0.02107481695398265,13.54375,14.0
dk,ppg225_tdrate050_wr,6,Greg Jennings,2008,0.480628900686056,0.01410373753082451,13.7375,15.0
dk,ppg225_tdrate050_wr,7,Zay Flowers,2025,0.552803671752032,0.03100658612854019,12.626147990477588,15.0
dk,ppg225_tdrate050_wr,8,Torrey Smith,2013,0.564667976273661,0.015019687733792635,13.525,15.0
dk,ppg225_tdrate050_wr,9,Brandin Cooks,2016,0.5655786766081786,0.017818174894023778,14.416875,14.0
dk,ppg225_tdrate050_wr,10,Juju Smith Schuster,2020,0.5889593206557362,0.021095023837964525,13.802713100630097,15.0
dk,ppg225_tdrate050_wr,11,Xavier Worthy,2025,0.589755753433809,0.028098993124260854,13.065127724816552,13.0
dk,ppg225_tdrate050_wr,12,Cooper Kupp,2020,0.5898139272945875,0.021047209029433498,14.191703013968334,15.0
dk,ppg225_both025_wr,1,Keenan Allen,2015,0.20952472446919226,0.04285562256577532,13.1525,8.0
dk,ppg225_both025_wr,2,Terrelle Pryor,2017,0.30554480691287594,0.03791534281856489,13.376996722832896,8.0
dk,ppg225_both025_wr,3,Chris Godwin,2019,0.41392446917641845,0.03169441522577695,13.148164196942776,14.0
dk,ppg225_both025_wr,4,Kenny Golladay,2019,0.43676758147148953,0.029803239141174425,13.226447591974608,15.0
dk,ppg225_both025_wr,5,Ty Hilton,2014,0.4484152972110889,0.02163960750265118,13.54375,14.0
dk,ppg225_both025_wr,6,Greg Jennings,2008,0.5200680248696012,0.012641607875897364,13.7375,15.0
dk,ppg225_both025_wr,7,Zay Flowers,2025,0.5396492445381559,0.032048345173069634,12.626147990477588,15.0
dk,ppg225_both025_wr,8,Torrey Smith,2013,0.5987607500126495,0.013727672293135323,13.525,15.0
