player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Jamize Olawale,7572,FB,15,OAK,109,3,6,2.0,0,61.7,51.9,80.7,65.5,2,0.7,4,0,0,0,0,0
Spencer Ware,7975,FB,1,SEA,6,3,10,3.3,0,62.4,65.0,67.2,53.3,4,1.3,5,1,0,0,0,0
Darrius Heyward-Bey,4930,WR,16,IND,192,3,26,8.7,0,53.7,67.1,77.6,78.7,4,1.3,30,1,0,0,2,0
DeSean Jackson,4363,WR,16,PHI,397,3,2,0.7,0,83.9,51.1,62.1,72.7,1,0.3,8,0,1,0,1,0
Aldrick Robinson,6330,WR,16,WAS,128,3,-4,-1.3,0,66.9,55.5,75.3,66.3,3,1.0,9,0,0,0,0,0
Kenny Stills,7926,WR,16,NO,160,3,10,3.3,0,62.6,46.9,77.6,77.6,2,0.7,4,0,0,0,1,0
Chris Givens,7096,WR,16,STR,308,3,8,2.7,0,61.0,55.1,29.5,66.2,3,1.0,16,1,1,0,1,0
Eddie Royal,4356,WR,15,SD,234,3,21,7.0,0,74.8,55.1,81.4,82.0,5,1.7,15,1,0,0,0,0
Luke McCown,1827,QB,3,NO,16,3,-4,-1.3,0,56.6,56.3,67.2,60.0,0,0.0,0,0,0,0,0,0
Cierre Wood,8343,HB,2,HST,3,3,9,3.0,0,64.7,63.5,70.5,,9,3.0,5,0,1,0,0,0
Matt Barkley,7880,QB,3,PHI,19,2,-2,-1.0,0,26.0,58.4,24.4,60.0,0,0.0,0,0,0,0,0,0
Blaine Gabbert,6162,QB,3,JAX,50,2,3,1.5,0,38.7,41.5,38.5,60.3,4,2.0,4,0,0,0,1,0
Kyle Williams,5729,WR,9,SF,120,2,23,11.5,0,53.1,68.5,29.9,58.0,7,3.5,13,2,0,0,0,0
Mikel Leshoure,6209,HB,1,DET,2,2,9,4.5,0,46.2,49.9,65.2,,3,1.5,5,0,0,0,0,0
Jerrel Jernigan,6235,WR,9,NYG,61,2,57,28.5,1,86.5,91.0,42.2,89.1,51,25.5,49,1,1,0,0,0
Brandon LaFell,5602,WR,16,CAR,348,2,15,7.5,0,65.2,68.3,80.0,72.8,8,4.0,9,1,2,0,3,0
Anthony Sherman,6288,FB,16,KC,230,2,3,1.5,0,84.5,52.0,24.7,90.5,2,1.0,2,1,0,0,1,0
Evan Royster,6329,HB,1,WAS,5,2,0,0.0,0,48.3,53.9,66.7,49.4,0,0.0,0,0,0,0,0,0
Jeremy Ross,6476,WR,9,DET,78,2,40,20.0,0,61.7,89.8,86.7,65.2,20,10.0,24,2,1,0,0,0
Doug Baldwin,6615,WR,16,SEA,300,2,6,3.0,0,79.0,53.6,80.2,71.4,1,0.5,3,0,0,0,1,0
Julian Edelman,5156,WR,16,NE,375,2,11,5.5,0,79.3,67.2,52.1,64.6,4,2.0,7,2,1,0,4,1
A.J. Jenkins,7034,WR,14,KC,74,2,6,3.0,0,58.2,63.4,71.5,62.5,9,4.5,5,0,1,0,0,0
Brock Osweiler,7059,QB,3,DEN,30,2,-2,-1.0,0,58.9,62.7,76.1,60.0,0,0.0,0,0,0,0,0,0
T.Y. Hilton,7092,WR,16,IND,191,2,6,3.0,0,77.8,54.3,85.8,62.0,2,1.0,3,0,0,0,0,0
Kirk Cousins,7102,QB,5,WAS,72,2,5,2.5,0,51.4,42.8,88.6,60.0,4,2.0,4,1,0,0,3,0
Matt Flynn,4523,QB,2,OAK,26,2,2,1.0,0,53.2,26.6,37.5,60.4,1,0.5,2,1,0,1,0,0
Pierre Garcon,4519,WR,16,WAS,337,2,19,9.5,0,82.1,59.5,60.9,77.6,3,1.5,10,1,1,0,4,0
Josh Morgan,4488,WR,14,WAS,180,2,13,6.5,0,63.6,58.7,42.6,85.2,1,0.5,9,1,2,0,2,0
Saalim Hakim,7334,WR,3,NYJ,6,2,-3,-1.5,0,73.8,59.9,65.2,60.1,15,7.5,8,0,1,0,0,0
Derrick Coleman,7377,FB,10,SEA,100,2,3,1.5,0,55.4,57.2,20.7,56.2,10,5.0,4,0,0,0,0,0
Rod Streater,7416,WR,16,OAK,225,2,17,8.5,0,74.3,61.9,59.2,65.7,8,4.0,9,0,0,0,3,1
Donnie Avery,4347,WR,16,KC,194,2,6,3.0,0,58.3,65.7,30.0,58.1,8,4.0,4,0,0,0,5,0
Jeremy Stewart,7534,HB,2,OAK,3,2,2,1.0,1,73.0,62.4,74.1,60.0,2,1.0,2,1,0,0,0,0
Jacoby Jones,3689,WR,12,BLT,171,2,0,0.0,0,69.3,50.9,88.3,62.0,2,1.0,4,0,0,0,1,0
Eric Weddle,3653,S,16,SD,352,2,4,2.0,0,68.8,67.9,65.2,,2,1.0,2,2,0,0,1,0
Robert Meachem,3643,WR,15,NO,196,2,-1,-0.5,0,69.6,49.5,74.2,84.6,0,0.0,4,0,0,0,0,0
Robert Woods,7822,WR,14,BUF,388,2,16,8.0,0,63.9,58.6,82.1,71.5,2,1.0,13,1,0,0,3,1
Brad Smith,3048,WR,4,PHI,11,2,2,1.0,0,53.4,31.8,19.8,60.3,2,1.0,2,0,0,1,0,0
Terrance Williams,7855,WR,16,DAL,157,2,7,3.5,0,66.2,50.5,25.5,73.5,8,4.0,5,0,0,0,1,0
Stedman Bailey,7873,WR,8,STR,64,2,33,16.5,1,70.9,59.5,74.7,67.2,3,1.5,27,1,0,0,1,0
Andrew Hawkins,6125,WR,7,CIN,32,2,3,1.5,0,73.1,45.8,22.1,73.3,0,0.0,6,1,0,1,0,0
Ace Sanders,7883,WR,14,JAX,147,2,4,2.0,0,62.0,59.1,86.3,58.4,1,0.5,4,1,1,0,2,0
Sam Martin,7947,P,2,DET,2,2,-6,-3.0,0,13.2,24.9,5.5,,1,0.5,3,1,0,2,0,0
Greg Jones II,1776,FB,16,HST,203,2,2,1.0,0,72.5,58.8,80.7,77.7,2,1.0,4,0,1,0,0,0
Larry Fitzgerald,1724,WR,16,ARZ,357,2,8,4.0,0,80.2,59.8,53.6,87.1,1,0.5,4,0,2,0,1,0
Nate Burleson,1386,WR,9,DET,189,2,-8,-4.0,0,65.0,56.7,30.1,64.0,0,0.0,0,0,0,0,2,0
Anquan Boldin,1369,WR,16,SF,315,2,11,5.5,0,90.4,62.9,82.8,82.6,3,1.5,11,1,1,0,6,0
Shaun Hill,1255,QB,1,DET,2,2,-2,-1.0,0,57.5,58.4,65.2,,0,0.0,-1,0,0,0,0,0
Matt Hasselbeck,408,QB,3,IND,11,2,-2,-1.0,0,40.4,58.0,73.5,60.0,0,0.0,0,0,0,0,1,0
Skye Dawson,8453,WR,4,TB,35,2,15,7.5,0,60.8,71.7,73.3,57.4,13,6.5,14,1,1,0,0,0
Kevin Huber,5066,P,1,CIN,1,1,0,0.0,0,43.7,47.3,19.7,,0,0.0,0,0,0,1,0,0
Steve Weatherford,3552,P,1,NYG,1,1,0,0.0,0,54.8,57.3,61.9,,0,0.0,0,0,0,0,0,0
Leon Washington,3062,HB,1,NE,1,1,1,1.0,0,59.0,60.0,82.2,,3,3.0,1,0,1,0,0,0
Riley Cooper,5682,WR,16,PHI,407,1,18,18.0,0,71.4,56.7,82.6,64.3,,,18,1,0,0,1,0
Trindon Holliday,5720,WR,3,DEN,3,1,7,7.0,0,63.8,63.0,59.1,60.0,2,2.0,7,0,0,0,0,0
Michael Robinson,3045,FB,9,SEA,96,1,0,0.0,0,71.8,58.7,81.6,71.6,0,0.0,0,0,2,0,1,0
Justin Blackmon,7011,WR,4,JAX,82,1,-1,-1.0,0,71.9,56.6,76.6,67.1,0,0.0,0,0,0,0,0,0
Bear Pascoe,5108,TE,16,NYG,195,1,2,2.0,0,72.7,60.0,72.5,77.0,2,2.0,2,0,1,0,0,0
Nick Mangold,2974,C,16,NYJ,459,1,0,0.0,0,72.5,49.0,61.9,66.1,0,0.0,0,0,1,1,1,0
Reggie Wayne,800,WR,7,IND,153,1,5,5.0,0,81.2,,78.1,78.4,0,0.0,5,0,1,0,1,0
Ricardo Lockette,6622,WR,8,SEA,50,1,-2,-2.0,0,73.4,59.2,69.1,76.0,1,1.0,0,0,0,0,2,0
Jordan Reed,7866,TE,9,WAS,120,1,18,18.0,0,88.9,63.2,78.9,76.3,1,1.0,18,1,1,0,0,0
Marlon Moore,5887,WR,6,SF,30,1,9,9.0,0,57.0,63.1,70.3,73.8,2,2.0,9,0,0,0,0,0
Josh Vaughan,5289,HB,1,ATL,2,1,1,1.0,0,59.2,59.8,64.6,60.0,1,1.0,1,0,0,0,0,0
Eric Page,8539,WR,6,TB,14,1,19,19.0,0,63.4,69.2,40.8,59.4,6,6.0,19,1,1,0,0,0
Chris Maragos,5906,S,4,SEA,10,1,0,0.0,0,19.1,33.4,14.3,,0,0.0,0,0,0,1,0,0
Stephen Burton,6388,WR,4,JAX,42,1,-9,-9.0,0,56.9,59.2,74.1,63.2,0,0.0,0,0,0,0,1,0
Quinton Patton,7910,WR,6,SF,13,1,26,26.0,0,58.1,63.1,69.1,77.0,2,2.0,26,1,0,0,0,0
Vincent Jackson,2278,WR,16,TB,366,1,0,0.0,0,79.0,56.5,56.0,67.4,2,2.0,0,0,0,0,5,0
Jason Campbell,2242,QB,8,CLV,142,1,-1,-1.0,0,62.4,79.9,63.1,61.2,0,0.0,0,0,0,0,3,0
Dwayne Harris,6328,WR,9,DAL,54,1,6,6.0,0,64.1,63.2,88.3,94.8,1,1.0,6,0,0,0,1,0
Jerricho Cotchery,1829,WR,16,PIT,175,1,-5,-5.0,0,74.9,57.2,79.1,89.7,2,2.0,0,0,1,0,0,0
T.J. Yates,6304,QB,3,HST,23,1,-9,-9.0,0,34.1,59.3,76.9,60.0,0,0.0,0,0,0,0,0,0
Dez Bryant,5549,WR,16,DAL,284,1,1,1.0,0,82.4,56.6,25.5,55.7,2,2.0,1,0,1,0,4,0
Tim Wright,8392,TE,16,TB,163,1,2,2.0,0,66.6,56.6,79.8,52.2,4,4.0,2,0,1,0,2,0
Shiloh Keo,6296,S,16,HST,328,1,8,8.0,0,64.9,63.1,70.6,,3,3.0,8,1,0,0,2,0
Matt Schaub,1811,QB,10,HST,205,1,0,0.0,0,58.7,60.8,85.1,60.0,0,0.0,0,0,0,1,2,0
Josh Aubrey,8428,S,2,CLV,4,1,34,34.0,0,64.9,63.1,61.9,,35,35.0,34,1,1,0,0,0
Steve Johnson,4538,WR,12,BUF,287,1,10,10.0,0,73.4,63.1,40.6,60.5,4,4.0,10,1,0,0,1,0
Corey Lynch,4491,S,2,IND,3,1,3,3.0,0,54.7,57.3,61.9,,0,0.0,3,0,0,0,0,0
Emmanuel Sanders,5606,WR,16,PIT,235,1,25,25.0,0,71.3,69.8,53.7,74.8,3,3.0,25,1,0,0,3,1
Travis Benjamin,7100,WR,6,CLV,36,1,45,45.0,0,59.0,70.0,83.2,61.0,20,20.0,45,1,1,0,0,0
Andre Caldwell,4411,WR,16,DEN,106,1,7,7.0,0,69.7,63.1,81.9,75.7,2,2.0,7,0,0,0,1,0
Gino Gradkowski,7098,C,16,BLT,406,1,0,0.0,0,68.4,57.2,19.7,70.2,0,0.0,0,0,1,1,3,0
Da'Rick Rogers,8444,WR,5,IND,67,1,0,0.0,0,59.9,56.6,73.2,70.0,2,2.0,0,0,0,0,0,0
Julio Jones,6158,WR,5,ATL,70,1,7,7.0,0,80.7,62.8,23.1,60.4,0,0.0,7,1,0,0,1,0
Jeff Tuel,8508,QB,2,BUF,44,1,1,1.0,0,46.0,59.2,82.4,60.0,0,0.0,1,0,0,0,0,0
Matt Simms,7423,QB,3,NYJ,26,1,0,0.0,0,33.7,50.6,79.0,60.0,0,0.0,0,0,0,1,0,0
Brett Kern,4580,P,1,TEN,1,1,0,0.0,0,42.2,43.1,16.4,,0,0.0,0,0,0,1,0,0
Ronnie Wingo,8067,HB,1,BUF,1,1,4,4.0,0,59.8,59.8,64.6,,1,1.0,4,0,0,0,0,0
Lyle Sendlein,4062,C,16,ARZ,417,1,0,0.0,0,70.5,49.0,61.9,70.7,0,0.0,0,0,3,0,5,2
Brandon Fields,3841,P,1,MIA,1,1,0,0.0,0,49.1,57.3,61.9,,0,0.0,0,0,0,0,0,0
Richard Brockel,6037,FB,15,CAR,143,1,1,1.0,0,63.2,60.0,81.0,67.1,2,2.0,1,0,1,0,0,0
Ryan Wendell,4602,C,16,NE,467,1,0,0.0,0,69.5,46.9,19.7,73.0,0,0.0,0,0,3,1,5,1
Dashon Goldson,3742,S,13,TB,304,1,22,22.0,0,65.8,62.9,61.9,,0,0.0,22,1,0,0,6,0
Darius Reynaud,4661,HB,1,TEN,1,1,0,0.0,0,39.2,59.5,85.1,,1,1.0,0,0,0,0,0,0
Armanti Edwards,5613,WR,1,CLV,1,1,0,0.0,0,57.1,56.5,72.4,60.0,0,0.0,0,0,0,0,0,0
Jeff Demps,7760,HB,2,TB,2,1,14,14.0,0,79.0,63.2,73.4,60.0,2,2.0,14,1,0,0,0,0
Marlon Brown,8179,WR,14,BLT,240,1,-2,-2.0,0,65.7,56.6,79.4,68.1,5,5.0,0,0,1,0,2,0
Danny Amendola,4717,WR,12,NE,169,1,1,1.0,0,73.7,63.1,83.0,82.1,1,1.0,1,0,0,0,2,0
Josh Hill,8200,TE,9,NO,80,1,-8,-8.0,0,56.9,56.0,70.6,58.8,0,0.0,0,0,0,0,0,0
