player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Stephen Davis,192,HB,13,STR,43,40,177,4.4,0,58.5,55.8,43.0,60.0,87,2.2,16,10,2,1,0,0
Mike Anderson,693,HB,12,BLT,54,39,183,4.7,1,55.9,57.8,41.9,56.1,115,2.9,34,10,3,1,0,0
Zack Crockett,136,FB,16,OAK,235,39,163,4.2,0,56.6,52.5,25.3,61.4,92,2.4,17,14,2,2,2,0
T.J. Duckett,1025,HB,9,WAS,47,38,133,3.5,2,40.8,41.9,37.5,58.5,86,2.3,19,9,1,1,0,0
Noah Herron,2461,HB,12,GB,46,37,150,4.1,1,65.0,60.5,49.5,58.5,77,2.1,19,7,0,0,0,0
Michael Bennett,797,HB,9,KC,38,36,200,5.6,0,67.7,65.6,81.6,60.0,113,3.1,41,8,2,0,0,0
Vince Young,2948,QB,15,TEN,366,36,78,2.2,2,50.0,59.2,28.7,60.0,56,1.6,19,6,5,3,2,0
Michael Robinson,3045,HB,12,SF,46,36,82,2.3,2,52.2,47.6,81.5,65.4,60,1.7,13,4,6,0,3,1
Musa Smith,1392,HB,10,BLT,55,36,149,4.1,0,61.3,53.4,46.9,63.8,68,1.9,30,7,3,1,0,0
Tom Brady,698,QB,16,NE,449,35,13,0.4,0,77.2,41.7,90.5,60.0,10,0.3,5,10,1,1,4,1
Philip Rivers,1725,QB,16,SD,487,35,-23,-0.7,0,70.5,28.1,65.4,60.1,4,0.1,3,7,0,4,4,0
Mack Strong,66,FB,16,SEA,314,33,149,4.5,1,54.4,57.2,48.3,69.6,72,2.2,17,12,5,0,2,0
Steve McNair,114,QB,16,BLT,391,32,-30,-0.9,1,60.9,49.5,64.9,60.0,6,0.2,5,5,0,3,8,0
Drew Brees,802,QB,16,NO,446,30,-31,-1.0,0,85.1,30.0,85.7,60.0,3,0.1,2,0,0,2,4,0
Maurice Hicks,1253,HB,9,SF,35,29,82,2.8,0,63.0,49.8,80.8,58.0,49,1.7,9,4,2,0,0,0
Lorenzo Neal,47,FB,16,SD,378,29,140,4.8,1,65.8,45.6,24.6,84.0,65,2.2,43,21,0,1,1,0
Chris Taylor,3529,HB,2,HST,32,28,123,4.4,1,49.4,50.3,79.4,57.0,68,2.4,17,7,3,0,0,0
Heath Evans,843,FB,16,NE,199,27,117,4.3,0,71.2,44.1,29.7,80.2,60,2.2,35,8,3,1,1,0
David Carr,1009,QB,16,HST,378,27,28,1.0,1,56.4,29.0,27.6,60.0,17,0.6,14,11,1,4,5,0
Jake Plummer,248,QB,12,DEN,325,26,44,1.7,1,52.3,36.5,32.4,60.0,23,0.9,19,4,1,2,1,0
Kenny Watson,1001,HB,12,CIN,33,25,138,5.5,1,71.0,67.7,81.0,60.0,96,3.8,18,6,7,0,1,0
Kevin Faulk,470,HB,12,NE,38,25,123,4.9,1,64.0,45.4,82.6,53.4,59,2.4,11,6,1,0,0,0
Mewelde Moore,1840,HB,14,MIN,30,24,131,5.5,0,70.4,64.3,82.6,57.1,78,3.3,15,3,6,0,0,0
Aveion Cason,945,HB,5,DET,28,24,94,3.9,0,52.5,56.6,79.0,59.3,59,2.5,16,4,4,0,1,0
Rex Grossman,1338,QB,16,CHI,452,23,-20,-0.9,0,47.0,27.3,64.9,60.0,3,0.1,2,3,0,3,3,1
Derrick Blaylock,889,HB,2,NYJ,31,23,39,1.7,0,53.3,50.4,79.2,57.1,42,1.8,6,0,4,0,0,0
Ryan Moats,2294,HB,5,PHI,23,22,69,3.1,0,55.7,59.9,77.7,60.0,48,2.2,13,5,2,0,0,0
Brad Hoover,740,FB,16,CAR,292,22,72,3.3,1,72.2,56.1,33.5,84.3,48,2.2,17,10,4,1,1,0
Reshard Lee,1647,FB,13,OAK,60,21,72,3.4,2,63.6,45.0,35.1,62.0,48,2.3,13,6,2,1,2,0
Alex Smith,2218,QB,16,SF,413,21,17,0.8,2,49.5,37.2,56.6,60.0,1,0.0,18,5,0,1,5,0
Carson Palmer,1317,QB,16,CIN,412,20,-1,-0.1,0,75.2,29.4,76.3,60.1,8,0.4,3,6,0,2,7,0
David Garrard,1109,QB,11,JAX,296,20,26,1.3,0,64.9,58.2,68.2,60.0,11,0.6,9,7,1,1,1,0
Eli Manning,1722,QB,16,NYG,451,20,-13,-0.7,0,62.1,29.8,76.2,60.1,2,0.1,2,2,0,2,5,0
J.P. Losman,1743,QB,16,BUF,400,20,-5,-0.3,0,40.5,28.9,28.1,60.1,23,1.2,3,6,0,5,4,0
Jerome Harrison,3090,HB,8,CLV,21,20,60,3.0,0,55.6,48.5,28.7,60.0,52,2.6,15,3,3,1,0,0
Justin Griffith,1433,FB,16,ATL,202,19,106,5.6,1,62.8,38.3,19.5,71.1,36,1.9,21,2,0,2,0,0
Brett Favre,14,QB,16,GB,406,19,-18,-0.9,0,55.0,31.3,74.6,60.0,0,0.0,9,0,0,2,2,1
Travis Minor,846,HB,4,MIA,20,19,74,3.9,0,58.8,56.6,77.3,60.0,42,2.2,9,3,1,0,0,0
Alvin Pearman,2344,HB,6,JAX,23,19,89,4.7,1,59.4,57.2,77.1,57.8,33,1.7,12,4,1,0,0,0
Antwaan Randle El,1069,WR,16,WAS,233,18,115,6.4,0,66.9,63.2,43.8,60.0,91,5.1,20,4,3,0,3,1
Damian Nash,2359,HB,3,DEN,22,18,66,3.7,0,60.3,58.3,77.6,64.4,44,2.4,26,2,1,1,0,0
Brad Smith,3048,WR,14,NYJ,79,18,103,5.7,0,64.3,60.3,77.9,62.1,63,3.5,32,11,2,0,0,0
Ciatrick Fason,2329,HB,4,MIN,22,18,99,5.5,1,75.6,77.0,77.0,58.6,78,4.3,15,6,1,0,0,0
Ben Roethlisberger,1732,QB,15,PIT,378,18,19,1.1,1,54.5,41.0,77.1,60.0,5,0.3,13,6,0,2,1,0
Chad Pennington,596,QB,16,NYJ,459,17,14,0.8,0,60.6,41.1,77.6,60.9,10,0.6,7,4,0,0,1,0
Marcel Shipp,987,HB,8,ARZ,29,17,41,2.4,4,48.2,48.2,77.2,57.6,18,1.1,9,8,1,0,0,0
Peyton Manning,327,QB,16,IND,434,17,-11,-0.6,3,94.0,53.3,92.0,60.0,0,0.0,2,3,0,0,0,0
Byron Leftwich,1323,QB,6,JAX,172,16,6,0.4,2,53.1,34.3,63.4,60.0,6,0.4,4,5,1,1,3,0
Jon Kitna,217,QB,16,DET,286,16,10,0.6,2,64.3,43.9,62.0,60.0,7,0.4,9,2,0,3,3,0
Verron Haynes,1156,HB,7,PIT,32,16,76,4.8,0,62.1,56.5,28.9,56.2,44,2.8,13,4,2,1,0,0
Tony Romo,1693,QB,13,DAL,282,16,-9,-0.6,0,79.1,49.8,25.6,60.0,12,0.8,4,2,0,1,0,0
Jeremi Johnson,1430,FB,16,CIN,260,15,56,3.7,1,78.3,63.4,76.8,87.6,31,2.1,15,3,0,0,1,0
Jake Delhomme,303,QB,13,CAR,338,15,-14,-0.9,0,60.2,45.6,90.3,60.0,1,0.1,0,0,0,0,2,0
Joey Harrington,1011,QB,11,MIA,268,14,0,0.0,0,56.6,43.1,77.2,60.0,6,0.4,3,4,0,0,2,0
J.J. Arrington,2261,HB,9,ARZ,15,14,19,1.4,0,49.9,45.6,76.7,60.0,22,1.6,9,0,0,0,0,0
Kyle Boller,1335,QB,4,BLT,62,14,-6,-0.4,0,39.7,29.4,23.4,60.3,3,0.2,3,1,0,3,1,0
Tyson Thompson,2810,HB,3,DAL,16,13,30,2.3,1,53.3,54.0,74.7,59.0,19,1.5,7,1,2,0,0,0
Marc Bulger,684,QB,16,STR,411,13,-9,-0.7,0,70.2,28.2,49.8,60.0,1,0.1,1,1,0,3,2,0
Jeff Garcia,550,QB,8,PHI,158,12,-5,-0.4,0,53.6,43.3,31.2,60.0,1,0.1,1,1,0,2,1,0
Charlie Frye,2284,QB,13,CLV,272,12,-7,-0.6,0,49.3,66.1,53.1,60.1,3,0.3,2,3,0,2,4,0
Michael Sellers,432,FB,16,WAS,278,12,51,4.3,0,78.2,73.0,36.9,78.1,25,2.1,13,7,0,0,2,0
Brad Johnson,31,QB,14,MIN,368,12,-9,-0.8,0,58.9,43.3,74.6,60.0,-2,-0.2,4,2,0,2,3,0
Donovan McNabb,438,QB,10,PHI,205,12,2,0.2,2,70.4,64.3,84.1,60.0,5,0.4,6,3,0,2,2,0
Ovie Mughelli,1445,FB,16,BLT,286,12,50,4.2,0,82.5,68.3,29.2,76.4,36,3.0,12,4,2,0,2,0
Mike Karney,1875,FB,15,NO,275,11,33,3.0,1,63.0,59.4,76.8,66.3,10,0.9,8,7,0,0,2,0
Charlie Batch,367,QB,6,PIT,72,11,-8,-0.7,0,66.3,38.7,58.0,60.0,0,0.0,0,0,0,1,0,0
Earnest Graham,1613,HB,6,TB,15,11,59,5.4,0,65.0,66.3,74.1,55.3,35,3.2,17,3,1,0,0,0
Nick Goings,956,HB,7,CAR,14,11,52,4.7,0,63.9,50.6,76.1,58.5,31,2.8,28,2,0,0,0,0
Chris Perry,1747,HB,5,CIN,14,10,57,5.7,0,82.6,77.8,75.8,60.0,44,4.4,18,3,5,0,0,0
Cecil Sapp,1695,FB,10,DEN,90,10,80,8.0,0,55.7,68.9,75.4,50.7,37,3.7,28,4,2,0,1,0
Jamaal Branch,3246,HB,1,NO,10,10,29,2.9,0,57.3,55.4,74.7,,20,2.0,9,2,0,0,0,0
Adrian Peterson,1177,HB,6,CHI,12,10,41,4.1,2,71.0,62.6,74.7,59.2,22,2.2,11,5,2,0,0,0
Kurt Warner,112,QB,6,ARZ,138,10,-9,-0.9,0,42.3,28.5,18.7,60.0,2,0.2,2,2,0,2,3,0
Jason Campbell,2242,QB,7,WAS,215,10,-10,-1.0,0,46.4,62.3,90.3,60.0,1,0.1,2,1,0,0,0,0
LaBrandon Toefield,1443,HB,3,JAX,12,10,22,2.2,0,50.4,54.9,73.8,60.0,19,1.9,12,1,2,0,0,0
Dee Brown,905,HB,4,KC,13,10,24,2.4,0,37.1,36.3,22.3,59.2,16,1.6,7,0,0,1,1,0
Trent Green,58,QB,8,KC,244,9,-6,-0.7,0,44.4,44.6,60.3,60.0,0,0.0,0,0,0,1,0,0
Matt Leinart,2955,QB,12,ARZ,263,9,0,0.0,1,58.4,53.7,56.1,60.0,2,0.2,3,4,0,0,3,0
Javon Walker,1027,WR,16,DEN,369,9,123,13.7,1,84.1,71.9,82.3,71.0,125,13.9,72,4,5,0,2,0
Obafemi Ayanbadejo,297,FB,12,ARZ,95,9,37,4.1,0,55.4,57.7,26.3,56.1,23,2.6,11,5,0,0,0,0
Andrew Walter,2286,QB,11,OAK,212,9,-6,-0.7,0,48.2,24.7,23.9,60.0,4,0.4,2,1,0,6,3,0
Bruce Gradkowski,3139,QB,12,TB,238,9,2,0.2,0,47.9,47.6,37.6,60.0,4,0.4,3,3,0,2,2,0
Jay Cutler,2956,QB,5,DEN,149,9,-2,-0.2,0,51.2,29.8,34.1,60.0,6,0.7,7,0,0,5,0,0
Steve Smith,837,WR,14,CAR,339,8,61,7.6,1,85.5,50.8,57.2,76.2,17,2.1,24,2,0,1,1,0
Eric Shelton,2271,HB,4,CAR,11,8,23,2.9,0,56.6,51.9,72.5,60.0,21,2.6,9,1,1,0,0,0
Terrelle Smith,651,FB,16,CLV,206,8,14,1.8,0,57.3,51.1,74.6,64.5,10,1.3,3,1,0,0,0,0
Jason McKie,1279,FB,15,CHI,327,8,18,2.3,0,73.8,57.4,77.8,71.5,14,1.8,7,0,1,0,0,0
Chris Chambers,821,WR,16,MIA,361,8,95,11.9,0,66.9,71.9,81.5,69.1,41,5.1,39,3,2,0,0,0
Vinny Testaverde,2866,QB,3,NE,8,8,-8,-1.0,0,61.2,54.6,73.3,,0,0.0,-1,0,0,0,0,0
Aaron Brooks,509,QB,8,OAK,143,7,-2,-0.3,0,57.5,33.1,28.9,60.0,8,1.1,4,1,0,3,2,0
Mark Clayton,2239,WR,16,BLT,252,7,-30,-4.3,0,72.2,46.4,82.2,68.0,2,0.3,3,0,0,0,1,0
Mark Brunell,51,QB,10,WAS,253,7,0,0.0,0,55.8,40.0,71.4,60.0,3,0.4,3,2,0,3,3,0
Lousaka Polite,2152,FB,10,DAL,86,7,18,2.6,0,61.6,45.9,72.3,73.6,13,1.9,4,1,0,0,0,0
Donald Driver,533,WR,16,GB,316,7,16,2.3,0,80.2,51.7,58.8,62.3,20,2.9,16,2,0,0,2,0
Damon Huard,215,QB,10,KC,246,7,-11,-1.6,0,70.3,35.3,34.4,60.0,0,0.0,0,0,0,4,3,0
Reggie Williams,1730,WR,16,JAX,320,7,33,4.7,0,65.7,52.2,43.7,77.6,13,1.9,10,3,0,1,6,1
Ahmard Hall,3336,FB,14,TEN,178,7,21,3.0,0,71.5,64.0,25.4,75.7,16,2.3,11,3,2,0,2,0
Brian Calhoun,3019,HB,4,DET,9,7,20,2.9,0,44.1,42.1,20.6,60.0,16,2.3,7,0,0,1,0,0
Bryan Gilmore,727,WR,16,SF,177,7,94,13.4,0,50.8,57.9,22.9,67.6,29,4.1,22,5,1,1,0,0
B.J. Askew,1400,FB,13,NYJ,193,6,11,1.8,0,62.4,51.7,74.0,62.3,5,0.8,5,1,0,0,0,0
Patrick Pass,709,HB,2,NE,6,6,21,3.5,0,40.5,29.8,19.1,,7,1.2,6,1,0,1,0,0
Chad Johnson,806,WR,16,CIN,382,6,24,4.0,0,87.5,43.9,83.3,59.5,8,1.3,8,0,2,0,5,0
Brian Griese,379,QB,6,CHI,49,6,-5,-0.8,0,31.9,53.8,79.6,60.0,0,0.0,0,0,0,1,0,0
Lee Suggs,1427,HB,3,MIA,7,6,26,4.3,0,51.8,53.5,72.1,,10,1.7,7,0,0,0,0,0
Santana Moss,786,WR,14,WAS,251,6,59,9.8,0,77.1,67.1,25.6,61.5,36,6.0,35,2,2,1,7,0
Matt Hasselbeck,408,QB,12,SEA,355,5,-4,-0.8,0,71.8,57.9,86.8,60.0,0,0.0,1,1,0,1,4,0
Tony Fisher,1241,HB,4,STR,6,5,8,1.6,0,62.3,42.1,75.5,,7,1.4,4,0,0,0,0,0
Michael Clayton,1736,WR,12,TB,177,5,41,8.2,0,62.6,38.5,22.5,75.6,13,2.6,27,2,1,1,2,0
Kyle Johnson,1138,FB,14,DEN,200,5,30,6.0,0,62.4,66.5,72.9,58.8,11,2.2,15,1,0,0,0,0
Peerless Price,473,WR,16,BUF,294,5,18,3.6,0,63.1,57.6,80.0,63.1,10,2.0,9,1,0,0,4,1
Rock Cartwright,1211,HB,1,WAS,5,5,20,4.0,0,40.2,43.2,16.7,,7,1.4,9,0,0,1,0,0
Thomas Tapeh,1880,FB,16,PHI,199,5,9,1.8,0,61.5,50.5,75.3,72.1,2,0.4,4,2,0,0,0,0
Vernand Morency,2290,HB,1,HST,5,5,13,2.6,0,53.1,51.0,65.9,57.7,10,2.0,12,2,0,0,0,0
Ronnie Cruz,2024,FB,5,KC,67,5,19,3.8,0,71.6,76.6,70.9,60.2,15,3.0,7,0,0,0,0,0
Tony Richardson,110,FB,9,MIN,140,4,9,2.3,0,75.4,43.5,74.9,75.5,7,1.8,3,2,0,0,0,0
Aaron Stecker,572,HB,10,NO,22,4,11,2.8,0,62.8,60.8,75.6,43.3,16,4.0,4,1,0,0,0,0
Bethel Johnson,1361,WR,11,MIN,57,4,8,2.0,0,62.1,53.5,73.4,59.6,13,3.3,5,0,1,0,0,0
Kevin Curtis,1389,WR,16,STR,129,4,4,1.0,0,64.7,54.2,79.1,57.8,9,2.3,7,1,2,0,1,0
Chad Jackson,2981,WR,12,NE,123,4,22,5.5,0,61.2,68.6,74.5,55.6,9,2.3,14,2,1,0,1,0
Eddie Kennison,161,WR,16,KC,406,4,16,4.0,0,74.7,54.1,80.4,60.3,10,2.5,9,0,1,0,0,0
Arnaz Battle,1499,WR,16,SF,299,4,28,7.0,0,75.4,62.2,45.8,78.4,7,1.8,18,2,2,0,2,0
Andrew Pinnock,1527,FB,3,SD,7,4,25,6.3,0,66.8,65.0,68.6,59.2,10,2.5,15,1,0,0,0,0
Reno Mahe,1654,HB,5,PHI,13,4,18,4.5,0,45.3,46.9,18.9,55.8,8,2.0,11,0,0,0,0,0
Daunte Culpepper,446,QB,4,MIA,82,4,-1,-0.3,0,45.8,48.6,29.4,60.0,2,0.5,2,1,0,0,2,0
Deion Branch,1072,WR,14,SEA,355,4,30,7.5,0,66.1,58.9,80.5,59.5,8,2.0,19,1,0,0,4,0
Josh Reed,1043,WR,13,BUF,116,4,13,3.3,0,72.7,52.2,77.7,67.3,16,4.0,15,2,1,0,3,0
Matt Schaub,1811,QB,4,ATL,25,4,-1,-0.3,0,70.5,56.4,78.6,60.0,0,0.0,2,1,0,0,0,0
Keylon Kincade,2096,HB,1,DAL,4,4,9,2.3,0,47.1,50.1,68.6,,12,3.0,7,0,0,0,0,0
Terry Glenn,156,WR,15,DAL,284,3,11,3.7,0,78.7,58.0,81.7,73.5,9,3.0,22,1,0,0,5,1
Dennis Northcutt,605,WR,11,CLV,87,3,32,10.7,0,52.9,33.8,26.3,67.7,5,1.7,16,1,0,1,1,0
Jameel Cook,904,FB,11,HST,150,3,18,6.0,0,55.8,60.0,18.2,66.6,18,6.0,14,2,0,0,1,0
Braylon Edwards,2220,WR,16,CLV,316,3,7,2.3,0,67.4,57.1,81.0,74.0,10,3.3,8,1,1,0,0,0
Andre Johnson,1319,WR,16,HST,335,3,14,4.7,0,79.7,63.9,83.7,65.9,14,4.7,18,1,1,0,4,0
Samie Parker,1826,WR,16,KC,326,3,7,2.3,0,67.0,52.3,78.8,76.7,2,0.7,5,0,0,0,3,0
T.J. Houshmandzadeh,921,WR,14,CIN,322,3,6,2.0,0,88.4,54.8,83.1,66.9,9,3.0,13,1,0,0,1,0
Drew Bledsoe,36,QB,6,DAL,167,3,1,0.3,0,59.0,55.8,78.0,60.0,1,0.3,1,1,0,1,3,0
Cedric Cobbs,1849,HB,1,DEN,4,3,9,3.0,0,58.3,55.8,67.2,60.0,6,2.0,5,0,0,0,0,0
Derrick Ross,3491,HB,1,KC,3,3,8,2.7,0,50.3,51.3,67.2,,5,1.7,4,0,0,0,0,0
Marty Booker,487,WR,14,MIA,242,3,19,6.3,0,73.1,55.1,80.7,82.3,9,3.0,18,1,0,0,2,0
Brodie Croyle,3030,QB,2,KC,9,3,-3,-1.0,0,34.5,49.6,72.5,60.0,0,0.0,0,0,0,0,0,0
Ryan Fitzpatrick,2467,QB,1,STR,6,3,0,0.0,0,67.4,65.2,67.2,60.0,0,0.0,2,1,0,0,0,0
Sage Rosenfels,863,QB,2,HST,22,3,-2,-0.7,0,70.1,48.2,80.1,60.0,0,0.0,0,0,0,0,1,0
Rich Alexis,1975,HB,1,JAX,6,3,5,1.7,0,42.0,52.3,67.2,49.9,4,1.3,3,0,0,0,0,0
Ran Carthon,2006,HB,1,IND,4,3,4,1.3,1,60.5,61.3,67.2,60.0,2,0.7,3,1,0,0,0,0
Marquis Weeks,2837,HB,2,SEA,5,3,8,2.7,0,38.0,44.7,67.2,59.2,3,1.0,3,0,0,0,0,0
