player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Orleans Darkwa,9173,HB,1,MIA,4,4,2,0.5,0,68.3,68.8,74.7,58.0,4,1.0,7,0,0,0,0,0
Markus Wheaton,7860,WR,16,PIT,236,4,19,4.8,0,68.9,71.5,84.3,60.3,4,1.0,12,2,1,0,0,0
Donte Moncrief,8725,WR,15,IND,134,4,17,4.3,0,71.8,53.1,78.0,73.5,7,1.8,7,0,0,0,0,0
Jerome Felton,4460,FB,16,MIN,131,4,27,6.8,0,79.9,74.3,82.0,74.3,17,4.3,21,2,1,0,0,0
Brandon Weeden,7028,QB,5,DAL,43,4,-3,-0.8,0,49.8,45.9,80.6,60.0,0,0.0,0,0,0,1,0,0
Dwayne Harris,6328,WR,16,DAL,108,4,7,1.8,0,74.6,46.9,61.3,73.0,10,2.5,9,0,3,0,0,0
Michael Cox,8036,HB,2,NYG,4,4,33,8.3,0,66.6,69.4,77.7,,10,2.5,17,1,0,0,0,0
Mike Wallace,5007,WR,16,MIA,274,4,17,4.3,0,72.2,34.0,27.3,61.6,2,0.5,12,1,0,1,2,0
Kendall Wright,7026,WR,14,TEN,177,4,54,13.5,0,70.6,70.6,44.5,58.3,27,6.8,38,2,2,0,3,2
Johnny Manziel,8657,QB,5,CLV,28,4,1,0.3,0,47.6,59.3,80.7,60.0,9,2.3,9,0,1,0,0,0
DeSean Jackson,4363,WR,15,WAS,238,4,7,1.8,0,74.8,51.4,81.0,49.1,3,0.8,9,1,0,0,2,0
Zach Mettenberger,8813,QB,6,TEN,90,4,-4,-1.0,0,55.6,49.4,90.1,60.0,0,0.0,0,0,0,0,1,0
Tyrod Taylor,6332,QB,1,BLT,6,4,-3,-0.8,0,35.2,40.9,19.3,60.0,0,0.0,0,0,0,1,0,0
James Develin,6142,FB,16,NE,168,3,5,1.7,0,68.8,70.4,71.3,68.2,4,1.3,5,0,0,0,0,0
Andrew Hawkins,6125,WR,15,CLV,217,3,15,5.0,0,83.2,58.4,81.3,79.6,4,1.3,8,0,0,0,2,1
LaMichael James,7063,HB,2,MIA,3,3,9,3.0,0,64.5,64.8,69.7,60.0,6,2.0,5,0,1,0,0,0
James Wright,8873,WR,11,CIN,63,3,30,10.0,0,60.7,72.4,70.9,66.1,22,7.3,13,2,2,0,0,0
Martavis Bryant,8753,WR,10,PIT,82,3,12,4.0,0,74.8,58.0,76.6,69.5,4,1.3,9,0,1,0,0,0
Jorvorskie Lane,7002,FB,9,TB,57,3,58,19.3,0,68.5,58.0,68.2,77.3,11,3.7,54,1,0,0,0,0
Chris Thompson,7936,HB,1,WAS,3,3,12,4.0,0,66.3,65.4,71.3,60.0,4,1.3,7,0,0,0,0,0
Erik Lorig,5775,FB,10,NO,93,3,4,1.3,0,49.3,38.0,21.4,54.7,4,1.3,4,0,0,1,0,0
Marqise Lee,8674,WR,13,JAX,141,3,9,3.0,0,61.2,66.2,78.3,59.8,7,2.3,5,1,1,0,2,2
Chase Daniel,5214,QB,3,KC,31,3,6,2.0,0,66.6,68.0,78.9,60.0,2,0.7,7,1,0,0,0,0
Eddie Royal,4356,WR,16,SD,205,3,14,4.7,0,71.6,58.0,54.2,66.2,8,2.7,15,1,0,0,3,0
John Brown,8726,WR,16,ARZ,153,3,-6,-2.0,0,69.4,48.4,79.8,63.7,0,0.0,2,0,0,0,2,0
Marquise Goodwin,7859,WR,8,BUF,26,3,8,2.7,0,51.6,57.6,23.3,58.8,0,0.0,12,1,0,0,0,0
Jacoby Jones,3689,WR,13,BLT,68,3,16,5.3,0,56.5,67.1,70.0,64.3,6,2.0,11,2,1,0,0,0
Matt Barkley,7880,QB,1,PHI,5,3,0,0.0,0,45.0,57.9,68.2,60.0,0,0.0,0,0,0,0,0,0
Ted Ginn Jr.,3625,WR,9,ARZ,19,3,6,2.0,0,67.9,67.5,88.5,59.0,9,3.0,4,0,1,0,0,0
Travis Benjamin,7100,WR,16,CLV,178,3,11,3.7,0,68.5,63.0,44.8,54.2,12,4.0,10,1,1,0,0,0
Brandon Tate,5006,WR,16,CIN,195,3,21,7.0,0,63.9,75.0,51.4,81.2,21,7.0,12,1,1,0,0,0
Evan Smith,5390,C,15,TB,303,2,0,0.0,0,70.4,26.9,7.7,77.0,0,0.0,0,0,0,3,5,1
Andre Roberts,5612,WR,16,WAS,195,2,21,10.5,0,61.0,59.1,44.2,72.0,12,6.0,19,1,2,0,0,0
A.J. Green,6156,WR,13,CIN,267,2,7,3.5,0,83.8,29.5,23.6,65.1,0,0.0,5,0,0,1,6,0
Brandon LaFell,5602,WR,16,NE,332,2,13,6.5,0,75.4,59.5,52.8,76.0,2,1.0,9,0,0,0,6,0
Anthony Sherman,6288,FB,16,KC,160,2,8,4.0,0,83.7,61.8,72.3,84.3,4,2.0,4,1,0,0,0,0
Virgil Green,6356,TE,13,DEN,250,2,3,1.5,0,73.3,61.3,70.6,74.4,7,3.5,3,0,3,0,0,0
Jeremy Ross,6476,WR,16,DET,219,2,-1,-0.5,0,59.6,52.1,26.5,76.7,2,1.0,4,0,3,0,1,0
A.J. Jenkins,7034,WR,8,KC,85,2,-2,-1.0,0,53.6,31.7,20.8,58.4,0,0.0,0,0,0,1,0,0
LaMichael James,7063,HB,1,SF,2,2,0,0.0,0,64.5,64.8,69.7,60.0,7,3.5,1,0,0,0,0,0
Kenny Britt,4953,WR,16,STR,280,2,14,7.0,0,74.2,59.5,79.5,65.1,4,2.0,12,1,0,0,5,1
T.Y. Hilton,7092,WR,15,IND,222,2,20,10.0,0,83.9,66.7,24.7,64.7,0,0.0,15,1,1,0,0,0
Jermaine Kearse,7428,WR,15,SEA,323,2,15,7.5,0,64.6,69.1,78.3,55.9,11,5.5,11,1,3,0,2,0
Josh Morgan,4488,WR,14,CHI,147,2,30,15.0,0,52.6,68.5,72.7,87.2,4,2.0,21,1,0,0,2,0
Jamize Olawale,7572,FB,15,OAK,77,2,0,0.0,0,63.6,55.9,70.0,59.5,1,0.5,0,0,0,0,0,0
Chad Henne,4371,QB,3,JAX,38,2,10,5.0,0,46.9,60.3,85.0,60.0,1,0.5,8,1,0,0,0,0
Matt Moore,4018,QB,2,MIA,25,2,-2,-1.0,0,54.7,59.0,69.5,60.0,0,0.0,0,0,0,0,0,0
Mike Glennon,7854,QB,6,TB,114,2,2,1.0,0,65.9,46.0,90.3,60.0,0,0.0,2,1,0,1,3,0
Ryan Nassib,7892,QB,4,NYG,11,2,-3,-1.5,0,41.8,58.4,22.8,60.0,0,0.0,0,0,0,0,0,0
Bruce Gradkowski,3139,QB,1,PIT,6,2,-2,-1.0,0,58.1,58.4,65.2,60.0,0,0.0,0,0,0,0,0,0
Kenbrell Thompkins,8126,WR,12,OAK,88,2,5,2.5,0,60.1,59.5,81.3,65.6,5,2.5,7,0,0,0,2,1
Matt McGloin,8374,QB,1,OAK,4,2,3,1.5,0,49.9,50.1,75.8,60.0,0,0.0,3,1,0,0,0,0
Sammy Watkins,8639,WR,16,BUF,366,2,8,4.0,0,68.9,58.6,47.0,71.7,3,1.5,5,1,0,0,6,0
Jarvis Landry,8698,WR,16,MIA,208,2,-4,-2.0,0,77.2,46.7,28.9,69.9,2,1.0,4,0,1,0,0,0
Taylor Gabriel,9002,WR,16,CLV,251,2,-2,-1.0,0,74.5,49.9,79.4,81.9,2,1.0,8,0,0,0,0,0
Ray Agnew,9141,FB,12,CLV,125,2,2,1.0,0,53.4,58.8,68.7,60.5,2,1.0,2,1,2,0,1,0
Charles Johnson,7998,WR,12,MIN,150,1,-11,-11.0,0,67.1,56.5,28.0,68.4,-1,-1.0,0,0,0,0,3,0
Tommy Bohanon,7997,FB,4,NYJ,26,1,3,3.0,0,60.1,61.4,66.2,43.3,2,2.0,3,1,0,0,0,0
Jason Avant,3054,WR,11,CAR,123,1,1,1.0,0,62.8,59.9,77.5,78.5,0,0.0,1,0,0,0,1,0
Julio Jones,6158,WR,15,ATL,245,1,1,1.0,0,89.5,63.4,34.8,74.8,0,0.0,1,0,0,0,2,0
Kenny Stills,7926,WR,15,NO,139,1,-2,-2.0,0,78.1,53.6,56.3,60.8,0,0.0,0,0,1,0,1,0
Quinton Patton,7910,WR,3,SF,40,1,20,20.0,0,51.8,45.7,16.4,70.1,5,5.0,20,1,0,1,0,0
Josh Huff,8721,WR,12,PHI,94,1,7,7.0,0,58.2,63.0,28.1,90.3,2,2.0,7,1,1,0,1,0
Stedman Bailey,7873,WR,14,STR,110,1,13,13.0,0,74.0,62.1,81.3,71.1,6,6.0,13,1,0,0,1,0
Jordan Palmer,3821,QB,1,TEN,2,1,-1,-1.0,0,45.3,59.8,67.4,60.0,0,0.0,0,0,0,0,0,0
Will Tukuafu,7764,FB,9,SEA,119,1,2,2.0,0,55.6,62.4,64.6,55.1,2,2.0,2,1,0,0,0,0
Scott Wells,1965,C,16,STR,382,1,0,0.0,0,56.2,42.3,16.2,61.6,0,0.0,0,0,0,5,6,0
Will Johnson,7639,FB,16,PIT,130,1,0,0.0,0,70.3,56.9,70.3,68.9,0,0.0,0,0,1,0,0,0
DeAndre Presley,7548,WR,3,CAR,7,1,-2,-2.0,0,45.6,59.2,61.9,59.4,2,2.0,0,0,0,0,1,1
Tauren Poole,7522,HB,1,CAR,1,1,0,0.0,0,28.6,39.8,16.2,,0,0.0,0,0,0,1,0,0
Jalen Parmele,4490,HB,1,ARZ,1,1,0,0.0,0,58.4,59.5,61.9,60.0,0,0.0,0,0,0,0,0,0
Matt Simms,7423,QB,1,NYJ,3,1,2,2.0,0,52.1,57.3,71.1,60.0,0,0.0,2,1,0,0,0,0
Derek Carrier,7406,TE,10,SF,84,1,2,2.0,0,68.3,63.0,20.2,70.3,2,2.0,2,1,0,0,1,0
Chris Owusu,7276,WR,5,NYJ,37,1,23,23.0,1,70.1,69.8,72.8,59.4,5,5.0,23,1,1,0,0,0
Edwin Baker,7231,HB,1,NO,3,1,2,2.0,0,69.3,62.8,61.9,59.2,3,3.0,2,1,0,0,0,0
Rishard Matthews,7211,WR,14,MIA,94,1,3,3.0,0,64.6,61.5,25.1,69.2,2,2.0,3,0,1,0,1,0
Josh Brown,1520,K,1,NYG,1,1,0,0.0,0,60.0,60.0,61.9,,0,0.0,0,0,0,0,0,0
Michael Crabtree,4933,WR,16,SF,215,1,4,4.0,0,66.0,56.7,81.2,63.0,2,2.0,4,0,0,0,4,2
Anquan Boldin,1369,WR,16,SF,358,1,4,4.0,0,78.9,56.9,84.7,78.0,2,2.0,4,0,1,0,6,2
Robert Herron,8820,WR,5,TB,17,1,0,0.0,0,46.8,56.6,69.8,59.9,1,1.0,0,0,0,0,0,0
Nick Toon,7122,WR,7,NO,60,1,4,4.0,0,64.5,63.4,23.6,68.4,4,4.0,4,0,0,0,0,0
Chris Givens,7096,WR,13,STR,64,1,4,4.0,0,56.1,59.2,76.1,66.4,0,0.0,4,0,0,0,2,0
Jared Cook,5012,TE,16,STR,228,1,0,0.0,0,71.2,58.7,80.3,66.1,2,2.0,0,0,0,0,6,0
Glover Quin,5035,S,16,DET,329,1,0,0.0,0,,,,,5,5.0,0,0,0,0,2,0
Joe Morgan,6696,WR,5,NO,49,1,67,67.0,0,57.0,70.0,68.3,72.4,8,8.0,67,1,0,0,1,0
Ricardo Lockette,6622,WR,14,SEA,86,1,2,2.0,0,67.5,59.2,72.5,66.2,2,2.0,2,0,0,0,3,0
Doug Baldwin,6615,WR,16,SEA,345,1,8,8.0,0,76.6,63.2,87.6,68.6,5,5.0,8,0,1,0,0,0
Solomon Patton,8998,WR,1,TB,1,1,19,19.0,0,49.4,56.6,82.9,,0,0.0,19,1,0,0,0,0
Bryan Walters,6139,WR,12,SEA,44,1,-2,-2.0,0,58.7,57.2,84.0,56.5,0,0.0,0,0,0,0,0,0
Dane Sanzenbacher,6570,WR,10,CIN,66,1,-1,-1.0,0,50.2,56.6,19.9,39.6,2,2.0,0,0,2,0,2,0
Denarius Moore,6300,WR,8,OAK,61,1,1,1.0,0,51.6,58.5,77.3,55.3,1,1.0,1,0,0,0,0,0
Greg Salas,6264,WR,10,NYJ,81,1,20,20.0,1,62.4,63.1,80.3,66.4,3,3.0,20,1,0,0,0,0
Ryan Hewitt,9107,FB,16,CIN,286,1,0,0.0,0,71.8,58.9,72.1,75.5,1,1.0,0,0,0,0,1,0
Joe McKnight,5636,HB,1,KC,3,1,3,3.0,0,88.4,59.8,72.8,59.6,1,1.0,3,0,0,0,0,0
Chris Williams,5321,WR,3,CHI,7,1,-8,-8.0,0,42.8,56.6,82.5,54.1,0,0.0,0,0,0,0,1,0
Jerrel Jernigan,6235,WR,2,NYG,33,1,-2,-2.0,0,56.0,60.0,69.8,60.8,2,2.0,0,0,0,0,0,0
Rob Housler,6221,TE,15,ARZ,169,1,1,1.0,0,60.9,62.4,71.7,59.7,0,0.0,1,1,0,0,2,0
Jimmy Clausen,5573,QB,4,CHI,35,1,3,3.0,0,59.5,61.8,81.0,60.0,1,1.0,3,1,0,0,1,0
Christian Ponder,6164,QB,2,MIN,32,1,1,1.0,0,50.0,70.6,81.2,60.0,3,3.0,1,0,1,0,1,0
Vernon Davis,2951,TE,14,SF,335,1,4,4.0,0,51.8,62.5,76.9,57.8,3,3.0,4,1,3,0,3,0
Tim Wright,8392,TE,16,NE,78,1,-2,-2.0,0,61.4,56.2,76.0,49.7,0,0.0,0,0,0,0,2,0
A.J. Bouye,8110,CB,14,HST,175,1,4,4.0,0,,,,,1,1.0,4,0,0,0,10,0
