player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Eddie Royal,4356,WR,9,SD,67,3,22,7.3,0,65.7,62.9,76.3,59.4,24,8.0,11,2,1,0,0,0
Chris Givens,7096,WR,15,STR,223,3,12,4.0,0,71.3,62.5,79.0,65.5,13,4.3,14,1,1,0,0,0
Mario Manningham,4409,WR,12,SF,99,3,64,21.3,0,78.3,80.9,25.4,75.1,26,8.7,29,2,1,0,0,0
Stefan Logan,4909,HB,5,DET,7,3,17,5.7,0,67.4,62.1,71.3,59.8,10,3.3,13,1,0,0,0,0
Golden Tate,5585,WR,15,SEA,310,3,20,6.7,0,81.2,63.9,79.6,69.4,6,2.0,13,1,1,0,3,0
Chase Daniel,5214,QB,2,NO,10,3,17,5.7,0,65.0,66.0,69.8,60.0,3,1.0,19,1,0,0,0,0
Arrelious Benn,5564,WR,6,TB,23,3,16,5.3,0,57.8,58.5,70.9,53.3,6,2.0,9,1,0,0,0,0
Brandon LaFell,5602,WR,14,CAR,280,3,35,11.7,0,69.9,64.4,79.2,82.6,18,6.0,25,1,2,0,2,0
Colt McCoy,5609,QB,3,CLV,13,3,0,0.0,0,39.5,57.4,77.5,60.0,0,0.0,2,1,0,0,1,0
Josh Morgan,4488,WR,16,WAS,302,3,25,8.3,0,70.0,80.7,38.5,75.6,26,8.7,9,1,1,0,3,0
Torrey Smith,6210,WR,16,BLT,348,3,9,3.0,0,74.5,55.5,79.8,69.3,8,2.7,13,1,0,0,6,0
DeSean Jackson,4363,WR,11,PHI,220,3,-7,-2.3,0,76.2,58.7,36.9,68.5,2,0.7,5,0,0,0,0,0
Jordan Todman,6335,HB,1,JAX,4,3,8,2.7,0,59.1,58.6,68.2,60.0,4,1.3,6,0,0,0,0,0
Matt Asiata,6432,FB,7,MIN,18,3,9,3.0,0,56.4,56.9,69.0,54.9,5,1.7,5,0,0,0,0,0
Armond Smith,6824,HB,3,CAR,8,3,0,0.0,0,55.0,57.4,67.2,58.0,4,1.3,3,0,0,0,0,0
Lawrence Vickers,3125,FB,16,DAL,167,3,11,3.7,0,63.9,60.7,74.1,60.2,5,1.7,13,1,0,0,3,0
Devin Hester,3002,WR,14,CHI,93,3,6,2.0,0,55.1,57.7,76.6,65.6,5,1.7,8,0,1,0,2,0
Jason Campbell,2242,QB,5,CHI,59,3,-3,-1.0,0,45.2,55.1,21.6,60.0,0,0.0,0,0,0,0,1,0
Joe Adams,7104,WR,5,CAR,15,3,13,4.3,0,54.3,55.2,68.2,60.5,5,1.7,5,0,1,0,0,0
David Carr,1009,QB,2,NYG,11,3,-3,-1.0,0,38.7,57.9,21.2,60.0,0,0.0,0,0,0,0,0,0
Damaris Johnson,7530,WR,12,PHI,64,3,12,4.0,0,77.7,66.9,75.7,60.2,3,1.0,7,2,0,0,0,0
Santana Moss,786,WR,16,WAS,121,3,14,4.7,0,68.2,58.0,23.5,60.7,12,4.0,12,1,3,0,1,0
Jarius Wright,7118,WR,7,MIN,65,2,11,5.5,0,66.5,68.8,75.6,70.5,13,6.5,8,1,2,0,0,0
Sidney Rice,3660,WR,16,SEA,309,2,6,3.0,0,83.0,67.0,79.8,73.6,10,5.0,3,0,1,0,1,0
Justin Blackmon,7011,WR,16,JAX,265,2,23,11.5,0,65.7,68.8,27.0,69.3,2,1.0,12,2,1,0,2,0
Harry Douglas,4398,WR,15,ATL,132,2,4,2.0,0,58.4,62.2,29.6,74.7,3,1.5,5,1,2,0,1,0
Kealoha Pilares,6284,WR,5,CAR,12,2,17,8.5,0,77.5,68.4,67.8,91.4,1,0.5,12,2,0,0,0,0
Early Doucet,4395,WR,12,ARZ,60,2,9,4.5,0,47.2,59.7,77.2,51.6,8,4.0,6,0,2,0,0,0
T.J. Yates,6304,QB,4,HST,12,2,-1,-0.5,1,30.6,56.6,20.9,60.0,0,0.0,1,1,0,0,0,0
Will Johnson,7639,FB,16,PIT,194,2,7,3.5,0,66.5,63.5,74.2,65.0,6,3.0,5,0,1,0,0,0
Patrick Peterson,6157,CB,16,ARZ,460,2,13,6.5,0,67.4,67.2,69.7,60.0,3,1.5,17,1,0,0,4,1
Titus Young,6196,WR,10,DET,172,2,16,8.0,0,58.6,59.8,77.5,62.3,3,1.5,11,1,0,0,4,1
Owen Schmitt,4477,FB,13,OAK,59,2,1,0.5,0,64.6,59.5,65.2,68.0,1,0.5,2,1,0,0,1,0
Pierre Garcon,4519,WR,10,WAS,165,2,9,4.5,0,84.4,56.7,78.7,88.1,6,3.0,7,0,0,0,4,0
Greg McElroy,6360,QB,2,NYJ,37,2,-2,-1.0,0,46.0,51.0,80.7,60.3,0,0.0,0,0,0,0,0,0
Luke McCown,1827,QB,2,ATL,10,2,-3,-1.5,0,54.9,55.8,65.2,60.0,0,0.0,0,0,0,0,0,0
Jonathan Grimes,7585,HB,2,NYJ,4,2,6,3.0,0,67.4,63.4,67.8,60.0,4,2.0,5,0,0,0,0,0
Javon Ringer,5097,HB,1,TEN,3,2,14,7.0,0,54.8,66.1,68.7,59.8,4,2.0,9,0,0,0,0,0
Greg Little,6211,WR,16,CLV,320,2,15,7.5,0,65.3,57.5,80.0,76.1,7,3.5,17,1,0,0,4,1
John Skelton,5678,QB,7,ARZ,88,2,2,1.0,0,35.2,54.3,74.2,60.0,1,0.5,2,1,0,0,3,0
Leonard Hankerson,6231,WR,16,WAS,257,2,5,2.5,0,74.7,59.4,78.3,68.7,10,5.0,3,0,4,0,2,0
Darrius Heyward-Bey,4930,WR,15,OAK,261,2,16,8.0,0,68.9,68.4,78.7,81.1,16,8.0,20,1,3,0,1,0
Roy Helu,6257,HB,2,WAS,4,2,2,1.0,0,62.5,57.6,71.1,63.2,2,1.0,1,0,0,0,1,0
Kevin Ogletree,5387,WR,15,DAL,84,2,9,4.5,0,64.9,68.8,77.6,63.6,10,5.0,5,0,3,1,4,1
Keiland Williams,5794,HB,2,DET,2,2,3,1.5,0,53.8,54.8,67.8,60.0,3,1.5,2,0,0,0,0,0
Danny Amendola,4717,WR,11,STR,154,2,8,4.0,0,86.3,59.8,26.9,76.1,20,10.0,6,0,1,0,1,0
Wes Welker,2204,WR,16,NE,415,2,20,10.0,0,82.8,68.5,39.1,72.5,4,2.0,11,2,0,0,0,0
Dez Bryant,5549,WR,16,DAL,228,2,-5,-2.5,0,76.4,59.8,30.0,55.0,8,4.0,6,0,2,0,4,0
Ben Obomanu,3194,WR,8,SEA,77,1,11,11.0,0,59.5,63.2,68.3,81.3,0,0.0,11,1,0,0,1,0
Brandon Marshall,3064,WR,16,CHI,383,1,-2,-2.0,0,90.4,56.7,39.6,77.6,0,0.0,0,0,0,0,2,0
Jordan Babineaux,1980,S,15,TEN,288,1,10,10.0,0,66.1,62.9,61.9,,4,4.0,10,1,0,0,3,0
Kellen Clemens,2994,QB,1,STR,4,1,0,0.0,0,38.2,38.0,19.2,60.0,0,0.0,0,0,0,1,0,0
Ryan Grant,2609,HB,1,WAS,1,1,5,5.0,0,62.8,62.2,29.4,59.2,2,2.0,5,0,0,0,0,0
Travaris Cadet,7457,HB,3,NO,5,1,5,5.0,0,87.0,62.4,69.1,60.6,0,0.0,5,0,1,0,0,0
Preston Parker,5950,WR,2,TB,16,1,7,7.0,0,54.2,62.4,61.9,59.5,0,0.0,7,1,0,0,0,0
Mike Thomas,5030,WR,7,JAX,47,1,-1,-1.0,0,47.4,61.0,76.4,63.0,1,1.0,0,0,0,0,0,0
Dorin Dickerson,5750,FB,7,BUF,33,1,-8,-8.0,0,54.6,57.7,19.9,62.7,-2,-2.0,0,0,0,0,0,0
Louis Murphy,5048,WR,16,CAR,242,1,3,3.0,0,60.6,56.7,27.0,74.2,2,2.0,3,0,0,0,2,0
Denarius Moore,6300,WR,15,OAK,263,1,-5,-5.0,0,68.6,56.7,38.9,67.7,3,3.0,0,0,1,0,0,0
David Gilreath,6782,WR,2,PIT,5,1,7,7.0,0,55.0,63.2,61.9,60.9,1,1.0,7,0,0,0,0,0
James Casey,5076,FB,16,HST,320,1,6,6.0,0,69.1,62.4,77.4,57.8,3,3.0,6,1,0,0,2,0
Joe Webb III,5722,QB,1,MIN,3,1,-1,-1.0,0,59.0,59.8,61.9,60.0,0,0.0,0,0,0,0,0,0
Aaron Hernandez,5637,TE,10,NE,204,1,5,5.0,0,68.6,62.6,79.8,61.4,2,2.0,5,1,0,0,6,0
Kendall Wright,7026,WR,15,TEN,133,1,4,4.0,0,67.7,62.8,46.4,69.7,4,4.0,4,0,1,0,5,2
Terrance Copper,2016,WR,13,KC,73,1,1,1.0,0,66.0,56.5,70.8,83.0,2,2.0,1,0,0,0,0,0
Marcus Thigpen,5488,HB,3,MIA,11,1,8,8.0,0,59.7,62.8,64.6,54.7,11,11.0,8,1,1,0,0,0
Lex Hilliard,4518,FB,2,NE,8,1,2,2.0,0,41.3,53.9,74.0,52.3,1,1.0,2,1,0,0,0,0
Jordan Norwood,5358,WR,2,CLV,14,1,1,1.0,0,73.9,59.9,72.9,59.7,3,3.0,1,0,0,0,1,0
Tiquan Underwood,5177,WR,13,TB,96,1,1,1.0,0,62.8,59.9,76.4,67.4,0,0.0,1,0,0,0,1,0
DeVier Posey,7070,WR,9,HST,68,1,-3,-3.0,0,57.1,56.7,69.8,71.1,0,0.0,0,0,0,0,1,1
Reggie Wayne,800,WR,16,IND,334,1,-5,-5.0,0,88.9,59.9,67.1,88.8,0,0.0,0,0,0,0,0,0
Emmanuel Sanders,5606,WR,16,PIT,272,1,4,4.0,0,69.1,59.9,24.0,74.9,2,2.0,4,0,1,0,1,0
Jacoby Jones,3689,WR,16,BLT,113,1,6,6.0,0,72.4,56.7,77.1,82.9,0,0.0,6,0,0,0,1,0
Brandon Tate,5006,WR,14,CIN,91,1,0,0.0,0,62.6,60.0,72.9,67.4,2,2.0,0,0,0,0,0,0
Michael Crabtree,4933,WR,16,SF,218,1,8,8.0,0,91.0,63.8,82.7,70.1,10,10.0,8,0,1,0,2,1
Dezmon Briscoe,5714,WR,5,WAS,21,1,1,1.0,0,62.5,62.8,66.2,60.6,0,0.0,1,0,0,0,0,0
Marlon Moore,5887,WR,13,MIA,89,1,9,9.0,0,58.5,63.5,70.6,57.6,2,2.0,9,0,0,0,0,0
Kirk Cousins,7102,QB,3,WAS,38,1,-1,-1.0,0,82.7,75.8,37.3,60.0,0,0.0,0,0,0,0,1,0
Andre Caldwell,4411,WR,3,DEN,40,1,14,14.0,0,56.9,62.8,64.6,60.8,0,0.0,14,1,0,0,0,0
Jerrel Jernigan,6235,WR,6,NYG,11,1,6,6.0,0,64.1,63.2,67.4,60.1,1,1.0,6,0,0,0,0,0
Clyde Gates,6263,WR,9,NYJ,77,1,12,12.0,0,71.3,63.2,73.8,72.7,2,2.0,12,1,0,0,0,0
Cecil Shorts,6266,WR,14,JAX,191,1,-4,-4.0,0,75.3,63.2,41.3,60.5,6,6.0,0,0,2,0,3,0
Niles Paul,6307,TE,15,WAS,119,1,-1,-1.0,0,61.0,55.6,70.8,66.1,1,1.0,0,0,0,0,4,0
Ted Ginn Jr.,3625,WR,11,SF,41,1,7,7.0,0,61.2,56.7,66.2,70.4,0,0.0,7,0,0,0,0,0
Aldrick Robinson,6330,WR,15,WAS,107,1,14,14.0,0,69.4,62.4,72.1,74.9,7,7.0,14,1,0,0,2,0
Devery Henderson,1771,WR,15,NO,222,1,13,13.0,0,50.6,62.8,75.2,81.7,13,13.0,13,1,0,0,2,0
T.J. Graham,7071,WR,15,BUF,262,1,5,5.0,0,52.4,56.7,76.9,66.1,1,1.0,5,0,1,0,3,0
Tyler Thigpen,3833,QB,3,BUF,9,1,-1,-1.0,0,53.0,59.8,69.2,60.0,0,0.0,0,0,0,0,0,0
Anquan Boldin,1369,WR,15,BLT,304,1,3,3.0,0,79.1,56.7,81.1,68.5,3,3.0,3,0,0,1,9,0
Robert Hughes,6564,FB,4,IND,11,1,5,5.0,0,63.1,62.4,64.6,54.1,3,3.0,5,1,0,0,0,0
Robert Meachem,3643,WR,14,SD,137,1,-6,-6.0,0,55.8,59.9,73.2,62.1,0,0.0,0,0,0,0,0,0
Fred Davis,4362,TE,7,WAS,180,1,1,1.0,0,75.2,56.7,76.0,61.4,0,0.0,1,0,0,0,5,0
Joe Morgan,6696,WR,14,NO,183,1,1,1.0,0,75.9,63.5,72.3,92.6,1,1.0,1,0,0,0,3,1
Shaun Hill,1255,QB,1,DET,5,1,-1,-1.0,0,74.9,57.3,73.7,60.0,0,0.0,0,0,0,0,0,0
