player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Delanie Walker,3120,TE,16,SF,223,3,35,11.7,0,62.8,71.7,26.6,70.5,25,8.3,16,2,2,0,2,0
Chad Johnson,806,WR,16,CIN,375,3,32,10.7,0,84.4,76.8,24.1,75.9,8,2.7,26,1,3,0,9,0
Michael Robinson,3045,HB,8,SF,8,3,2,0.7,0,56.6,61.7,71.3,47.5,9,3.0,4,1,0,0,0,0
Santonio Holmes,2970,WR,16,PIT,389,3,6,2.0,0,81.6,50.4,82.6,81.5,2,0.7,7,0,0,0,1,0
David Clowney,3773,WR,12,NYJ,130,3,1,0.3,0,53.4,52.0,27.0,61.5,-4,-1.3,13,1,1,0,0,0
Mark Brunell,51,QB,3,NO,48,3,-3,-1.0,0,45.8,49.6,78.3,60.3,0,0.0,0,0,0,0,0,0
Vincent Jackson,2278,WR,15,SD,318,3,11,3.7,0,89.2,54.5,81.4,87.6,13,4.3,12,1,0,0,1,0
Legedu Naanee,3788,WR,14,SD,86,3,7,2.3,0,67.6,58.9,76.5,70.8,4,1.3,10,1,0,0,1,0
Brian Brohm,4370,QB,2,BUF,21,3,-3,-1.0,0,47.3,48.5,78.5,60.3,0,0.0,0,0,0,0,1,0
Gary Russell,4059,FB,8,OAK,78,3,0,0.0,0,59.5,46.4,73.5,68.2,5,1.7,2,1,0,0,0,0
Trent Edwards,3708,QB,7,BUF,140,3,4,1.3,0,65.2,65.8,75.0,60.4,2,0.7,2,1,0,0,1,0
Chris Simms,1411,QB,3,DEN,24,3,-4,-1.3,0,29.1,49.6,76.8,60.0,0,0.0,0,0,0,0,0,0
Jacoby Jones,3689,WR,13,HST,86,3,22,7.3,0,76.3,67.3,76.8,69.7,11,3.7,17,1,1,0,1,0
Drew Stanton,3659,QB,3,DET,41,3,-2,-0.7,1,37.9,50.3,82.4,60.0,2,0.7,1,1,0,0,0,0
Andre Caldwell,4411,WR,16,CIN,164,3,22,7.3,0,68.0,54.5,39.2,70.0,19,6.3,15,2,2,0,1,0
Jeff Garcia,550,QB,1,PHI,4,3,-2,-0.7,0,28.0,33.0,18.2,60.0,0,0.0,0,0,0,1,0,0
Jeff Dugan,1936,TE,16,MIN,156,3,7,2.3,0,66.6,61.5,71.3,67.7,4,1.3,5,1,0,0,1,0
Naufahu Tahi,3526,FB,15,MIN,191,3,5,1.7,0,60.9,60.2,73.2,63.7,4,1.3,2,1,1,0,1,0
Jason Wright,2212,HB,10,ARZ,34,3,17,5.7,0,71.0,63.0,72.5,81.2,9,3.0,8,1,0,0,0,0
Dennis Dixon,4470,QB,1,PIT,38,3,27,9.0,1,40.3,58.2,78.1,60.0,0,0.0,24,3,0,0,0,0
Josh Johnson,4474,QB,5,TB,85,3,1,0.3,0,50.3,60.6,45.6,60.6,1,0.3,2,0,0,1,1,0
Clifton Smith,4854,HB,3,TB,5,3,7,2.3,0,40.6,30.4,16.4,60.0,3,1.0,4,1,0,1,0,0
Danny Amendola,4717,WR,14,STR,122,3,-2,-0.7,0,58.6,49.6,49.4,73.8,4,1.3,8,0,0,1,1,0
Devin Thomas,4348,WR,14,WAS,153,3,-2,-0.7,0,65.3,50.4,76.8,67.8,3,1.0,2,0,1,0,0,0
Montell Owens,3452,FB,3,JAX,3,2,1,0.5,0,49.1,58.3,65.2,60.0,1,0.5,3,0,0,0,0,0
Steve Breaston,3758,WR,15,ARZ,140,2,44,22.0,0,69.8,68.1,80.4,81.9,8,4.0,25,2,0,0,2,0
Johnnie Lee Higgins,3715,WR,14,OAK,126,2,21,10.5,0,57.4,63.4,75.1,64.4,0,0.0,19,1,0,0,0,0
Kevin Kolb,3652,QB,5,PHI,54,2,0,0.0,1,53.3,45.0,65.2,62.4,0,0.0,1,1,0,0,0,0
Miles Austin,3211,WR,16,DAL,185,2,-2,-1.0,0,83.9,28.1,53.5,72.1,2,1.0,11,1,0,0,2,0
Pierre Garcon,4519,WR,14,IND,285,2,10,5.0,0,62.9,63.5,51.8,79.4,11,5.5,17,1,1,0,9,1
Nate Washington,2832,WR,16,TEN,378,2,15,7.5,0,70.7,54.6,79.3,84.1,2,1.0,14,1,2,0,1,0
Kyle Eckel,2574,FB,6,NO,76,2,6,3.0,0,52.7,62.2,67.8,49.5,4,2.0,7,1,0,0,0,0
Roscoe Parrish,2272,WR,4,BUF,17,2,4,2.0,0,53.5,59.1,68.7,54.3,1,0.5,9,0,1,0,0,0
Davone Bess,4694,WR,16,MIA,178,2,9,4.5,0,83.3,36.9,28.3,63.3,3,1.5,11,1,0,1,1,0
Mark Bradley,2256,WR,13,KC,106,2,20,10.0,0,52.9,59.8,76.0,64.8,6,3.0,22,1,0,0,2,0
Carey Davis,2029,FB,2,PIT,19,2,15,7.5,0,64.5,65.0,65.2,62.8,11,5.5,14,1,0,0,0,0
Darrius Heyward-Bey,4930,WR,11,OAK,222,2,19,9.5,0,47.6,61.2,72.0,72.0,3,1.5,20,1,0,0,0,0
Mike Karney,1875,FB,14,STR,153,2,8,4.0,0,66.9,62.8,71.5,77.8,3,1.5,8,0,0,0,1,0
Jerricho Cotchery,1829,WR,14,NYJ,383,2,7,3.5,1,82.4,59.1,80.3,81.7,4,2.0,6,1,0,0,0,0
Jeremy Maclin,4942,WR,15,PHI,215,2,-7,-3.5,0,68.8,54.6,80.4,72.9,0,0.0,0,0,0,0,2,0
Bobby Wade,1448,WR,12,KC,222,2,11,5.5,0,56.6,54.4,78.6,76.9,5,2.5,8,0,1,0,1,0
Hakeem Nicks,4952,WR,14,NYG,153,2,8,4.0,0,75.8,54.6,50.3,76.1,5,2.5,9,0,0,0,0,0
Nate Burleson,1386,WR,13,SEA,218,2,4,2.0,0,70.8,54.6,46.0,71.5,2,1.0,2,0,0,0,2,1
Anquan Boldin,1369,WR,15,ARZ,218,2,7,3.5,0,79.0,50.7,24.9,81.5,7,3.5,4,0,0,0,2,0
Dallas Clark,1340,TE,16,IND,349,2,11,5.5,0,85.2,59.2,58.7,76.1,4,2.0,7,1,2,0,1,0
Rex Grossman,1338,QB,1,HST,8,2,-3,-1.5,0,34.8,33.0,23.8,60.0,0,0.0,1,1,0,1,0,0
Byron Leftwich,1323,QB,3,TB,57,2,1,0.5,0,63.9,47.0,86.3,60.0,1,0.5,2,1,0,1,0,0
Andre Johnson,1319,WR,16,HST,365,2,10,5.0,0,87.7,59.1,58.5,80.9,5,2.5,7,1,0,0,0,0
Austin Collie,5051,WR,16,IND,200,2,1,0.5,0,70.3,50.7,80.8,84.9,9,4.5,2,0,3,0,3,1
Shaun Hill,1255,QB,6,SF,129,2,-2,-1.0,0,66.6,72.7,71.1,60.5,0,0.0,0,0,0,0,4,0
J.T. O'Sullivan,1169,QB,2,CIN,25,2,9,4.5,0,32.5,47.5,19.5,60.0,2,1.0,6,2,0,0,2,0
Quinten Lawrence,5099,WR,4,KC,5,2,42,21.0,0,66.8,78.4,66.7,60.2,3,1.5,26,2,1,0,0,0
Santana Moss,786,WR,16,WAS,314,2,8,4.0,0,61.1,63.5,27.6,66.8,10,5.0,6,0,0,0,4,0
Marc Bulger,684,QB,9,STR,173,2,-4,-2.0,0,58.4,25.2,41.7,60.2,0,0.0,0,0,0,0,3,0
Laveranues Coles,638,WR,16,CIN,335,2,10,5.0,0,68.0,59.4,78.9,72.7,10,5.0,8,1,3,0,1,1
Chansi Stuckey,3851,WR,11,CLV,111,2,6,3.0,0,57.0,67.0,77.0,69.1,8,4.0,6,0,0,0,0,0
Dustin Keller,4344,TE,16,NYJ,378,1,7,7.0,0,62.8,63.1,35.8,60.0,3,3.0,7,0,0,0,4,0
Kelley Washington,1380,WR,15,BLT,113,1,1,1.0,0,74.0,56.8,77.4,86.1,0,0.0,1,0,0,0,1,0
Tyler Thigpen,3833,QB,1,KC,2,1,2,2.0,0,39.3,52.3,72.6,60.0,1,1.0,2,0,0,0,0,0
Derrick Williams,5005,WR,8,DET,31,1,4,4.0,0,51.6,56.5,69.8,57.7,2,2.0,4,0,0,0,2,1
Brandon Tate,5006,WR,1,NE,8,1,11,11.0,0,56.1,63.2,61.9,59.6,4,4.0,11,1,0,0,0,0
Julian Edelman,5156,WR,9,NE,78,1,5,5.0,0,68.7,63.2,78.0,58.1,1,1.0,5,0,0,1,0,0
Chad Pennington,596,QB,3,MIA,67,1,4,4.0,0,74.1,58.8,50.1,60.0,0,0.0,4,1,0,0,0,0
Kevin Boss,3769,TE,15,NYG,379,1,16,16.0,0,82.3,59.4,78.7,88.2,2,2.0,16,1,1,0,2,0
Derrick Mason,271,WR,16,BLT,372,1,2,2.0,0,76.9,56.7,81.8,69.5,1,1.0,2,0,0,0,3,0
Donald Driver,533,WR,16,GB,249,1,13,13.0,0,68.3,56.7,49.0,64.7,1,1.0,13,1,1,0,2,0
Lance Long,4648,WR,7,KC,37,1,-1,-1.0,0,47.9,59.8,74.8,45.8,2,2.0,0,0,0,0,0,0
Charlie Frye,2284,QB,3,OAK,57,1,26,26.0,0,63.0,62.5,85.3,60.0,1,1.0,26,1,0,0,2,0
Marty Booker,487,WR,10,ATL,42,1,7,7.0,0,58.7,56.7,73.8,84.1,2,2.0,7,0,0,0,0,0
Quan Cosby,5342,WR,4,CIN,6,1,-2,-2.0,0,76.9,59.8,68.3,60.3,2,2.0,0,0,0,0,0,0
Marques Colston,3197,WR,16,NO,296,1,6,6.0,0,76.2,56.7,27.5,72.4,2,2.0,6,0,1,0,2,0
Ahmard Hall,3336,FB,16,TEN,240,1,5,5.0,0,59.3,43.1,15.3,69.5,0,0.0,5,1,1,1,3,0
Chris Pressley,5347,FB,7,TB,69,1,0,0.0,0,58.1,56.8,64.6,60.6,0,0.0,0,0,1,0,0,0
Reggie Brown,2252,WR,13,PHI,97,1,-3,-3.0,0,59.4,56.7,71.7,64.5,0,0.0,0,0,0,0,0,0
Roddy White,2244,WR,16,ATL,333,1,2,2.0,0,75.1,56.7,62.9,78.7,0,0.0,2,0,0,0,7,1
Oren O'Neal,3791,FB,4,OAK,39,1,0,0.0,0,62.1,59.9,61.9,58.3,2,2.0,0,0,1,0,0,0
Isaac Bruce,80,WR,9,SF,95,1,-8,-8.0,0,63.8,60.0,75.2,69.6,0,0.0,0,0,0,0,1,1
Matthew Slater,4467,WR,5,NE,17,1,6,6.0,0,72.4,63.2,64.6,76.4,3,3.0,6,0,1,0,0,0
Kory Sheets,5378,HB,1,MIA,1,1,5,5.0,0,48.8,56.7,61.9,,3,3.0,5,0,0,0,0,0
Craig Davis,3646,WR,1,SD,13,1,4,4.0,0,73.1,56.7,69.8,78.3,1,1.0,4,0,0,0,0,0
Zach Miller,5104,TE,12,JAX,43,1,3,3.0,0,66.4,56.6,75.2,58.0,2,2.0,3,1,0,0,0,0
Deion Branch,1072,WR,14,SEA,155,1,-8,-8.0,0,55.4,56.8,48.0,67.2,0,0.0,0,0,0,0,1,0
Eddie Royal,4356,WR,14,DEN,198,1,1,1.0,0,64.7,60.0,78.0,54.1,2,2.0,1,0,0,0,1,0
Keith Null,5120,QB,4,STR,79,1,0,0.0,0,53.1,43.0,63.9,60.6,0,0.0,0,0,0,1,1,0
Kellen Winslow,1727,TE,16,TB,288,1,7,7.0,0,73.0,57.8,82.1,62.2,2,2.0,7,0,0,0,4,0
Curtis Painter,5125,QB,2,IND,15,1,-2,-2.0,0,37.0,45.3,32.7,60.0,0,0.0,0,0,0,1,0,0
Kevin Ogletree,5387,WR,5,DAL,11,1,6,6.0,0,75.3,56.7,70.3,59.9,5,5.0,6,0,0,0,0,0
Yamon Figurs,3690,WR,3,DET,4,1,-2,-2.0,0,51.6,56.7,64.6,60.1,0,0.0,0,0,0,0,0,0
B.J. Askew,1400,FB,5,TB,52,1,0,0.0,0,57.3,56.7,66.2,62.4,0,0.0,0,0,0,0,1,0
Mohamed Massaquoi,4973,WR,16,CLV,352,1,-3,-3.0,0,66.9,57.8,28.7,78.6,1,1.0,0,0,0,0,1,0
