baseline_variant,challenger_variant,baseline_crps,challenger_crps,pooled_delta,pooled_relative_delta,recent_delta,season_wins,season_count,season_95_low,season_95_high,player_95_low,player_95_high,baseline_80_coverage,challenger_80_coverage,baseline_coverage_error,challenger_coverage_error
scale_rank_level,scale_logged,1.5738030062900208,1.5742104113895217,0.00040740509950087933,0.0002588666420590968,0.00037034240659172823,5,8,-0.0014985458345881002,0.002518291633234973,-0.0005798576175664042,0.0013658526228924669,0.8341614906832299,0.8347826086956521,0.03416149068322982,0.034782608695652084
scale_rank_level,scale_excess,1.5738030062900208,1.5737851952661244,-1.7811023896419087e-05,-1.1317187618264946e-05,-0.0005103055504027676,4,8,-0.002399973513680975,0.0022126168698086714,-0.0010037501296156013,0.0009331563875307185,0.8341614906832299,0.8335403726708075,0.03416149068322982,0.03354037267080745
