year,keeper_count,keeper_spend,keeper_market_value,keeper_contract_discount,available_slots,available_budget,keeper_pool_base_budget,keeper_pool_inflation,source_market_scale
2026,14,505.0,752.0,247.0,142,3071.0,2824.0,1.0874645892351276,1.1572500987751877
