variant,slice_type,slice_value,n_rows,base_rmse,variant_rmse,delta_variant_minus_base
feature_expert_ppg_exp_percentile,season,2019,387,3.231893696301381,3.223543338877154,-0.00835035742422674
feature_expert_ppg_exp_percentile,season,2020,420,3.21654205391773,3.215478355764386,-0.0010636981533438394
feature_expert_ppg_exp_percentile,season,2021,417,3.119162868251882,3.1116052755613732,-0.00755759269050893
feature_expert_ppg_exp_percentile,season,2022,426,2.912494131926024,2.8934301967608764,-0.019063935165147594
feature_expert_ppg_exp_percentile,season,2023,415,3.2511888372285926,3.241803222530738,-0.009385614697854816
feature_expert_ppg_exp_percentile,season,2024,408,3.1651174604479353,3.154876266325898,-0.010241194122037278
feature_expert_ppg_exp_percentile,season,2025,416,2.956132799760705,2.9566921007928473,0.0005593010321423009
feature_expert_ppg_exp_percentile,history_depth,other_no_history,27,2.683229893444979,2.714217908879716,0.030988015434736838
feature_expert_ppg_exp_percentile,history_depth,rookie,532,3.470501815737368,3.481210044897443,0.010708229160075078
feature_expert_ppg_exp_percentile,history_depth,second_year,568,3.258843318101201,3.248990379489029,-0.009852938612171958
feature_expert_ppg_exp_percentile,history_depth,veteran_with_history,2574,3.052062651537221,3.0513196493938954,-0.0007430021433254552
feature_expert_ppg_exp_percentile,provider_depth,one,119,2.8932176885280905,2.8792932460591056,-0.013924442468984832
feature_expert_ppg_exp_percentile,provider_depth,three_plus,3047,3.2706088405011813,3.2691239138334915,-0.0014849266676897344
feature_expert_ppg_exp_percentile,provider_depth,two,535,2.3765663836214497,2.390360545447792,0.01379416182634241
feature_expert_ppg_exp_percentile,provider_era,2017_2019,1199,3.227010522814891,3.241967142654148,0.014956619839257002
feature_expert_ppg_exp_percentile,provider_era,2020_2022,1263,3.0844595250220497,3.0755056878406095,-0.00895383718144016
feature_expert_ppg_exp_percentile,provider_era,2023_plus,1239,3.126249113214146,3.1197465225571492,-0.006502590656996876
feature_team_receiving_yard_share,position,QB,380,3.5542832746901687,3.5537595237866832,-0.0005237509034854426
