run_id,target_name,model_name,fold,trial,parameters_json,validation_score,selected
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,0,0,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.03,""lgbm__max_depth"":4.0,""lgbm__min_child_samples"":20.0,""lgbm__n_estimators"":100.0,""lgbm__num_leaves"":7.0,""lgbm__reg_lambda"":1.0,""lgbm__subsample"":0.8}",1001.5976380034457,0
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,0,1,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.03,""lgbm__max_depth"":4.0,""lgbm__min_child_samples"":40.0,""lgbm__n_estimators"":200.0,""lgbm__num_leaves"":7.0,""lgbm__reg_lambda"":1.0,""lgbm__subsample"":0.8}",975.5243267008256,0
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,0,2,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.05,""lgbm__max_depth"":4.0,""lgbm__min_child_samples"":40.0,""lgbm__n_estimators"":100.0,""lgbm__num_leaves"":15.0,""lgbm__reg_lambda"":5.0,""lgbm__subsample"":0.8}",979.0966136452241,0
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,0,3,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.05,""lgbm__max_depth"":3.0,""lgbm__min_child_samples"":20.0,""lgbm__n_estimators"":100.0,""lgbm__num_leaves"":7.0,""lgbm__reg_lambda"":1.0,""lgbm__subsample"":0.8}",973.9834650243542,1
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,1,0,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.05,""lgbm__max_depth"":3.0,""lgbm__min_child_samples"":40.0,""lgbm__n_estimators"":100.0,""lgbm__num_leaves"":7.0,""lgbm__reg_lambda"":5.0,""lgbm__subsample"":0.8}",988.3050944435088,0
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,1,1,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.05,""lgbm__max_depth"":3.0,""lgbm__min_child_samples"":20.0,""lgbm__n_estimators"":100.0,""lgbm__num_leaves"":15.0,""lgbm__reg_lambda"":5.0,""lgbm__subsample"":0.8}",988.1382029652128,1
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,1,2,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.05,""lgbm__max_depth"":4.0,""lgbm__min_child_samples"":20.0,""lgbm__n_estimators"":200.0,""lgbm__num_leaves"":7.0,""lgbm__reg_lambda"":5.0,""lgbm__subsample"":0.8}",989.7451636967086,0
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,1,3,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.05,""lgbm__max_depth"":4.0,""lgbm__min_child_samples"":20.0,""lgbm__n_estimators"":100.0,""lgbm__num_leaves"":7.0,""lgbm__reg_lambda"":5.0,""lgbm__subsample"":0.8}",988.4941812707716,0
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,2,0,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.05,""lgbm__max_depth"":3.0,""lgbm__min_child_samples"":40.0,""lgbm__n_estimators"":100.0,""lgbm__num_leaves"":7.0,""lgbm__reg_lambda"":1.0,""lgbm__subsample"":0.8}",974.8988591071658,1
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,2,1,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.05,""lgbm__max_depth"":3.0,""lgbm__min_child_samples"":20.0,""lgbm__n_estimators"":200.0,""lgbm__num_leaves"":15.0,""lgbm__reg_lambda"":5.0,""lgbm__subsample"":0.8}",977.2468801209303,0
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,2,2,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.03,""lgbm__max_depth"":4.0,""lgbm__min_child_samples"":40.0,""lgbm__n_estimators"":100.0,""lgbm__num_leaves"":15.0,""lgbm__reg_lambda"":5.0,""lgbm__subsample"":0.8}",995.8245003290632,0
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,2,3,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.05,""lgbm__max_depth"":4.0,""lgbm__min_child_samples"":20.0,""lgbm__n_estimators"":100.0,""lgbm__num_leaves"":7.0,""lgbm__reg_lambda"":5.0,""lgbm__subsample"":0.8}",979.7614949139295,0
m4a_legacy_individual_features_20260728T045617Z_de1b0e93,conditional_ppg,direct_lightgbm_plus_feature_adp_best_teammate_gap,3,0,"{""lgbm__colsample_bytree"":0.8,""lgbm__learning_rate"":0.05,""lgbm__max_depth"":3.0,""lgbm__min_child_samples"":40.0,""lgbm__n_estimators"":200.0,""lgbm__num_leaves"":15.0,""lgbm__reg_lambda"":5.0,""lgbm__subsample"":0.8}",1011.1806130695009,0
