lock_version,model_run_id,player_key,season,position,history_depth,limited_history,is_rookie,year_exp,has_prior_outcome,projection_provider_count,projection_trajectory_prior_year_available,adp_median,actual,method,prediction,target_name,residual,q10,q25,q50,q75,q90,interval_donor_rows,interval_pool,covered_50,covered_80
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T201042Z_4b947916,00502395-b3d2-5e90-b01d-3851aec0df28,2017,WR,veteran_with_history,0,0.0,10.0,1,3.0,1,127.61500000000001,10.935714285714287,conditional_ppg_primary_blend,9.893792709603181,conditional_ppg,1.0419215761111058,,,,,,0,unavailable,,
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T201042Z_4b947916,006d6e97-5088-5763-9fce-72ff5ff45d7e,2017,QB,veteran_with_history,0,0.0,10.0,1,4.0,1,,15.0625,conditional_ppg_primary_blend,15.912197387255864,conditional_ppg,-0.8496973872558637,,,,,,0,unavailable,,
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T201042Z_4b947916,00e78b0e-b83e-5172-95f4-888a75977bb8,2017,WR,veteran_with_history,0,0.0,6.0,1,3.0,1,265.195,2.2583333333333333,conditional_ppg_primary_blend,5.826566372398065,conditional_ppg,-3.5682330390647317,,,,,,0,unavailable,,
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T201042Z_4b947916,01116a05-438c-534f-a070-ba3de6f5a5d3,2017,WR,veteran_with_history,0,0.0,7.0,1,3.0,1,32.065,12.613333333333335,conditional_ppg_primary_blend,14.240824880699016,conditional_ppg,-1.6274915473656808,,,,,,0,unavailable,,
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T201042Z_4b947916,01429bee-98f5-5f9a-bb7f-b7b74971c7b4,2017,WR,second_year,1,0.0,1.0,1,3.0,1,,1.5555555555555556,conditional_ppg_primary_blend,4.763974922890884,conditional_ppg,-3.2084193673353285,,,,,,0,unavailable,,
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T201042Z_4b947916,01a82437-ea57-5c07-8ce6-ea632dee563c,2017,WR,veteran_with_history,0,0.0,9.0,1,3.0,1,171.95,9.328571428571427,conditional_ppg_primary_blend,7.954746406734202,conditional_ppg,1.3738250218372254,,,,,,0,unavailable,,
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T201042Z_4b947916,02309952-4f46-54bd-a025-4de5c26988fc,2017,RB,second_year,1,0.0,1.0,0,1.0,0,,8.30909090909091,conditional_ppg_primary_blend,4.525038807825868,conditional_ppg,3.7840521012650425,,,,,,0,unavailable,,
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T201042Z_4b947916,02e1fe8f-ad36-5898-b1c5-3a4615cdefcf,2017,WR,veteran_with_history,0,0.0,4.0,1,3.0,1,222.77,10.453333333333335,conditional_ppg_primary_blend,7.54369929845727,conditional_ppg,2.909634034876065,,,,,,0,unavailable,,
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T201042Z_4b947916,03651d35-e813-52ba-9b8d-3ca4dd4d24a0,2017,WR,second_year,1,0.0,1.0,1,3.0,0,349.0,5.811111111111111,conditional_ppg_primary_blend,6.150271903284014,conditional_ppg,-0.33916079217290296,,,,,,0,unavailable,,
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T201042Z_4b947916,03a021d9-fa9f-5db6-99fc-c79a23f269d5,2017,TE,rookie,1,1.0,0.0,0,1.0,0,,1.0875,conditional_ppg_primary_blend,4.192324769374754,conditional_ppg,-3.1048247693747544,,,,,,0,unavailable,,
