run_id,target_name,model_name,fold,trial,parameters_json,validation_score,selected
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,0,"{""ridge__alpha"":10.0}",994.2130604820543,1
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,1,"{""ridge__alpha"":10.0}",994.2130604820543,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,2,"{""ridge__alpha"":10.0}",994.2130604820543,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,3,"{""ridge__alpha"":100.0}",1020.646846872472,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,4,"{""ridge__alpha"":0.1}",994.4358611980637,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,5,"{""ridge__alpha"":0.1}",994.4358611980637,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,6,"{""ridge__alpha"":1.0}",994.2594235733269,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,7,"{""ridge__alpha"":10.0}",994.2130604820543,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,8,"{""ridge__alpha"":10.0}",994.2130604820543,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,9,"{""ridge__alpha"":100.0}",1020.646846872472,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,10,"{""ridge__alpha"":1.0}",994.2594235733269,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,11,"{""ridge__alpha"":10.0}",994.2130604820543,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,12,"{""ridge__alpha"":0.1}",994.4358611980637,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,13,"{""ridge__alpha"":100.0}",1020.646846872472,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,14,"{""ridge__alpha"":100.0}",1020.646846872472,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,15,"{""ridge__alpha"":1.0}",994.2594235733269,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,16,"{""ridge__alpha"":100.0}",1020.646846872472,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,17,"{""ridge__alpha"":1.0}",994.2594235733269,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,18,"{""ridge__alpha"":10.0}",994.2130604820543,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,0,19,"{""ridge__alpha"":100.0}",1020.646846872472,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,0,"{""ridge__alpha"":0.1}",1017.0436769808447,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,1,"{""ridge__alpha"":1.0}",1016.9093921513384,1
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,2,"{""ridge__alpha"":0.1}",1017.0436769808447,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,3,"{""ridge__alpha"":10.0}",1017.2831907226804,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,4,"{""ridge__alpha"":100.0}",1047.638006393683,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,5,"{""ridge__alpha"":100.0}",1047.638006393683,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,6,"{""ridge__alpha"":0.1}",1017.0436769808447,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,7,"{""ridge__alpha"":1.0}",1016.9093921513384,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,8,"{""ridge__alpha"":100.0}",1047.638006393683,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,9,"{""ridge__alpha"":0.1}",1017.0436769808447,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,10,"{""ridge__alpha"":10.0}",1017.2831907226804,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,11,"{""ridge__alpha"":100.0}",1047.638006393683,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,12,"{""ridge__alpha"":1.0}",1016.9093921513384,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,13,"{""ridge__alpha"":100.0}",1047.638006393683,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,14,"{""ridge__alpha"":10.0}",1017.2831907226804,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,15,"{""ridge__alpha"":1.0}",1016.9093921513384,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,16,"{""ridge__alpha"":0.1}",1017.0436769808447,0
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_ridge_incumbent,1,17,"{""ridge__alpha"":100.0}",1047.638006393683,0
