model_name,model_family,variant,feature_name,coefficient_name,is_missing_indicator,fit_count,selected_count,selection_frequency,mean_coefficient,mean_absolute_coefficient,median_absolute_coefficient
direct_elastic_net_expanded,elastic_net,expanded,position_QB,position_QB,0,45,45,1.0,2.4862827424572,2.4862827424572,2.479973244674087
direct_elastic_net_expanded,elastic_net,expanded,expert_ppg_team_game_median,expert_ppg_team_game_median,0,45,45,1.0,2.472553083613841,2.472553083613841,2.616549314266356
direct_elastic_net_expanded,elastic_net,expanded,proj_pass_attempts,proj_pass_attempts,0,45,45,1.0,-1.1195730917293745,1.1195730917293745,1.1734871757574254
direct_elastic_net_expanded,elastic_net,expanded,adp_room_strength_share,adp_room_strength_share,0,45,45,1.0,0.4578724789201771,0.4578724789201771,0.4697884098842854
direct_elastic_net_expanded,elastic_net,expanded,age,age,0,45,45,1.0,-0.424349364767062,0.424349364767062,0.37971329959208816
direct_elastic_net_expanded,elastic_net,expanded,projection_adp_percentile_diff,projection_adp_percentile_diff,0,45,45,1.0,-0.40225659225320765,0.40225659225320765,0.4054299870949819
direct_elastic_net_expanded,elastic_net,expanded,team_reception_share,team_reception_share,0,45,45,1.0,0.2976840644430577,0.2976840644430577,0.22592036508692898
direct_elastic_net_expanded,elastic_net,expanded,prior_3year_weighted_ppg,prior_3year_weighted_ppg,0,45,45,1.0,0.2810420029377061,0.2810420029377061,0.30116575394215916
direct_elastic_net_expanded,elastic_net,expanded,position_TE,position_TE,0,45,45,1.0,-0.2723721374365938,0.2723721374365938,0.280262961227828
direct_elastic_net_expanded,elastic_net,expanded,adp_teammates_better_count,adp_teammates_better_count,0,45,45,1.0,0.2681518702493718,0.2681518702493718,0.27104625977347535
direct_elastic_net_expanded,elastic_net,expanded,expert_ppg_team_game_std,expert_ppg_team_game_std,0,45,45,1.0,0.23596161156676823,0.23596161156676823,0.23183216166326853
direct_elastic_net_expanded,elastic_net,expanded,seasons_since_observed,seasons_since_observed,0,45,45,1.0,0.16573109797026653,0.16573109797026653,0.16912591635723911
direct_elastic_net_expanded,elastic_net,expanded,team_qb1_ppg,team_qb1_ppg,0,45,45,1.0,0.16232415391755262,0.16232415391755262,0.15690273326481394
direct_elastic_net_expanded,elastic_net,expanded,prior_year_ppg,prior_year_ppg,0,45,45,1.0,0.123129710341448,0.123129710341448,0.11430676410567252
direct_elastic_net_expanded,elastic_net,expanded,team_changed_from_prior_candidate,team_changed_from_prior_candidate,0,45,45,1.0,-0.11509901255972586,0.11509901255972586,0.11263564833076307
direct_elastic_net_expanded,elastic_net,expanded,draft_pick_log,draft_pick_log,0,45,45,1.0,-0.07706242666333761,0.07706242666333761,0.07847216244060708
direct_elastic_net_expanded,elastic_net,expanded,adp_median,adp_median,0,45,44,0.9777777777777777,-0.24137446475621174,0.24137446475621174,0.21549259306835583
direct_elastic_net_expanded,elastic_net,expanded,room_hhi_median,room_hhi_median,0,45,44,0.9777777777777777,0.10478491943068505,0.10478491943068505,0.104263418089486
direct_elastic_net_expanded,elastic_net,expanded,projected_receiving_point_share,projected_receiving_point_share,0,45,43,0.9555555555555556,-0.18303177986906682,0.18303177986906682,0.17802563136265492
direct_elastic_net_expanded,elastic_net,expanded,team_receiving_yard_share,team_receiving_yard_share,0,45,42,0.9333333333333333,0.3829765225904639,0.3829765225904639,0.46599701531392945
