run_id,target_name,model_name,slice_type,slice_value,metric,n_rows,n_seasons,value,baseline_value,delta
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,QB,rmse,380,9,3.617521997061252,7.40325384335132,-3.7857318462900675
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,QB,mae,380,9,2.892090025737487,5.406778790352811,-2.514688764615324
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,QB,bias,380,9,0.024630792416065438,-4.351816669206204,4.376447461622269
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,QB,spearman,380,9,0.5825671949853427,0.6033518575734516,-0.02078466258810885
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,RB,rmse,1016,9,3.5495112131659696,4.177344718174207,-0.6278335050082373
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,RB,mae,1016,9,2.7681816713953373,3.1666944752693302,-0.3985128038739929
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,RB,bias,1016,9,-0.18699320762328608,-2.074252054734232,1.8872588471109457
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,RB,spearman,1016,9,0.7331770463641987,0.7284272163676383,0.004749829996560373
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,TE,rmse,802,9,2.333287069042721,2.9331861674511854,-0.5998990984084642
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,TE,mae,802,9,1.8127512668477295,2.3188478825601355,-0.506096615712406
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,TE,bias,802,9,-0.05216539307118079,-1.6125117927348234,1.5603463996636426
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,TE,spearman,802,9,0.688667663998304,0.6893443768060465,-0.0006767128077425077
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,WR,rmse,1503,9,3.152382857960629,3.7011367089159544,-0.5487538509553254
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,WR,mae,1503,9,2.501574345004519,2.9197213919380522,-0.41814704693353333
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,WR,bias,1503,9,0.19761344602878483,-1.7484519064374633,1.9460653524662481
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,position,WR,spearman,1503,9,0.7495975671665077,0.7533404253666947,-0.003742858200186938
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2017,rmse,407,1,3.1237270840350346,4.36645042925793,-1.2427233452228954
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2017,mae,407,1,2.446695556551702,3.155298194425311,-0.708602637873609
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2017,bias,407,1,0.202060442609092,-2.001344182039299,2.203404624648391
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2017,spearman,407,1,0.7790687300168297,0.6896147256046201,0.08945400441220963
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2018,rmse,405,1,3.4229775649886256,4.714160529640733,-1.2911829646521071
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2018,mae,405,1,2.617479775098928,3.591068328096669,-0.9735885529977408
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2018,bias,405,1,-0.8805097293790304,-2.8137009099333685,1.933191180554338
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2018,spearman,405,1,0.7961341867348521,0.7425066216425864,0.05362756509226574
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2019,rmse,387,1,3.340787891074402,4.417467076151702,-1.0766791850773
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2019,mae,387,1,2.6356626957114377,3.303386554908389,-0.6677238591969514
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2019,bias,387,1,-0.32268442929405083,-2.3390147908762615,2.016330361582211
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2019,spearman,387,1,0.7832864908288546,0.7230240158078952,0.06026247502095938
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2020,rmse,420,1,3.200922603172002,4.440195645661847,-1.2392730424898448
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2020,mae,420,1,2.444953042595582,3.1892739075546475,-0.7443208649590654
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2020,bias,420,1,-0.13189862306860545,-2.50699336451964,2.3750947414510346
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2020,spearman,420,1,0.812092464306837,0.7558180220636451,0.05627444224319189
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2021,rmse,417,1,3.0879450450930634,4.1314790282308635,-1.0435339831378
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2021,mae,417,1,2.391860239006613,3.004519719344607,-0.6126594803379941
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2021,bias,417,1,0.14052950507999862,-2.1396464537194677,2.2801759587994663
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2021,spearman,417,1,0.8001847216634018,0.7425784631898492,0.05760625847355261
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2022,rmse,426,1,2.8305117389781467,3.8223751589851123,-0.9918634200069656
m4a_regularized_linear_sparsity_20260728T130416Z_075a58d7,conditional_ppg,direct_elastic_net_expanded,season,2022,mae,426,1,2.2963367008547997,2.842258114416837,-0.5459214135620374
