comparison,challenger_model,reference_model,challenger_rmse,reference_rmse,pooled_delta,mean_season_delta,median_season_delta,challenger_wins,season_count,bootstrap_95_low,bootstrap_95_high
lasso_vs_ridge_incumbent,direct_lasso_incumbent,direct_ridge_incumbent,3.165581662845766,3.1747144725332386,-0.009132809687472765,-0.009202578624700605,-0.003629951496345818,5,9,-0.023760022594488544,0.002695718619674597
elastic_net_vs_ridge_incumbent,direct_elastic_net_incumbent,direct_ridge_incumbent,3.1698640660562947,3.1747144725332386,-0.004850406476943903,-0.0049670802580693936,-0.0007488482650623851,5,9,-0.017367505296899552,0.005697497338780919
lasso_expanded_vs_incumbent,direct_lasso_expanded,direct_lasso_incumbent,3.1615297441489454,3.165581662845766,-0.004051918696820422,-0.003807174956767017,-0.0012874783964522685,5,9,-0.0232987043999211,0.015887034344139413
elastic_net_expanded_vs_incumbent,direct_elastic_net_expanded,direct_elastic_net_incumbent,3.1650888620106095,3.1698640660562947,-0.004775204045685211,-0.0044000458782147665,-0.006464002405207836,6,9,-0.025575431710700657,0.017746393805152357
ridge_expanded_vs_incumbent,direct_ridge_expanded,direct_ridge_incumbent,3.1806720756446443,3.1747144725332386,0.005957603111405696,0.0062083116550854835,-0.008971946111373974,5,9,-0.01586529730770888,0.03487823155280746
