model_name,model_family,variant,fold,season,training_rows,feature_name,coefficient_name,is_missing_indicator,coefficient,absolute_coefficient,selected,parameters_json
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,adp_median,adp_median,0,-0.3785810547947126,0.3785810547947126,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,age,age,0,-0.860192614795733,0.860192614795733,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,career_observed_seasons,career_observed_seasons,0,0.3346741271784537,0.3346741271784537,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,career_weighted_ppg,career_weighted_ppg,0,-0.11743889954118841,0.11743889954118841,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,consensus_room_share,consensus_room_share,0,0.10334524235628342,0.10334524235628342,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,draft_pick_log,draft_pick_log,0,-0.0919462750821486,0.0919462750821486,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,expert_points_iqr,expert_points_iqr,0,-0.4148030724987986,0.4148030724987986,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,expert_ppg_active_median,expert_ppg_active_median,0,0.0,0.0,0,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,expert_ppg_team_game_median,expert_ppg_team_game_median,0,3.5502999400625344,3.5502999400625344,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,expert_ppg_team_game_std,expert_ppg_team_game_std,0,0.5242856050428011,0.5242856050428011,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,is_rookie,is_rookie,0,-0.08855866346380241,0.08855866346380241,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,prior_3year_ppg_std,prior_3year_ppg_std,0,-0.07547919378559378,0.07547919378559378,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,prior_3year_weighted_ppg,prior_3year_weighted_ppg,0,0.47042528435599973,0.47042528435599973,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,prior_year_ppg,prior_year_ppg,0,0.0904556134637413,0.0904556134637413,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,prior_year_ppg_residual,prior_year_ppg_residual,0,0.01885644047480535,0.01885644047480535,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,proj_games,proj_games,0,0.0,0.0,0,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,proj_pass_attempts,proj_pass_attempts,0,-1.9124978934890982,1.9124978934890982,1,"{""ridge__alpha"":10.0}"
direct_ridge_incumbent,ridge,incumbent,0,2017,2749,proj_rush_attempts,proj_rush_attempts,0,-0.3388518779855098,0.3388518779855098,1,"{""ridge__alpha"":10.0}"
