league,period,production_rmse,ridge_swap_rmse,rmse_delta,bootstrap_p025,bootstrap_p975,mae_delta,bias_delta
dk,all_2017_2025,3.105126673331115,3.1037256722591757,-0.0014010010719398,-0.0039515071233398,0.0012018991187362,-0.0013306063331701,-0.0014976845451919
dk,development_2017_2022,3.117422882607531,3.1160882480696226,-0.0013346345379083,-0.0049123456822017,0.0022418730842428,-0.0011485856065429,0.0089876482144221
dk,temporal_2023_2025,3.080537603863482,3.07900302347147,-0.0015345803920121,-0.0046636925336005,0.0016577956831302,-0.0016924405827873,-0.022341203749631
beta,all_2017_2025,2.8781654795225142,2.876901604102892,-0.0012638754196223,-0.0035119104205525,0.0010824756352072,-0.00083396182462,-0.005670584981333
beta,development_2017_2022,2.87438031634056,2.8732524549530134,-0.0011278613875465,-0.0039080015043747,0.0016451312394572,4.551275015840517e-05,0.0064411449428583
beta,temporal_2023_2025,2.885548577103872,2.884019890893575,-0.001528686210297,-0.0058578432653432,0.0028020705034348,-0.0025527392154569,-0.0293408173617265
