gibbs_ppg_bump,gibbs_modeled_ppg,slot_1_ev,slot_3_ev,slot_4_ev,slot_1_minus_3,slot_1_minus_4
0.0,19.705314855819157,2342.53515625,2355.158447265625,2354.365478515625,-12.623291015625,-11.830322265625
0.25,19.955314855819157,2345.789306640625,2355.4248046875,2354.39111328125,-9.635498046875,-8.601806640625
0.5,20.205314855819157,2349.0517578125,2355.6923828125,2354.416748046875,-6.640625,-5.364990234375
0.75,20.455314855819157,2352.3203125,2355.960205078125,2354.4423828125,-3.639892578125,-2.1220703125
1.0,20.705314855819157,2355.595703125,2356.228515625,2354.46826171875,-0.6328125,1.12744140625
1.25,20.955314855819157,2358.877197265625,2356.497802734375,2354.494140625,2.37939453125,4.383056640625
1.5,21.205314855819157,2362.164794921875,2356.767333984375,2354.52001953125,5.3974609375,7.644775390625
1.75,21.455314855819157,2365.457763671875,2357.037353515625,2354.545654296875,8.42041015625,10.912109375
2.0,21.705314855819157,2368.756591796875,2357.307373046875,2354.57177734375,11.44921875,14.184814453125
