run_id,target_version,league,scoring_hash,feature_run_id,created_at,validation_start_origin,validation_end_origin,current_origin,forecast_target_season,training_origin_embargo,primary_residual_method,primary_participation_method,runtime_seconds,status
v2_next_year_beta_20260730T141950Z_88cf96e3,v2_next_year_expert_residual_v1,beta,6a9a803feee65cd1bd54f3b013594fb56a3c5c3eb6f65caf5c7e61ffee7bb0e6,milestone_3_20260730T140041Z_8666f6b2,2026-07-30T14:22:38+00:00,2017,2024,2026,2027,1,next_residual_primary_blend,next_participation_lightgbm,169.06997779999801,shadow
