policy,effective_options,active_options,young_le2,fillin_top2,starter_spend,bench_spend,forecast_ev,forecast_p10,predicted_keeper_surplus,actual_keeper_surplus
control,4.065872396874278,4.618,3.3360000000000003,33.06558666992187,249.9933395690918,45.68423238754272,1635.065998413086,1482.2837071533204,41.203334132370465,63.13943091922628
soft_portfolio,4.19008274251595,4.686,3.8470000000000004,33.723646728515625,252.07432330322266,43.80610542297363,1639.233341430664,1484.9510119628908,45.471759580938055,67.55229110033297
