year,policy,rosters,effective_options,active_options_5pct,positive_draw_rate,young_le2,young_le3,fillin_top2
2022,control,250,4.205877693453134,4.908,0.849504,2.66,3.448,37.60161572265625
2022,soft_portfolio,250,4.237543181311331,4.904,0.8842559999999999,3.468,4.04,37.58345361328125
2023,control,250,3.465056727190869,3.912,0.832976,1.828,2.604,25.85358935546875
2023,soft_portfolio,250,3.8945837500083123,4.184,0.8594400000000001,2.7,3.1,25.9303115234375
2024,control,250,4.232095827072286,4.956,0.794856,4.744,4.796,38.066123046875
2024,soft_portfolio,250,4.247982618184938,4.988,0.810192,4.884,4.928,39.128693359375
2025,control,250,4.360459339780822,4.696,0.825508,4.112,4.224,30.7410185546875
2025,soft_portfolio,250,4.380221420559219,4.668,0.837864,4.336,4.396,32.25212841796875
