year,policy,trials,unique_rosters,accepted_option_additions,candidate_attempts,reoptimization_refine_swaps,bench_young_le2,bench_young_le3,bench_rookies,starter_changes_vs_control,bench_changes_vs_control,roster_changes_vs_control,forecast_salary_spend,unspent_budget,starter_forecast_spend,bench_forecast_spend,starter_projected_ppg_sum,starter_raw_actual_points,starter_forecast_ev,starter_forecast_p10,starter_forecast_p90,top3_spend_share,construction_mean_delta,construction_p10_delta,bench_fillin_total,bench_fillin_top2,bench_fillin_second,bench_positive_fillin_count,option_positive_draw_rate,option_effective_count,option_active_count_5pct,option_top_winner_share,forecast_ev,forecast_p10,forecast_p90,actual_points,drafted_only_points,actual_waiver_starts,actual_playoff_points,predicted_expected_best_surplus,predicted_probability_any_hit,predicted_probability_any_10,predicted_probability_any_20,actual_best_keeper_surplus,actual_any_keeper_hit_10,actual_any_keeper_hit_20,actual_best_future_ppg
2022,control,250,250,0.0,0.0,2.256,2.66,3.448,1.304,0.0,0.0,0.0,295.4357286376953,2.5642713623046873,258.6376250610352,36.79810364532471,102.36432347106934,1240.382181640625,1544.3026616210936,1377.2743432617187,1710.245453125,0.545544182062149,0.0,0.0,59.74872509765625,37.60161572265625,15.365546875,4.46,0.849504,4.205877693453134,4.908,0.3065961934620861,1623.5178520507814,1460.7718955078126,1787.94339453125,1426.120873046875,1438.2549560546875,37.044,365.6018411865234,52.12476282521554,0.849504,0.783616,0.719176,48.46774579499542,1.0,1.0,13.163652782440186
2022,soft_portfolio,250,250,1.144,12.864,4.26,3.468,4.04,1.82,0.988,1.272,2.144,295.7349232177734,2.2650767822265623,257.0874359741211,38.6474859161377,102.39896799850465,1225.1137800292968,1544.8651806640626,1377.4053291015625,1712.085900390625,0.5499320424795151,6.0320341796875,13.7006533203125,60.4790009765625,37.58345361328125,14.76559375,4.728,0.8842559999999999,4.237543181311331,4.904,0.3210258959822559,1624.24126953125,1459.4194770507813,1789.8482592773437,1425.06727734375,1441.4101547851562,36.3,368.39704052734373,58.004126439677705,0.8842559999999999,0.828804,0.7751760000000001,52.064541494574605,1.0,1.0,13.342333827972412
2023,control,250,235,0.0,0.0,4.896,1.828,2.604,1.488,0.0,0.0,0.0,295.6403797607422,2.3596202392578123,252.40436627197266,43.2360122680664,95.98868218612671,1304.510326171875,1498.3952666015625,1355.178513671875,1639.5660517578126,0.548999046087265,0.0,0.0,33.32377587890625,25.85358935546875,10.05503076171875,3.748,0.832976,3.465056727190869,3.912,0.3924999752817832,1538.247423828125,1395.48719140625,1680.4725771484375,1687.491123046875,1478.2235151367188,51.932,462.87623596191406,41.029545934374354,0.832976,0.748092,0.6722,82.42461567804533,1.0,1.0,15.990292053222657
2023,soft_portfolio,250,244,1.32,13.584,8.624,2.7,3.1,2.324,1.856,1.636,3.3,296.1103504638672,1.8896495361328125,252.3371676635742,43.7731824798584,97.85982410812377,1313.8432788085938,1509.0573081054688,1360.41717578125,1654.1880541992186,0.5623486902713776,17.235966796875,21.120037109375,33.36745458984375,25.9303115234375,10.40101708984375,3.712,0.8594400000000001,3.8945837500083123,4.184,0.33396760241847906,1553.2858525390625,1405.83648046875,1699.4554833984375,1702.2541567382812,1489.379275390625,53.052,466.5652779541016,47.120018710942595,0.8594400000000001,0.788164,0.727376,89.25580658485396,1.0,1.0,16.373223476409912
2024,control,250,84,0.0,0.0,1.028,4.744,4.796,2.22,0.0,0.0,0.0,295.7771502685547,2.2228497314453124,243.54622570800782,52.23092335510254,107.32507635879517,1210.7645456542969,1605.6565610351563,1459.2782465820312,1767.81596875,0.49283369541168215,0.0,0.0,64.540142578125,38.066123046875,15.6255361328125,4.904,0.794856,4.232095827072286,4.956,0.34121699186028126,1682.283294921875,1531.990720703125,1833.6330463867187,1604.5791196289063,1620.75695703125,27.568,428.38767700195314,39.26293439974197,0.794856,0.741836,0.670268,58.525931284638105,0.996,0.984,13.846185760498047
2024,soft_portfolio,250,125,0.644,9.864,2.36,4.884,4.928,2.38,0.756,0.852,1.524,295.6177014160156,2.382298583984375,249.54330541992186,46.07439502716065,107.66567658233643,1214.9741630859376,1607.8854375,1459.600298828125,1768.146326171875,0.4951487280130386,4.8365732421875,4.9843994140625,62.0220732421875,39.128693359375,15.9687353515625,4.684,0.810192,4.247982618184938,4.988,0.3264943271564632,1680.0987036132813,1530.6213852539063,1831.3344985351562,1595.96895703125,1626.02455078125,27.272,419.4786414794922,42.288727987224235,0.810192,0.7569640000000001,0.687704,61.3365252215703,0.992,0.988,13.916856300354004
2025,control,250,215,0.0,0.0,1.96,4.112,4.224,2.964,0.0,0.0,0.0,295.85703125,2.14296875,245.38514123535157,50.47189028167725,109.68967157745361,1289.792897705078,1619.0357026367187,1462.8144541015624,1776.3142094726563,0.5244122186899185,0.0,0.0,45.8403095703125,30.7410185546875,13.114775390625,4.392,0.825508,4.360459339780822,4.696,0.29922834522390396,1696.2154228515626,1540.8850209960938,1852.0493056640626,1536.9710327148437,1473.0964809570312,35.004,348.6611962890625,32.396093370149984,0.825508,0.701012,0.635448,,,,
2025,soft_portfolio,250,222,0.796,10.776,3.196,4.336,4.396,3.008,0.904,0.976,1.716,296.058740234375,1.941259765625,249.32938415527343,46.72935826873779,110.03665974426269,1292.2797744140626,1623.206212890625,1466.9410791015625,1779.2799150390624,0.5394175580739975,6.86297412109375,12.67218896484375,47.8756025390625,32.25212841796875,14.004515625,4.208,0.837864,4.380221420559219,4.668,0.2927508535847972,1699.3075400390626,1543.926705078125,1853.9375678710937,1549.9683955078126,1475.4033588867187,35.964,348.6427954101562,34.47416518590769,0.837864,0.720476,0.6524679999999999,,,,
