lock_version,model_run_id,target_name,method,slice_type,slice_value,metric,n_rows,n_seasons,value
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,rmse,3622,9,2.8376714788168482
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,mae,3622,9,2.2027565875903425
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,bias,3622,9,0.12322996265674452
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,spearman,3622,9,0.7813817082876358
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,rmse,1226,3,2.856889948961666
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,mae,1226,3,2.2151899486402495
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,bias,1226,3,0.2656640888885464
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,spearman,1226,3,0.7918206790070963
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,rmse,402,1,2.8232935636842234
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,mae,402,1,2.1921841719631243
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,bias,402,1,0.34906888521362145
