lock_version,model_run_id,candidate_id,forecast_origin,model_name,parameters_json,selection_end_season,selection_metric,selection_score,selection_seasons,selection_start_season
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,0,2017,expert_recalibrated_ridge,"{""alpha"": 1.0}",2016,rmse,3.308643072963031,4,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,0,2018,expert_recalibrated_ridge,"{""alpha"": 1.0}",2017,rmse,3.226245819240308,5,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,0,2019,expert_recalibrated_ridge,"{""alpha"": 1.0}",2018,rmse,3.1989408607101573,6,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,0,2020,expert_recalibrated_ridge,"{""alpha"": 1.0}",2019,rmse,3.155938482149913,7,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,0,2021,expert_recalibrated_ridge,"{""alpha"": 1.0}",2020,rmse,3.1542569999396246,8,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,0,2022,expert_recalibrated_ridge,"{""alpha"": 1.0}",2021,rmse,3.117225895170416,9,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,0,2023,expert_recalibrated_ridge,"{""alpha"": 1.0}",2022,rmse,3.0683687197670344,10,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,0,2024,expert_recalibrated_ridge,"{""alpha"": 1.0}",2023,rmse,3.0675537968495714,11,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,0,2025,expert_recalibrated_ridge,"{""alpha"": 1.0}",2024,rmse,3.0595600184259393,12,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,0,2026,expert_recalibrated_ridge,"{""alpha"": 1.0}",2025,rmse,3.036006149428705,13,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,3,2017,conditional_ppg_lasso,"{""alpha"": 0.03}",2016,rmse,3.3125382309851013,4,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,3,2018,conditional_ppg_lasso,"{""alpha"": 0.03}",2017,rmse,3.2243086422325034,5,2013
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2,2019,conditional_ppg_lasso,"{""alpha"": 0.01}",2018,rmse,3.195164078366289,6,2013
