lock_version,model_run_id,forecast_origin,position,history_group,prior_rows,primary_rmse,projection_only_rmse,selected_source
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2017,QB,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2017,RB,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2017,WR,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2017,TE,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2018,QB,limited_history,7,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2018,RB,limited_history,39,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2018,WR,limited_history,57,2.772149609986422,2.850552300982421,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2018,TE,limited_history,22,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2019,QB,limited_history,7,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2019,RB,limited_history,83,4.316903731519685,4.505578226445056,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2019,WR,limited_history,107,2.674532601351422,2.751640633404411,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2019,TE,limited_history,52,2.0323819613069958,2.0774464142973117,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2020,QB,limited_history,18,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2020,RB,limited_history,125,3.8033489674698533,3.923851395796233,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2020,WR,limited_history,162,2.781974956666769,2.784100130141792,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2020,TE,limited_history,74,2.125837946316589,2.1853119681314603,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2021,QB,limited_history,27,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2021,RB,limited_history,168,3.697398302725312,3.775587128262,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2021,WR,limited_history,217,2.7772339964340453,2.778251021195688,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2021,TE,limited_history,89,2.0504423857963143,2.1103513952171356,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2022,QB,limited_history,35,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2022,RB,limited_history,203,3.62084222112425,3.7032760987051896,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2022,WR,limited_history,269,2.7422169816591357,2.7451860037390343,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2022,TE,limited_history,108,2.0083595579163394,2.041094209368652,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2023,QB,limited_history,41,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2023,RB,limited_history,241,3.5279830003751336,3.6131579931311286,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2023,WR,limited_history,314,2.716400492351583,2.7073987033131357,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2023,TE,limited_history,137,1.9522460266461845,1.9449947707583408,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2024,QB,limited_history,49,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2024,RB,limited_history,279,3.613154187047621,3.7153091746405975,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2024,WR,limited_history,369,2.7457363413996827,2.743350781433678,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2024,TE,limited_history,164,1.937047093032768,1.9480928014689523,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2025,QB,limited_history,59,4.577762672656853,4.372089566370679,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2025,RB,limited_history,313,3.5547647106389717,3.647285625036025,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2025,WR,limited_history,421,2.7415942611847193,2.742625182161289,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2025,TE,limited_history,189,1.9910455348626461,1.975792885021953,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260828T222228Z_03c5b5b6,2026,QB,limited_history,71,4.3952901546592065,4.193459596520527,conditional_ppg_projection_only
