candidate_method,baseline_method,period,metric,n,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
one_year_w025_wr,production,all_2017_2025,ppg_crps,648,9,0.0017228145002896658,-4.9784197765032306e-05,0.0035084938350001824,0.029
one_year_w025_wr,production,all_2017_2025,contribution_crps,648,9,0.011607174109619174,-0.003332593036637544,0.024411789904132376,0.0725
one_year_w025_wr,production,all_2017_2025,played_crps,648,9,0.001480403948690687,-0.0033640339077151077,0.007959933955585387,0.3225
one_year_w025_wr,production,all_2017_2025,plus3_brier_row,648,9,0.0002207313398406464,-0.00033319411404658287,0.0008622317047051711,0.262
one_year_w025_wr,production,all_2017_2025,plus5_brier_row,648,9,0.00016646129270412208,-0.00030416538049375387,0.0006833399264163186,0.275
one_year_w025_wr,production,all_2017_2025,impact_brier_row,648,9,-1.2109619773415232e-07,-0.00036497083799705765,0.00039280745894344646,0.507
one_year_w025_wr,production,all_2017_2025,zero_brier_row,648,9,-8.846181568410903e-05,-0.0002331016281528044,5.1277468869257775e-05,0.886
one_year_w025_wr,production,all_2017_2025,extended_absence_brier_row,648,9,0.0003786829992869458,-5.0631458681308806e-05,0.0007500125025536796,0.042
one_year_w025_wr,production,development_2017_2022,ppg_crps,432,6,0.0017104837768735725,-0.0005702983958220027,0.004188869298918279,0.079
one_year_w025_wr,production,development_2017_2022,contribution_crps,432,6,0.019199659006167342,0.010443772183529699,0.026000588276460797,0.0
one_year_w025_wr,production,development_2017_2022,played_crps,432,6,0.0031902140483958167,-0.003924615378923756,0.01207562420655601,0.2295
one_year_w025_wr,production,development_2017_2022,plus3_brier_row,432,6,0.00040678720768689896,-0.00036546501435439233,0.0012520480227407587,0.1575
one_year_w025_wr,production,development_2017_2022,plus5_brier_row,432,6,0.0003875881427353542,-0.00019002575108332685,0.0010087067584731207,0.1095
one_year_w025_wr,production,development_2017_2022,impact_brier_row,432,6,0.00029669044802838366,-1.4673217386549733e-06,0.0006760988834059032,0.029
one_year_w025_wr,production,development_2017_2022,zero_brier_row,432,6,-1.217652684266944e-05,-0.00019096782638068806,0.00015310133260531812,0.541
one_year_w025_wr,production,development_2017_2022,extended_absence_brier_row,432,6,0.0003094648900999188,-0.0002115370242760773,0.0007219443228316388,0.0955
one_year_w025_wr,production,temporal_2023_2025,ppg_crps,216,3,0.0017474759471218526,-0.0016710894503297541,0.00462018706056622,0.1425
one_year_w025_wr,production,temporal_2023_2025,contribution_crps,216,3,-0.0035777956834771624,-0.029511589423106856,0.036209177770406234,0.639
