league,method,rows,baseline_rmse,baseline_mae,baseline_bias,baseline_spearman,challenger_rmse,challenger_mae,challenger_bias,challenger_spearman,rmse_delta,mae_delta,bias_delta,spearman_delta,bootstrap_low,bootstrap_high,player_clusters,draws
beta,current_plus_both_equal5,1226.0,2.892610919065094,2.255844710160956,0.3133674342231486,0.7981569302585217,2.889969164594801,2.259895417871697,0.3524795443167814,0.7986455306912299,-0.002641754470293023,0.004050707710741008,0.0391121100936328,0.0004886004327081528,-0.0091607793144623,0.0038173059697164,604,20000
beta,current_plus_catboost_equal4,1226.0,2.892610919065094,2.255844710160956,0.3133674342231486,0.7981569302585217,2.8953685910730567,2.262082551077275,0.344558103542371,0.7982802370495834,0.0027576720079625083,0.006237840916318849,0.031190669319222375,0.00012330679106165032,-0.0017088412857289,0.0072892510995419,604,20000
beta,current_plus_extra_trees_equal4,1226.0,2.892610919065094,2.255844710160956,0.3133674342231486,0.7981569302585217,2.886341287519034,2.2546459024966823,0.3310669025209672,0.7983747545653007,-0.006269631546059973,-0.0011988076642737155,0.0176994682978186,0.0002178243067789687,-0.0119448695446792,-0.000533881751183,604,20000
dk,current_plus_both_equal5,1237.0,3.0909947236009616,2.4273535888154667,0.390228183400217,0.8119612156700928,3.087810975923332,2.434158797145884,0.4230998717661838,0.8119113154535671,-0.0031837476776295226,0.006805208330417312,0.03287168836596682,-4.99002165257334e-05,-0.0100438418304816,0.003863191959938,612,20000
dk,current_plus_catboost_equal4,1237.0,3.0909947236009616,2.4273535888154667,0.390228183400217,0.8119612156700928,3.0903085807368025,2.434012977232892,0.4140596018336847,0.8118472585627303,-0.0006861428641591338,0.006659388417425305,0.0238314184334677,-0.00011395710736250564,-0.0057018720127022,0.0041238597985218,612,20000
dk,current_plus_extra_trees_equal4,1237.0,3.0909947236009616,2.4273535888154667,0.390228183400217,0.8119612156700928,3.0875341733402983,2.4287332820555125,0.4074863754242079,0.81210726462043,-0.0034605502606632754,0.0013796932400458317,0.017258192023990926,0.00014604895033720755,-0.0093284082624234,0.0025269219017783,612,20000
