league,method,slice_value,rows,baseline_rmse,baseline_mae,baseline_bias,baseline_spearman,challenger_rmse,challenger_mae,challenger_bias,challenger_spearman,rmse_delta,mae_delta,bias_delta,spearman_delta
beta,current_plus_both_equal5,QB,121.0,3.78148409679477,2.962249524113284,0.0571685134518551,0.5227611434764936,3.755105675064532,2.9297950080906485,0.1144177754795435,0.5260059612518627,-0.026378421730237633,-0.03245451602263527,0.0572492620276884,0.003244817775369113
beta,current_plus_both_equal5,RB,327.0,3.3547200032304314,2.633269968611516,0.1727962716517598,0.7657823218845934,3.352804724672644,2.6449852989471565,0.2159399011194281,0.765765676875029,-0.001915278557787392,0.011715330335640317,0.04314362946766831,-1.6645009564331126e-05
beta,current_plus_both_equal5,TE,269.0,1.990252817119872,1.5958105571652887,0.2448332063081111,0.7084429541665418,1.9921106323376032,1.5993879583721768,0.2729890315335183,0.7109262031785298,0.0018578152177313179,0.003577401206888098,0.02815582522540719,0.0024832490119880424
beta,current_plus_both_equal5,WR,509.0,2.725952897970882,2.194265427556378,0.5007987640528456,0.7366112898496174,2.728667684194612,2.2023203001451788,0.5387995547166597,0.7364348910009463,0.0027147862237297815,0.008054872588800777,0.03800079066381412,-0.0001763988486711554
beta,current_plus_catboost_equal4,QB,121.0,3.78148409679477,2.962249524113284,0.0571685134518551,0.5227611434764936,3.781675904930924,2.9560032809011854,0.0943461899078797,0.5288307817368918,0.00019180813615404801,-0.006246243212098435,0.0371776764560246,0.006069638260398191
beta,current_plus_catboost_equal4,RB,327.0,3.3547200032304314,2.633269968611516,0.1727962716517598,0.7657823218845934,3.3547890101184814,2.6421296558219294,0.2078664725815022,0.7664807258941533,6.900688805000499e-05,0.008859687210413192,0.03507020092974242,0.0006984040095598942
beta,current_plus_catboost_equal4,TE,269.0,1.990252817119872,1.5958105571652887,0.2448332063081111,0.7084429541665418,1.9948057284495933,1.602287955311544,0.272543799461269,0.7114076871602484,0.004552911329721354,0.006477398146255364,0.02771059315315791,0.002964732993706587
beta,current_plus_catboost_equal4,WR,509.0,2.725952897970882,2.194265427556378,0.5007987640528456,0.7366112898496174,2.7311231096360253,2.201660025931472,0.5299130203828304,0.7358387657197265,0.005170211665143309,0.007394598375094041,0.029114256329984767,-0.000772524129890928
beta,current_plus_extra_trees_equal4,QB,121.0,3.78148409679477,2.962249524113284,0.0571685134518551,0.5227611434764936,3.74886006176332,2.9257881544596835,0.091552414530441,0.5212030890123288,-0.03262403503144995,-0.03646136965360025,0.034383901078585896,-0.001558054464164793
beta,current_plus_extra_trees_equal4,RB,327.0,3.3547200032304314,2.633269968611516,0.1727962716517598,0.7657823218845934,3.351903262852443,2.639565459532676,0.1916556075566027,0.7650902670023932,-0.0028167403779884026,0.006295490921159885,0.0188593359048429,-0.0006920548822001438
beta,current_plus_extra_trees_equal4,TE,269.0,1.990252817119872,1.5958105571652887,0.2448332063081111,0.7084429541665418,1.987989566380372,1.5943344470997596,0.2523173946867121,0.7081356305239213,-0.0022632507394999557,-0.0014761100655291681,0.007484188378601014,-0.00030732364262053835
beta,current_plus_extra_trees_equal4,WR,509.0,2.725952897970882,2.194265427556378,0.5007987640528456,0.7366112898496174,2.72375566555898,2.196781214605679,0.5191854960526283,0.7370067199228185,-0.0021972324119019504,0.0025157870493011103,0.01838673199978269,0.00039543007320108625
dk,current_plus_both_equal5,QB,132.0,3.2351171353679677,2.598111171123797,0.218793179984922,0.5745227050972329,3.220541627530915,2.5991797064244127,0.2776902781557988,0.5685483660574058,-0.014575507837052637,0.0010685353006154585,0.058897098170876766,-0.005974339039827137
dk,current_plus_both_equal5,RB,327.0,3.5250463947359982,2.762962683945871,0.2957768210217986,0.7695735697513437,3.5202206132336094,2.7711371517794308,0.32794764726522,0.7699342692888014,-0.004825781502388882,0.008174467833559795,0.032170826243421435,0.0003606995374576538
dk,current_plus_both_equal5,TE,269.0,2.273846271976262,1.799497659673013,0.2056774344914721,0.7323790275909163,2.2742220985252573,1.8036710436173984,0.212705891862747,0.7315393593708326,0.00037582654899503964,0.004173383944385378,0.007028457371274888,-0.0008396682200837446
dk,current_plus_both_equal5,WR,509.0,3.128856064348084,2.4992771054500005,0.5928984533511289,0.7503591674887256,3.128461825308543,2.5080812405824777,0.6331289962502908,0.7501879555227607,-0.00039423903954105555,0.008804135132477242,0.04023054289916195,-0.00017121196596481258
dk,current_plus_catboost_equal4,QB,132.0,3.2351171353679677,2.598111171123797,0.218793179984922,0.5745227050972329,3.226986272006261,2.606873160428948,0.2453121432744699,0.5702180503305452,-0.008130863361706542,0.00876198930515093,0.026518963289547892,-0.004304654766687732
dk,current_plus_catboost_equal4,RB,327.0,3.5250463947359982,2.762962683945871,0.2957768210217986,0.7695735697513437,3.52209393440642,2.768047178799065,0.3187625202448503,0.768563885603675,-0.002952460329578077,0.005084494853194066,0.022985699223051714,-0.0010096841476687768
dk,current_plus_catboost_equal4,TE,269.0,2.273846271976262,1.799497659673013,0.2056774344914721,0.7323790275909163,2.275930503781136,1.8071033579623643,0.2176877674020018,0.7339846927004672,0.0020842318048739372,0.007605698289351315,0.012010332910529692,0.0016056651095508467
dk,current_plus_catboost_equal4,WR,509.0,3.128856064348084,2.4992771054500005,0.5928984533511289,0.7503591674887256,3.130721024417501,2.505902877998617,0.6228235186735427,0.7498858890220857,0.0018649600694171653,0.006625772548616737,0.02992506532241379,-0.0004732784666398038
dk,current_plus_extra_trees_equal4,QB,132.0,3.2351171353679677,2.598111171123797,0.218793179984922,0.5745227050972329,3.22646089765346,2.5901250726383545,0.2658955894089699,0.5705363338951125,-0.008656237714507853,-0.007986098485442739,0.04710240942404789,-0.00398637120212042
dk,current_plus_extra_trees_equal4,RB,327.0,3.5250463947359982,2.762962683945871,0.2957768210217986,0.7695735697513437,3.5213991066938872,2.767964726215814,0.3130046546030235,0.7700320802956285,-0.0036472880421110077,0.00500204226994283,0.017227833581224927,0.000458510544284807
dk,current_plus_extra_trees_equal4,TE,269.0,2.273846271976262,1.799497659673013,0.2056774344914721,0.7323790275909163,2.272241667985352,1.796525908756187,0.202452673295036,0.7297743299184831,-0.001604603990910114,-0.0029717509168261103,-0.00322476119643611,-0.0026046976724332094
dk,current_plus_extra_trees_equal4,WR,509.0,3.128856064348084,2.4992771054500005,0.5928984533511289,0.7503591674887256,3.1261237879059096,2.50305820311674,0.6132615666526675,0.7509658939213962,-0.0027322764421744417,0.003781097666739619,0.020363113301538616,0.0006067264326706789
