period,information_mode,reserve,trials,origins,mean_complete,equal_origin_mean_complete,equal_origin_se_complete,mean_sampled_base_spend,equal_origin_mean_sampled_base_spend,equal_origin_se_sampled_base_spend,mean_scenario_discount_point_minus_sampled,equal_origin_mean_scenario_discount_point_minus_sampled,equal_origin_se_scenario_discount_point_minus_sampled,mean_plan_actual_salary_spend,equal_origin_mean_plan_actual_salary_spend,equal_origin_se_plan_actual_salary_spend,mean_plan_point_salary_spend,equal_origin_mean_plan_point_salary_spend,equal_origin_se_plan_point_salary_spend,mean_plan_actual_minus_point,equal_origin_mean_plan_actual_minus_point,equal_origin_se_plan_actual_minus_point,mean_plan_actual_cap_feasible,equal_origin_mean_plan_actual_cap_feasible,equal_origin_se_plan_actual_cap_feasible,mean_plan_recorded_salary_rate,equal_origin_mean_plan_recorded_salary_rate,equal_origin_se_plan_recorded_salary_rate,mean_plan_recorded_actual_minus_point,equal_origin_mean_plan_recorded_actual_minus_point,equal_origin_se_plan_recorded_actual_minus_point,mean_final_actual_salary_spend,equal_origin_mean_final_actual_salary_spend,equal_origin_se_final_actual_salary_spend,mean_final_point_salary_spend,equal_origin_mean_final_point_salary_spend,equal_origin_se_final_point_salary_spend,mean_final_actual_minus_point,equal_origin_mean_final_actual_minus_point,equal_origin_se_final_actual_minus_point,mean_final_actual_cap_feasible,equal_origin_mean_final_actual_cap_feasible,equal_origin_se_final_actual_cap_feasible,mean_final_recorded_salary_rate,equal_origin_mean_final_recorded_salary_rate,equal_origin_se_final_recorded_salary_rate,mean_final_recorded_actual_minus_point,equal_origin_mean_final_recorded_actual_minus_point,equal_origin_se_final_recorded_actual_minus_point,mean_paid_or_decision_spend,equal_origin_mean_paid_or_decision_spend,equal_origin_se_paid_or_decision_spend,mean_unused_paid_budget,equal_origin_mean_unused_paid_budget,equal_origin_se_unused_paid_budget,mean_actual_points,equal_origin_mean_actual_points,equal_origin_se_actual_points,mean_forecast_ev,equal_origin_mean_forecast_ev,equal_origin_se_forecast_ev
development_2022_2024,blind_sequential,half,96,3,0.9375,0.9375,0.03125,,,,,,,291.7708333333333,291.7708333333333,4.917295598898286,279.5016681738198,279.5016681738198,1.7344581761503421,12.269165159513554,12.269165159513554,4.543448166090492,0.5833333333333334,0.5833333333333334,0.13541666666666669,0.9254807692307692,0.9254807692307692,0.021002151317437746,12.590990350892147,12.590990350892147,4.691732892586428,232.5888888888889,232.53915229885055,0.8192283336360641,243.6556132356326,244.0614830014007,6.498655325350684,-11.06672434674369,-11.522330702550109,7.316176968773326,1.0,1.0,0.0,0.811965811965812,0.8127763041556145,0.03295325268761178,-10.749638096491497,-11.203534227635325,7.34686571365487,249.72916666666666,249.72916666666666,3.162552151524321,48.270833333333336,48.270833333333336,3.162552151524321,1557.2240058051216,1551.3650916965528,109.35043167767152,1501.1412651909723,1502.8338267446934,36.24803737890051
development_2022_2024,blind_sequential,none,96,3,0.9166666666666666,0.9166666666666666,0.04540519732854869,,,,,,,295.9791666666667,295.9791666666667,3.940984459109734,283.0091859996319,283.0091859996319,0.17480177378090467,12.969980667034784,12.969980667034784,3.902816219579617,0.53125,0.53125,0.09547032697824667,0.9254807692307693,0.9254807692307692,0.025020024032044848,13.3090810328722,13.3090810328722,4.057987241545002,236.36363636363637,236.10637505321412,3.0377103745196656,244.81293238157576,245.2692961655367,4.6070280186438035,-8.449296017939394,-9.162921112322552,7.361865195646697,1.0,1.0,0.0,0.7998251748251749,0.8021068703539967,0.029152634355384007,-8.092965201898055,-8.810604440797677,7.375844567878647,252.65625,252.65625,3.3933240985057704,45.34375,45.34375,3.3933240985057704,1559.037725275213,1554.2875786720817,108.10904301660541,1494.8827903053977,1498.3796939403262,37.15905353542171
development_2022_2024,static_full_surface,half,96,3,1.0,1.0,0.0,288.6771602630615,288.6771602630615,2.210125711337879,16.37101911008358,16.37101911008358,1.581125526341265,319.8854166666667,319.8854166666667,8.75329798958338,305.0481793731451,305.0481793731451,2.777417407624853,14.837237293521563,14.837237293521563,6.930260084075043,0.125,0.125,0.06505206248331664,0.9423076923076922,0.9423076923076924,0.022335512603792254,15.076459641257921,15.076459641257921,7.04002563292414,319.8854166666667,319.8854166666667,8.75329798958338,305.0481793731451,305.0481793731451,2.777417407624853,14.837237293521563,14.837237293521563,6.930260084075043,0.125,0.125,0.06505206248331664,0.9423076923076922,0.9423076923076924,0.022335512603792254,15.076459641257921,15.076459641257921,7.04002563292414,292.60147713165,292.6014771316499,0.33042237257129364,5.3985228683500575,5.3985228683500575,0.3304223725712948,1599.4195887247722,1599.4195887247722,81.19265720686428,1610.369908650716,1610.369908650716,25.184025871983273
development_2022_2024,static_full_surface,none,96,3,1.0,1.0,0.0,291.5403235753377,291.5403235753377,0.2766639913610249,15.661798533052206,15.661798533052206,1.1889749157335519,319.9583333333333,319.9583333333333,8.454272167486947,307.2021221083899,307.2021221083899,1.068435258402856,12.7562112249434,12.7562112249434,7.404142999925587,0.17708333333333334,0.17708333333333334,0.07511565157216646,0.9383012820512819,0.9383012820512819,0.014578049197644445,13.051427152007818,13.051427152007818,7.557786875561366,319.9583333333333,319.9583333333333,8.454272167486947,307.2021221083899,307.2021221083899,1.068435258402856,12.7562112249434,12.7562112249434,7.404142999925587,0.17708333333333334,0.17708333333333334,0.07511565157216646,0.9383012820512819,0.9383012820512819,0.014578049197644445,13.051427152007818,13.051427152007818,7.557786875561366,291.5403224366407,291.5403224366407,0.276663411872899,6.45967756335934,6.45967756335934,0.276663411872899,1594.132703145345,1594.132703145345,81.93739631206707,1615.5623792012532,1615.5623792012532,25.797205247237862
check_2025,blind_sequential,half,32,1,1.0,1.0,,,,,,,,302.1875,302.1875,,275.74413646012545,275.74413646012545,,26.443363539874554,26.443363539874554,,0.34375,0.34375,,0.9927884615384616,0.9927884615384616,,26.443363539874554,26.443363539874554,,234.03125,234.03125,,241.98016168922186,241.98016168922186,,-7.948911689221859,-7.948911689221859,,1.0,1.0,,0.9038461538461539,0.9038461538461539,,-7.566068597137928,-7.566068597137928,,247.625,247.625,,50.375,50.375,,1556.3337440490723,1556.3337440490723,,1541.6113815307617,1541.6113815307617,
check_2025,blind_sequential,none,32,1,1.0,1.0,,,,,,,,314.3125,314.3125,,283.98072918877006,283.98072918877006,,30.331770811229944,30.331770811229944,,0.125,0.125,,0.9951923076923077,0.9951923076923077,,30.331770811229944,30.331770811229944,,238.78125,238.78125,,243.1064134389162,243.1064134389162,,-4.325163438916206,-4.325163438916206,,1.0,1.0,,0.9134615384615385,0.9134615384615384,,-3.9453621730208397,-3.9453621730208397,,252.3125,252.3125,,45.6875,45.6875,,1545.8481330871582,1545.8481330871582,,1539.6005859375,1539.6005859375,
check_2025,static_full_surface,half,32,1,1.0,1.0,,284.02993392944336,284.02993392944336,,13.162487506866455,13.162487506866455,,325.5625,325.5625,,297.1924214363098,297.1924214363098,,28.370078563690186,28.370078563690186,,0.09375,0.09375,,1.0,1.0,,28.370078563690186,28.370078563690186,,325.5625,325.5625,,297.1924214363098,297.1924214363098,,28.370078563690186,28.370078563690186,,0.09375,0.09375,,1.0,1.0,,28.370078563690186,28.370078563690186,,292.6279557539208,292.6279557539208,,5.372044246079197,5.372044246079197,,1615.1743545532227,1615.1743545532227,,1653.0225448608398,1653.0225448608398,
check_2025,static_full_surface,none,32,1,1.0,1.0,,292.39385414123535,292.39385414123535,,10.767768543213606,10.767768543213606,,331.9375,331.9375,,303.16162268444896,303.16162268444896,,28.775877315551043,28.775877315551043,,0.03125,0.03125,,1.0,1.0,,28.775877315551043,28.775877315551043,,331.9375,331.9375,,303.16162268444896,303.16162268444896,,28.775877315551043,28.775877315551043,,0.03125,0.03125,,1.0,1.0,,28.775877315551043,28.775877315551043,,292.3938586600125,292.3938586600125,,5.606141339987516,5.606141339987516,,1618.6118698120117,1618.6118698120117,,1665.594799041748,1665.594799041748,
all_2022_2025,blind_sequential,half,128,4,0.953125,0.953125,0.027063293868263706,,,,,,,294.375,294.375,4.344143417435709,278.5622852453962,278.5622852453962,1.544866618391715,15.812714754603803,15.812714754603803,4.783116594004353,0.5234375,0.5234375,0.1129440023031325,0.9423076923076923,0.9423076923076923,0.02244305059961686,16.05408364813775,16.05408364813775,4.795747486379587,232.9672131147541,232.9121767241379,0.6889954667318386,243.21615053493468,243.54115267335598,4.62460854225928,-10.248937420180587,-10.628975949218047,5.249886230624965,1.0,1.0,0.0,0.836065573770492,0.8355437665782494,0.03257784180256399,-9.914603473710232,-10.294167820010976,5.274008453781085,249.203125,249.203125,2.297300130724107,48.796875,48.796875,2.297300130724107,1556.9904945248463,1552.6072547846827,77.33240862137986,1511.7563776735399,1512.5282154412105,27.403307813295864
all_2022_2025,blind_sequential,none,128,4,0.9375,0.9375,0.038273277230987154,,,,,,,300.5625,300.5625,5.364011903222873,283.2520717969164,283.2520717969164,0.27252768773286806,17.310428203083575,17.310428203083575,5.143488313887656,0.4296875,0.4296875,0.12195176535383433,0.9429086538461539,0.9429086538461537,0.024834088738047357,17.564753477461636,17.564753477461636,5.132677486644649,237.00833333333333,236.77509378991058,2.2496726225255803,244.35786066353322,244.72857548388157,3.302231433115205,-7.349527330199877,-7.953481693970965,5.34427481386387,1.0,1.0,0.0,0.8301282051282052,0.8299455373808822,0.03463999749946808,-6.986937727530798,-7.594293873853468,5.355460105351605,252.5703125,252.5703125,2.400980939669503,45.4296875,45.4296875,2.400980939669503,1555.5205006917317,1552.177717275851,76.47374782299102,1506.8075358072917,1508.6849169396196,28.22401904210906
