year,information_mode,reserve,phase,player,player_key,pos,selections,point_salary,actual_salary,actual_minus_point,actual_salary_matched,available_trials,selection_rate
2022,static_full_surface,none,plan,Tyreek Hill,tyreekhill,WR,2,69.80048370361328,58.0,-11.800483703613281,True,32,0.0625
2022,static_full_surface,none,plan,Adam Thielen,adamthielen,WR,1,18.039386749267578,20.0,1.9606132507324219,True,32,0.03125
2022,static_full_surface,none,plan,Aj Green,ajgreen,WR,1,1.0,1.0,0.0,False,32,0.03125
2022,static_full_surface,none,plan,Brian Robinson,brianrobinson,RB,1,3.3378851413726807,3.0,-0.33788514137268066,True,32,0.03125
2022,static_full_surface,none,plan,Calvin Ridley,calvinridley,WR,1,1.0,1.0,0.0,False,32,0.03125
2022,static_full_surface,none,plan,Clyde Edwards Helaire,clydeedwardshelaire,RB,1,31.267414093017578,46.0,14.732585906982422,True,32,0.03125
2022,static_full_surface,none,plan,Cole Kmet,colekmet,TE,1,1.9438214302062988,1.0,-0.9438214302062988,True,32,0.03125
2022,static_full_surface,none,plan,Dak Prescott,dakprescott,QB,1,8.962448120117188,6.0,-2.9624481201171875,True,32,0.03125
2022,static_full_surface,none,plan,Dalvin Cook,dalvincook,RB,1,100.47840881347656,96.0,-4.4784088134765625,True,32,0.03125
2022,static_full_surface,none,plan,Diontae Johnson,diontaejohnson,WR,1,43.082427978515625,35.0,-8.082427978515625,True,32,0.03125
2022,static_full_surface,none,plan,Elijah Moore,elijahmoore,WR,1,15.561243057250977,20.0,4.438756942749023,True,32,0.03125
2022,static_full_surface,none,plan,Gus Edwards,gusedwards,RB,1,1.0,1.0,0.0,False,32,0.03125
2022,static_full_surface,none,plan,Jerick Mckinnon,jerickmckinnon,RB,1,1.0,1.0,0.0,False,32,0.03125
2022,static_full_surface,none,plan,Kenny Golladay,kennygolladay,WR,1,1.0,1.0,0.0,True,32,0.03125
2022,static_full_surface,none,plan,Mecole Hardman,mecolehardman,WR,1,1.9622857570648193,2.0,0.037714242935180664,True,32,0.03125
2022,static_full_surface,none,plan,Michael Pittman,michaelpittman,WR,1,51.95897674560547,52.0,0.04102325439453125,True,32,0.03125
2022,static_full_surface,none,plan,Mike Evans,mikeevans,WR,1,57.50350570678711,57.0,-0.5035057067871094,True,32,0.03125
2022,static_full_surface,none,plan,Mike Gesicki,mikegesicki,TE,1,1.0,1.0,0.0,False,32,0.03125
2022,static_full_surface,none,plan,Nelson Agholor,nelsonagholor,WR,1,1.0,1.0,0.0,False,32,0.03125
2022,static_full_surface,none,plan,Nico Collins,nicocollins,WR,1,1.0,1.0,0.0,False,32,0.03125
2022,static_full_surface,none,plan,Patrick Mahomes,patrickmahomes,QB,1,27.199888229370117,29.0,1.8001117706298828,True,32,0.03125
2022,static_full_surface,none,plan,Sammy Watkins,sammywatkins,WR,1,1.0,1.0,0.0,False,32,0.03125
2022,static_full_surface,none,plan,Travis Kelce,traviskelce,TE,1,64.6374740600586,55.0,-9.637474060058594,True,32,0.03125
2022,static_full_surface,none,plan,Trey Sermon,treysermon,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Courtland Sutton,courtlandsutton,WR,10,9.738165855407715,9.0,-0.7381658554077148,True,32,0.3125
2023,blind_sequential,half,final,Kenneth Gainwell,kennethgainwell,RB,10,3.573305606842041,3.0,-0.573305606842041,True,32,0.3125
2023,blind_sequential,half,final,Jahmyr Gibbs,jahmyrgibbs,RB,9,53.572261810302734,58.0,4.427738189697266,True,32,0.28125
2023,blind_sequential,half,final,Marquise Brown,marquisebrown,WR,9,14.247655868530273,7.0,-7.247655868530273,True,32,0.28125
2023,blind_sequential,half,final,Antonio Gibson,antoniogibson,RB,8,13.62623405456543,7.0,-6.62623405456543,True,32,0.25
2023,blind_sequential,half,final,Jerry Jeudy,jerryjeudy,WR,8,17.83339500427246,8.0,-9.833395004272461,True,32,0.25
2023,blind_sequential,half,final,Keenan Allen,keenanallen,WR,8,39.34046173095703,37.0,-2.3404617309570312,True,32,0.25
2023,blind_sequential,half,final,Skyy Moore,skyymoore,WR,8,6.597079753875732,12.0,5.402920246124268,True,32,0.25
2023,blind_sequential,half,final,Tyler Allgeier,tylerallgeier,RB,7,3.483975648880005,3.0,-0.4839756488800049,True,32,0.21875
2023,blind_sequential,half,final,Christian Mccaffrey,christianmccaffrey,RB,6,105.53138732910156,105.0,-0.5313873291015625,True,32,0.1875
2023,blind_sequential,half,final,Ezekiel Elliott,ezekielelliott,RB,6,4.318144798278809,7.0,2.6818552017211914,True,32,0.1875
2023,blind_sequential,half,final,Kyle Pitts,kylepitts,TE,6,13.11446762084961,14.0,0.8855323791503906,True,32,0.1875
2023,blind_sequential,half,final,Alexander Mattison,alexandermattison,RB,5,36.13902282714844,40.0,3.8609771728515625,True,32,0.15625
2023,blind_sequential,half,final,Cam Akers,camakers,RB,5,30.254680633544922,27.0,-3.254680633544922,True,32,0.15625
2023,blind_sequential,half,final,Christian Kirk,christiankirk,WR,5,16.654632568359375,15.0,-1.654632568359375,True,32,0.15625
2023,blind_sequential,half,final,Dandre Swift,dandreswift,RB,5,21.70575714111328,22.0,0.29424285888671875,True,32,0.15625
2023,blind_sequential,half,final,David Njoku,davidnjoku,TE,5,5.250024795532227,6.0,0.7499752044677734,True,32,0.15625
2023,blind_sequential,half,final,Deandre Hopkins,deandrehopkins,WR,5,31.919309616088867,41.0,9.080690383911133,True,32,0.15625
2023,blind_sequential,half,final,Deebo Samuel,deebosamuel,WR,5,42.78501892089844,44.0,1.2149810791015625,True,32,0.15625
2023,blind_sequential,half,final,Devon Achane,devonachane,RB,5,12.778495788574219,2.0,-10.778495788574219,True,32,0.15625
2023,blind_sequential,half,final,Dk Metcalf,dkmetcalf,WR,5,51.09078598022461,52.0,0.9092140197753906,True,32,0.15625
2023,blind_sequential,half,final,Jerick Mckinnon,jerickmckinnon,RB,5,6.852227210998535,1.0,-5.852227210998535,True,32,0.15625
2023,blind_sequential,half,final,Justin Fields,justinfields,QB,5,19.428726196289062,20.0,0.5712738037109375,True,32,0.15625
2023,blind_sequential,half,final,Michael Thomas,michaelthomas,WR,5,6.540201663970947,8.0,1.4597983360290527,True,32,0.15625
2023,blind_sequential,half,final,Mike Williams,mikewilliams,WR,5,15.657599449157715,17.0,1.3424005508422852,True,32,0.15625
2023,blind_sequential,half,final,Terry Mclaurin,terrymclaurin,WR,5,21.3242244720459,25.0,3.6757755279541016,True,32,0.15625
2023,blind_sequential,half,final,Tj Hockenson,tjhockenson,TE,5,23.79456329345703,21.0,-2.7945632934570312,True,32,0.15625
2023,blind_sequential,half,final,Travis Etienne,travisetienne,RB,5,54.84700012207031,69.0,14.152999877929688,True,32,0.15625
2023,blind_sequential,half,final,Chris Godwin,chrisgodwin,WR,4,28.33047866821289,20.0,-8.33047866821289,True,32,0.125
2023,blind_sequential,half,final,Dalvin Cook,dalvincook,RB,4,19.37773895263672,22.0,2.6222610473632812,True,32,0.125
2023,blind_sequential,half,final,James Cook,jamescook,RB,4,30.90943145751953,30.0,-0.9094314575195312,True,32,0.125
2023,blind_sequential,half,final,Jonathan Taylor,jonathantaylor,RB,4,58.72753143310547,78.0,19.27246856689453,True,32,0.125
2023,blind_sequential,half,final,Khalil Herbert,khalilherbert,RB,4,15.947100639343262,17.0,1.0528993606567383,True,32,0.125
2023,blind_sequential,half,final,Mike Evans,mikeevans,WR,4,19.965852737426758,22.0,2.034147262573242,True,32,0.125
2023,blind_sequential,half,final,Miles Sanders,milessanders,RB,4,34.42879104614258,29.0,-5.428791046142578,True,32,0.125
2023,blind_sequential,half,final,Rachaad White,rachaadwhite,RB,4,37.46965408325195,35.0,-2.469654083251953,True,32,0.125
2023,blind_sequential,half,final,Tua Tagovailoa,tuatagovailoa,QB,4,3.983489513397217,15.0,11.016510486602783,True,32,0.125
2023,blind_sequential,half,final,Zach Charbonnet,zachcharbonnet,RB,4,10.41242504119873,6.0,-4.4124250411987305,True,32,0.125
2023,blind_sequential,half,final,Dalton Kincaid,daltonkincaid,TE,3,4.447403430938721,5.0,0.5525965690612793,True,32,0.09375
2023,blind_sequential,half,final,Darren Waller,darrenwaller,TE,3,16.93845558166504,26.0,9.061544418334961,True,32,0.09375
2023,blind_sequential,half,final,Deuce Vaughn,deucevaughn,RB,3,1.3726333379745483,1.0,-0.37263333797454834,True,32,0.09375
2023,blind_sequential,half,final,Dj Chark,djchark,WR,3,1.3262742757797241,2.0,0.6737257242202759,True,32,0.09375
2023,blind_sequential,half,final,Dj Moore,djmoore,WR,3,24.849123001098633,28.0,3.150876998901367,True,32,0.09375
2023,blind_sequential,half,final,Jaxon Smith Njigba,jaxonsmithnjigba,WR,3,12.528090476989746,24.0,11.471909523010254,True,32,0.09375
2023,blind_sequential,half,final,Joe Mixon,joemixon,RB,3,58.963600158691406,66.0,7.036399841308594,True,32,0.09375
2023,blind_sequential,half,final,Jordan Addison,jordanaddison,WR,3,12.682418823242188,16.0,3.3175811767578125,True,32,0.09375
2023,blind_sequential,half,final,Justin Herbert,justinherbert,QB,3,21.91112518310547,25.0,3.0888748168945312,True,32,0.09375
2023,blind_sequential,half,final,Michael Pittman,michaelpittman,WR,3,14.598413467407227,10.0,-4.598413467407227,True,32,0.09375
2023,blind_sequential,half,final,Rondale Moore,rondalemoore,WR,3,1.5410271883010864,2.0,0.4589728116989136,True,32,0.09375
2023,blind_sequential,half,final,Tee Higgins,teehiggins,WR,3,49.75094985961914,44.0,-5.750949859619141,True,32,0.09375
2023,blind_sequential,half,final,Tyler Boyd,tylerboyd,WR,3,1.8789514303207397,3.0,1.1210485696792603,True,32,0.09375
2023,blind_sequential,half,final,Zay Flowers,zayflowers,WR,3,13.005937576293945,14.0,0.9940624237060547,True,32,0.09375
2023,blind_sequential,half,final,Allen Lazard,allenlazard,WR,2,2.4503352642059326,1.0,-1.4503352642059326,True,32,0.0625
2023,blind_sequential,half,final,Allen Robinson,allenrobinson,WR,2,1.0,1.0,0.0,False,32,0.0625
2023,blind_sequential,half,final,Alvin Kamara,alvinkamara,RB,2,28.5206298828125,27.0,-1.5206298828125,True,32,0.0625
2023,blind_sequential,half,final,Antoine Green,antoinegreen,WR,2,1.0,1.0,0.0,False,32,0.0625
2023,blind_sequential,half,final,Austin Ekeler,austinekeler,RB,2,102.58329772949219,99.0,-3.5832977294921875,True,32,0.0625
2023,blind_sequential,half,final,Brandin Cooks,brandincooks,WR,2,12.581835746765137,11.0,-1.5818357467651367,True,32,0.0625
2023,blind_sequential,half,final,Chase Edmonds,chaseedmonds,RB,2,1.0,1.0,0.0,False,32,0.0625
2023,blind_sequential,half,final,Christian Watson,christianwatson,WR,2,29.298660278320312,28.0,-1.2986602783203125,True,32,0.0625
2023,blind_sequential,half,final,Dak Prescott,dakprescott,QB,2,5.536105155944824,6.0,0.4638948440551758,True,32,0.0625
2023,blind_sequential,half,final,Dallas Goedert,dallasgoedert,TE,2,13.125578880310059,6.0,-7.125578880310059,True,32,0.0625
2023,blind_sequential,half,final,Damien Harris,damienharris,RB,2,5.20289421081543,1.0,-4.20289421081543,True,32,0.0625
2023,blind_sequential,half,final,Darnell Mooney,darnellmooney,WR,2,2.2233312129974365,2.0,-0.22333121299743652,True,32,0.0625
2023,blind_sequential,half,final,Diontae Johnson,diontaejohnson,WR,2,24.991867065429688,24.0,-0.9918670654296875,True,32,0.0625
2023,blind_sequential,half,final,Donta Foreman,dontaforeman,RB,2,3.275618076324463,1.0,-2.275618076324463,False,32,0.0625
2023,blind_sequential,half,final,Elijah Higgins,elijahhiggins,TE,2,1.0,1.0,0.0,False,32,0.0625
2023,blind_sequential,half,final,Elijah Moore,elijahmoore,WR,2,5.3776021003723145,4.0,-1.3776021003723145,True,32,0.0625
2023,blind_sequential,half,final,Evan Engram,evanengram,TE,2,5.591814041137695,3.0,-2.5918140411376953,True,32,0.0625
2023,blind_sequential,half,final,Gabriel Davis,gabrieldavis,WR,2,10.850006103515625,5.0,-5.850006103515625,True,32,0.0625
2023,blind_sequential,half,final,George Pickens,georgepickens,WR,2,13.480616569519043,19.0,5.519383430480957,True,32,0.0625
2023,blind_sequential,half,final,Isiah Pacheco,isiahpacheco,RB,2,27.81892967224121,17.0,-10.818929672241211,True,32,0.0625
2023,blind_sequential,half,final,Israel Abanikanda,israelabanikanda,RB,2,1.0,1.0,0.0,False,32,0.0625
2023,blind_sequential,half,final,Jalin Hyatt,jalinhyatt,WR,2,1.7690057754516602,2.0,0.23099422454833984,True,32,0.0625
2023,blind_sequential,half,final,Kayshon Boutte,kayshonboutte,WR,2,1.0,1.0,0.0,False,32,0.0625
2023,blind_sequential,half,final,Marcus Mariota,marcusmariota,QB,2,1.0,1.0,0.0,False,32,0.0625
2023,blind_sequential,half,final,Matthew Stafford,matthewstafford,QB,2,1.0,1.0,0.0,True,32,0.0625
2023,blind_sequential,half,final,Michael Wilson,michaelwilson,WR,2,1.0,1.0,0.0,False,32,0.0625
2023,blind_sequential,half,final,Nathaniel Dell,nathanieldell,WR,2,1.0,1.0,0.0,False,32,0.0625
2023,blind_sequential,half,final,Pat Freiermuth,patfreiermuth,TE,2,4.6129021644592285,5.0,0.3870978355407715,True,32,0.0625
2023,blind_sequential,half,final,Rashaad Penny,rashaadpenny,RB,2,1.9771733283996582,2.0,0.022826671600341797,True,32,0.0625
2023,blind_sequential,half,final,Ronnie Bell,ronniebell,WR,2,1.0,1.0,0.0,False,32,0.0625
2023,blind_sequential,half,final,Sam Laporta,samlaporta,TE,2,3.7893435955047607,1.0,-2.7893435955047607,True,32,0.0625
2023,blind_sequential,half,final,Stefon Diggs,stefondiggs,WR,2,74.04219818115234,84.0,9.957801818847656,True,32,0.0625
2023,blind_sequential,half,final,Treylon Burks,treylonburks,WR,2,7.097635269165039,4.0,-3.097635269165039,True,32,0.0625
2023,blind_sequential,half,final,Aaron Jones,aaronjones,RB,1,47.33817672729492,65.0,17.661823272705078,True,32,0.03125
2023,blind_sequential,half,final,Adam Thielen,adamthielen,WR,1,3.048447847366333,1.0,-2.048447847366333,True,32,0.03125
2023,blind_sequential,half,final,Aidan Oconnell,aidanoconnell,QB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Alec Pierce,alecpierce,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Andrei Iosivas,andreiiosivas,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,At Perry,atperry,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Austin Hooper,austinhooper,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Brenton Strange,brentonstrange,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Cade Otton,cadeotton,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Calvin Ridley,calvinridley,WR,1,42.30022048950195,41.0,-1.3002204895019531,True,32,0.03125
2023,blind_sequential,half,final,Cameron Latu,cameronlatu,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Cedric Tillman,cedrictillman,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Charlie Jones,charliejones,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Chase Claypool,chaseclaypool,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Chigoziem Okonkwo,chigoziemokonkwo,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Chris Olave,chrisolave,WR,1,52.7901725769043,65.0,12.209827423095703,True,32,0.03125
2023,blind_sequential,half,final,Chuba Hubbard,chubahubbard,RB,1,1.3117934465408325,1.0,-0.3117934465408325,False,32,0.03125
2023,blind_sequential,half,final,Clayton Tune,claytontune,QB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Cole Kmet,colekmet,TE,1,1.2828035354614258,1.0,-0.2828035354614258,True,32,0.03125
2023,blind_sequential,half,final,Cordarrelle Patterson,cordarrellepatterson,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Corey Davis,coreydavis,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Curtis Samuel,curtissamuel,WR,1,1.0,1.0,0.0,True,32,0.03125
2023,blind_sequential,half,final,Dameon Pierce,dameonpierce,RB,1,40.05183029174805,31.0,-9.051830291748047,True,32,0.03125
2023,blind_sequential,half,final,Darius Slayton,dariusslayton,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Davante Adams,davanteadams,WR,1,71.5242919921875,95.0,23.4757080078125,True,32,0.03125
2023,blind_sequential,half,final,David Montgomery,davidmontgomery,RB,1,23.692649841308594,16.0,-7.692649841308594,True,32,0.03125
2023,blind_sequential,half,final,Davis Mills,davismills,QB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Dawson Knox,dawsonknox,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Deon Jackson,deonjackson,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Derrick Henry,derrickhenry,RB,1,83.2830810546875,91.0,7.7169189453125,True,32,0.03125
2023,blind_sequential,half,final,Deshaun Watson,deshaunwatson,QB,1,6.863917827606201,2.0,-4.863917827606201,True,32,0.03125
2023,blind_sequential,half,final,Devin Duvernay,devinduvernay,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Dewayne Mcbride,dewaynemcbride,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Dontayvion Wicks,dontayvionwicks,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Drake London,drakelondon,WR,1,20.51527976989746,24.0,3.484720230102539,True,32,0.03125
2023,blind_sequential,half,final,Durham Smythe,durhamsmythe,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Evan Hull,evanhull,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Foster Moreau,fostermoreau,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,George Kittle,georgekittle,TE,1,17.664148330688477,35.0,17.335851669311523,True,32,0.03125
2023,blind_sequential,half,final,Gerald Everett,geraldeverett,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Hayden Hurst,haydenhurst,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Jacoby Brissett,jacobybrissett,QB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Jahan Dotson,jahandotson,WR,1,12.325509071350098,12.0,-0.32550907135009766,True,32,0.03125
2023,blind_sequential,half,final,Jakobi Meyers,jakobimeyers,WR,1,4.028014183044434,2.0,-2.0280141830444336,True,32,0.03125
2023,blind_sequential,half,final,Jalen Brooks,jalenbrooks,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Jared Goff,jaredgoff,QB,1,1.1068919897079468,1.0,-0.10689198970794678,True,32,0.03125
2023,blind_sequential,half,final,Jaren Hall,jarenhall,QB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Josh Allen,joshallen,QB,1,50.07966613769531,50.0,-0.0796661376953125,True,32,0.03125
2023,blind_sequential,half,final,Josh Jacobs,joshjacobs,RB,1,72.9249267578125,69.0,-3.9249267578125,True,32,0.03125
2023,blind_sequential,half,final,Josh Whyle,joshwhyle,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Joshua Kelley,joshuakelley,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Juju Smith Schuster,jujusmithschuster,WR,1,5.181893825531006,5.0,-0.18189382553100586,True,32,0.03125
2023,blind_sequential,half,final,Juwan Johnson,juwanjohnson,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Keaontay Ingram,keaontayingram,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Keaton Mitchell,keatonmitchell,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Kendrick Bourne,kendrickbourne,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Kenny Mcintosh,kennymcintosh,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Kenyan Drake,kenyandrake,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Khalil Shakir,khalilshakir,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Kirk Cousins,kirkcousins,QB,1,3.358034610748291,2.0,-1.358034610748291,True,32,0.03125
2023,blind_sequential,half,final,Kyler Murray,kylermurray,QB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Lamar Jackson,lamarjackson,QB,1,36.16754150390625,32.0,-4.16754150390625,True,32,0.03125
2023,blind_sequential,half,final,Latavius Murray,lataviusmurray,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Lew Nichols,lewnichols,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Luke Schoonmaker,lukeschoonmaker,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Mark Andrews,markandrews,TE,1,34.755584716796875,43.0,8.244415283203125,True,32,0.03125
2023,blind_sequential,half,final,Marvin Jones,marvinjones,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Matt Breida,mattbreida,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Najee Harris,najeeharris,RB,1,52.58018493652344,66.0,13.419815063476562,True,32,0.03125
2023,blind_sequential,half,final,Nico Collins,nicocollins,WR,1,5.2082061767578125,2.0,-3.2082061767578125,True,32,0.03125
2023,blind_sequential,half,final,Noah Fant,noahfant,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Noah Gray,noahgray,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Parker Washington,parkerwashington,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Parris Campbell,parriscampbell,WR,1,1.0,1.0,0.0,True,32,0.03125
2023,blind_sequential,half,final,Quentin Johnston,quentinjohnston,WR,1,7.533910751342773,5.0,-2.5339107513427734,True,32,0.03125
2023,blind_sequential,half,final,Rashee Rice,rasheerice,WR,1,4.69664192199707,1.0,-3.6966419219970703,False,32,0.03125
2023,blind_sequential,half,final,Richie James,richiejames,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Robert Woods,robertwoods,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Romeo Doubs,romeodoubs,WR,1,2.7761948108673096,1.0,-1.7761948108673096,True,32,0.03125
2023,blind_sequential,half,final,Russell Gage,russellgage,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Sean Tucker,seantucker,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Stetson Bennett,stetsonbennett,QB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Taylor Heinicke,taylorheinicke,QB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Taysom Hill,taysomhill,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Tiyon Evans,tiyonevans,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Trey Mcbride,treymcbride,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Trey Palmer,treypalmer,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Tyler Conklin,tylerconklin,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Van Jefferson,vanjefferson,WR,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Will Mallory,willmallory,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Zach Wilson,zachwilson,QB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Zack Kuntz,zackkuntz,TE,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,final,Zack Moss,zackmoss,RB,1,1.0,1.0,0.0,False,32,0.03125
2023,blind_sequential,half,plan,Jordan Addison,jordanaddison,WR,22,12.682418823242188,16.0,3.3175811767578125,True,32,0.6875
2023,blind_sequential,half,plan,Rondale Moore,rondalemoore,WR,19,1.5410271883010864,2.0,0.4589728116989136,True,32,0.59375
2023,blind_sequential,half,plan,Jahmyr Gibbs,jahmyrgibbs,RB,14,53.572261810302734,58.0,4.427738189697266,True,32,0.4375
2023,blind_sequential,half,plan,Juwan Johnson,juwanjohnson,TE,14,1.0,1.0,0.0,False,32,0.4375
2023,blind_sequential,half,plan,Terry Mclaurin,terrymclaurin,WR,13,21.3242244720459,25.0,3.6757755279541016,True,32,0.40625
2023,blind_sequential,half,plan,Mark Andrews,markandrews,TE,12,34.755584716796875,43.0,8.244415283203125,True,32,0.375
2023,blind_sequential,half,plan,Stefon Diggs,stefondiggs,WR,12,74.04219818115234,84.0,9.957801818847656,True,32,0.375
2023,blind_sequential,half,plan,Jaxon Smith Njigba,jaxonsmithnjigba,WR,11,12.528090476989746,24.0,11.471909523010254,True,32,0.34375
2023,blind_sequential,half,plan,Justin Herbert,justinherbert,QB,11,21.91112518310547,25.0,3.0888748168945312,True,32,0.34375
2023,blind_sequential,half,plan,Keenan Allen,keenanallen,WR,11,39.34046173095703,37.0,-2.3404617309570312,True,32,0.34375
2023,blind_sequential,half,plan,Rashaad Penny,rashaadpenny,RB,11,1.9771733283996582,2.0,0.022826671600341797,True,32,0.34375
2023,blind_sequential,half,plan,Jonathan Taylor,jonathantaylor,RB,10,58.72753143310547,78.0,19.27246856689453,True,32,0.3125
2023,blind_sequential,half,plan,Antonio Gibson,antoniogibson,RB,9,13.62623405456543,7.0,-6.62623405456543,True,32,0.28125
2023,blind_sequential,half,plan,Drake London,drakelondon,WR,9,20.51527976989746,24.0,3.484720230102539,True,32,0.28125
2023,blind_sequential,half,plan,Zay Jones,zayjones,WR,9,2.1351661682128906,1.0,-1.1351661682128906,True,32,0.28125
2023,blind_sequential,half,plan,Bijan Robinson,bijanrobinson,RB,8,92.07505798339844,100.0,7.9249420166015625,True,32,0.25
2023,blind_sequential,half,plan,Chigoziem Okonkwo,chigoziemokonkwo,TE,8,1.0,1.0,0.0,False,32,0.25
2023,blind_sequential,half,plan,Zay Flowers,zayflowers,WR,8,13.005937576293945,14.0,0.9940624237060547,True,32,0.25
2023,blind_sequential,half,plan,Dandre Swift,dandreswift,RB,7,21.70575714111328,22.0,0.29424285888671875,True,32,0.21875
2023,blind_sequential,half,plan,Daniel Jones,danieljones,QB,7,1.6528302431106567,1.0,-0.6528302431106567,True,32,0.21875
2023,blind_sequential,half,plan,David Njoku,davidnjoku,TE,7,5.250024795532227,6.0,0.7499752044677734,True,32,0.21875
2023,blind_sequential,half,plan,Marquise Brown,marquisebrown,WR,6,14.247655868530273,7.0,-7.247655868530273,True,32,0.1875
2023,blind_sequential,half,plan,Christian Kirk,christiankirk,WR,5,16.654632568359375,15.0,-1.654632568359375,True,32,0.15625
2023,blind_sequential,half,plan,Elijah Moore,elijahmoore,WR,5,5.3776021003723145,4.0,-1.3776021003723145,True,32,0.15625
2023,blind_sequential,half,plan,George Kittle,georgekittle,TE,5,17.664148330688477,35.0,17.335851669311523,True,32,0.15625
