year,trial,information_mode,reserve,selection_premium_mean,selection_premium_max,plan_roster,plan_roster_size,plan_actual_salary_spend,plan_point_salary_spend,plan_actual_minus_point,plan_replay_clearing_spend,plan_actual_cap_feasible,plan_recorded_salary_players,plan_recorded_salary_rate,plan_recorded_actual_minus_point,final_roster,final_roster_size,final_actual_salary_spend,final_point_salary_spend,final_actual_minus_point,final_replay_clearing_spend,final_actual_cap_feasible,final_recorded_salary_players,final_recorded_salary_rate,final_recorded_actual_minus_point,status,complete,sampled_base_spend,paid_or_decision_spend,unused_paid_budget,scenario_discount_point_minus_sampled,replans,actual_points,forecast_ev,events_seen
2022,0,static_full_surface,none,0.0,0.0,Aaron Jones|Amari Cooper|Breece Hall|Brian Robinson|Cordarrelle Patterson|Darren Waller|George Kittle|James Cook|Jaylen Waddle|Juju Smith Schuster|Lamar Jackson|Michael Carter|Nelson Agholor,13,293.0,302.5447676181793,-9.544767618179321,305.0,True,12,0.9230769230769231,-9.544767618179321,Aaron Jones|Amari Cooper|Breece Hall|Brian Robinson|Cordarrelle Patterson|Darren Waller|George Kittle|James Cook|Jaylen Waddle|Juju Smith Schuster|Lamar Jackson|Michael Carter|Nelson Agholor,13.0,293.0,302.5447676181793,-9.544767618179321,305.0,True,12.0,0.9230769230769231,-9.544767618179321,optimal,True,292.9461975097656,292.946186542511,5.053813457489014,9.598570108413696,0,1443.3599853515625,1621.6907958984375,
2022,0,static_full_surface,half,0.0,0.0,Aaron Jones|Amari Cooper|Breece Hall|Brian Robinson|Cordarrelle Patterson|Darren Waller|George Kittle|James Cook|Jaylen Waddle|Juju Smith Schuster|Lamar Jackson|Michael Carter|Nelson Agholor,13,293.0,302.5447676181793,-9.544767618179321,305.0,True,12,0.9230769230769231,-9.544767618179321,Aaron Jones|Amari Cooper|Breece Hall|Brian Robinson|Cordarrelle Patterson|Darren Waller|George Kittle|James Cook|Jaylen Waddle|Juju Smith Schuster|Lamar Jackson|Michael Carter|Nelson Agholor,13.0,293.0,302.5447676181793,-9.544767618179321,305.0,True,12.0,0.9230769230769231,-9.544767618179321,optimal,True,292.9461975097656,292.946186542511,5.053813457489014,9.598570108413696,0,1443.3599853515625,1621.6907958984375,
2022,0,blind_sequential,none,0.0,0.0,Aaron Jones|Amari Cooper|Breece Hall|Brian Robinson|Cordarrelle Patterson|Darren Waller|George Kittle|James Cook|Jaylen Waddle|Lamar Jackson|Michael Carter|Nelson Agholor|Zack Moss,13,272.0,283.2372133731842,-11.237213373184204,283.0,True,11,0.8461538461538461,-11.237213373184204,Aj Dillon|Alvin Kamara|Amari Cooper|Brian Robinson|Chris Olave|David Bell|Dernest Johnson|George Kittle|James Robinson|Jaylen Waddle|Kyler Murray|Terrace Marshall|Tj Hockenson,13.0,231.0,243.1092073917389,-12.109207391738892,239.0,True,11.0,0.8461538461538461,-12.109207391738892,complete,True,,252.0,46.0,,14,1381.47998046875,1435.47216796875,123.0
2022,0,blind_sequential,half,0.0,0.0,Aaron Jones|Amari Cooper|Breece Hall|Brian Robinson|Cordarrelle Patterson|Darren Waller|George Kittle|James Cook|Jaylen Waddle|Lamar Jackson|Michael Carter|Nelson Agholor|Zack Moss,13,272.0,283.2372133731842,-11.237213373184204,283.0,True,11,0.8461538461538461,-11.237213373184204,Aj Dillon|Alvin Kamara|Amari Cooper|Brian Robinson|Chris Olave|David Bell|Dernest Johnson|George Kittle|James Robinson|Jaylen Waddle|Kyler Murray|Terrace Marshall|Tj Hockenson,13.0,231.0,243.1092073917389,-12.109207391738892,239.0,True,11.0,0.8461538461538461,-12.109207391738892,complete,True,,252.0,46.0,,14,1381.47998046875,1435.47216796875,123.0
2022,1,static_full_surface,none,0.0,0.0,Aaron Rodgers|Albert Okwuegbunam|Breece Hall|Chase Claypool|Chris Godwin|Christian Mccaffrey|Dj Chark|Drake London|Juju Smith Schuster|Mecole Hardman|Tj Hockenson|Travis Etienne|Tyler Boyd,13,299.0,313.8874044418335,-14.887404441833496,310.0,False,12,0.9230769230769231,-14.887404441833496,Aaron Rodgers|Albert Okwuegbunam|Breece Hall|Chase Claypool|Chris Godwin|Christian Mccaffrey|Dj Chark|Drake London|Juju Smith Schuster|Mecole Hardman|Tj Hockenson|Travis Etienne|Tyler Boyd,13.0,299.0,313.8874044418335,-14.887404441833496,310.0,False,12.0,0.9230769230769231,-14.887404441833496,optimal,True,294.0806884765625,294.0806829929352,3.9193170070648193,19.806715965270996,0,1393.0,1573.8551025390625,
2022,1,static_full_surface,half,0.0,0.0,Aaron Rodgers|Albert Okwuegbunam|Breece Hall|Chase Claypool|Chris Godwin|Christian Mccaffrey|Dj Chark|Drake London|Juju Smith Schuster|Mecole Hardman|Tj Hockenson|Travis Etienne|Tyler Boyd,13,299.0,313.8874044418335,-14.887404441833496,310.0,False,12,0.9230769230769231,-14.887404441833496,Aaron Rodgers|Albert Okwuegbunam|Breece Hall|Chase Claypool|Chris Godwin|Christian Mccaffrey|Dj Chark|Drake London|Juju Smith Schuster|Mecole Hardman|Tj Hockenson|Travis Etienne|Tyler Boyd,13.0,299.0,313.8874044418335,-14.887404441833496,310.0,False,12.0,0.9230769230769231,-14.887404441833496,optimal,True,294.0806884765625,294.0806829929352,3.9193170070648193,19.806715965270996,0,1393.0,1573.8551025390625,
2022,1,blind_sequential,none,0.0,0.0,Aj Dillon|Albert Okwuegbunam|Breece Hall|Chase Claypool|Chris Godwin|Christian Mccaffrey|Cordarrelle Patterson|Dj Chark|Drake London|Matthew Stafford|Mecole Hardman|Tj Hockenson|Tyler Boyd,13,268.0,282.5622491836548,-14.562249183654785,277.0,True,12,0.9230769230769231,-14.562249183654785,Aaron Rodgers|Breece Hall|Chuba Hubbard|Dameon Pierce|Damien Williams|Dj Chark|Jaylen Waddle|Keenan Allen|Nico Collins|Rhamondre Stevenson|Tj Hockenson|Tony Pollard|Tyler Boyd,13.0,245.0,235.24073481559753,9.759265184402466,254.0,True,10.0,0.7692307692307693,9.759265184402466,complete,True,,267.0,31.0,,14,1414.300048828125,1506.490234375,118.0
2022,1,blind_sequential,half,0.0,0.0,Aj Dillon|Albert Okwuegbunam|Breece Hall|Chase Claypool|Chris Godwin|Christian Mccaffrey|Cordarrelle Patterson|Dj Chark|Drake London|Matthew Stafford|Mecole Hardman|Tj Hockenson|Tyler Boyd,13,268.0,282.5622491836548,-14.562249183654785,277.0,True,12,0.9230769230769231,-14.562249183654785,Aaron Rodgers|Breece Hall|Chuba Hubbard|Dameon Pierce|Damien Williams|Dj Chark|Jaylen Waddle|Keenan Allen|Nico Collins|Rhamondre Stevenson|Tj Hockenson|Tony Pollard|Tyler Boyd,13.0,245.0,235.24073481559753,9.759265184402466,254.0,True,10.0,0.7692307692307693,9.759265184402466,complete,True,,267.0,31.0,,14,1414.300048828125,1506.490234375,118.0
2022,2,static_full_surface,none,0.0,0.0,Aaron Jones|Aaron Rodgers|Dallas Goedert|Dawson Knox|Devonta Smith|Dj Chark|Juju Smith Schuster|Michael Carter|Michael Pittman|Mike Evans|Miles Sanders|Travis Etienne|Trey Sermon,13,303.0,314.3850107192993,-11.385010719299316,314.0,False,12,0.9230769230769231,-11.385010719299316,Aaron Jones|Aaron Rodgers|Dallas Goedert|Dawson Knox|Devonta Smith|Dj Chark|Juju Smith Schuster|Michael Carter|Michael Pittman|Mike Evans|Miles Sanders|Travis Etienne|Trey Sermon,13.0,303.0,314.3850107192993,-11.385010719299316,314.0,False,12.0,0.9230769230769231,-11.385010719299316,optimal,True,296.5779724121094,296.5779768228531,1.4220231771469116,17.80703830718994,0,1453.0999755859375,1568.5941162109375,
2022,2,static_full_surface,half,0.0,0.0,Aaron Jones|Aaron Rodgers|Dallas Goedert|Dawson Knox|Devonta Smith|Dj Chark|Juju Smith Schuster|Michael Carter|Michael Pittman|Mike Evans|Miles Sanders|Travis Etienne|Trey Sermon,13,303.0,314.3850107192993,-11.385010719299316,314.0,False,12,0.9230769230769231,-11.385010719299316,Aaron Jones|Aaron Rodgers|Dallas Goedert|Dawson Knox|Devonta Smith|Dj Chark|Juju Smith Schuster|Michael Carter|Michael Pittman|Mike Evans|Miles Sanders|Travis Etienne|Trey Sermon,13.0,303.0,314.3850107192993,-11.385010719299316,314.0,False,12.0,0.9230769230769231,-11.385010719299316,optimal,True,296.5779724121094,296.5779768228531,1.4220231771469116,17.80703830718994,0,1453.0999755859375,1568.5941162109375,
