year,player,player_key,pos,target_feature_match,pool_size,min_donor_season,max_donor_season,zero_active_share,mean_distance,max_donor_is_causal
2022,Aaron Jones,aaronjones,RB,True,80,2008,2021,0.0,1.0177928252580766,True
2022,Aaron Rodgers,aaronrodgers,QB,True,80,2008,2021,0.0,0.8695829330987109,True
2022,Abram Smith,abramsmith,RB,False,80,2008,2021,0.0,1.9305472593543846,True
2022,Adam Thielen,adamthielen,WR,True,80,2008,2021,0.0,0.65356174085883,True
2022,Adam Trautman,adamtrautman,TE,True,80,2008,2021,0.0,0.8293721751627032,True
2022,Aj Brown,ajbrown,WR,True,80,2008,2021,0.0,0.50051412890367,True
2022,Aj Dillon,ajdillon,RB,True,80,2008,2021,0.0,0.7772378490587313,True
2022,Aj Green,ajgreen,WR,True,80,2008,2021,0.0,0.8901982325391277,True
2022,Albert Okwuegbunam,albertokwuegbunam,TE,True,80,2008,2021,0.0,0.6428087872054796,True
2022,Alec Pierce,alecpierce,WR,True,80,2008,2021,0.0,0.725782641532364,True
2022,Alexander Mattison,alexandermattison,RB,True,80,2008,2021,0.0,0.8309655988509629,True
2022,Allen Lazard,allenlazard,WR,True,80,2008,2021,0.0,0.5924914260547347,True
2022,Allen Robinson,allenrobinson,WR,True,80,2008,2021,0.0,0.696825791629888,True
2022,Alvin Kamara,alvinkamara,RB,True,80,2008,2021,0.0,0.9094981171520402,True
2022,Amari Cooper,amaricooper,WR,True,80,2008,2021,0.0,0.7244030088191934,True
2022,Amari Rodgers,amarirodgers,WR,True,80,2008,2021,0.0,0.3709065602029834,True
2022,Amon Ra St Brown,amonrastbrown,WR,True,80,2008,2021,0.0,0.456497936654781,True
2022,Austin Ekeler,austinekeler,RB,True,80,2008,2021,0.0,1.0282303977516514,True
2022,Austin Hooper,austinhooper,TE,True,80,2008,2021,0.0,0.7561303915873074,True
2022,Baker Mayfield,bakermayfield,QB,True,80,2008,2021,0.0,1.2461786814497295,True
2022,Benny Snell,bennysnell,RB,False,80,2008,2021,0.0,1.805912680647167,True
2022,Boston Scott,bostonscott,RB,True,80,2008,2021,0.0,0.7703396847575312,True
2022,Brandin Cooks,brandincooks,WR,True,80,2008,2021,0.0,0.72300186351496,True
