comparison,challenger,reference,metric,origins,mean_origin_delta,pooled_challenger,pooled_reference,origin_wins,recent_mean_delta,bootstrap_95_lower,bootstrap_95_upper,exact_sign_flip_pvalue
primary_vs_expert_carry,next_ppg_primary_blend,next_ppg_expert_carry_forward,rmse,8,-1.6210286431787078,3.9703630705594204,5.596195426500796,8,-1.4690309360075495,-1.7446030091791058,-1.5029344002368377,0.0078125
aging_vs_expert_carry,next_ppg_position_experience_aging,next_ppg_expert_carry_forward,rmse,8,-0.7648462225909385,4.828177912082683,5.596195426500796,8,-0.6589814169992122,-0.8716494562238829,-0.6507632450980209,0.0078125
lasso_vs_expert_carry,next_ppg_lasso,next_ppg_expert_carry_forward,rmse,8,-1.5665225239709153,4.024847063927958,5.596195426500796,8,-1.401899723181815,-1.700561097294784,-1.4404995730751118,0.0078125
rf_vs_expert_carry,next_ppg_random_forest,next_ppg_expert_carry_forward,rmse,8,-1.6008080053811897,3.990809644448813,5.596195426500796,8,-1.4741086425116225,-1.7283669906464567,-1.4874598454589187,0.0078125
lightgbm_vs_expert_carry,next_ppg_lightgbm,next_ppg_expert_carry_forward,rmse,8,-1.6045970735976145,3.987254899291978,5.596195426500796,8,-1.4567493815970038,-1.714861803321206,-1.4918199414628437,0.0078125
participation_lgbm_vs_prior,next_participation_lightgbm,next_participation_position_experience_prior,brier,8,-0.10175181150906693,0.1605976608827189,0.2644810987366634,8,-0.08841692795548191,-0.12017050429907797,-0.08460238800315961,0.0078125
participation_lgbm_vs_logistic,next_participation_lightgbm,next_participation_logistic,brier,8,-0.011886356807879205,0.1605976608827189,0.17335114858479528,8,-0.004862180357784175,-0.020011977681372563,-0.005091888225086893,0.0078125
