comparison_method,variant,incumbent_rmse,variant_rmse,pooled_delta_variant_minus_incumbent,recent_delta_variant_minus_incumbent,mean_season_delta,median_season_delta,season_wins,season_count,season_bootstrap_95_low,season_bootstrap_95_high,player_cluster_95_low,player_cluster_95_high
equal_thirds,rank_level,3.107557601720993,3.105818034837206,-0.0017395668837867362,-0.0036469362137676598,-0.0018261707484700117,-0.0005406153406086744,6,9,-0.003802693211726571,0.00018933181811187083,-0.0037974148194632185,0.00030694925983706294
equal_thirds,rank_gap,3.107557601720993,3.107963770335271,0.0004061686142780019,-0.0006428958464597123,0.0003731507668268562,-0.0001751062219774724,5,9,-0.0011693229357248036,0.0019457843882335624,-0.0022507897153525636,0.0030710488862968647
