comparison_method,variant,incumbent_rmse,variant_rmse,pooled_delta_variant_minus_incumbent,recent_delta_variant_minus_incumbent,mean_season_delta,median_season_delta,season_wins,season_count,season_bootstrap_95_low,season_bootstrap_95_high,player_cluster_95_low,player_cluster_95_high
controlled_equal_thirds,rank_level,3.107893183720231,3.105681818246901,-0.002211365473329785,-0.004254125647210838,-0.002256137263547576,-0.0009646042977835556,7,9,-0.004178230696052531,-0.0003136726623871127,-0.0038197899062140327,-0.0005945290293211035
controlled_equal_thirds,rank_gap,3.107893183720231,3.107439579857048,-0.00045360386318282764,-0.0012525135732261994,-0.0004606829334821643,-0.0012637264059920383,6,9,-0.0019063823904446053,0.0011665375736522145,-0.0027667961933962593,0.001884663150725928
