period,player_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
all_2017_2025,1163,-0.001829232109957193,-0.0045207730100436435,0.0008732430302375567,0.9076
development_2017_2022,912,-0.0008958105713625393,-0.0036202000023632165,0.001888803632716085,0.7294
temporal_2023_2025,612,-0.0036803439316058545,-0.009297658886787885,0.0018911364134247095,0.898
