"Ty Montgomery,ÊRB NYJÊNote",58%,6.13,5.30%,1,34
"C.J. Prosise,ÊRB SEAÊNote",64.80%,6,6.30%,0,9
"Marlon Mack,ÊRB INDÊNote",59.70%,5,5.50%,4,169
"Adrian Peterson,ÊRB WASÊNote",57.50%,4.92,5.20%,4,80
"David Johnson,ÊRB ARIÊNote",57.50%,3.75,5.20%,3,233
"Sony Michel,ÊRB NEÊNote",67%,3,6.70%,0,175
"Spencer Ware,ÊRB INDÊNote",62.50%,3,5.90%,1,18
"Chris Thompson,ÊRB WASÊNote",57.50%,3,5.20%,2,74
"Tevin Coleman,ÊRB SFÊNote",77.40%,2.5,8.90%,4,132
"Derrius Guice,ÊRB WASÊNote",58.40%,2.32,5.30%,0,131
"Melvin Gordon,ÊRB LACÊNote",52.80%,2.32,4.60%,4,200
"Doug Martin,ÊRB OAKÊNote",57.60%,2.25,5.20%,3,31
"Rex Burkhead,ÊRB NEÊNote",57.50%,2.25,5.20%,4,37
"Ameer Abdullah,ÊRB MINÊNote",53.70%,2.25,4.70%,2,5
"Rashaad Penny,ÊRB SEAÊNote",44.20%,2.25,3.60%,5,125
"Saquon Barkley,ÊRB NYGÊNote",62.90%,2,6%,0,271
"Kerryon Johnson,ÊRB DETÊNote",60.30%,2,5.60%,0,194
"Nyheim Hines,ÊRB INDÊNote",59.40%,2,5.50%,0,85
"Jamaal Williams,ÊRB GBÊNote",57.60%,2,5.20%,2,70
"Alfred Blue,ÊRB JACÊNote",57.50%,2,5.20%,9,52
"Leonard Fournette,ÊRB JACÊNote",57.50%,2,5.20%,2,183
"Darren Sproles,ÊRB PHIÊNote",57.50%,2,5.20%,4,27
"Giovani Bernard,ÊRB CINÊNote",49.60%,1.99,4.20%,3,69
"Joe Mixon,ÊRB CINÊNote",57.50%,1.88,5.20%,4,216
"Royce Freeman,ÊRB DENÊNote",59.30%,1.75,5.50%,0,106
"Alvin Kamara,ÊRB NOÊNote",57.60%,1.75,5.20%,1,257
"Aaron Jones,ÊRB GBÊNote",54.60%,1.75,4.80%,2,195
"Jerick McKinnon,ÊRB SFÊNote",53.30%,1.75,4.60%,48,94
"T.J. Yeldon,ÊRB BUFÊNote",50.20%,1.69,4.30%,5,32
"Kenyan Drake,ÊRB MIAÊNote",47.90%,1.61,4%,3,156
"Dalvin Cook,ÊRB MINÊNote",57.60%,1.5,5.20%,0,199
"LeSean McCoy,ÊRB BUFÊNote",56.30%,1.5,5%,7,106
"Ronald Jones,ÊRB TBÊNote",55.50%,1.5,4.90%,0,102
"Kenneth Dixon,ÊRB BALÊNote",54.20%,1.5,4.80%,0,31
"Wendell Smallwood,ÊRB PHIÊNote",49.90%,1.47,4.20%,5,10
"Dwayne Washington,ÊRB NOÊNote",21.90%,1.42,1.50%,2,9
"Carlos Hyde,ÊRB KCÊNote",59.10%,1.25,5.40%,3,65
"Le'Veon Bell,ÊRB NYJÊNote",57.50%,1.25,5.20%,5,208
"Devontae Booker,ÊRB DENÊNote",44%,1.25,3.60%,5,52
"Duke Johnson,ÊRB CLEÊNote",47.10%,1.06,3.90%,8,75
"Kareem Hunt,ÊRB CLEÊNote",44.10%,1.02,3.60%,127,46
"Mark Ingram,ÊRB BALÊNote",56%,1,5%,5,178
"Derrick Henry,ÊRB TENÊNote",55%,1,4.90%,33,186
"C.J. Anderson,ÊRB DETÊNote",54.60%,1,4.80%,3,93
"Jordan Howard,ÊRB PHIÊNote",52.80%,1,4.60%,7,110
"Nick Chubb,ÊRB CLEÊNote",52.80%,1,4.60%,0,207
"Lamar Miller,ÊRB HOUÊNote",51.80%,1,4.50%,60,163
"Devonta Freeman,ÊRB ATLÊNote",50.40%,1,4.30%,16,190
"Kalen Ballage,ÊRB MIAÊNote",50.40%,1,4.30%,0,99
"Damien Williams,ÊRB KCÊNote",40.70%,1,3.20%,11,180
"Andre Ellington,ÊRB TBÊNote",18.60%,0.9,1.30%,14,14
"Zach Zenner,ÊRB DETÊNote",19.60%,0.84,1.40%,2,7
"Tarik Cohen,ÊRB CHIÊNote",42.20%,0.83,3.40%,127,131
