"Kenneth Walker III, RB SEA",41.80%,1.9,3.10%,5,219.4
"Rachaad White, RB TB",43.20%,1.6,3.30%,5,217.2
"Rhamondre Stevenson, RB NE",55.50%,1.3,4.70%,5,216
"Alvin Kamara, RB NO",88.30%,1.8,11.90%,4.3,212.4
"D'Andre Swift, RB CHI",67.30%,1.9,6.40%,5,211.2
"James Conner, RB ARI",88.40%,2.8,11.90%,5,208.6
"Tony Pollard, RB TEN",34.70%,0.6,2.50%,5,200.3
"Jaylen Warren, RB PIT",48.70%,1.2,3.90%,5,197
"Aaron Jones, RB MIN",87.60%,3.1,11.60%,5,196.9
"David Montgomery, RB DET",80.50%,3.4,9.20%,5,196.3
"Javonte Williams, RB DEN",79.60%,2.4,8.90%,2.5,190
"Raheem Mostert, RB MIA",88.80%,2.9,12.10%,1.8,187.5
"Najee Harris, RB PIT",28.20%,0.9,1.90%,5,185.9
"Jonathon Brooks, RB CAR",29.90%,0.8,2.10%,2.1,184.6
"Zamir White, RB LVR",29.50%,0.8,2%,2.9,182.9
"Brian Robinson Jr., RB WAS",45.90%,1,3.50%,5,173.6
"Austin Ekeler, RB WAS",36.30%,1.3,2.60%,5,169.4
"Devin Singletary, RB NYG",38.50%,1.8,2.80%,5,163.7
"Tyjae Spears, RB TEN",29.20%,0.8,2%,5,161
"Zack Moss, RB CIN",68.70%,2.6,6.60%,4.5,154.6
"Ezekiel Elliott, RB DAL",38.10%,1.7,2.80%,5,151.1
"Chase Brown, RB CIN",23.50%,0.8,1.60%,5,150.6
"Jerome Ford, RB CLE",41.20%,0.7,3.10%,5,136.2
"Zach Charbonnet, RB SEA",64%,1.4,5.80%,5,135.9
"Nick Chubb, RB CLE",74.10%,3,7.60%,2.6,134.1
"Ty Chandler, RB MIN",29.20%,1.3,2%,5,134.1
"Kendre Miller, RB NO",62%,2.4,5.50%,4.4,131.9
"Antonio Gibson, RB NE",81%,2.9,9.30%,5,129.4
"Jaleel McLaughlin, RB DEN",21%,0.5,1.40%,5,119.9
"Trey Benson, RB ARI",23.30%,1.1,1.50%,3.8,115.6
"Gus Edwards, RB LAC",49.80%,1.4,4%,1.8,113.8
"Blake Corum, RB LAR",31.30%,0.9,2.20%,4.8,108.9
"Mar'Keise Irving, RB TB",29.20%,1,2%,5,104.2
"MarShawn Lloyd, RB GB",21%,1,1.40%,5,102
"Rico Dowdle, RB DAL",21.20%,0.5,1.40%,5,99.9
"Khalil Herbert, RB CHI",81.80%,3.4,9.50%,5,98
"Kenneth Gainwell, RB PHI",21.20%,1.1,1.40%,5,92.7
"Clyde Edwards-Helaire, RB KC",39.80%,0.7,2.90%,3.3,91.5
"Roschon Johnson, RB CHI",31.10%,1.7,2.20%,5,90.7
"Alexander Mattison, RB LVR",33.50%,0.8,2.40%,5,88.1
"Tyler Allgeier, RB ATL",20.50%,0.8,1.30%,5,87.8
"Chuba Hubbard, RB CAR",29.60%,0.7,2%,5,87.2
"Justice Hill, RB BAL",33.10%,0.8,2.30%,2.9,86.1
"Jaylen Wright, RB MIA",28.20%,1.1,1.90%,5,82.1
"J.K. Dobbins, RB LAC",24%,1.3,1.60%,0.4,80.2
"Audric Estime, RB DEN",20.90%,1,1.40%,5,77.7
"Samaje Perine, RB DEN",17.60%,0.5,1.10%,5,76.5
"D'Onta Foreman, RB CLE",21.20%,0.7,1.40%,5,74.6
"Braelon Allen, RB NYJ",34.50%,1.2,2.50%,5,71.9
"Keaton Mitchell, RB BAL",29.20%,1.6,2%,5,68.7
"Elijah Mitchell, RB SF",90.90%,3.2,13.20%,1.6,68.3
"Miles Sanders, RB CAR",42.20%,1.1,3.20%,5,67.6
"Dameon Pierce, RB HOU",35%,1,2.50%,4.3,67.3
"A.J. Dillon, RB GB",33.60%,1,2.40%,5,65.4
"Kareem Hunt, RB UNS",31%,2,2.20%,5,62
"Dylan Laube, RB LVR",17.40%,0.8,1.10%,5,61.3
"Jamaal Williams, RB NO",37.60%,1,2.70%,5,58.3
"Will Shipley, RB PHI",29.20%,1.1,2%,5,56.9
"Jerick McKinnon, RB UNS",20.10%,0.6,1.30%,3.7,52.5
"Michael Carter, RB ARI",29.60%,0.8,2%,5,51
"Chase Edmonds, RB TB",69%,2.4,6.70%,4.1,50.2
"Tank Bigsby, RB JAC",14.90%,0.3,0.90%,5,50.2
"Jeffery Wilson Jr., RB MIA",29.70%,2,2.10%,3.5,48.2
"Royce Freeman, RB DAL",12.30%,0.2,0.80%,5,45.9
"Nyheim Hines, RB CLE",27.30%,1.1,1.90%,4.4,45.8
"Leonard Fournette, RB UNS",38.20%,1.4,2.80%,4,45.5
"Ameer Abdullah, RB LVR",5.70%,0.4,0.30%,5,43.7
"Cordarrelle Patterson, RB PIT",34.60%,1.3,2.50%,5,43.7
"Pierre Strong Jr., RB CLE",29.20%,1.1,2%,5,42.8
"Latavius Murray, RB UNS",21.20%,1.3,1.40%,3.8,41.4
"Dalvin Cook, RB UNS",29.20%,0.7,2%,3.5,38.8
"Joshua Kelley, RB UNS",29.90%,1.2,2.10%,5,37.3
"Rashaad Penny, RB CAR",36.80%,1.1,2.70%,2,36.5
"Chris Rodriguez, RB WAS",38.30%,1.1,2.80%,5,35.4
"Emari Demercado, RB ARI",17.60%,0.3,1.10%,5,30.1
"Cam Akers, RB HOU",20.30%,1.5,1.30%,1.9,29.5
"Jordan Mason, RB SF",13.60%,0.8,0.90%,5,27.8
"Kevin Harris, RB NE",21.10%,0.5,1.40%,4.7,23.5
"Isaiah Spiller, RB LAC",19.70%,0.5,1.30%,5,18.8
"Ke'Shawn Vaughn, RB NE",14.80%,0.4,0.90%,5,18.5
"Myles Gaskin, RB MIN",21%,0.38,1.40%,5,13
"Ty Johnson, RB BUF",21%,2.1,1.40%,5,11.8
"Hassan Haskins, RB TEN",22.20%,0.5,1.50%,5,11.7
"Kene Nwangwu, RB MIN",13.60%,0.4,0.90%,5,9.5
"CeeDee Lamb, WR DAL",50.20%,1.3,4%,5,365
"Tyreek Hill, WR MIA",58.90%,1.8,5.10%,5,328.9
"Amon-Ra St. Brown, WR DET",39.90%,1.4,3%,5,309.5
"Justin Jefferson, WR MIN",66.90%,2.3,6.30%,5,305.8
"Ja'Marr Chase, WR CIN",75.10%,1.8,7.90%,5,304.2
"Puka Nacua, WR LAR",29.20%,1.4,2%,5,287.9
"Garrett Wilson, WR NYJ",38.10%,0.7,2.80%,5,278.8
"A.J. Brown, WR PHI",70.50%,2,6.90%,5,263
"Chris Olave, WR NO",68.70%,1.4,6.60%,5,249.7
"D.J. Moore, WR CHI",44.80%,1.1,3.40%,5,248.3
"Cooper Kupp, WR LAR",53.80%,1.4,4.40%,4.2,248.1
"Drake London, WR ATL",86.60%,2.4,11.20%,5,246
"Jaylen Waddle, WR MIA",55.40%,2.2,4.60%,4.3,244.6
"Davante Adams, WR LVR",43.60%,0.6,3.30%,5,241.1
"Stefon Diggs, WR HOU",31.50%,0.6,2.20%,5,239
"Marvin Harrison Jr., WR ARI",42.80%,1.3,3.20%,5,238.7
"Nico Collins, WR HOU",82.10%,2.1,9.60%,3.1,235.2
"Tee Higgins, WR CIN",89.20%,2.4,12.30%,5,231.6
"Malik Nabers, WR NYG",29.20%,1,2%,5,231.2
"Mike Evans, WR TB",81.50%,2.4,9.40%,5,231.1
"Deebo Samuel, WR SF",86.60%,3.4,11.20%,1.6,230.8
"D.K. Metcalf, WR SEA",31.10%,0.8,2.20%,4.9,230.6
"Michael Pittman Jr., WR IND",70.10%,1.6,6.90%,5,227.3
"DeVonta Smith, WR PHI",81.80%,2.4,9.50%,5,218.8
"Brandon Aiyuk, WR SF",45.30%,2.9,3.50%,5,214.8
"DeAndre Hopkins, WR TEN",73.70%,2.1,7.60%,5,214.6
"Nathaniel Dell, WR HOU",36.20%,2,2.60%,3.8,213.9
"Chris Godwin, WR TB",73.50%,2,7.50%,5,211.8
"Terry McLaurin, WR WAS",42.70%,1,3.20%,5,211.6
"Christian Kirk, WR JAC",86.10%,2.8,11%,5,209.8
"Calvin Ridley, WR TEN",29.40%,0.5,2%,5,206.8
"Diontae Johnson, WR CAR",80.30%,2,9.10%,5,205.1
"Jayden Reed, WR GB",82.80%,2.2,9.80%,5,203.9
"Rashee Rice, WR KC",37.30%,1.1,2.70%,5,203.4
"Keenan Allen, WR CHI",74.90%,3.1,7.80%,3.8,198.2
"Tyler Lockett, WR SEA",25.70%,0.6,1.70%,5,198.2
"Zay Flowers, WR BAL",35.60%,1.9,2.60%,5,197.9
"George Pickens, WR PIT",34.70%,1.6,2.50%,3.7,197.9
"Amari Cooper, WR CLE",73.70%,2.8,7.60%,5,196.1
"Marquise Brown, WR KC",78%,2.4,8.50%,5,194.7
"Jaxon Smith-Njigba, WR SEA",39.90%,1.2,3%,3,192.7
"Christian Watson, WR GB",74.90%,2.1,7.80%,3.3,189.3
"Xavier Worthy, WR KC",36.90%,0.9,2.70%,5,186.3
"Courtland Sutton, WR DEN",70.40%,2.2,6.90%,2.9,185.5
"Jakobi Meyers, WR LVR",67.30%,1.4,6.40%,5,180.1
"Rome Odunze, WR CHI",61.30%,2.4,5.40%,5,175.6
"Ladd McConkey, WR LAC",55.40%,1.2,4.60%,4.3,175.3
"Keon Coleman, WR BUF",37.60%,1.4,2.70%,5,175
"Jordan Addison, WR MIN",69.80%,1.9,6.80%,5,174.1
"Curtis Samuel, WR BUF",82.70%,2.7,9.80%,4.7,173.7
"Jerry Jeudy, WR CLE",45.20%,1.2,3.50%,5,172.3
"Brian Thomas Jr., WR JAC",30.10%,1.3,2.10%,5,169.6
"Mike Williams, WR NYJ",79.70%,3.4,9%,2.4,168.4
"Brandin Cooks, WR DAL",33.60%,1,2.40%,5,166.8
"Gabriel Davis, WR JAC",41.50%,0.9,3.10%,5,166.6
"Rashid Shaheed, WR NO",65.90%,1.3,6.10%,5,164.2
"Jahan Dotson, WR WAS",47.60%,2.3,3.70%,5,158.9
"Jameson Williams, WR DET",43.40%,1.3,3.30%,4,158.4
"Wan'Dale Robinson, WR NYG",39.40%,1,2.90%,2.5,151.9
"Josh Downs, WR IND",57.60%,1.5,4.90%,5,150
"Dontayvion Wicks, WR GB",44.20%,1.7,3.40%,5,146
"Joshua Palmer, WR LAC",73.70%,1.7,7.60%,5,140.3
"Darnell Mooney, WR ATL",85%,2.8,10.60%,5,139.4
"Marvin Mims Jr., WR DEN",22.60%,0.8,1.50%,5,137.9
"Malachi Corley, WR NYJ",25.30%,0.6,1.70%,5,137
"Demario Douglas, WR NE",62.60%,1.6,5.60%,3.7,136
"Adam Thielen, WR CAR",45.30%,1.9,3.50%,5,134.8
"Zay Jones, WR ARI",58.20%,2.4,5%,5,132.9
"Quentin Johnston, WR LAC",37.60%,0.7,2.70%,5,132.4
"Michael Wilson, WR ARI",44.80%,1.6,3.40%,1.6,132.2
"Adonai Mitchell, WR IND",28.10%,0.8,1.90%,1.3,129.4
"Tyler Boyd, WR TEN",31.40%,1,2.20%,5,129.2
"Khalil Shakir, WR BUF",29.90%,0.4,2.10%,5,127.1
"Elijah Moore, WR CLE",68.90%,1.8,6.60%,5,125.8
"Michael Thomas, WR UNS",51.10%,2.6,4.10%,2.4,125.4
"Xavier Legette, WR CAR",44.40%,1.5,3.40%,3.6,124.6
"Darius Slayton, WR NYG",74.20%,2.6,7.70%,5,124
"Rondale Moore, WR ATL",71.80%,1.8,7.20%,1.4,122.6
"Roman Wilson, WR PIT",27.20%,0.9,1.90%,5,118.9
"Kendrick Bourne, WR NE",29.20%,0.9,2%,5,113.1
"Jermaine Burton, WR CIN",54.40%,1.3,4.50%,5,112.7
"Romeo Doubs, WR GB",43.20%,1.1,3.30%,5,109.1
"D.J. Chark Jr., WR LAC",54.90%,1.5,4.60%,4.5,106.2
"Rashod Bateman, WR BAL",64.70%,1.1,5.90%,2.1,102.9
"Jalin Hyatt, WR NYG",45.40%,1.4,3.50%,5,101.1
"Kadarius Toney, WR KC",35.90%,1,2.60%,1.5,94.7
"Treylon Burks, WR TEN",59.10%,2.2,5.10%,3.4,94
"Troy Franklin, WR DEN",22.60%,1,1.50%,5,93.7
"Hunter Renfrow, WR UNS",29.20%,0.8,2%,4.7,93.4
"Josh Reynolds, WR DEN",15.80%,0.8,1%,5,93.1
"Odell Beckham Jr., WR MIA",54.10%,2.6,4.50%,3,91.1
"Greg Dortch, WR ARI",36.30%,1.4,2.60%,5,82.5
"Trey Palmer, WR TB",21%,0.7,1.40%,5,82.2
"Kalif Raymond, WR DET",13.40%,0.9,0.80%,5,78.5
"Luke McCaffrey, WR WAS",10.80%,1.7,0.70%,5,76.5
"Mecole Hardman, WR KC",86.20%,2.7,11%,5,76.4
"Parris Campbell, WR PHI",32.40%,0.7,2.30%,1.9,75
"Isaiah Hodgins, WR UNS",22.60%,1,1.50%,5,74.8
"Alec Pierce, WR IND",39.20%,1.1,2.90%,5,74.3
"Donovan Peoples-Jones, WR DET",29.20%,0.9,2%,5,72.9
"Russell Gage, WR UNS",34.50%,1.6,2.50%,3.3,70.7
"Nelson Agholor, WR BAL",41.90%,1,3.10%,5,69.7
"K.J. Osborn, WR NE",41.20%,1.6,3.10%,5,68.5
"Michael Gallup, WR LVR",20.90%,0.9,1.40%,5,68.1
"Devontez Walker, WR BAL",21%,0.7,1.40%,1.3,67.3
"Skyy Moore, WR KC",83.50%,2.4,10.10%,4.6,66.3
"Jonathan Mingo, WR CAR",58.70%,1.5,5.10%,5,65.1
"Allen Robinson, WR NYG",47.10%,1.5,3.70%,3.3,64.8
"Andrei Iosivas, WR CIN",13.90%,0.4,0.90%,5,64.3
"Mack Hollins, WR BUF",11.80%,0.7,0.70%,5,63.8
"Marquez Valdes-Scantling, WR BUF",38.20%,2.6,2.80%,5,62.6
"JuJu Smith-Schuster, WR NE",72.10%,2.1,7.20%,4.4,60.4
"Van Jefferson, WR PIT",29.20%,1.1,2%,5,60
"Tutu Atwell, WR LAR",35.90%,0.91,2.60%,4.7,59.3
"Tim Patrick, WR DEN",18.40%,0.4,1.20%,2.1,54.8
"Brenden Rice, WR LAC",15%,0.8,1%,5,53.3
"Justin Watson, WR KC",29.20%,1.2,2%,5,53.2
"Quez Watkins, WR PIT",13.40%,0.8,0.80%,5,53.1
"Allen Lazard, WR NYJ",29.40%,0.7,2%,5,52.1
"Calvin Austin III, WR PIT",23.30%,0.5,1.50%,1.7,51.8
"Laviska Shenault, WR SEA",38.50%,1.7,2.80%,4.7,51.2
"Jauan Jennings, WR SF",13.50%,0.7,0.80%,5,50.3
"Dyami Brown, WR WAS",29.20%,0.6,2%,5,49.9
"Cedric Tillman, WR CLE",35.80%,0.6,2.60%,4.4,48.5
"Deonte Harty, WR BAL",29.20%,0.8,2%,5,46.9
"Richie James, WR UNS",29.80%,0.8,2.10%,5,44.6
"Chase Claypool, WR BUF",38.10%,1.4,2.80%,5,44.3
"Olamide Zaccheaus, WR WAS",9.10%,0.8,0.60%,5,43.5
"Bo Melton, WR GB",25.40%,0.4,1.70%,3.3,43.4
"Tyquan Thornton, WR NE",21%,0.9,1.40%,5,41
"Terrace Marshall, WR CAR",25.20%,0.6,1.70%,4.2,41
"John Metchie, WR HOU",29.20%,0.9,2%,5,39.1
"Johnny Wilson, WR PHI",28.20%,1.1,1.90%,4.9,38.4
"Devin Duvernay, WR JAC",11.80%,0.9,0.70%,5,37.2
"Robert Woods, WR HOU",58.50%,1.7,5%,5,37.1
"Justyn Ross, WR KC",27.20%,0.6,1.90%,0.3,20.8
"Velus Jones, WR CHI",29.20%,0.7,2%,5,19.3
"Danny Gray, WR SF",40.70%,1.04,3%,2.7,15.1
"Tylan Wallace, WR BAL",12.50%,0.37,0.80%,5,14.9
"DeVante Parker, WR PHI",89.10%,3.4,12.20%,3.1,13.8
"D'Wayne Eskridge, WR SEA",39.90%,0.5,3%,0.9,12.7
"Jakeem Grant Sr., WR CLE",21%,0.67,1.40%,1.9,2.8
"Laquon Treadwell, WR BAL",5%,0.5,0.30%,5,2
"Andy Isabella, WR BUF",13.20%,0.2,0.80%,5,0.8
"Travis Kelce, TE KC",35.60%,0.6,2.60%,5,233.7
"Mark Andrews, TE BAL",61%,1.8,5.40%,5,209
"Sam LaPorta, TE DET",53.60%,2.3,4.40%,5,208.5
"Trey McBride, TE ARI",46.90%,2.2,3.70%,5,199.7
"Dalton Kincaid, TE BUF",52%,1.9,4.20%,5,190.9
"Evan Engram, TE JAC",33.10%,0.9,2.30%,5,190.2
"Jake Ferguson, TE DAL",40.90%,1.9,3%,5,181.9
"David Njoku, TE CLE",51.40%,1.4,4.20%,5,181.7
"George Kittle, TE SF",80.60%,2,9.20%,5,177.7
"Kyle Pitts, TE ATL",61.60%,1.9,5.50%,4.3,174.8
"Dallas Goedert, TE PHI",76.40%,3.1,8.10%,5,163.1
"Brock Bowers, TE LVR",29.20%,0.9,2%,5,157.6
"Dalton Schultz, TE HOU",36.10%,1.1,2.60%,5,142.1
"Pat Freiermuth, TE PIT",88.30%,3.1,11.90%,5,137.9
"Cole Kmet, TE CHI",51.90%,1.7,4.20%,5,134
"Tyler Conklin, TE NYJ",29.20%,0.4,2%,5,128.9
"Noah Fant, TE SEA",63.60%,2.3,5.80%,5,128.9
"Luke Musgrave, TE GB",32.40%,1,2.30%,2,126.2
"Hunter Henry, TE NE",39.60%,1.2,2.90%,3.8,123.2
"Chigoziem Okonkwo, TE TEN",29.20%,1,2%,5,123
"Juwan Johnson, TE NO",39.20%,0.9,2.90%,5,116.2
"Jonnu Smith, TE MIA",59.60%,1.7,5.20%,5,111.3
"T.J. Hockenson, TE MIN",40.40%,1,3%,5,110.5
"Greg Dulcich, TE DEN",77.80%,2.7,8.50%,1,95.9
"Cade Otton, TE TB",29.80%,0.9,2.10%,5,95
"Mike Gesicki, TE CIN",22.60%,0.8,1.50%,5,94.5
"Michael Mayer, TE LVR",76.90%,2,8.30%,5,93.2
"Zach Ertz, TE WAS",83.60%,3.4,10.10%,5,86.5
"Will Dissly, TE LAC",23.90%,0.4,1.60%,3.3,76.7
"Dawson Knox, TE BUF",63.60%,1.7,5.80%,5,76.2
"Jelani Woods, TE IND",77.70%,2.4,8.40%,1.7,75.7
"Tucker Kraft, TE GB",26.10%,0.5,1.80%,2.8,75.1
"Isaiah Likely, TE BAL",26.30%,0.5,1.80%,5,74.7
"Daniel Bellinger, TE NYG",29.20%,0.3,2%,5,67.4
"Donald Parham, TE LAC",33.70%,0.8,2.40%,5,63.6
"Gerald Everett, TE CHI",38.10%,1.9,2.80%,5,62.5
"Theo Johnson, TE NYG",20.30%,1.3,1.30%,5,62.5
"Logan Thomas, TE SF",45.70%,2.4,3.50%,5,53.8
"Hayden Hurst, TE LAC",44.10%,1.8,3.40%,5,50.6
"Austin Hooper, TE NE",19.90%,0.5,1.30%,5,49.6
"Cade Stover, TE HOU",20.90%,1.7,1.40%,5,47.7
"Adam Trautman, TE DEN",26.10%,0.7,1.80%,5,46.3
"Kylen Granson, TE IND",20.30%,1.1,1.30%,5,45.2
"Taysom Hill, TE NO",81.20%,1.9,9.40%,2.8,44.2
"Foster Moreau, TE NO",19.90%,0.7,1.30%,5,40.9
"Darnell Washington, TE PIT",25.70%,0.7,1.70%,5,38.8
"C.J. Uzomah, TE PHI",26.10%,0.4,1.80%,5,36.8
"Brevin Jordan, TE HOU",32.40%,0.5,2.30%,4.4,36.6
"Josh Oliver, TE MIN",18.70%,0.2,1.20%,2.4,36.5
"Irv Smith, TE KC",48.20%,1.4,3.80%,1.6,36.4
"Mo Alie-Cox, TE IND",24%,0.6,1.60%,5,36.3
"Jordan Akins, TE CLE",21%,0.4,1.40%,5,33.2
"Durham Smythe, TE MIA",21.20%,0.9,1.40%,5,31.5
"Drew Sample, TE CIN",24.20%,2.2,1.60%,3.6,31.2
"Luke Schoonmaker, TE DAL",29.20%,0.6,2%,5,29.2
"Brenton Strange, TE JAC",19.90%,1.22,1.30%,5,26.6
"Harrison Bryant, TE LVR",21%,0.7,1.40%,5,18.3
"Charlie Kolar, TE BAL",16.80%,1.1,1.10%,0.9,13.9
"Albert Okwuegbunam, TE PHI",21%,0.6,1.40%,1.8,13.1
"Hunter Long, TE LAR",14.70%,0.47,0.90%,5,12.2
