"Kerryon Johnson, RB UNS",51%,0.9,4.10%,2,11
"Alexander Mattison, RB MIN",50%,3.9,4%,5,89
"Tony Pollard, RB DAL",49%,1,3.90%,5,97
"David Johnson, RB HOU",49%,1.2,3.90%,4,77
"Kylin Hill, RB GB",47%,2.2,3.70%,0,28
"Antonio Gibson, RB WAS",47%,0.5,3.70%,5,211
"Todd Gurley, RB UNS",46%,0.6,3.60%,5,39
"Khalil Herbert, RB CHI",45%,1.1,3.50%,0,7
"Darrel Williams, RB KC",44%,1.2,3.40%,5,74
"Nyheim Hines, RB IND",43%,1.2,3.30%,5,92
"Samaje Perine, RB CIN",40%,1.1,3%,5,36
"Jermar Jefferson, RB DET",40%,1,3%,0,21
"Rex Burkhead, RB HOU",39%,0.8,2.90%,3,25
"LeSean McCoy, RB UNS",39%,0.5,2.90%,5,25
"Chuba Hubbard, RB CAR",35%,1.5,2.50%,5,48
"Lamar Miller, RB UNS",34%,1.3,2.40%,5,0
"Kareem Hunt, RB CLE",33%,0.9,2.30%,5,152
"Darrynton Evans, RB TEN",33%,1.7,2.30%,1,66
"Benny Snell, RB PIT",33%,0.6,2.30%,5,25
"Michael Carter, RB NYJ",31%,0.6,2.20%,5,113
"Royce Freeman, RB DEN",31%,0.5,2.20%,5,10
"Larry Rountree, RB LAC",30%,0.9,2.10%,0,22
"Adrian Peterson, RB UNS",29%,0.5,2%,5,40
"Latavius Murray, RB NO",28%,0.3,1.90%,3,77
"Giovani Bernard, RB TB",28%,0.4,1.90%,5,64
"Devonta Freeman, RB NO",21%,0.4,1.40%,4,24
"Devontae Booker, RB NYG",21%,0.6,1.40%,5,70
"Anthony McFarland Jr., RB PIT",21%,0.9,1.40%,5,45
"Jerick McKinnon, RB KC",21%,0.3,1.40%,2,23
"Gus Edwards, RB BAL",20%,1,1.30%,5,128
"Jordan Howard, RB PHI",18%,0.3,1.20%,5,33
"DeAndre Washington, RB UNS",17%,0.3,1.10%,5,20
"Justice Hill, RB BAL",15%,0.2,1%,5,38
"Joshua Kelley, RB LAC",13%,0.3,0.80%,5,52
"Jaylen Samuels, RB PIT",12%,0.3,0.70%,5,10
"Tarik Cohen, RB CHI",11%,0.4,0.70%,5,49
"Frank Gore, RB UNS",11%,0.3,0.70%,5,29
"Kalen Ballage, RB PIT",10%,0.2,0.60%,5,24
"Duke Johnson, RB UNS",10%,0.2,0.60%,5,41
"Rhamondre Stevenson, RB NE",7%,0.4,0.40%,5,79
"Trayveon Williams, RB CIN",7%,0.3,0.40%,1,22
"Ameer Abdullah, RB MIN",7%,0.2,0.40%,4,9
"J.D. McKissic, RB WAS",7%,0.4,0.40%,5,81
"Jalen Richard, RB LVR",6%,0.3,0.40%,5,19
"Kenneth Gainwell, RB PHI",6%,0.4,0.40%,5,50
"Ke'Shawn Vaughn, RB TB",6%,0.5,0.40%,5,21
"Darwin Thompson, RB KC",5%,0.3,0.30%,5,17
"La'Mical Perine, RB NYJ",5%,0.4,0.30%,5,12
"Emmanuel Sanders, WR BUF",95%,3.4,16.20%,5,94
"Allen Robinson, WR CHI",95%,2.9,16.20%,4,181
"Kenny Golladay, WR NYG",95%,3.1,16.20%,3,139
"Danny Amendola, WR UNS",95%,2.7,16.20%,4,34
"Sammy Watkins, WR BAL",95%,2.6,16.20%,3,79
"Marquise Goodwin, WR CHI",95%,2.4,16.20%,2,44
"Auden Tate, WR CIN",95%,3.2,16.20%,2,42
"Randall Cobb, WR GB",95%,2.4,16.20%,4,73
"Albert Wilson, WR MIA",95%,3.1,16.20%,5,43
"Will Fuller, WR MIA",95%,2.6,16.20%,2,110
"Corey Davis, WR NYJ",95%,2.2,16.20%,5,119
"Henry Ruggs, WR LVR",95%,3.8,16.20%,2,113
"Mike Williams, WR LAC",95%,2.6,16.20%,2,133
"DeSean Jackson, WR LAR",95%,5.4,16.20%,3,68
"Davante Adams, WR GB",94%,3,15.30%,5,199
"Marquise Brown, WR BAL",93%,3,14.50%,5,111
"D.J. Chark, WR JAC",93%,3.1,14.50%,4,133
"Travis Benjamin, WR SF",93%,3.4,14.50%,3,8
"Julio Jones, WR TEN",93%,1.9,14.50%,5,147
"Tyrell Williams, WR DET",93%,3.3,14.50%,4,99
"Michael Pittman, WR IND",93%,2.8,14.50%,4,127
"Marquez Callaway, WR NO",93%,2.7,14.50%,2,115
"Kenny Stills, WR UNS",93%,3.2,14.50%,5,44
"Dante Pettis, WR NYG",92%,2.9,13.80%,4,8
"DeVonta Smith, WR PHI",92%,4.3,13.80%,0,124
"Tee Higgins, WR CIN",91%,3.3,13.20%,5,152
"JuJu Smith-Schuster, WR PIT",91%,3.5,13.20%,5,123
"John Ross, WR NYG",91%,3.6,13.20%,0,25
"Rashard Higgins, WR CLE",90%,3,12.70%,5,46
"Jerry Jeudy, WR DEN",90%,3,12.70%,5,149
"Equanimeous St. Brown, WR GB",90%,2.5,12.70%,1,9
"Marvin Jones, WR JAC",90%,2.9,12.70%,3,120
"DeVante Parker, WR MIA",90%,2.9,12.70%,3,101
"K.J. Hamler, WR DEN",90%,3.8,12.70%,2,55
"T.Y. Hilton, WR IND",90%,3.1,12.70%,5,104
"Deebo Samuel, WR SF",90%,2.7,12.70%,1,117
"Cooper Kupp, WR LAR",90%,2.8,12.70%,5,163
"Michael Gallup, WR DAL",89%,2.3,12.20%,5,135
"Breshad Perriman, WR DET",89%,3.2,12.20%,2,79
"Terry McLaurin, WR WAS",89%,2.6,12.20%,5,164
"Jamison Crowder, WR NYJ",88%,2.8,11.70%,5,82
"Diontae Johnson, WR PIT",88%,3,11.70%,5,140
"Robert Woods, WR LAR",88%,2.8,11.70%,5,173
"Michael Thomas, WR NO",88%,2.5,11.70%,5,85
"Josh Doctson, WR UNS",87%,4.7,11.30%,1,6
"Antonio Brown, WR TB",85%,2.4,10.60%,5,122
"Rondale Moore, WR ARI",82%,3.3,9.60%,0,96
"Curtis Samuel, WR WAS",82%,2.6,9.60%,5,123
"Chris Godwin, WR TB",81%,2.8,9.30%,5,158
"Darius Slayton, WR NYG",79%,2.9,8.80%,5,69
"Tylan Wallace, WR BAL",79%,3,8.80%,0,23
"Devin Funchess, WR GB",79%,2.9,8.80%,3,0
"Christian Kirk, WR ARI",77%,1.5,8.30%,5,82
"Denzel Mims, WR NYJ",77%,2.6,8.30%,5,47
"Sterling Shepard, WR NYG",76%,1.8,8.10%,3,93
"Brandon Aiyuk, WR SF",76%,2.1,8.10%,5,143
"Laviska Shenault, WR JAC",76%,3.7,8.10%,2,130
"Tre'Quan Smith, WR NO",75%,1.8,7.80%,4,98
"Marqise Lee, WR UNS",75%,2.2,7.80%,1,17
"Jalen Reagor, WR PHI",74%,1.2,7.60%,2,100
"Keenan Allen, WR LAC",72%,2.3,7.20%,3,174
"Nelson Agholor, WR NE",71%,2.1,7%,5,101
"Mohamed Sanu, WR SF",71%,1.7,7%,5,39
"Tyler Lockett, WR SEA",70%,2,6.80%,5,162
"Amon-Ra St. Brown, WR DET",69%,3.4,6.70%,0,80
"Keke Coutee, WR HOU",69%,1.6,6.70%,2,39
"Tyler Boyd, WR CIN",68%,1.6,6.50%,5,132
"Adam Thielen, WR MIN",68%,1.1,6.50%,5,157
"Allen Hurns, WR MIA",67%,1.9,6.30%,5,0
"A.J. Green, WR ARI",67%,3.2,6.30%,3,89
"Willie Snead, WR LVR",66%,1.4,6.10%,5,22
"Darnell Mooney, WR CHI",66%,1.7,6.10%,5,123
"Odell Beckham Jr., WR CLE",65%,2.3,6%,2,137
"Amari Cooper, WR DAL",65%,1.7,6%,5,153
"John Brown, WR LVR",65%,1.4,6%,5,57
"Cedrick Wilson, WR DAL",63%,1.3,5.70%,1,25
"Justin Jefferson, WR MIN",63%,1.9,5.70%,5,200
"J.J. Arcega-Whiteside, WR PHI",63%,1.5,5.70%,5,9
"Russell Gage, WR ATL",62%,1.3,5.50%,5,87
"Hunter Renfrow, WR LVR",62%,1.5,5.50%,3,79
"Jarvis Landry, WR CLE",62%,1.6,5.50%,5,124
"DeAndre Hopkins, WR ARI",59%,2.1,5.10%,5,193
"Robby Anderson, WR CAR",59%,1.6,5.10%,5,144
"Mike Evans, WR TB",58%,1.7,5%,5,171
"Bryan Edwards, WR LVR",54%,1.4,4.50%,2,101
"Kadarius Toney, WR NYG",54%,1.1,4.50%,0,58
"N'Keal Harry, WR NE",53%,0.9,4.30%,2,26
"Calvin Ridley, WR ATL",53%,2.8,4.30%,5,197
"Tyreek Hill, WR KC",50%,1.4,4%,5,228
"Ty Montgomery, WR NO",49%,1.5,3.90%,2,15
"Mecole Hardman, WR KC",48%,1.7,3.80%,5,118
"Jaylen Waddle, WR MIA",47%,1.6,3.70%,0,115
"Alshon Jeffery, WR UNS",44%,1.8,3.40%,3,25
"Golden Tate, WR UNS",44%,0.9,3.40%,5,41
"Stefon Diggs, WR BUF",42%,1.6,3.20%,5,193
"A.J. Brown, WR TEN",41%,1.2,3.10%,5,203
"CeeDee Lamb, WR DAL",40%,1,3%,5,173
"Brandin Cooks, WR HOU",40%,1.3,3%,5,131
"Parris Campbell, WR IND",39%,2.3,2.90%,0,75
"Adam Humphries, WR WAS",39%,0.7,2.90%,5,38
"Anthony Miller, WR HOU",36%,0.8,2.60%,3,44
"Cole Beasley, WR BUF",35%,0.7,2.50%,5,101
"Phillip Dorsett, WR JAC",34%,0.9,2.40%,3,25
"Zay Jones, WR LVR",34%,0.6,2.40%,5,17
"Courtland Sutton, WR DEN",33%,0.9,2.30%,1,142
"Chris Conley, WR HOU",31%,0.4,2.20%,5,47
"James Washington, WR PIT",31%,0.8,2.20%,5,52
"D.K. Metcalf, WR SEA",26%,0.6,1.80%,2,190
"Elijah Moore, WR NYJ",24%,1,1.60%,5,127
"D.J. Moore, WR CAR",24%,0.5,1.60%,5,151
"Ja'Marr Chase, WR CIN",24%,0.5,1.60%,5,145
"Chase Claypool, WR PIT",24%,1.1,1.60%,5,150
"D'Wayne Eskridge, WR SEA",21%,2,1.40%,5,54
"Jakobi Meyers, WR NE",19%,0.6,1.20%,5,100
"Marquez Valdes-Scantling, WR GB",18%,1,1.20%,5,98
"Amari Rodgers, WR GB",18%,0.7,1.20%,5,54
"Dyami Brown, WR WAS",16%,0.3,1%,5,54
"Gabriel Davis, WR BUF",11%,0.7,0.70%,5,82
"Van Jefferson, WR LAR",10%,0.4,0.60%,5,42
"Riley Ridley, WR CHI",9%,0.2,0.60%,5,8
"Rashod Bateman, WR BAL",8%,0.3,0.50%,5,84
"Andy Isabella, WR ARI",6%,0.3,0.40%,5,25
"Keelan Cole, WR NYJ",6%,0.3,0.40%,5,47
"Tutu Atwell, WR LAR",6%,0.4,0.40%,5,45
"Nico Collins, WR HOU",5%,0.3,0.30%,5,71
"Lynn Bowden, WR MIA",5%,0.2,0.30%,5,0
"Kelvin Harmon, WR UNS",5%,0.2,0.30%,5,0
"Antonio Gandy-Golden, WR WAS",5%,0.2,0.30%,5,9
"KeeSean Johnson, WR ARI",5%,0.3,0.30%,5,18
"Miles Boykin, WR BAL",5%,0.2,0.30%,5,21
"Allen Lazard, WR GB",5%,0.2,0.30%,5,51
"Kendrick Bourne, WR NE",5%,0.4,0.30%,5,56
"Tyler Johnson, WR TB",5%,0.8,0.30%,5,39
"George Kittle, TE SF",95%,3,16.20%,4,146
"Rob Gronkowski, TE TB",95%,3.9,16.20%,3,79
"Chris Herndon, TE NYJ",94%,2.4,15.30%,3,41
"Trey Burton, TE UNS",94%,3.5,15.30%,5,22
"Evan Engram, TE NYG",93%,2.4,14.50%,4,86
"Jonnu Smith, TE NE",92%,3.1,13.80%,5,96
"Tyler Eifert, TE UNS",90%,4.2,12.70%,1,20
"Vance McDonald, TE UNS",90%,3.3,12.70%,3,14
"Zach Ertz, TE PHI",88%,4.4,11.70%,5,77
"O.J. Howard, TE TB",86%,2.7,10.90%,1,56
"Mo Alie-Cox, TE IND",83%,2.3,9.90%,5,67
"Eric Ebron, TE PIT",83%,1.7,9.90%,5,67
"Jordan Akins, TE HOU",83%,2.5,9.90%,5,49
"Kyle Pitts, TE ATL",77%,2.3,8.30%,0,127
"Noah Fant, TE DEN",76%,1.9,8.10%,5,104
"Travis Kelce, TE KC",75%,2,7.80%,5,207
"Brevin Jordan, TE HOU",71%,2.7,7%,0,21
"Blake Jarwin, TE DAL",66%,1.8,6.10%,2,83
"Jared Cook, TE LAC",64%,1.7,5.80%,5,74
"Robert Tonyan, TE GB",64%,1.5,5.80%,5,98
"Dalton Keene, TE NE",58%,1.7,5%,5,7
"T.J. Hockenson, TE DET",58%,1.4,5%,5,128
"Hunter Henry, TE NE",54%,1.4,4.50%,2,91
"Cole Kmet, TE CHI",52%,1.6,4.20%,4,74
"Darren Waller, TE LVR",51%,1.7,4.10%,5,158
"Dallas Goedert, TE PHI",50%,0.9,4%,5,101
"Kelvin Benjamin, TE UNS",41%,1.1,3.10%,3,15
"David Njoku, TE CLE",41%,1,3.10%,3,21
"Mark Andrews, TE BAL",41%,0.6,3.10%,5,129
"Foster Moreau, TE LVR",40%,0.8,3%,5,36
"Jack Doyle, TE IND",39%,0.8,2.90%,5,48
"Albert Okwuegbunam, TE DEN",38%,0.7,2.80%,0,24
"Tyler Conklin, TE MIN",36%,0.7,2.60%,5,52
"Maxx Williams, TE ARI",34%,0.5,2.40%,2,40
"Gerald Everett, TE SEA",34%,0.8,2.40%,5,84
"Mike Gesicki, TE MIA",33%,0.7,2.30%,5,107
"Logan Thomas, TE WAS",33%,1.2,2.30%,5,98
"Dawson Knox, TE BUF",31%,0.6,2.20%,5,68
"Irv Smith, TE MIN",31%,0.9,2.20%,5,103
"Hunter Long, TE MIA",29%,0.8,2%,5,19
"Austin Hooper, TE CLE",29%,0.6,2%,5,86
"Richard Rodgers, TE PHI",27%,0.4,1.80%,5,24
"Harrison Bryant, TE CLE",27%,0.7,1.80%,5,32
"Jimmy Graham, TE CHI",26%,0.5,1.80%,5,27
"C.J. Uzomah, TE CIN",25%,0.3,1.70%,3,49
"Cameron Brate, TE TB",24%,0.9,1.60%,5,33
"Adam Trautman, TE NO",22%,0.8,1.50%,5,69
"Hayden Hurst, TE ATL",20%,0.5,1.30%,5,57
"Brycen Hopkins, TE LAR",17%,0.6,1.10%,5,23
"Kyle Rudolph, TE NYG",16%,0.4,1%,5,46
"Dalton Schultz, TE DAL",16%,2.2,1%,5,52
"Pat Freiermuth, TE PIT",15%,0.5,1%,5,47
"Anthony Firkser, TE TEN",13%,0.5,0.80%,5,82
"Jace Sternberger, TE GB",12%,0.4,0.70%,2,22
"Kahale Warring, TE NE",9%,0.4,0.60%,0,18
"Devin Asiasi, TE NE",7%,0.2,0.40%,5,7
"Jesse James, TE CHI",6%,0.3,0.40%,5,14
"Cam Newton, QB NE",92%,3.4,13.80%,5,169
"Carson Wentz, QB IND",87%,2.5,11.30%,4,303
"Tua Tagovailoa, QB MIA",85%,2.4,10.60%,2,336
"Ben Roethlisberger, QB PIT",80%,3.5,9%,5,302
"Daniel Jones, QB NYG",79%,2.2,8.80%,4,331
"Joe Burrow, QB CIN",76%,1.7,8.10%,0,369
"Joe Flacco, QB PHI",70%,2.5,6.80%,5,14
"Mason Rudolph, QB PIT",62%,2.2,5.50%,5,14
"Taysom Hill, QB NO",58%,1.6,5%,5,118
"Tyrod Taylor, QB HOU",55%,2,4.60%,5,116
"Sam Darnold, QB CAR",50%,1.6,4%,4,316
"Marcus Mariota, QB LVR",46%,1,3.60%,4,22
"Josh Allen, QB BUF",42%,1.7,3.20%,4,445
"Ryan Fitzpatrick, QB WAS",38%,1,2.80%,5,287
"Drew Lock, QB DEN",34%,0.8,2.40%,1,59
"Zach Wilson, QB NYJ",30%,1.2,2.10%,0,315
"Derek Carr, QB LVR",22%,0.6,1.50%,5,317
"Kyler Murray, QB ARI",22%,0.7,1.50%,5,437
"Andy Dalton, QB CHI",21%,0.7,1.40%,5,74
"Jimmy Garoppolo, QB SF",21%,0.5,1.40%,3,61
"Jameis Winston, QB NO",19%,0.7,1.20%,5,240
"Aaron Rodgers, QB GB",17%,0.6,1.10%,5,385
"Justin Herbert, QB LAC",16%,0.9,1%,2,403
"Taylor Heinicke, QB WAS",16%,0.6,1%,2,54
"Patrick Mahomes, QB KC",15%,0.6,1%,5,456
"Deshaun Watson, QB HOU",14%,0.6,0.90%,3,234
"Matthew Stafford, QB LAR",14%,1,0.90%,5,381
"Justin Fields, QB CHI",13%,3.7,0.80%,5,294
"Ryan Tannehill, QB TEN",12%,0.2,0.70%,5,370
"Teddy Bridgewater, QB DEN",11%,0.3,0.70%,3,284
"Davis Mills, QB HOU",10%,0.9,0.60%,5,44
"Trevor Lawrence, QB JAC",10%,0.5,0.60%,5,354
"Dak Prescott, QB DAL",8%,0.5,0.50%,3,420
"Lamar Jackson, QB BAL",8%,0.4,0.50%,5,413
"Jalen Hurts, QB PHI",8%,0.4,0.50%,5,368
"Mac Jones, QB NE",7%,2.2,0.40%,5,163
"Baker Mayfield, QB CLE",6%,0.2,0.40%,5,341
"Matt Ryan, QB ATL",5%,0.2,0.30%,5,343
"Kirk Cousins, QB MIN",5%,0.2,0.30%,5,364
"Jared Goff, QB DET",5%,0.3,0.30%,5,297
"Mike Glennon, QB NYG",5%,0.2,0.30%,5,13
"Russell Wilson, QB SEA",5%,0.2,0.30%,5,409
"Trey Lance, QB SF",5%,0.3,0.30%,5,318
"Tom Brady, QB TB",5%,0.5,0.30%,5,399
