"Carson Wentz, QB PHI Note",92%,2.8,14.60%,3,346
"Cam Newton, QB NE Note",76%,2.4,8.50%,4,248
"Ben Roethlisberger, QB PIT Note",65%,2.7,6.40%,9,279
"Sam Darnold, QB NYJ Note",46%,1.5,3.80%,4,282
"Josh Allen, QB BUF Note",35%,1.4,2.70%,1,336
"Daniel Jones, QB NYG Note",31%,1.5,2.30%,3,323
"Mitchell Trubisky, QB CHI Note",30%,0.6,2.20%,11,115
"Dwayne Haskins, QB WAS Note",29%,0.5,2.10%,7,262
"Marcus Mariota, QB LVR Note",25%,0.4,1.80%,6,18
"Jimmy Garoppolo, QB SF Note",23%,0.4,1.60%,3,309
"Deshaun Watson, QB HOU Note",22%,0.7,1.50%,2,355
"Ryan Fitzpatrick, QB MIA Note",20%,0.3,1.40%,26,155
"Ryan Tannehill, QB TEN Note",19%,0.1,1.30%,4,310
"Tyrod Taylor, QB LAC Note",18%,0.2,1.20%,18,177
"Nick Foles, QB CHI Note",16%,0.5,1.10%,3,179
"Aaron Rodgers, QB GB Note",14%,0.1,0.90%,8,334
"Derek Carr, QB LVR Note",12%,0.1,0.80%,29,294
"Patrick Mahomes, QB KC Note",12%,0.3,0.80%,14,406
"Matthew Stafford, QB DET Note",10%,0.4,0.70%,5,320
"Robert Griffin III, QB BAL Note",8%,0.1,0.50%,2,13
"Drew Lock, QB DEN Note",8%,0.3,0.50%,0,307
"Teddy Bridgewater, QB CAR Note",7%,0,0.50%,3,303
"Russell Wilson, QB SEA Note",6%,0,0.40%,127,361
"Kyler Murray, QB ARI Note",6%,0.1,0.40%,16,368
"Drew Brees, QB NO Note",5%,0.2,0.30%,40,335
"Baker Mayfield, QB CLE Note",5%,0,0.30%,6,315
"Jared Goff, QB LAR Note",4%,0.1,0.30%,127,325
"Dak Prescott, QB DAL Note",4%,0,0.30%,33,385
"Lamar Jackson, QB BAL Note",1%,0,0.10%,26,395
"Leonard Fournette, RB JAC Note",99%,3,25%,2,182
"Dalvin Cook, RB MIN Note",96%,3.5,18.20%,1,242
"Todd Gurley, RB ATL Note",94%,2.4,16.10%,6,182
"Marlon Mack, RB IND Note",94%,3.3,16.10%,4,91
"Devin Singletary, RB BUF Note",94%,3.1,16.10%,4,150
"Jerick McKinnon, RB SF Note",93%,3.5,15.30%,2,44
"Ronald Jones, RB TB Note",93%,3.6,15.30%,4,167
"Josh Jacobs, RB LVR Note",93%,2.5,15.30%,2,213
"Tevin Coleman, RB SF Note",92%,3.2,14.60%,5,134
"Derrick Henry, RB TEN Note",92%,2.7,14.60%,33,243
"Kerryon Johnson, RB DET Note",92%,3.9,14.60%,1,111
"Saquon Barkley, RB NYG Note",89%,2.5,12.90%,5,249
"Alvin Kamara, RB NO Note",85%,4.1,11.20%,2,228
"Mark Ingram, RB BAL Note",84%,2.3,10.80%,7,137
"David Johnson, RB HOU Note",83%,3.4,10.50%,4,187
"Joe Mixon, RB CIN Note",82%,2.9,10.20%,8,218
"Sony Michel, RB NE Note",77%,2.1,8.80%,2,91
"Aaron Jones, RB GB Note",76%,1.9,8.50%,6,198
"Le'Veon Bell, RB NYJ Note",64%,1.1,6.20%,6,175
"Jordan Howard, RB MIA Note",64%,1.5,6.20%,6,134
"Alexander Mattison, RB MIN Note",64%,1.9,6.20%,127,89
"David Montgomery, RB CHI Note",63%,1.3,6%,16,167
"Chris Thompson, RB JAC Note",62%,1.2,5.90%,2,47
