period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,ppg_weight,component_rank_weight,raw_component_weight,recency_half_life,total_match_weight,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count
all_2017_2025,component_rank_w150,1620.0,2.344184819280161,3.2454613088231024,-1.6540889520061677,0.7722222222222223,0.6333318113376203,0.20271942682397803,26.75854079930582,36.368876641026354,-17.086430117124536,0.7654320987654321,0.6180578220535169,0.17415050382744895,0.35987654320987655,0.19760827144763735,0.25839228199713793,0.5015920379905752,0.17962962962962964,0.09703545803037855,0.15384337378120985,0.5485585886088551,0.17037037037037037,0.09238348851499716,0.1349529455779412,0.7462015829882678,0.025925925925925925,0.0444001013185288,0.025104871978048563,0.7343155893536122,0.551665024359139,0.05281993522524021,0.5910077381658748,61.537148007207776,0.050000000000000024,1.5128592643099865,2.2809363880216833,0.13841726533826473,0.9098765432098765,0.13024691358024693,0.12157425518970716,0.1095148378612799,0.6093461464720702,5.831038484064104,0.343962589783875,0.18330759155293697,1.5,1.5,0.0,12.0,61.25,13,16,13,13
all_2017_2025,ppg225_component_rank150,1620.0,2.3454449607122805,3.245608255323901,-1.6553246733189328,0.7648148148148148,0.6336062540551983,0.2013046551128242,26.76738469738182,36.37720320116158,-17.094669958630597,0.7592592592592593,0.6174259132331494,0.1749055607310674,0.35987654320987655,0.19567613287664468,0.25878177823522236,0.5048968607491924,0.17962962962962964,0.09659272872967462,0.1537719352854416,0.54882233237403,0.17037037037037037,0.0915992228233036,0.1353144206055949,0.7429234601449275,0.025925925925925925,0.04340906291929664,0.024990754369097215,0.740139718751886,0.5490541711792796,0.049263314226454344,0.6204782301114495,60.93986284747535,0.050000000000000024,1.5162451875068879,2.2871479205341925,0.13073306494010464,0.9098765432098765,0.13024691358024693,0.12179793614503,0.10974657397079367,0.6079401545245695,5.8628489771794845,0.34118686816833915,0.18531417428644487,2.25,1.5,0.0,12.0,64.25,13,16,13,13
all_2017_2025,ppg225_component_rank150_raw100,1620.0,2.347405951071161,3.245409706455537,-1.65597268261325,0.7604938271604939,0.6337521037400887,0.1999615684483338,26.78605007949244,36.38544380488381,-17.118738724965294,0.7574074074074074,0.6177999441633079,0.17310565591302018,0.35987654320987655,0.1943651363221217,0.2593805384592088,0.5072787149896373,0.17962962962962964,0.09603819818559314,0.15377625100381487,0.5514959701504115,0.17037037037037037,0.09057022033846558,0.1357672690557662,0.7412897903726708,0.025925925925925925,0.0432199828803483,0.02503531915660956,0.7401019977065605,0.5429601049178459,0.04094390965533653,0.6503338825895464,60.213361305955104,0.050000000000000024,1.5216454452293413,2.2981591693903347,0.11396327130557281,0.9092592592592592,0.13024691358024693,0.12268488882797406,0.1101065671094584,0.6063155274656155,5.879649679337103,0.3406084045311855,0.18708625103807458,2.25,1.5,1.0,12.0,70.25,15,18,14,14
all_2017_2025,ppg300_component_rank200_raw150,1620.0,2.3498300499330034,3.2455374867665983,-1.6565944868067248,0.758641975308642,0.6341268069722439,0.19865725024199976,26.789275430905903,36.376176720678195,-17.12089045627283,0.7604938271604939,0.6180925156121219,0.17656503304310678,0.35987654320987655,0.19368709499574618,0.26010865052503546,0.5031749786212041,0.17962962962962964,0.09569745770911353,0.1540373558752331,0.5453522918557476,0.17037037037037037,0.0902708876467937,0.13586305251414282,0.7402155042270532,0.025925925925925925,0.042349807884493,0.02506996898101991,0.7318788098255778,0.5419031155577549,0.038537503323688646,0.6590810165858886,59.03912103770313,0.050000000000000024,1.5230541921335476,2.303822751879581,0.10334177481315071,0.9098765432098765,0.13024691358024693,0.12305407484488155,0.11043130976263574,0.6069277057776851,5.902014299145292,0.33929226784240907,0.18929125007820727,3.0,2.0,1.5,12.0,79.25,15,18,14,14
all_2017_2025,ppg_w225,1620.0,2.346550945480513,3.245532402707219,-1.65555487636646,0.7598765432098765,0.6334756871546509,0.20252736794772563,26.78267225770059,36.399249406833206,-17.101106549036036,0.7561728395061729,0.6174685551866376,0.17468073017727165,0.35987654320987655,0.19492619438857411,0.25913940659773704,0.5059240353903842,0.17962962962962964,0.09605367690116995,0.15407419769448621,0.5426010823837265,0.17037037037037037,0.09148363263698744,0.1353618541240517,0.7428668478260869,0.025925925925925925,0.043445007834460994,0.025104337250999,0.7263564487899089,0.5477449369816394,0.04872211659662804,0.6221244783380855,61.36947062458653,0.050000000000000024,1.5188172642345308,2.290551485072282,0.12912325280739723,0.9135802469135802,0.13024691358024693,0.12200679123944012,0.10989290310830563,0.6046606278527678,5.861346353483397,0.34101819669018685,0.18510177142232673,2.25,1.0,0.0,12.0,61.25,13,16,13,13
all_2017_2025,ppg_w300,1620.0,2.348283939239316,3.245545084359933,-1.6564621404743427,0.7567901234567901,0.6340298308257087,0.2006407850085168,26.789374392815407,36.394160352440615,-17.10116378670039,0.7537037037037037,0.6175003592325121,0.17532656606281394,0.35987654320987655,0.19381167588213005,0.2598449103441179,0.5029864151605022,0.17962962962962964,0.09586138466691421,0.15403619365183682,0.543725871970502,0.17037037037037037,0.09074725118877751,0.13585759243383824,0.7390118184955141,0.025925925925925925,0.042772135490059135,0.025084444778191956,0.7278275695576076,0.5430838818051102,0.041840713216978784,0.6348218404394163,60.5737854011624,0.050000000000000024,1.521434812575922,2.2957067872086356,0.12201516260868149,0.9104938271604939,0.13024691358024693,0.12231984025608378,0.11001454113557714,0.6069007968408908,5.8794667630157065,0.33932231716773625,0.1863496073475949,3.0,1.0,0.0,12.0,64.25,13,16,13,13
all_2017_2025,production,1620.0,2.34328996829287,3.2452718546440003,-1.6541851623683925,0.7734567901234568,0.6331975197333279,0.2008133381483599,26.75514628190924,36.38154731586646,-17.092967491062346,0.7654320987654321,0.6177277643568887,0.17424182318152587,0.35987654320987655,0.19693607714216152,0.25851362977240766,0.5031584379667566,0.17962962962962964,0.09700405214153995,0.153896945278003,0.5448299757717737,0.17037037037037037,0.09245758634420286,0.1350241912779397,0.7453928355762595,0.025925925925925925,0.044245681310843554,0.025134392697791323,0.7288837588267246,0.5507431133401832,0.054060286931584316,0.5968763088928776,62.06768225245735,0.050000000000000024,1.5137240859192118,2.2825748266651584,0.1365667003694092,0.9117283950617284,0.13024691358024693,0.12171230036413852,0.10942781743843231,0.6117511326980581,5.832427081992816,0.34372018782952696,0.18324115665723884,1.5,1.0,0.0,12.0,58.25,13,16,13,13
all_2017_2025,raw_component_w100,1620.0,2.347471482298867,3.2455454113230404,-1.6553077488563772,0.7617283950617284,0.6338079291455926,0.19986815383672085,26.777349558659512,36.38308187938351,-17.14230670059268,0.7567901234567901,0.6176730729693294,0.1744846625492582,0.35987654320987655,0.1945547589709993,0.2593138648316753,0.5054542808040743,0.17962962962962964,0.09628682256711611,0.15378283576881918,0.5456237927904866,0.17037037037037037,0.09105248035480644,0.1357032771941577,0.7409015916149069,0.025925925925925925,0.043660102204253426,0.024975549443912733,0.7468691532379745,0.5461930574081425,0.04991812093613305,0.6423754861876623,61.19529139684581,0.050000000000000024,1.5183798618721174,2.2929161096100694,0.11689231236650431,0.9117283950617284,0.13024691358024693,0.1227473570157839,0.1100035363569015,0.6033656352695435,5.856978258271409,0.34285768805388533,0.18568257596477858,1.5,1.0,1.0,12.0,64.25,15,18,14,14
development_2017_2022,component_rank_w150,1080.0,2.343872432138314,3.232777966199574,-1.7782232545975578,0.7768518518518519,0.6433464807282325,0.21876880954002742,27.034256493892435,36.50780400150508,-17.811665921565233,0.762962962962963,0.6271043148055978,0.19176566953716678,0.36574074074074076,0.19889423127565475,0.26163233687215365,0.49283932366257044,0.1814814814814815,0.10033172299055221,0.15514550651448678,0.5357950872656755,0.17314814814814813,0.09424567783463093,0.13566108579512193,0.7558012108436981,0.022222222222222223,0.042808826828653904,0.02280880576091954,0.6922940340909091,0.5499392803706245,0.037110142698453384,0.6296220230032896,61.036282336780104,0.050000000000000024,1.5084465261600215,2.2555011364984936,0.1891908580677098,0.9083333333333333,0.12962962962962962,0.12083469297293532,0.11017760353171929,0.6027811550151976,5.243266680517485,0.37453164335516687,0.12487593602935053,1.5,1.5,0.0,12.0,61.25,13,16,13,13
development_2017_2022,ppg225_component_rank150,1080.0,2.34356949034109,3.233003095822031,-1.7792955290326555,0.774074074074074,0.6434212465392312,0.2215210470605547,27.034107816744147,36.515941003996325,-17.81696441175853,0.7574074074074074,0.6261360737487154,0.19244424863599247,0.36574074074074076,0.19706872852417423,0.2615110704045379,0.5034463642243371,0.1814814814814815,0.09975040199033695,0.1549642342144754,0.5386000554067781,0.17314814814814813,0.09371661380624145,0.13567565740140977,0.754980807348899,0.022222222222222223,0.042218924235251094,0.02252013364883635,0.7121803977272727,0.5479421820768889,0.03684080471414822,0.6443787486799919,60.408161057661076,0.050000000000000024,1.5100108423926342,2.2600064409594967,0.18260045081273632,0.9092592592592592,0.12962962962962962,0.1209346510772141,0.11031483685576922,0.6029635258358662,5.247412277324186,0.3740626531872967,0.12504963471994526,2.25,1.5,0.0,12.0,64.25,13,16,13,13
