event,baseline_variant,challenger_variant,n_rows,event_rate,baseline_brier,challenger_brier,brier_delta,recent_brier_delta,baseline_log_loss,challenger_log_loss,log_loss_delta,baseline_auc,challenger_auc,baseline_calibration_bias,challenger_calibration_bias,season_wins,season_count,season_95_low,season_95_high,player_95_low,player_95_high
plus3,tail_symmetric,tail_raw,3220,0.1406832298136646,0.12056072113961644,0.12389502068129424,0.003334299541677801,0.0057471727011129325,0.40220886548811424,0.4112537482836088,0.009044882795494593,0.6123143226181158,0.6156044392640797,0.019680053806000852,0.030130825282181806,2,8,-0.0004453374291617993,0.00726533626891786,0.0016558417646011974,0.005119949403306718
plus3,tail_symmetric,tail_smooth_k5,3220,0.1406832298136646,0.12056072113961644,0.12332409333419062,0.0027633721945741568,0.004217844607860389,0.40220886548811424,0.4087142872544326,0.006505421766318333,0.6123143226181158,0.608933257063898,0.019680053806000852,0.027466527594011025,3,8,0.00010317037177506056,0.00589800886670303,0.0015552602139425704,0.004033353561017983
plus3,tail_symmetric,tail_smooth_k3,3220,0.1406832298136646,0.12056072113961644,0.1232995580903141,0.002738836950697644,0.0038792396686381644,0.40220886548811424,0.4086303839152273,0.006421518427113083,0.6123143226181158,0.6075147732141105,0.019680053806000852,0.027593274483975028,2,8,0.0003497444762825473,0.00564416451631222,0.0016541676268402676,0.00391206498529427
plus3,tail_symmetric,tail_smooth_k8,3220,0.1406832298136646,0.12056072113961644,0.12346979950503027,0.002909078365413812,0.004679066707472979,0.40220886548811424,0.40929453718868397,0.007085671700569772,0.6123143226181158,0.6108607356809321,0.019680053806000852,0.027945109764674264,2,8,-7.765669996719498e-05,0.0063693451287499935,0.0015923081701057597,0.004343861494395458
plus3,tail_symmetric,tail_hard_floor_k5,3220,0.1406832298136646,0.12056072113961644,0.12311448649675498,0.0025537653571385223,0.004123672697475597,0.40220886548811424,0.40789914335503763,0.005690277866923346,0.6123143226181158,0.6085088288253789,0.019680053806000852,0.02666889810799844,3,8,5.0509001073155474e-05,0.005517274712577986,0.0014753586815178259,0.0037283953390313874
plus3,tail_symmetric,tail_additive_k5,3220,0.1406832298136646,0.12056072113961644,0.12346747187003301,0.0029067507304165745,0.003987105239438959,0.40220886548811424,0.40971829436229273,0.007509428874178545,0.6123143226181158,0.6096752086838657,0.019680053806000852,0.02815379312246019,3,8,0.00018285214899399206,0.0059726822588868035,0.00163664097463943,0.004264683523434428
plus5,tail_symmetric,tail_raw,3220,0.05403726708074534,0.05132947552145616,0.05163881661284328,0.0003093410913871199,0.0006884413582300467,0.20185944778147727,0.20366484801141735,0.0018054002299400806,0.6972739828378653,0.6909796907193154,0.01014285756951111,0.011983879202594597,2,8,-0.0010851702219342157,0.001638777580303192,-0.000655749730112928,0.0011881070727552514
plus5,tail_symmetric,tail_smooth_k5,3220,0.05403726708074534,0.05132947552145616,0.051623115289925296,0.00029363976846913826,0.0006487986203978581,0.20185944778147727,0.20404823705523628,0.0021887892737590116,0.6972739828378653,0.6876419800605279,0.01014285756951111,0.011036240704502792,2,8,-0.000522480818786685,0.0008606439499607605,-0.000494866993065072,0.0010106792181144558
plus5,tail_symmetric,tail_smooth_k3,3220,0.05403726708074534,0.05132947552145616,0.051686446874492635,0.0003569713530364779,0.0005367387873643283,0.20185944778147727,0.20452148910849932,0.0026620413270220192,0.6972739828378653,0.6839589889887623,0.01014285756951111,0.011171430356825565,1,8,-0.0003762919368598724,0.0008607270732490548,-0.0003718663455144918,0.0010074892256506118
plus5,tail_symmetric,tail_smooth_k8,3220,0.05403726708074534,0.05132947552145616,0.05160345233966748,0.0002739768182113207,0.0007177262296906987,0.20185944778147727,0.2038099237315858,0.0019504759501085512,0.6972739828378653,0.6895023433785404,0.01014285756951111,0.011119383887728415,2,8,-0.0006284018759322702,0.0010364003057521777,-0.0005876020176100439,0.0010301425070315725
plus5,tail_symmetric,tail_hard_floor_k5,3220,0.05403726708074534,0.05132947552145616,0.051760149493638455,0.00043067397218229345,0.0007768326671390752,0.20185944778147727,0.20464427900375973,0.002784831222282455,0.6972739828378653,0.685506147123418,0.01014285756951111,0.010794231893894168,1,8,-0.0003995015798190987,0.0010314065064491462,-0.0004069531327532393,0.0011847884736102855
plus5,tail_symmetric,tail_additive_k5,3220,0.05403726708074534,0.05132947552145616,0.0516275953320146,0.0002981198105584378,0.0004860081921888872,0.20185944778147727,0.20405899462624927,0.0021995468447720172,0.6972739828378653,0.6870929276005464,0.01014285756951111,0.011159867918612093,1,8,-0.00047408156011432396,0.0008494483494741578,-0.000440475318373932,0.000954617969356796
