period,scope,scope_value,n_rows,mean_consensus_ppg,mean_bull_gap_ppg,mean_smooth_k5,mean_residual,mean_absolute_error,plus3_rate,plus5_rate,spearman_stabilized_residual,spearman_stabilized_absolute_error
full_2017_2025,all,all,3010,6.780576582601309,0.6416684150783634,0.08498648042891327,-0.09568698697585008,2.329773411845784,0.15016611295681062,0.05913621262458472,0.02699340397935759,-0.029883461507480835
full_2017_2025,position,QB,306,12.700509325857778,0.9080008267867933,0.10011110382410496,0.05461761977466347,3.1504253369108492,0.22875816993464052,0.11437908496732026,0.15519481675299482,-0.002719990115980178
full_2017_2025,position,RB,837,6.977589510375781,0.6920186723497077,0.08970065636171944,0.09554597811731318,2.6605475059843737,0.1935483870967742,0.0884109916367981,-0.04316364450040312,-0.06161759005258159
full_2017_2025,position,TE,571,4.58505687744067,0.47709035548770296,0.07156800223107586,-0.1857055908907416,1.6495659045573612,0.08231173380035026,0.021015761821366025,-0.0296693586800459,0.04400134916242722
full_2017_2025,position,WR,1296,6.222893335427707,0.6187773569822,0.08428281610505349,-0.21501922356013387,2.2220736285107368,0.13348765432098766,0.04398148148148148,0.053046399191349076,-0.048293943243827596
full_2017_2025,quartile,Q1,687,8.603261986219598,0.18832771647733457,0.017416892522223084,-0.23488028553431448,2.4142800097998633,0.14556040756914118,0.0611353711790393,-0.07739493245915177,0.04787413045966744
full_2017_2025,quartile,Q2,816,8.277513226581158,0.42858356752655585,0.04279658790443085,-0.00993432157094866,2.3754187541706138,0.16544117647058823,0.061274509803921566,0.05250445358400324,0.01989991196634845
full_2017_2025,quartile,Q3,756,6.296963789145589,0.6532284328014729,0.0795471519899543,-0.044272126889161746,2.332208305904396,0.15211640211640212,0.056878306878306875,0.10015634588057974,-0.12734753152225398
full_2017_2025,quartile,Q4,751,3.973554076714763,1.2762661809139304,0.19811483128340965,-0.11328753702414678,2.2004213318992787,0.13581890812250333,0.05725699067909454,0.07446207893022071,0.08289050060911693
full_2017_2025,projection_band,10plus,761,13.778111265278937,0.6111327207492573,0.04287025300970785,0.20982914815949547,2.823772401327971,0.21550591327201052,0.10512483574244415,0.06096603319840569,-0.009069576587178624
full_2017_2025,projection_band,3to6,704,4.435816206109784,0.739635476888434,0.1111139817411433,-0.24143828103398016,2.2949410701921873,0.1377840909090909,0.046875,0.039725403149255344,0.028420956332490498
full_2017_2025,projection_band,6to10,706,7.855218556833011,0.5923758110473071,0.06434210433814336,-0.1406471032590666,2.468810073931334,0.16147308781869688,0.056657223796033995,0.048473870523520486,-0.02146418573420926
full_2017_2025,projection_band,lt3,839,1.4967746490193967,0.6286403224872854,0.11863560755917418,-0.2126679473156874,1.7939317599933273,0.09177592371871275,0.029797377830750895,0.05249952662500913,0.09015424923315692
recent_2023_2025,all,all,1162,6.098650485554189,0.672629677816371,0.09224716774877499,-0.21851130708012728,2.278858874590071,0.14027538726333907,0.055077452667814115,0.010084197485653954,-0.038152910709296474
recent_2023_2025,position,QB,121,12.076749846634034,1.0059313355282002,0.1082596347870054,-0.07922248500675598,2.9637388919097147,0.21487603305785125,0.09917355371900827,0.19019103102560625,-0.09453326107573498
recent_2023_2025,position,RB,299,6.313220862754333,0.7440371144609623,0.1012404185880822,-0.00438661130437837,2.717862085586962,0.20066889632107024,0.09364548494983277,0.0001804673295773383,-0.05467127561670894
recent_2023_2025,position,TE,262,3.617491684564939,0.49068763223471423,0.07880114377617628,-0.15196924775170104,1.550176959158231,0.07251908396946564,0.019083969465648856,-0.031951240587293504,0.059160055127575106
recent_2023_2025,position,WR,480,5.812310986357686,0.643439035738308,0.08994793393261273,-0.4233264134381992,2.2304884988804763,0.12083333333333333,0.03958333333333333,-0.023046866522858173,-0.07349760632641633
recent_2023_2025,quartile,Q1,240,7.969413707973789,0.25277887035163266,0.02316063666825544,-0.5090653126123224,2.418604096330569,0.12083333333333333,0.0625,-0.10001434487021382,0.12591540780122515
recent_2023_2025,quartile,Q2,325,7.762390565951685,0.4620916551741228,0.0470316769438979,0.1435538141433839,2.345743579725049,0.18769230769230769,0.06461538461538462,0.08380857497421915,-0.016093195602398056
recent_2023_2025,quartile,Q3,299,5.497026583152051,0.6514010304886716,0.0854435916763475,-0.21035890716074912,2.2198730958358266,0.13043478260869565,0.05016722408026756,0.101192790285291,-0.14718592175259818
recent_2023_2025,quartile,Q4,298,3.381156684575493,1.2616780560084844,0.2040259302204715,-0.3875575173009608,2.152551376136822,0.11409395973154363,0.0436241610738255,0.03874506325629758,0.014718575850761435
recent_2023_2025,projection_band,10plus,267,13.551953426408712,0.696283543679227,0.04907545909198075,0.06238774645416533,2.897473549554725,0.2247191011235955,0.11235955056179775,0.03034943555433948,-0.018832928371574586
recent_2023_2025,projection_band,3to6,248,4.416207194549355,0.7980605576948596,0.12044228388114776,-0.42325923104270574,2.346396029454277,0.13306451612903225,0.04838709677419355,0.011194575874347593,-0.026042789415465173
recent_2023_2025,projection_band,6to10,226,7.8471094312345135,0.5920396191675805,0.06343583700552512,-0.16928058368162907,2.6867543860742966,0.18141592920353983,0.05309734513274336,-0.057346692136758796,0.018547944849453563
recent_2023_2025,projection_band,lt3,421,1.4242142129586721,0.6270023924467243,0.11848426551245689,-0.3024749784316647,1.6277811591094993,0.0688836104513064,0.023752969121140142,0.09243555951492004,0.10583073902091536
