lock_version,model_run_id,target_name,method,slice_type,slice_value,metric,n_rows,n_seasons,value
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,rmse,3622,9,2.877684061400381
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,mae,3622,9,2.2278816632248652
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,bias,3622,9,0.1307552077109788
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,spearman,3622,9,0.7859210991530209
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,rmse,1226,3,2.8852910533524265
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,mae,1226,3,2.232285642346676
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,bias,1226,3,0.25424799699384404
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,spearman,1226,3,0.7969014352354221
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,rmse,402,1,2.8670056282000633
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,mae,402,1,2.2182622807281014
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,bias,402,1,0.37657865144899044
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,spearman,402,1,0.7712081464463746
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,rmse,365,1,2.985976983558818
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,mae,365,1,2.297009825118715
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,bias,365,1,-0.4025281093921039
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,spearman,365,1,0.7406866826912527
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,rmse,385,1,2.9086683401811797
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,mae,385,1,2.2783991066003915
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,bias,385,1,-0.1448919367419906
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,spearman,385,1,0.7781250760630033
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,rmse,409,1,3.103483413534355
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,mae,409,1,2.345111409850454
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,bias,409,1,-0.32156728723046873
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,spearman,409,1,0.7787748963259974
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2021,rmse,413,1,2.793792412618185
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2021,mae,413,1,2.1506492000497714
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2021,bias,413,1,0.2320217294345388
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2021,spearman,413,1,0.7950499961310867
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2022,rmse,422,1,2.579932911073209
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2022,mae,422,1,2.0803384392698288
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2022,bias,422,1,0.5898220424805681
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2022,spearman,422,1,0.8145558664587504
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2023,rmse,404,1,2.946495155475674
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2023,mae,404,1,2.2537540304774484
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2023,bias,404,1,0.4423309000723714
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2023,spearman,404,1,0.7896200304266573
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T201543Z_681a65fc,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2024,rmse,406,1,2.970130177307922
