candidate_method,baseline_method,period,metric,n,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
one_year_w025_wr,production,all_2017_2025,ppg_crps,648,9,0.0014351903499128574,-0.00047554909497720055,0.003212397150701264,0.075
one_year_w025_wr,production,all_2017_2025,contribution_crps,648,9,0.0041821577841917815,-0.025675356646950136,0.03438223846806638,0.374
one_year_w025_wr,production,all_2017_2025,played_crps,648,9,0.002312230756103816,-0.002945246642209829,0.007888638663381678,0.2035
one_year_w025_wr,production,all_2017_2025,plus3_brier_row,648,9,0.00016141402073196546,-0.000785852126504305,0.0012079605905623207,0.3735
one_year_w025_wr,production,all_2017_2025,plus5_brier_row,648,9,-0.0006989113568056237,-0.001298483097829792,-5.0123281984172694e-05,0.9805
one_year_w025_wr,production,all_2017_2025,impact_brier_row,648,9,-6.145539196995916e-05,-0.0007461735445320058,0.000610792795328806,0.541
one_year_w025_wr,production,all_2017_2025,zero_brier_row,648,9,3.5837230066034524e-05,-0.00015145977315192776,0.00023842924890663152,0.3335
one_year_w025_wr,production,all_2017_2025,extended_absence_brier_row,648,9,0.0002010767427344855,-0.00016903076175995663,0.0005657540436150918,0.1565
one_year_w025_wr,production,development_2017_2022,ppg_crps,432,6,0.0014486946315291091,-0.0014928983254614255,0.003969793318085846,0.157
one_year_w025_wr,production,development_2017_2022,contribution_crps,432,6,0.005130679719549527,-0.02333960621980246,0.036001932192231086,0.387
one_year_w025_wr,production,development_2017_2022,played_crps,432,6,0.0006681386179855447,-0.005706333643628753,0.008531661968209182,0.433
one_year_w025_wr,production,development_2017_2022,plus3_brier_row,432,6,0.0004886879203553333,-0.0008289161121778666,0.0018187671362440514,0.2455
one_year_w025_wr,production,development_2017_2022,plus5_brier_row,432,6,-0.00048076309496366225,-0.0012832645168847825,0.0003217383269574582,0.872
one_year_w025_wr,production,development_2017_2022,impact_brier_row,432,6,2.8013231279703408e-05,-0.0008163382108743449,0.0008392252231119022,0.4845
one_year_w025_wr,production,development_2017_2022,zero_brier_row,432,6,7.412297870061414e-05,-0.00021215225118751275,0.0003237362457367798,0.271
one_year_w025_wr,production,development_2017_2022,extended_absence_brier_row,432,6,8.528430732016315e-05,-0.0003819128901730755,0.0005384934448073998,0.3465
one_year_w025_wr,production,temporal_2023_2025,ppg_crps,216,3,0.0014081817866803538,0.0009749629403021222,0.0017462967080270034,0.0
one_year_w025_wr,production,temporal_2023_2025,contribution_crps,216,3,0.0022851139134762916,-0.07712591948089934,0.05444376745255061,0.3715
one_year_w025_wr,production,temporal_2023_2025,played_crps,216,3,0.00560041503234036,0.00016021061956106308,0.009423857901483548,0.0
one_year_w025_wr,production,temporal_2023_2025,plus3_brier_row,216,3,-0.0004931337785147703,-0.0015871102906646031,0.0009138294905189259,0.7435
one_year_w025_wr,production,temporal_2023_2025,plus5_brier_row,216,3,-0.0011352078804895466,-0.0019859225311298677,-0.00061420500107703,1.0
one_year_w025_wr,production,temporal_2023_2025,impact_brier_row,216,3,-0.00024039263846928428,-0.0016882967149511262,0.0005216918234768193,0.6875
one_year_w025_wr,production,temporal_2023_2025,zero_brier_row,216,3,-4.073426720312486e-05,-0.00019410765766726145,0.00023787320347523494,0.735
one_year_w025_wr,production,temporal_2023_2025,extended_absence_brier_row,216,3,0.0004326616135631301,-1.641824765841868e-05,0.0011012928906306188,0.0365
one_year_w050_wr,production,all_2017_2025,ppg_crps,648,9,0.002400988622629772,-0.0010579653103186405,0.005544113988827183,0.087
one_year_w050_wr,production,all_2017_2025,contribution_crps,648,9,0.024109589714646877,-0.009888571832558753,0.059007322429837354,0.0915
one_year_w050_wr,production,all_2017_2025,played_crps,648,9,0.0018612161596513366,-0.005010303860147097,0.010509751820716406,0.348
one_year_w050_wr,production,all_2017_2025,plus3_brier_row,648,9,0.0004903231220453614,-0.0012407082432032768,0.002328211944592154,0.292
one_year_w050_wr,production,all_2017_2025,plus5_brier_row,648,9,-7.218739400722838e-05,-0.000816056888615437,0.0006935895688616935,0.5585
one_year_w050_wr,production,all_2017_2025,impact_brier_row,648,9,0.00015386954963599137,-0.0007221044953388583,0.001042066679541688,0.3475
one_year_w050_wr,production,all_2017_2025,zero_brier_row,648,9,0.00017537597896713104,6.9493638548130494e-06,0.00037939662703574207,0.0215
one_year_w050_wr,production,all_2017_2025,extended_absence_brier_row,648,9,5.336478864646419e-05,-0.00021788467564584526,0.00036200862424086915,0.392
one_year_w050_wr,production,development_2017_2022,ppg_crps,432,6,0.002151757939230944,-0.002844768368344482,0.007102630296451617,0.1975
one_year_w050_wr,production,development_2017_2022,contribution_crps,432,6,0.014317230781141681,-0.009576951677100229,0.04220024603838251,0.134
one_year_w050_wr,production,development_2017_2022,played_crps,432,6,0.0014854867628072148,-0.007869535572625696,0.014471909958374456,0.4195
one_year_w050_wr,production,development_2017_2022,plus3_brier_row,432,6,0.0008023020902198335,-0.0015384778698889431,0.003088329671330014,0.2665
one_year_w050_wr,production,development_2017_2022,plus5_brier_row,432,6,0.00022143642756975446,-0.00046737098004896347,0.0010015485541474338,0.291
one_year_w050_wr,production,development_2017_2022,impact_brier_row,432,6,8.294944685776332e-05,-0.0008318291971848769,0.0010627956506601723,0.439
one_year_w050_wr,production,development_2017_2022,zero_brier_row,432,6,0.000321049174638892,0.0001384639811485534,0.0005186896599891542,0.0
one_year_w050_wr,production,development_2017_2022,extended_absence_brier_row,432,6,-0.00014103521078174004,-0.00032454754428070314,6.435422389086027e-05,0.916
one_year_w050_wr,production,temporal_2023_2025,ppg_crps,216,3,0.002899449989427428,0.002336199526628483,0.003219736016059019,0.0
one_year_w050_wr,production,temporal_2023_2025,contribution_crps,216,3,0.04369430758165727,-0.06585119518073844,0.10020735493678373,0.2685
one_year_w050_wr,production,temporal_2023_2025,played_crps,216,3,0.0026126749533395815,-0.0019263937421116113,0.010164973445897408,0.2865
one_year_w050_wr,production,temporal_2023_2025,plus3_brier_row,216,3,-0.00013363481430358245,-0.0033940871271897315,0.0029939577751524403,0.621
one_year_w050_wr,production,temporal_2023_2025,plus5_brier_row,216,3,-0.0006594350371611944,-0.0023754855652086877,0.0005600386139597682,0.7215
one_year_w050_wr,production,temporal_2023_2025,impact_brier_row,216,3,0.00029570975519244727,-0.00190433764397873,0.001700827935942877,0.2685
one_year_w050_wr,production,temporal_2023_2025,zero_brier_row,216,3,-0.00011597041237639089,-0.00021345377819191326,-4.137152290951837e-05,1.0
one_year_w050_wr,production,temporal_2023_2025,extended_absence_brier_row,216,3,0.00044216478750287264,-0.0002246175344617305,0.001080932576337539,0.034
three_year_w025_wr,production,all_2017_2025,ppg_crps,648,9,0.0017374510747295972,0.00015074050069982384,0.0033003883067159296,0.017
three_year_w025_wr,production,all_2017_2025,contribution_crps,648,9,-0.007785120309099991,-0.04405541597381674,0.024385114313152507,0.671
three_year_w025_wr,production,all_2017_2025,played_crps,648,9,0.002104560404659792,-0.003450994053458666,0.00957316149426978,0.2535
three_year_w025_wr,production,all_2017_2025,plus3_brier_row,648,9,0.0006276230819305855,-7.329589369602857e-05,0.001411065660451727,0.0435
three_year_w025_wr,production,all_2017_2025,plus5_brier_row,648,9,-0.0003894215015615274,-0.0010118068371578965,0.0003041642146369432,0.8615
three_year_w025_wr,production,all_2017_2025,impact_brier_row,648,9,-0.00021555389790923194,-0.0006105600346110324,0.00021661743934032609,0.839
three_year_w025_wr,production,all_2017_2025,zero_brier_row,648,9,-7.586352664544817e-05,-0.0005245668125290195,0.00031046690165439456,0.5875
three_year_w025_wr,production,all_2017_2025,extended_absence_brier_row,648,9,0.0003303852396488736,-0.00012428123940821324,0.0009043264894293496,0.087
three_year_w025_wr,production,development_2017_2022,ppg_crps,432,6,0.0019830682212840177,0.0001060099398718208,0.00390028092440619,0.019
three_year_w025_wr,production,development_2017_2022,contribution_crps,432,6,0.0026129144553671876,-0.035282640903516634,0.04041869648923654,0.426
three_year_w025_wr,production,development_2017_2022,played_crps,432,6,0.002651508786480275,-0.0054956360213619,0.013039335810687157,0.317
three_year_w025_wr,production,development_2017_2022,plus3_brier_row,432,6,0.0010455454311325341,0.00018309820263035857,0.0020360128562277344,0.0075
three_year_w025_wr,production,development_2017_2022,plus5_brier_row,432,6,-0.0002332456067112946,-0.001022731621418511,0.0006145079618800917,0.7075
three_year_w025_wr,production,development_2017_2022,impact_brier_row,432,6,-0.00023743973550810493,-0.000768537111452503,0.00033492758225704277,0.807
three_year_w025_wr,production,development_2017_2022,zero_brier_row,432,6,7.458774984483847e-05,-0.0002980927284491772,0.00042382648055741084,0.325
three_year_w025_wr,production,development_2017_2022,extended_absence_brier_row,432,6,0.0003966429513195877,-0.00021033850688577494,0.0011954367457410436,0.1305
three_year_w025_wr,production,temporal_2023_2025,ppg_crps,216,3,0.0012462167816207565,-0.0016767980197527838,0.004138440139214365,0.137
three_year_w025_wr,production,temporal_2023_2025,contribution_crps,216,3,-0.028581189838034347,-0.09415214552547779,0.034239387516913654,0.8465
three_year_w025_wr,production,temporal_2023_2025,played_crps,216,3,0.0010106636410188276,-0.001495465870629943,0.003591057730333984,0.137
three_year_w025_wr,production,temporal_2023_2025,plus3_brier_row,216,3,-0.0002082216164733119,-0.0013659951484962384,0.00037954018464185166,0.6935
three_year_w025_wr,production,temporal_2023_2025,plus5_brier_row,216,3,-0.0007017732912619931,-0.00159339428792343,0.0004032714828857976,0.9635
three_year_w025_wr,production,temporal_2023_2025,impact_brier_row,216,3,-0.0001717822227114861,-0.00045592075358997776,0.000313403430676213,0.7315
three_year_w025_wr,production,temporal_2023_2025,zero_brier_row,216,3,-0.00037676607962602133,-0.0015754042201962931,0.0003905324163769046,0.6875
three_year_w025_wr,production,temporal_2023_2025,extended_absence_brier_row,216,3,0.0001978698163074456,-0.0002759034695166195,0.000609311470057635,0.159
three_year_w050_wr,production,all_2017_2025,ppg_crps,648,9,0.00233479643952158,-0.0005970717336045411,0.005291031404080295,0.056
three_year_w050_wr,production,all_2017_2025,contribution_crps,648,9,-0.00309424211899818,-0.04569462616994486,0.035765021890418594,0.567
three_year_w050_wr,production,all_2017_2025,played_crps,648,9,-9.680451171367373e-05,-0.009562695288824688,0.011956653510361242,0.5235
three_year_w050_wr,production,all_2017_2025,plus3_brier_row,648,9,6.168378497466462e-06,-0.0011364266975897337,0.001241513357356294,0.495
three_year_w050_wr,production,all_2017_2025,plus5_brier_row,648,9,-0.000646150701503328,-0.0014472432379296248,0.00014670787685218734,0.9375
three_year_w050_wr,production,all_2017_2025,impact_brier_row,648,9,-0.0003074588760302301,-0.0009428264417383076,0.0003302102453325157,0.82
three_year_w050_wr,production,all_2017_2025,zero_brier_row,648,9,-1.9325779299006554e-05,-0.00042981185424666456,0.00037056411287680934,0.5095
three_year_w050_wr,production,all_2017_2025,extended_absence_brier_row,648,9,0.00026717084303081357,-0.0004364266291964732,0.0011723341138292838,0.2575
three_year_w050_wr,production,development_2017_2022,ppg_crps,432,6,0.0032728063618142826,-0.00018452512514643713,0.006710322429604562,0.0315
three_year_w050_wr,production,development_2017_2022,contribution_crps,432,6,-0.0029188211533660046,-0.05389013455450903,0.04374923750490452,0.5305
three_year_w050_wr,production,development_2017_2022,played_crps,432,6,0.0024288060529624937,-0.011797058098117423,0.020336869695089254,0.412
three_year_w050_wr,production,development_2017_2022,plus3_brier_row,432,6,0.0010283428093083925,1.6137114930398706e-05,0.002054150539784469,0.021
three_year_w050_wr,production,development_2017_2022,plus5_brier_row,432,6,-0.0002577870885053118,-0.0011104427371465889,0.000583982742252495,0.712
three_year_w050_wr,production,development_2017_2022,impact_brier_row,432,6,-0.00042232875807399526,-0.0011917166901870815,0.0003303913111540852,0.8595
three_year_w050_wr,production,development_2017_2022,zero_brier_row,432,6,-7.545981026916495e-05,-0.0005732294966620478,0.0003894068654788864,0.61
three_year_w050_wr,production,development_2017_2022,extended_absence_brier_row,432,6,0.0003123541418316029,-0.0007587906006399638,0.0015817945043993702,0.322
three_year_w050_wr,production,temporal_2023_2025,ppg_crps,216,3,0.0004587765949361736,-0.004568563278777878,0.0055415052243340595,0.361
three_year_w050_wr,production,temporal_2023_2025,contribution_crps,216,3,-0.0034450840502625304,-0.07985834323990909,0.06426713542269533,0.5845
three_year_w050_wr,production,temporal_2023_2025,played_crps,216,3,-0.00514802564106601,-0.012300317199982006,-0.000948042654392692,1.0
three_year_w050_wr,production,temporal_2023_2025,plus3_brier_row,216,3,-0.0020381804831243852,-0.002756929062436473,-0.0015937930576564094,1.0
three_year_w050_wr,production,temporal_2023_2025,plus5_brier_row,216,3,-0.00142287792749936,-0.0029258378011731106,-0.0003202753265021307,1.0
three_year_w050_wr,production,temporal_2023_2025,impact_brier_row,216,3,-7.771911194269979e-05,-0.0008319226347310869,0.0011575534763644808,0.616
three_year_w050_wr,production,temporal_2023_2025,zero_brier_row,216,3,9.294228264131036e-05,-0.0007317836849598751,0.0008370214897884911,0.3715
three_year_w050_wr,production,temporal_2023_2025,extended_absence_brier_row,216,3,0.00017680424542923455,-0.00012639294166392703,0.0004518802894660621,0.159
both_w025_wr,production,all_2017_2025,ppg_crps,648,9,0.003001082759936037,-6.765344749435347e-05,0.006150025070089457,0.031
both_w025_wr,production,all_2017_2025,contribution_crps,648,9,0.0061986312905321205,-0.03240626462167923,0.036315080487650545,0.3385
both_w025_wr,production,all_2017_2025,played_crps,648,9,0.002904796795648032,-0.005200213668470013,0.013548793687057303,0.2945
both_w025_wr,production,all_2017_2025,plus3_brier_row,648,9,0.0002199400151637495,-0.0010040600436393803,0.0015525017170887941,0.374
both_w025_wr,production,all_2017_2025,plus5_brier_row,648,9,-0.0006597412557293432,-0.0012610758917402216,5.54401434057311e-06,0.974
both_w025_wr,production,all_2017_2025,impact_brier_row,648,9,-0.0002796033981629784,-0.0009506542618844898,0.0003675624067280818,0.8075
both_w025_wr,production,all_2017_2025,zero_brier_row,648,9,1.589230812626105e-05,-0.00022654897920096966,0.00024012960994504833,0.4165
both_w025_wr,production,all_2017_2025,extended_absence_brier_row,648,9,0.0005745601518287502,4.861913146576694e-05,0.0012413460736595302,0.0135
both_w025_wr,production,development_2017_2022,ppg_crps,432,6,0.0032244380077391032,-0.0014772605472590636,0.00781378762983005,0.0845
both_w025_wr,production,development_2017_2022,contribution_crps,432,6,0.015174887403239114,-0.008202631919719969,0.032802422579944604,0.082
both_w025_wr,production,development_2017_2022,played_crps,432,6,0.005082409175331249,-0.007306181595835193,0.021145064947063655,0.2545
both_w025_wr,production,development_2017_2022,plus3_brier_row,432,6,0.0008999856485255108,-0.0005546861559620636,0.002356231312626887,0.1295
both_w025_wr,production,development_2017_2022,plus5_brier_row,432,6,-0.0004316040084526743,-0.0010869087220266016,0.0002616799786983382,0.8835
both_w025_wr,production,development_2017_2022,impact_brier_row,432,6,-0.0004144647765520639,-0.0011745065407781947,0.0003172611487588621,0.8465
both_w025_wr,production,development_2017_2022,zero_brier_row,432,6,5.934486545330208e-05,-0.00021121757604700974,0.00027818579093526294,0.307
both_w025_wr,production,development_2017_2022,extended_absence_brier_row,432,6,0.0006627130596987814,-7.215724955645952e-05,0.0015814090114972413,0.0415
both_w025_wr,production,temporal_2023_2025,ppg_crps,216,3,0.002554372264329904,0.001265971006537155,0.0050185204898045965,0.0
