scope,period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,one_year_weight,three_year_weight,prior_available_weight,history_depth_weight,primary,recency_half_life,wr_feature_count,wr_total_match_weight
wr,all_2017_2025,both_w025_wr,648.0,2.4592085717233148,3.4366189455442275,-2.2175403859800076,0.7253086419753086,0.6700035648580462,0.2521668426841909,28.190580531179304,38.32041127901083,-22.08833031453103,0.7237654320987654,0.6453204299742654,0.21393995883297562,0.43209876543209874,0.19529776970293328,0.3019933065266352,0.5172069099378882,0.21604938271604937,0.08913780184011791,0.1851017203910809,0.5276293588301463,0.1867283950617284,0.07734577815085052,0.14470997788234874,0.813712421785563,0.021604938271604937,0.04936670513634463,0.0220285149593258,0.7774898602974313,0.6149530571841219,0.17636784897676103,0.6572088243820801,63.719677991244,0.05000000000000002,1.460001228429934,2.1609225298549783,0.2003029902365904,0.9012345679012346,0.12191358024691358,0.10382247759861848,0.10628909917986291,0.6068385575404329,5.757561938095556,0.351730496675772,0.1765440904783168,0.25,0.25,0.0,0.0,0,12.0,15,13.75
wr,all_2017_2025,both_w050_wr,648.0,2.463230849228197,3.436593980096702,-2.217493921112738,0.7268518518518519,0.6689769536095589,0.25027760213314526,28.2447333382127,38.31860794942642,-22.067984347265785,0.7299382716049383,0.6449319223717772,0.21595594186800304,0.43209876543209874,0.19453447590876286,0.302579340601736,0.5136354813664596,0.21604938271604937,0.08873459844366038,0.1856260954958603,0.5176462317210349,0.1867283950617284,0.07718136141747152,0.14525500788206855,0.8086471058698073,0.021604938271604937,0.05004555412988518,0.02207951555606392,0.7810950878774222,0.6092549489579421,0.16048900535317637,0.6531475404860649,62.04017069115129,0.050000000000000024,1.4576727568540593,2.16033749886173,0.19743790871342592,0.904320987654321,0.12191358024691358,0.10405813472964669,0.10612693021795866,0.6119774865965162,5.750455937435346,0.35217558749970007,0.17561259209656774,0.5,0.5,0.0,0.0,0,12.0,15,14.25
wr,all_2017_2025,full_w025_wr,648.0,2.46024435486973,3.4363345233025497,-2.216760070549711,0.7237654320987654,0.6684513339105801,0.2466599837376941,28.239554868209613,38.33252490039243,-22.023790830960507,0.720679012345679,0.6443664923722909,0.2181227296869992,0.43209876543209874,0.19618458306710548,0.30182497064489366,0.5119565217391304,0.21604938271604937,0.08865904544469534,0.18537021880463644,0.5262373453318335,0.1867283950617284,0.0751730414546573,0.14591274078419655,0.8070004861448712,0.021604938271604937,0.05145192662288483,0.022197712387691963,0.789995493465525,0.6121103868574583,0.1627401425426207,0.6635599419492865,61.44003982743295,0.05000000000000003,1.4614035972016837,2.1574373328812744,0.22646458495690597,0.8981481481481481,0.12191358024691358,0.09875377129737027,0.10563208467104925,0.6286623211941892,5.342395234314057,0.37878697529345756,0.139453336501749,0.25,0.25,0.25,0.25,1,12.0,17,14.25
wr,all_2017_2025,full_w050_wr,648.0,2.4612014530023534,3.435933622144005,-2.216171231220405,0.7299382716049383,0.6684231517540768,0.24598785651308652,28.246747774484216,38.3022204000449,-21.97905596128948,0.7253086419753086,0.6444292297940599,0.21643988745375642,0.43209876543209874,0.19536327304385048,0.30250606947719283,0.5075892857142857,0.21604938271604937,0.08852761280214268,0.18550106329246474,0.521962879640045,0.1867283950617284,0.0756863718868264,0.14568180714944678,0.8089137014443207,0.021604938271604937,0.05134783205250425,0.02206197682268582,0.8019378098242451,0.6082479204311211,0.15619652369449347,0.6600916500322834,60.18184865973348,0.050000000000000024,1.4598925283348365,2.153705721340467,0.22917468744192135,0.8996913580246914,0.12191358024691358,0.09834187753199589,0.10578395835516474,0.6230117238771107,5.362562172566846,0.37703174146812496,0.14099906499801262,0.5,0.5,0.25,0.25,0,12.0,17,14.75
wr,all_2017_2025,one_year_w025_wr,648.0,2.4576426793132913,3.4366913730960413,-2.2176291900965177,0.7268518518518519,0.6692038145862051,0.24930733154146056,28.188564057672966,38.340228230329,-22.083271315064245,0.7268518518518519,0.6451676274478002,0.21832783791016463,0.43209876543209874,0.19642703966219158,0.3019347805322034,0.5087344720496895,0.21604938271604937,0.08956749625063268,0.18506255029000457,0.5228205849268841,0.1867283950617284,0.07691096240318618,0.1449281258885418,0.8122069408941929,0.021604938271604937,0.04961725779888115,0.022048459881265574,0.7656602073005858,0.6132209231337953,0.1577132761084769,0.6621714535555732,64.16479291890113,0.050000000000000024,1.4594086623903897,2.1593904096657877,0.20074311068471928,0.9074074074074074,0.12191358024691358,0.1036952044578841,0.10591561577076865,0.6184956953126738,5.7699613283946745,0.35052459750762616,0.17741344613391968,0.25,0.0,0.0,0.0,0,12.0,14,13.5
wr,all_2017_2025,one_year_w050_wr,648.0,2.4586084775860084,3.4365246094370367,-2.2174347959517724,0.7222222222222222,0.6693866373975758,0.2529359763042236,28.208491489603418,38.33261598561143,-22.083577201681205,0.7345679012345679,0.6452102322852075,0.21803085564576935,0.43209876543209874,0.19582447903388125,0.30226368963351685,0.5080454192546584,0.21604938271604937,0.08868689508175749,0.185689274252803,0.50748031496063,0.1867283950617284,0.07722995453541284,0.1451434508301477,0.808458920758386,0.021604938271604937,0.04972540448568698,0.022187998630166666,0.764420910319964,0.6153282782888865,0.1750660051029422,0.6655585844902319,63.27639720140093,0.05000000000000002,1.4589576477939374,2.1614670657370065,0.19595841294522917,0.904320987654321,0.12191358024691358,0.10410700071139313,0.10576790381668062,0.6210762830637806,5.775062024829433,0.35030899013341094,0.17784569946040396,0.5,0.0,0.0,0.0,0,12.0,14,13.75
wr,all_2017_2025,production,648.0,2.4562074889633787,3.4368146911287876,-2.21725330343165,0.7283950617283951,0.6690170064379399,0.25050469617305127,28.184381899888773,38.34289318906137,-22.077247052415895,0.7283950617283951,0.6451585793436003,0.21429597953079293,0.43209876543209874,0.19674536338697998,0.30177336651147146,0.5098214285714285,0.21604938271604937,0.08984345907241834,0.1857614616468102,0.5011107986501687,0.1867283950617284,0.07659969597282218,0.14498958128051173,0.8111405585961391,0.021604938271604937,0.04941693579236723,0.022012622651199538,0.764420910319964,0.6090434129883837,0.1526545240033831,0.6622475945575356,64.27799423046878,0.050000000000000024,1.457096431634286,2.160532161483029,0.1935233538409186,0.9135802469135802,0.12191358024691358,0.10416487367975744,0.10571453902803415,0.6185624346510645,5.745468746124269,0.35200071217504486,0.17518712508530604,0.0,0.0,0.0,0.0,0,12.0,13,13.25
wr,all_2017_2025,three_year_w025_wr,648.0,2.4579449400381086,3.4367428147392087,-2.2176593316730617,0.7253086419753086,0.6695390725133896,0.254390033713178,28.17659677957967,38.333614196244085,-22.123131069394898,0.7237654320987654,0.6447965016693472,0.21484362672313168,0.43209876543209874,0.19501884584667867,0.30240098959340206,0.5094914596273292,0.21604938271604937,0.08928667488598425,0.1853720401452487,0.5160854893138358,0.1867283950617284,0.07621391219734172,0.1447740273826025,0.8171468000690012,0.021604938271604937,0.04982875889862601,0.02193675912455409,0.783573681838666,0.6174710474716134,0.17275987284894104,0.6616307719534366,64.24973199733215,0.050000000000000024,1.4592009920389457,2.1605510651825854,0.20107254750403797,0.9104938271604939,0.12191358024691358,0.10404325777025392,0.10604492426768303,0.6116437899045627,5.742287193495552,0.3527182361304503,0.17527359394134834,0.0,0.25,0.0,0.0,0,12.0,14,13.5
wr,all_2017_2025,three_year_w050_wr,648.0,2.4585422854029,3.4367336121788603,-2.217745634852632,0.7253086419753086,0.6693711964789173,0.25099790688508666,28.18128765776977,38.32204240207914,-22.106344475314966,0.7314814814814815,0.6447644498504239,0.21667633513888945,0.43209876543209874,0.1947246967398153,0.30177953488996895,0.5216226708074534,0.21604938271604937,0.08947912120454495,0.1851153109453069,0.5257874015748032,0.1867283950617284,0.07691874276048656,0.14468212240448153,0.8154844982514466,0.021604938271604937,0.04948145103896538,0.02199329687190053,0.8009238395673727,0.6170492544948895,0.18264328419411852,0.6567011722659087,63.585797863880934,0.050000000000000024,1.4569996271225725,2.1591599809293034,0.20477561973925199,0.9104938271604939,0.12191358024691358,0.10383344611733038,0.10598170987106499,0.6151587283931392,5.727942328853092,0.35429181912389973,0.17430012402080428,0.0,0.5,0.0,0.0,0,12.0,14,13.75
wr,development_2017_2022,both_w025_wr,432.0,2.502918751651487,3.4996481292909314,-2.323940728755694,0.7129629629629629,0.682758057529581,0.27685820070888223,28.724378273136427,38.77633347300592,-23.117136859276403,0.6967592592592593,0.6560240332889224,0.233100093377212,0.4537037037037037,0.19554286313889643,0.31694942535808684,0.48867173988239365,0.22453703703703703,0.09156596875411066,0.1922232846282579,0.500846284043699,0.18981481481481483,0.07418938454961406,0.14596591912762552,0.8320557491289199,0.02546296296296296,0.05005018830253495,0.025625371277169715,0.7333189375944721,0.5957899949057376,0.14173657885445823,0.6506906135686377,63.27714823650354,0.05000000000000002,1.484360888784252,2.183334526738087,0.3125155277025898,0.8981481481481481,0.125,0.10356057742117651,0.1076919773264499,0.6352145796590241,5.1602872381750995,0.3862861018281475,0.11997049443535167,0.25,0.25,0.0,0.0,0,12.0,15,13.75
