comparison,challenger,reference,metric,origins,mean_origin_delta,pooled_challenger,pooled_reference,origin_wins,recent_mean_delta,bootstrap_95_lower,bootstrap_95_upper,exact_sign_flip_pvalue
primary_vs_expert_carry,next_ppg_primary_blend,next_ppg_expert_carry_forward,rmse,8,-0.7575338964774646,3.505660870061403,4.2671043431392475,8,-0.6253606662731702,-0.8496075307027691,-0.6675064741524883,0.0078125
aging_vs_expert_carry,next_ppg_position_experience_aging,next_ppg_expert_carry_forward,rmse,8,-0.3516455370441532,3.911734895840602,4.2671043431392475,8,-0.2423002497352774,-0.46169695575847125,-0.23242855867021023,0.0078125
lasso_vs_expert_carry,next_ppg_lasso,next_ppg_expert_carry_forward,rmse,8,-0.7034091687920522,3.560449146261356,4.2671043431392475,8,-0.5609633395701454,-0.8015040757750233,-0.6064104370756769,0.0078125
rf_vs_expert_carry,next_ppg_random_forest,next_ppg_expert_carry_forward,rmse,8,-0.7519496904254606,3.51084179953543,4.2671043431392475,8,-0.6130764509304845,-0.8446309867963794,-0.6582765218004393,0.0078125
lightgbm_vs_expert_carry,next_ppg_lightgbm,next_ppg_expert_carry_forward,rmse,8,-0.7500259069083184,3.513316949422064,4.2671043431392475,8,-0.6313827559509817,-0.8295948946933346,-0.6698255761035015,0.0078125
participation_lgbm_vs_prior,next_participation_lightgbm,next_participation_position_experience_prior,brier,8,-0.09693489620884713,0.16602993403641284,0.2644810987366634,8,-0.08879040643232133,-0.11026650192356206,-0.08378703643907189,0.0078125
participation_lgbm_vs_logistic,next_participation_lightgbm,next_participation_logistic,brier,8,-0.008133939458251936,0.16602993403641284,0.17460020122992395,8,-0.005154007455245663,-0.012303000910163467,-0.004503463319724062,0.0078125
