lock_version,model_run_id,feature_run_id,created_at_utc,validation_start_season,validation_end_season,current_shadow_season,conditional_ppg_rows,participation_rows,current_candidate_rows,current_ppg_rows,status,parameter_cache_hits,parameter_cache_entries,metadata_json
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260828T211824Z_82d4960d,milestone_3_20260828T210353Z_bab8fd94,2026-08-28T21:22:20+00:00,2017,2025,2026,3696,7817,783,634,complete_shadow,1,7,"{""blend_weights"": {""conditional_ppg_lasso"": 0.3333333333333333, ""conditional_ppg_lightgbm"": 0.3333333333333333, ""conditional_ppg_random_forest"": 0.3333333333333333}, ""inner_validation_start"": 2013, ""lock_version"": ""v2_conditional_ppg_2026_candidate_nffc_v1"", ""participation_feature_hash"": ""182d37335cc030902ee87e2ecc01649fcbf78cdace067fc30f3e3d114c61d19d"", ""primary_feature_hash"": ""f76c6e42c480dc26ddd6ba73f75c43715bbcb484565603a799f6cd7adc9014c9"", ""random_seed"": 1234, ""scoring_objective"": ""nffc"", ""validation_seasons"": [2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]}"
