comparison,challenger,reference,metric,origins,mean_origin_delta,pooled_challenger,pooled_reference,origin_wins,recent_mean_delta,bootstrap_95_lower,bootstrap_95_upper,exact_sign_flip_pvalue
primary_vs_expert_carry,next_ppg_primary_blend,next_ppg_expert_carry_forward,rmse,8,-1.620859109968192,3.9705810641714363,5.596195426500796,8,-1.4662670577110601,-1.7447883339328216,-1.5030131732113694,0.0078125
aging_vs_expert_carry,next_ppg_position_experience_aging,next_ppg_expert_carry_forward,rmse,8,-0.7648462225909385,4.828177912082683,5.596195426500796,8,-0.6589814169992122,-0.8716494562238829,-0.6507632450980209,0.0078125
lasso_vs_expert_carry,next_ppg_lasso,next_ppg_expert_carry_forward,rmse,8,-1.5665868477167555,4.024794356418074,5.596195426500796,8,-1.402427513579692,-1.7007245623753977,-1.4406733109134466,0.0078125
rf_vs_expert_carry,next_ppg_random_forest,next_ppg_expert_carry_forward,rmse,8,-1.6019661444731015,3.9898043043177056,5.596195426500796,8,-1.4762909178571693,-1.7286588307250186,-1.4894238463436953,0.0078125
lightgbm_vs_expert_carry,next_ppg_lightgbm,next_ppg_expert_carry_forward,rmse,8,-1.6019405417034585,3.9898919086878593,5.596195426500796,8,-1.4447045923019655,-1.71436548554464,-1.4883280596325208,0.0078125
participation_lgbm_vs_prior,next_participation_lightgbm,next_participation_position_experience_prior,brier,8,-0.1017961375615595,0.1605668658012557,0.2644810987366634,8,-0.08839521982235084,-0.1200393020185737,-0.08474887480332617,0.0078125
participation_lgbm_vs_logistic,next_participation_lightgbm,next_participation_logistic,brier,8,-0.01198243149467339,0.1605668658012557,0.1734052472629497,8,-0.004900090836402397,-0.019991103324852613,-0.005285525073399605,0.0078125
