Rank	Player ID	Player	Team	Position(s)	ADP	Min Pick	Max Pick	Difference	# Picks	Team	Team Pick
52	17016	Montgomery, David	HOU	RB	52.00	39	65		144		
53	20335	Odunze, Rome	CHI	WR	53.39	34	67		144		
54	22929	Tate, Carnell	TEN	WR	53.76	37	68		144		
55	22072	Henderson, TreVeyon	NE	RB	55.92	37	67		144		
56	21121	Harrison Jr., Marvin	ARZ	WR	57.58	42	72		144		
57	17961	Swift, D'Andre	CHI	RB	58.27	40	79		144		
58	22062	Judkins, Quinshon	CLE	RB	58.76	40	71		144		
59	20291	Washington, Parker	JAX	WR	59.15	42	82		144		
60	22067	Warren, Tyler	IND	TE	59.38	42	71		144		
61	22106	Tuten, Bhayshul	JAX	RB	59.43	37	76		144		
62	21131	Thomas Jr., Brian	JAX	WR	60.35	39	83		144		
63	21136	Irving, Bucky	TB	RB	63.06	33	87		144		
64	17968	Burrow, Joe	CIN	QB	65.45	39	83		144		
65	22931	Tyson, Jordyn	NO	WR	67.81	54	84		144		
66	21125	Maye, Drake	NE	QB	69.38	49	91		144		
67	22938	Price, Jadarian	SEA	RB	70.18	48	91		144		
68	20276	Johnston, Quentin	LAC	WR	70.28	47	96		144		
69	17002	Metcalf, DK	PIT	WR	70.43	51	91		144		
70	19463	Pierce, Alec	IND	WR	71.26	48	94		144		
71	16066	Sutton, Courtland	DEN	WR	71.47	53	92		144		
72	16081	Jackson, Lamar	BAL	QB	72.30	33	101		144		
73	15316	Godwin Jr., Chris	TB	WR	73.87	58	96		144		
74	21133	Brooks, Jonathon	CAR	RB	77.03	61	141		144		
75	20340	Wilson, Michael	ARZ	WR	77.57	52	103		144		
76	19833	Warren, Jaylen	PIT	RB	78.55	61	103		144		
77	17995	Pittman Jr., Michael	PIT	WR	78.83	49	108		144		
78	20283	Downs, Josh	IND	WR	79.06	61	107		144		
79	22932	Lemon, Makai	PHI	WR	81.74	61	110		144		
80	17067	Pollard, Tony	TEN	RB	84.39	59	118		144		
81	19436	White, Rachaad	WAS	RB	84.43	63	143		144		
82	20312	Kraft, Tucker	GB	TE	87.10	57	114		144		
83	18772	Gainwell, Kenny	TB	RB	87.10	63	106		144		
84	19460	Robinson, Wan'Dale	TEN	WR	87.45	67	119		144		
85	18789	Pitts Sr., Kyle	ATL	TE	88.16	61	110		144		
86	18791	Stevenson, Rhamondre	NE	RB	88.88	64	112		144		
87	20278	Corum, Blake	LA	RB	89.26	68	110		144		
88	20311	Reed, Jayden	GB	WR	89.78	72	109		144		
89	18773	Hubbard, Chuba	CAR	RB	90.63	60	117		144		
90	22095	Fannin Jr., Harold	CLE	TE	90.82	64	119		144		
91	21126	Daniels, Jayden	WAS	QB	91.10	63	125		144		
92	22111	Harvey, RJ	DEN	RB	92.65	53	120		144		
93	17976	Herbert, Justin	LAC	QB	93.17	68	118		144		
94	21146	Pearsall, Ricky	SF	WR	93.71	61	227		136		
95	17061	Meyers, Jakobi	JAX	WR	94.75	72	119		144		
96	21128	Worthy, Xavier	KC	WR	95.31	61	133		144		
97	21124	Williams, Caleb	CHI	QB	95.46	62	123		144		
98	20339	LaPorta, Sam	DET	TE	95.81	69	114		144		
99	22119	Monangai, Kyle	CHI	RB	96.26	63	118		144		
100	20274	Addison, Jordan	MIN	WR	97.57	78	121		144		
101	18036	Dowdle, Rico	PIT	RB	98.23	69	120		144		
102	22085	Golden, Matthew	GB	WR	98.48	66	149		144		
103	18779	Lawrence, Trevor	JAX	QB	100.31	72	123		144		
104	22114	Higgins, Jayden	HOU	WR	101.06	72	133		144		
105	17963	Dobbins, J.K.	DEN	RB	101.18	81	122		144		
106	17999	Hurts, Jalen	PHI	QB	105.52	74	128		144		
107	22933	Concepcion, KC	CLE	WR	106.32	77	137		144		
108	19455	Doubs, Romeo	NE	WR	106.40	83	130		144		
109	14553	Prescott, Dak	DAL	QB	107.75	75	130		144		
110	19872	Mason, Jordan	MIN	RB	111.14	82	145		144		
111	21570	Coker, Jalen	CAR	WR	114.46	88	149		144		
112	13671	Diggs, Stefon	NE	WR	114.94	85	182		144		
113	15360	Kittle, George	SF	TE	116.06	89	146		144		
114	19462	Shakir, Khalil	BUF	WR	116.81	79	154		144		
115	20300	Kincaid, Dalton	BUF	TE	116.85	95	157		144		
116	7697	Stafford, Matthew	LA	QB	118.56	76	146		144		
117	19742	Purdy, Brock	SF	QB	119.55	97	147		144		
118	21183	Tracy Jr., Tyrone	NYG	RB	119.76	96	146		144		
119	19464	Likely, Isaiah	NYG	TE	121.69	102	152		144		
120	19934	Shaheed, Rashid	SEA	WR	122.72	93	158		144		
121	22130	Croskey-Merritt, Jacory	WAS	RB	123.42	94	154		144		
122	20344	Mitchell, Keaton	LAC	RB	123.60	100	157		144		
123	11842	Kelce, Travis	KC	TE	124.70	87	151		144		
124	15234	Mahomes, Patrick	KC	QB	126.53	76	156		144		
125	15392	Jones Sr., Aaron	MIN	RB	126.60	99	162		144		
126	22087	Dart, Jaxson	NYG	QB	127.18	95	161		144		
127	16151	Goedert, Dallas	PHI	TE	127.54	98	158		144		
128	16075	Andrews, Mark	BAL	TE	128.31	103	165		144		
129	14748	Goff, Jared	DET	QB	128.60	90	165		144		
130	19476	Ferguson, Jake	DAL	TE	129.16	99	161		144		
131	21153	McMillan, Jalen	TB	WR	130.20	94	163		144		
132	22941	Coleman, Jonah	DEN	RB	132.50	81	202		144		
133	20308	Rodriguez Jr., Chris	JAX	RB	133.03	96	164		144		
134	20299	Nix, Bo	DEN	QB	135.98	108	165		144		
135	22109	Marks, Woody	HOU	RB	139.18	107	178		144		
136	22934	Boston, Denzel	CLE	WR	139.61	103	195		144		
137	2964	Cowboys, Dallas	DAL	TK	142.38	86	172		144		
138	22099	Sampson, Dylan	CLE	RB	142.74	100	174		144		
139	19441	Allgeier, Tyler	ARZ	RB	143.38	91	180		144		
140	16069	Mayfield, Baker	TB	QB	144.10	103	180		144		
141	22074	Harris, Tre'	LAC	WR	145.47	111	189		144		
142	22101	Gadsden, Oronde	LAC	TE	146.33	97	205		144		
143	19715	Nailor, Jalen	LV	WR	149.15	99	224		144		
144	22220	Shough, Tyler	NO	QB	149.44	114	210		144		
145	4343	Texans, Houston	HOU	TDSP	149.90	118	184		144		
146	17009	Murray, Kyler	MIN	QB	150.34	112	195		144		
147	19633	Okonkwo, Chig	WAS	TE	150.81	125	223		144		
148	1996	Rams, Los Angeles (LAR)	LA	TDSP	151.22	112	196		144		
149	19469	Charbonnet, Zach	SEA	RB	151.94	112	199		144		
150	19486	Pacheco, Isiah	DET	RB	152.92	109	204		144		
151	22948	Cooper Jr., Omar	NYJ	WR	154.92	113	196		143		
152	22956	Williams, Antonio	WAS	WR	155.56	113	216		142		
153	21355	Flournoy, Ryan	DAL	WR	155.61	117	203		144		
154	22939	Johnson, Emmett	KC	RB	155.96	103	209		144		
155	20329	Spears, Tyjae	TEN	RB	156.58	116	192		144		
156	17997	Love, Jordan	GB	QB	156.67	107	214		143		
157	22134	TeSlaa, Isaac	DET	WR	158.50	111	209		144		
158	20425	Strange, Brenton	JAX	TE	159.83	121	210		144		
159	18033	Jennings, Jauan	MIN	WR	160.60	108	221		144		
160	20279	Bigsby, Tank	PHI	RB	160.87	131	201		144		
161	21144	Lloyd, MarShawn	GB	RB	163.55	107	237		136		
162	1989	Seahawks, Seattle	SEA	TDSP	165.35	132	197		144		
163	19468	Robinson, Brian	ATL	RB	165.85	124	196		144		
164	20357	Tucker, Tre	LV	WR	167.86	111	222		144		
165	18582	Johnson, Juwan	NO	TE	168.13	127	232		144		
166	17019	Samuel, Deebo	SF	WR	168.90	108	227		143		
167	22935	Sadiq, Kenyon	NYJ	TE	169.42	97	239		144		
168	1863	Broncos, Denver	DEN	TDSP	170.20	125	202		144		
169	22944	Claiborne, Demond	MIN	RB	172.63	121	239		141		
170	15293	Kamara, Alvin	NO	RB	173.17	127	213		144		
171	22940	Allen, Kaytron	WAS	RB	175.24	125	232		144		
172	17964	Jeudy, Jerry	CLE	WR	175.63	124	230		142		
173	14968	Henry, Hunter	NE	TE	177.44	127	232		144		
174	22955	Washington Jr., Mike	LV	RB	178.18	100	230		144		
175	22092	Blue, Jaydon	DAL	RB	178.21	140	239		139		
176	21129	Mitchell, Adonai	NYJ	WR	178.54	123	230		135		
177	22058	Hunter, Travis	JAX	WR	179.26	109	238		139		
178	21151	Davis, Ray	BUF	RB	179.46	146	215		144		
179	4345	Texans, Houston	HOU	TK	181.00	138	221		144		
180	23064	Black, Kaelon	SF	RB	181.42	121	223		140		
181	22951	Branch, Zachariah	ATL	WR	184.01	131	227		143		
182	1926	Patriots, New England	NE	TDSP	184.03	151	225		144		
183	21154	Washington, Malik	MIA	WR	185.51	115	237		138		
184	20285	Tucker, Sean	TB	RB	185.51	135	232		142		
185	21169	Vidal, Kimani	LAC	RB	187.23	130	238		141		
186	23066	Stribling, De'Zhaun	SF	WR	187.69	107	240		130		
187	19458	Willis, Malik	MIA	QB	187.95	131	236		137		
188	22943	Singleton, Nicholas	TEN	RB	191.83	120	238		139		
189	21709	Holani, George	SEA	RB	194.87	130	235		125		
190	21132	Allen, Braelon	NYJ	RB	195.17	137	233		137		
191	18169	Mooney, Darnell	NYG	WR	195.49	134	239		141		
192	1898	Jaguars, Jacksonville	JAX	TDSP	195.83	164	237		143		
193	22097	James, Jordan	SF	RB	196.57	139	239		140		
194	2982	Seahawks, Seattle	SEA	TK	196.83	157	224		144		
195	2980	Chargers, Los Angeles (LAC)	LAC	TK	199.53	161	222		144		
196	16077	Darnold, Sam	SEA	QB	199.76	129	239		127		
197	20314	Wicks, Dontayvion	PHI	WR	200.76	136	240		123		
198	21001	Wilson, Emanuel	SEA	RB	201.38	139	240		114		
199	17014	Hockenson, T.J.	MIN	TE	201.44	138	235		126		
200	17983	Aiyuk, Brandon	SF	WR	201.57	125	240		104		
201	2969	Jaguars, Jacksonville	JAX	TK	201.69	164	225		144		
202	1975	Chargers, Los Angeles (LAC)	LAC	TDSP	201.74	162	228		140		
203	1961	Eagles, Philadelphia	PHI	TDSP	202.22	165	228		144		
204	20323	Dell, Tank	HOU	WR	203.10	122	239		126		
205	16132	Kirk, Christian	SF	WR	203.30	145	239		120		
206	19477	Dulcich, Greg	MIA	TE	204.03	155	236		117		
207	20310	Ward, Cam	TEN	QB	204.53	140	240		118		
208	20326	Boutte, Kayshon	NE	WR	205.45	146	239		128		
209	1968	Steelers, Pittsburgh	PIT	TDSP	207.99	178	232		141		
210	22206	Ferguson, Terrance	LA	TE	208.13	160	236		107		
211	17008	Jones, Daniel	IND	QB	209.42	146	239		104		
212	20280	Stroud, C.J.	HOU	QB	213.98	133	239		88		
213	1919	Vikings, Minnesota	MIN	TDSP	214.44	159	240		139		
214	16255	Schultz, Dalton	HOU	TE	214.76	164	240		110		
215	15306	Conner, James	ARZ	RB	216.46	124	238		109		
216	16065	Ridley, Calvin	TEN	WR	216.58	145	239		99		
217	21160	Wright, Jaylen	MIA	RB	217.60	153	237		106		
218	20719	Demercado, Emari	KC	RB	217.67	181	240		114		
219	1807	Ravens, Baltimore	BAL	TDSP	218.02	179	239		131		
220	21315	Barner, AJ	SEA	TE	218.86	157	240		119		
221	22952	Fields, Malachi	NYG	WR	220.19	145	239		94		
222	2981	49ers, San Francisco	SF	TK	220.86	187	240		144		
223	21127	Franklin, Troy	DEN	WR	221.81	151	239		80		
224	2983	Rams, Los Angeles (LAR)	LA	TK	223.01	196	239		139		
225	19960	Tonges, Jake	SF	TE	223.45	186	240		107		
226	22960	Randall, Adam	BAL	RB	225.90	175	240		79		
227	22946	Bell, Chris	MIA	WR	226.64	149	240		61		
228	14725	Hill, Tyreek	MIA	WR	227.23	129	236		54		
229	17020	Hill, Justice	BAL	RB	227.65	176	240		70		
230	22947	Bernard, Germie	PIT	WR	227.74	162	239		69		
231	22967	Hurst III, Ted	TB	WR	227.80	157	240		63		
232	2972	Vikings, Minnesota	MIN	TK	228.27	154	240		124		
233	20100	Davis, Malik	DAL	RB	228.69	173	240		65		
234	15283	Kupp, Cooper	SEA	WR	229.49	181	240		79		
235	22090	Allen Jr., LeQuint	JAX	RB	230.22	177	236		59		
236	2973	Patriots, New England	NE	TK	231.09	198	240		113		
237	1842	Bears, Chicago	CHI	TDSP	231.35	203	240		87		
238	20954	Brooks, Chris	GB	RB	231.94	162	240		47		
239	22123	Helm, Gunnar	TEN	TE	232.34	189	239		58		
240	2871	Browns, Cleveland	CLE	TDSP	232.35	169	239		50		
241	21161	Davis, Isaiah	NYJ	RB	232.42	185	240		49		
242	2984	Buccaneers, Tampa Bay	TB	TK	233.04	202	240		111		
243	18785	Bateman, Rashod	BAL	WR	233.53	162	239		45		
244	1870	Lions, Detroit	DET	TDSP	233.73	207	240		68		
245	2966	Lions, Detroit	DET	TK	233.76	205	240		87		
246	11857	Allen, Keenan	LAC	WR	233.94	161	240		45		
247	22116	Noel, Jaylin	HOU	WR	233.95	169	239		40		
248	21130	Coleman, Keon	BUF	WR	234.09	176	239		50		
249	23043	Douglas, Caleb	MIA	WR	234.12	174	240		35		
250	1982	49ers, San Francisco	SF	TDSP	234.63	198	238		57		
251	21135	Benson, Trey	ARZ	RB	234.68	147	239		39		
252	22957	Bell, Skyler	BUF	WR	234.70	177	237		34		
253	21357	Vele, Devaughn	NO	WR	234.81	158	240		30		
254	15362	Perine, Samaje	CIN	RB	235.08	191	240		48		
255	15227	Njoku, David	LAC	TE	235.62	164	238		32		
256	22942	Stowers, Eli	PHI	TE	235.81	163	240		30		
257	2958	Ravens, Baltimore	BAL	TK	235.98	210	240		69		
258	22096	Giddens, DJ	IND	RB	236.00	189	240		35		
259	2968	Colts, Indianapolis	IND	TK	236.19	207	240		68		
260	22112	Bech, Jack	LV	WR	236.26	169	240		32		
261	1877	Packers, Green Bay	GB	TDSP	236.31	200	238		38		
262	22115	Bryant, Pat	DEN	WR	236.41	193	240		31		
263	22954	Brazzell II, Chris	CAR	WR	236.53	181	240		28		
264	22949	Sarratt, Elijah	BAL	WR	236.60	184	240		30		
265	14802	Brissett, Jacoby	ARZ	QB	236.81	161	238		22		
266	23165	Allen, Cyrus	KC	WR	237.21	137	240		13		
267	2979	Steelers, Pittsburgh	PIT	TK	237.31	204	240		50		
268	20281	Young, Bryce	CAR	QB	237.38	173	239		22		
269	18018	Parkinson, Colby	LA	TE	237.44	177	240		18		
270	21171	Horton, Tory	SEA	WR	237.47	189	240		38		
271	17007	Brown, Hollywood	PHI	WR	237.70	171	240		20		
272	22945	McGowan, Seth	IND	RB	237.81	208	240		39		
273	1933	Saints, New Orleans	NO	TDSP	238.22	201	240		33		
274	22269	Dike, Chimere	TEN	WR	238.24	172	232		13		
275	2961	Bears, Chicago	CHI	TK	238.26	206	240		42		
276	22071	Gordon II, Ollie	MIA	RB	238.39	186	240		17		
277	1828	Bills, Buffalo	BUF	TDSP	238.40	214	239		27		
278	19491	Thornton, Tyquan	KC	WR	238.49	189	238		23		
279	1905	Chiefs, Kansas City	KC	TDSP	238.65	216	239		27		
280	18792	Freiermuth, Pat	PIT	TE	238.90	191	240		14		
281	17046	Johnson, Ty	BUF	RB	239.03	186	240		14		
282	18826	Harris, Najee	LAC	RB	239.30	184	240		14		
283	19632	Otton, Cade	TB	TE	239.31	199	240		14		
284	2970	Chiefs, Kansas City	KC	TK	239.41	195	240		23		
285	2962	Bengals, Cincinnati	CIN	TK	239.50	220	240		31		
286	22969	Lance, Bryce	NO	WR	239.51	178	240		12		
287	15238	Engram, Evan	DEN	TE	239.56	205	239		14		
288	1814	Falcons, Atlanta	ATL	TDSP	239.56	219	240		20		
289	1856	Cowboys, Dallas	DAL	TDSP	239.63	214	240		14		
290	1884	Titans, Tennessee	TEN	TDSP	239.74	207	240		18		
291	22091	Ayomanor, Elic	TEN	WR	239.76	190	218		5		
292	23176	Coleman Jr., Kevin	MIA	WR	239.80	167	224		5		
293	1940	Giants, New York (NYG)	NYG	TDSP	239.83	214	236		11		
294	1954	Raiders, Las Vegas	LV	TDSP	239.83	215	240		18		
295	22300	Brooks, Tahj	CIN	RB	240.02	193	239		8		
296	22928	Mendoza, Fernando	LV	QB	240.03	197	238		6		
297	11818	Smith, Geno	NYJ	QB	240.04	177	233		4		
298	2974	Saints, New Orleans	NO	TK	240.12	206	240		15		
299	22104	Neal, Devin	NO	RB	240.24	203	238		6		
300	17512	Slayton, Darius	NYG	WR	240.25	198	234		5		
301	19453	Tolbert, Jalen	MIA	WR	240.26	213	238		10		
302	22098	Johnson, Kaleb	PIT	RB	240.27	210	219		4		
303	22124	Hunter, Jarquez	LA	RB	240.31	206	226		4		
304	22061	Bond, Isaiah	CLE	WR	240.34	200	240		4		
305	20337	Iosivas, Andrei	CIN	WR	240.38	196	240		6		
306	17975	Tagovailoa, Tua	ATL	QB	240.40	194	237		3		
307	2965	Broncos, Denver	DEN	TK	240.44	225	240		14		
308	22959	Lane, Ja'Kobi	BAL	WR	240.47	205	240		4		
309	2985	Titans, Tennessee	TEN	TK	240.47	229	240		15		
310	23050	Raridon, Eli	NE	TE	240.56	179	239		2		
311	19452	Dotson, Jahan	ATL	WR	240.56	194	224		2		
312	23013	Thomas, Zavion	CHI	WR	240.56	197	222		2		
313	22968	Heidenreich, Eli	PIT	RB	240.56	207	236		4		
314	10974	Cousins, Kirk	LV	QB	240.60	184	184		1		
315	21138	Walker, Devontez	BAL	WR	240.63	223	236		5		
316	22107	Royals, Jalen	KC	WR	240.64	207	233		3		
317	22108	Johnson, Tez	TB	WR	240.65	213	238		4		
318	20282	Mayer, Michael	LV	TE	240.72	222	237		4		
319	2003	Buccaneers, Tampa Bay	TB	TDSP	240.72	229	240		6		
320	15281	Hunt, Kareem	KC	RB	240.76	209	238		2		
321	22305	Mafah, Phil	DAL	RB	240.76	221	227		2		
322	5712	Rodgers, Aaron	PIT	QB	240.77	218	231		2		
323	19443	Ford, Jerome	WAS	RB	240.78	212	238		2		
324	21137	Legette, Xavier	CAR	WR	240.78	217	234		2		
325	22117	Smith, Brashard	KC	RB	240.78	218	237		3		
326	22120	Taylor, Mason	NYJ	TE	240.81	213	213		1		
327	2978	Eagles, Philadelphia	PHI	TK	240.81	223	231		2		
328	2010	Commanders, Washington	WAS	TDSP	240.81	227	228		2		
329	1849	Bengals, Cincinnati	CIN	TDSP	240.82	223	233		2		
330	20277	Hyatt, Jalin	NYG	WR	240.83	216	216		1		
331	14714	Robinson, Demarcus	SF	WR	240.83	217	217		1		
332	2957	Falcons, Atlanta	ATL	TK	240.86	231	240		4		
333	19454	Metchie III, John	CAR	WR	240.87	222	222		1		
334	22128	Williams, Kyle	NE	WR	240.87	231	232		2		
335	20301	Washington, Darnell	PIT	TE	240.88	223	223		1		
336	22334	Mumpfield, Konata	LA	WR	240.88	231	233		2		
337	15261	Mixon, Joe	HOU	RB	240.89	225	225		1		
338	18010	Kmet, Cole	CHI	TE	240.90	226	226		1		
339	17034	Singletary, Devin	NYG	RB	240.91	228	228		1		
340	1835	Panthers, Carolina	CAR	TDSP	240.91	234	240		3		
341	22073	Williams, Savion	GB	WR	240.92	229	229		1		
342	2963	Browns, Cleveland	CLE	TK	240.92	229	229		1		
343	21297	Vaki, Sione	DET	RB	240.92	229	229		1		
344	23172	Benson, Malik	LV	WR	240.93	231	231		1		
345	21178	Guerendo, Isaac	SF	RB	240.93	233	239		2		
346	21181	Johnson, Theo	NYG	TE	240.94	237	239		3		
347	1947	Jets, New York (NYJ)	NYJ	TDSP	240.95	234	234		1		
348	2959	Bills, Buffalo	BUF	TK	240.95	237	238		2		
349	22506	Wease Jr., Theo	MIA	WR	240.96	235	235		1		
350	1891	Colts, Indianapolis	IND	TDSP	240.96	237	239		2		
351	18719	Westbrook-Ikhine, Nick	IND	WR	240.97	236	236		1		
352	16067	Chubb, Nick	HOU	RB	240.97	237	237		1		
353	19429	Burks, Treylon	WAS	WR	240.98	238	238		1		
354	19480	Austin III, Calvin	NYG	WR	240.99	240	240		1		
355	20341	Douglas, DeMario	NE	WR	240.99	240	240		1		
