feature,non_null_rows,missing_rows,zero_rows,mean,std
projection_trajectory_change_1year,3696,0,597,0.1937866231258732,3.0617754674776427
projection_trajectory_change_3year,3696,0,545,0.32981305715379083,3.0956949762836947
projection_trajectory_prior_year_available,3696,0,580,0.8430735930735931,0.36373137029348274
projection_trajectory_prior_3year_count,3696,0,533,2.0914502164502164,1.1270831875202743
projection_trajectory_prior_3year_std,3696,0,1153,1.0950087012973462,1.4095961133357955
adp_median,3050,646,0,199.0813586065574,160.16283124934165
adp_log,3050,646,0,4.960922795845293,0.959235552543195
